,WasherDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.1652533333333333,0.0,2.9,0.0
2024-01-01 01:00:00,0.001,0.001,0.049,0.0,3.0,0.9
2024-01-01 02:00:00,0.001,0.001,0.18378333333333335,0.0,3.0,3.0
2024-01-01 03:00:00,0.001,0.001,0.35036666666666666,0.0,3.0,3.0
2024-01-01 04:00:00,0.001,0.001,0.049,0.0,3.0,3.0
2024-01-01 05:00:00,0.001,0.001,0.08383333333333334,0.0,3.0,3.0
2024-01-01 06:00:00,0.001,0.001,0.10965,3.3,3.0,3.0
2024-01-01 07:00:00,0.001,0.001,0.0545,0.0,3.0,3.0
2024-01-01 08:00:00,0.001,0.001,0.08383333333333334,0.0,3.0,3.0
2024-01-01 09:00:00,0.001,0.001,0.14806666666666668,0.0,3.0,3.0
2024-01-01 10:00:00,0.001,0.04843340501602712,0.7157501206778483,0.0,3.0,3.0
2024-01-01 11:00:00,0.765666959855741,0.4392569592319862,0.20319820248571635,0.0,3.0,3.0
2024-01-01 12:00:00,0.7920347860576631,0.4678206348464871,0.1605383333333333,0.0,3.0,3.0
2024-01-01 13:00:00,0.6997473943509358,0.20051500518959772,0.34700114011283845,0.7333333333333333,3.0,3.0
2024-01-01 14:00:00,0.765666959855741,0.001,0.3170294969490694,0.0,3.0,3.0
2024-01-01 15:00:00,0.7920347860576631,0.001,0.25103333333333333,0.36666666666666664,3.0,3.0
2024-01-01 16:00:00,0.7920347860576631,0.001,0.21318094320097902,0.0,3.0,3.0
2024-01-01 17:00:00,0.31741391442306527,0.001,0.2571944642454623,0.55,3.0,3.0
2024-01-01 18:00:00,0.001,0.001,0.29144104268537807,0.0,3.0,3.0
2024-01-01 19:00:00,0.1064713048076884,0.001,0.3378577982582612,0.0,3.0,3.0
2024-01-01 20:00:00,0.7920347860576631,0.001,1.0838259397255878,0.0,3.0,3.0
2024-01-01 21:00:00,0.7920347860576631,0.001,0.1813623686863954,0.0,3.0,3.0
2024-01-01 22:00:00,0.7920347860576631,0.001,0.09565707570600684,0.0,3.0,3.0
2024-01-01 23:00:00,0.23831043581729894,0.001,0.16686474847453472,0.0,3.0,3.0
