,WasherDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.19058804933822857,0.0,0.0,1.3
2024-01-01 01:00:00,0.001,0.001,0.1162561809068381,0.0,0.0,3.0
2024-01-01 02:00:00,0.001,0.001,0.23161666666666667,0.0,0.0,3.0
2024-01-01 03:00:00,0.001,0.001,0.10316666666666666,0.0,0.0,3.0
2024-01-01 04:00:00,0.001,0.001,0.0525,0.0,2.35,3.0
2024-01-01 05:00:00,0.001,0.001,0.13166666666666668,0.0,3.0,3.0
2024-01-01 06:00:00,0.001,0.001,0.26493333333333335,0.0,3.0,3.0
2024-01-01 07:00:00,0.001,0.001,0.2857166666666667,0.0,3.0,3.0
2024-01-01 08:00:00,0.001,0.001,1.0560166666666666,0.0,3.0,3.0
2024-01-01 09:00:00,0.014183913100961053,0.36116598868773936,1.2846487175293866,2.75,3.0,3.0
2024-01-01 10:00:00,0.7920347860576631,0.5071088161239146,0.26225819582842286,4.583333333333333,3.0,3.0
2024-01-01 11:00:00,0.7920347860576631,0.2867511994724443,0.23656666666666668,0.0,3.0,3.0
2024-01-01 12:00:00,0.7920347860576631,0.001,0.13166666666666668,0.36666666666666664,3.0,3.0
2024-01-01 13:00:00,0.06691956550480525,0.001,0.13166666666666665,0.0,3.0,3.0
2024-01-01 14:00:00,0.001,0.001,0.0715,0.0,3.0,3.0
2024-01-01 15:00:00,0.001,0.001,0.18411666666666668,1.2833333333333334,3.0,3.0
2024-01-01 16:00:00,0.001,0.001,0.15270146490194286,0.0,3.0,3.0
2024-01-01 17:00:00,0.001,0.001,0.14020073245097145,0.0,3.0,3.0
2024-01-01 18:00:00,0.001,0.001,0.3608260986764572,0.0,3.0,3.0
2024-01-01 19:00:00,0.001,0.001,0.20530219735291427,0.0,3.0,3.0
2024-01-01 20:00:00,0.001,0.001,0.28487609867645713,0.0,3.0,3.0
2024-01-01 21:00:00,0.001,0.001,0.25273205086272,0.0,3.0,3.0
2024-01-01 22:00:00,0.001,0.001,0.13228333333333334,0.0,3.0,3.0
2024-01-01 23:00:00,0.001,0.001,0.1,0.0,0.25,3.0
