,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref,SoC_arr,Tset,Tref,Twall,Tout,T_ref,T_set,P_use,P_loss
2024-01-01 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,21.487479755289822,21.430680356215444,12.0,60,60.0,0.0,0.0
2024-01-01 01:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,21.45991436319904,21.293481128607105,12.0,60,60.0,0.0,0.0
2024-01-01 02:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,21.427528490691028,21.15443662455019,11.0,59,60.0,0.08333333333333333,0.0
2024-01-01 03:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,21.390313321604292,21.013334329288632,11.0,57,60.0,0.2833333333333333,0.0
2024-01-01 04:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.5,21.348169265773368,20.87754479025734,11.0,55,60.0,0.21666666666666667,0.0
2024-01-01 05:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,21.30042500396292,20.73934717096821,10.0,53,60.0,0.35,0.0
2024-01-01 06:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,21.250780369030583,20.598623898315868,10.0,51,60.0,0.16666666666666666,0.0
2024-01-01 07:00:00,3.0,0.0,0.0,0.0,0.0,0.0,21.5,21.19880311417796,20.46282076128101,10.0,50,60.0,0.1,0.0
2024-01-01 08:00:00,3.0,1.0,0.0,0.0,0.8794444444444461,0.7266666666666667,21.5,21.148081059846984,20.331690308317157,10.0,49,60.0,0.21666666666666667,0.0
2024-01-01 09:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,21.102422831623375,20.205119288267138,10.0,48,60.0,0.1,0.0
2024-01-01 10:00:00,1.0,0.0,0.0,0.0,0.0,0.0,21.5,21.06933911591674,20.090432113033515,11.0,47,60.0,0.18333333333333332,0.0
2024-01-01 11:00:00,3.0,0.0,0.0,0.0,0.0,0.0,21.5,21.052978828401933,19.994998516264104,12.0,44,60.0,0.36666666666666664,0.0
2024-01-01 12:00:00,1.0,1.0,0.0,0.0,0.7847222222222225,0.7602777777777778,21.5,21.040138189655547,19.911010140687164,12.0,43,60.0,0.13333333333333333,0.0
2024-01-01 13:00:00,1.0,1.0,0.0,0.0,0.9680555555555579,0.0,21.5,21.021413312326537,19.83041813946183,12.0,41,60.0,0.23333333333333334,0.0
2024-01-01 14:00:00,1.0,1.0,0.0,0.0,1.1513888888888932,0.0,21.5,20.990161437154594,19.752827798249804,12.0,41,60.0,0.08333333333333333,0.0
2024-01-01 15:00:00,3.0,1.0,0.0,0.0,1.3347222222222286,0.0,21.5,20.938574184663,19.677527108033548,12.0,40,60.0,0.13333333333333333,0.0
2024-01-01 16:00:00,1.0,1.0,0.0,0.0,0.8366666666666672,0.793888888888889,21.5,20.87510203527584,19.596576759002335,11.0,40,60.0,0.03333333333333333,0.0
2024-01-01 17:00:00,1.0,1.0,0.0,0.0,1.0200000000000025,0.0,21.5,20.809218065858015,19.509912701877752,11.0,40,60.0,0.016666666666666666,0.0
2024-01-01 18:00:00,1.0,1.0,0.0,0.0,1.2033333333333378,0.0,21.5,20.742920779054327,19.425176910563557,11.0,38,60.0,0.3,0.0
2024-01-01 19:00:00,1.0,1.0,0.0,0.0,1.3866666666666732,0.0,21.5,20.67628253533857,19.342267668187155,11.0,36,60.0,0.21666666666666667,0.0
2024-01-01 20:00:00,1.0,1.0,0.0,0.0,1.5700000000000085,0.0,21.5,20.609370178800226,19.261090205765175,11.0,32,60.0,0.4166666666666667,0.0
2024-01-01 21:00:00,1.0,1.0,0.0,0.0,1.7533333333333438,0.0,21.5,20.540657066013395,19.174256637446174,10.0,32,60.0,0.03333333333333333,0.0
2024-01-01 22:00:00,2.0,1.0,0.0,0.0,1.9366666666666792,0.0,15.5,20.469170176096505,19.081820412062136,10.0,30,60.0,0.25,0.0
2024-01-01 23:00:00,2.0,1.0,0.0,0.0,2.1200000000000143,0.0,15.5,20.393257255685914,18.991337817914847,10.0,30,60.0,0.03333333333333333,0.0
