,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.3030059959320925,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.22613999999999998,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.2826666666666667,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.199,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.2693333333333333,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.33266666666666667,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.168,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.1274,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.16066666666666668,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.13566666666666669,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.22433333333333333,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.19166666666666668,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.08833333333333333,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.047,0.0,1.0666666666666667
2024-01-01 04:30:00,0.001,0.0,0.001,0.123,0.0,4.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.237,0.0,2.1333333333333333
2024-01-01 05:00:00,0.001,0.0,0.001,0.109,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.17099999999999999,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.05330599593209253,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.0588237423726735,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.12215707570600684,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.24882374237267352,13.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.2058237423726735,0.0,3.466666666666667
2024-01-01 06:45:00,0.001,0.0,0.001,0.10891391005631704,0.0,3.466666666666667
2024-01-01 07:00:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.09766666666666665,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.2886666666666667,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.20666666666666667,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.08499999999999999,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.361,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.147,0.0,0.26666666666666666
2024-01-01 09:45:00,0.001,0.0,0.001,0.047,8.0,2.6666666666666665
2024-01-01 10:00:00,0.001,0.0,0.001,0.0574,5.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.05999999999999999,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.12666666666666665,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.39466666666666667,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.10113333333333333,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.04873333333333333,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.05999999999999999,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.05999999999999999,0.0,0.0
