,WasherDryer,TumbleDryer,BaseLoad,P_EV
2024-01-05 20:30:00,0.001,0.001,0.30980927305892114,0.0
2024-01-05 20:45:00,0.001,0.001,0.44340927305892114,0.0
2024-01-05 21:00:00,0.001,0.001,1.2023026063922544,0.0
2024-01-05 21:15:00,0.001,0.001,0.5792359397255878,0.0
2024-01-05 21:30:00,0.001,0.001,0.3420759397255878,0.0
2024-01-05 21:45:00,0.001,0.001,0.32735158096089445,0.0
2024-01-05 22:00:00,0.001,0.001,0.3105237423726735,0.0
2024-01-05 22:15:00,0.001,0.001,0.3369237423726735,0.0
2024-01-05 22:30:00,0.001,0.001,0.4105237423726735,0.0
2024-01-05 22:45:00,0.001,0.001,0.42519040903934013,0.0
2024-01-05 23:00:00,0.001,0.001,0.36148824949151154,0.0
2024-01-05 23:15:00,0.001,0.001,0.29869999999999997,0.0
2024-01-05 23:30:00,0.001,0.001,0.29869999999999997,0.0
2024-01-05 23:45:00,0.001,0.001,0.41956666666666664,0.0
2024-01-06 00:00:00,0.001,0.001,0.9960333333333332,0.0
2024-01-06 00:15:00,0.001,0.001,0.5682333333333334,0.0
2024-01-06 00:30:00,0.001,0.001,0.2279509618510123,0.0
2024-01-06 00:45:00,0.001,0.001,0.884975939725588,0.0
2024-01-06 01:00:00,0.001,0.001,0.5105092730589212,0.0
2024-01-06 01:15:00,0.001,0.001,0.8084426063922545,0.0
2024-01-06 01:30:00,0.001,0.001,0.1993759397255878,0.0
2024-01-06 01:45:00,0.001,0.001,0.11609389810066123,0.0
2024-01-06 02:00:00,0.001,0.001,0.197,0.0
2024-01-06 02:15:00,0.001,0.001,0.073,0.0
2024-01-06 02:30:00,0.001,0.001,0.10533333333333333,0.0
2024-01-06 02:45:00,0.001,0.001,0.232,0.0
2024-01-06 03:00:00,0.001,0.001,0.11957649898302315,0.0
2024-01-06 03:15:00,0.001,0.001,0.0538237423726735,0.0
2024-01-06 03:30:00,0.001,0.001,0.2088237423726735,0.0
2024-01-06 03:45:00,0.001,0.001,0.1468237423726735,0.0
2024-01-06 04:00:00,0.001,0.001,0.6882237423726736,0.0
2024-01-06 04:15:00,0.001,0.001,0.23357649898302316,0.0
2024-01-06 04:30:00,0.001,0.001,0.08000000000000002,0.0
2024-01-06 04:45:00,0.001,0.001,0.042,0.0
2024-01-06 05:00:00,0.001,0.001,0.13499999999999998,0.0
2024-01-06 05:15:00,0.001,0.001,0.197,0.0
2024-01-06 05:30:00,0.001,0.001,0.5811333333333334,0.0
2024-01-06 05:45:00,0.001,0.001,0.232,0.0
2024-01-06 06:00:00,0.001,0.001,0.042,0.0
2024-01-06 06:15:00,0.001,0.001,0.042,0.0
2024-01-06 06:30:00,0.001,0.001,0.073,0.0
2024-01-06 06:45:00,0.001,0.001,0.197,0.0
