,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.12266666666666666,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.108,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.042,0.0,3.6666666666666665
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.09333333333333332,0.0,1.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.13733333333333334,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.064,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.6850666666666666,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.056666666666666664,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.042,0.0,2.6666666666666665
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.14466666666666667,5.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.08600000000000001,4.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.11533333333333333,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.11533333333333333,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.042,3.3333333333333335,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.042,0.6666666666666666,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.08600000000000001,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.14466666666666667,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.05666666666666667,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.152,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.064,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.13733333333333334,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.09333333333333332,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,0.001,0.10800000000000001,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.0,0.001,0.12266666666666666,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.042,3.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.07866666666666666,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.152,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.08966666666666669,0.0,3.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.273,0.0,0.3333333333333333
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.19233333333333336,0.0,3.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.163,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.163,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.15493333333333334,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.13,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.10066666666666667,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.042,0.0,3.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.042,0.0,1.3333333333333333
