,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.1798237423726735,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.10740791412422451,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.6814,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.17366666666666666,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.1196,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.168,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.33266666666666667,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.23133333333333334,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.168,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.055066666666666673,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.08499999999999999,0.3333333333333333
2024-01-01 03:30:00,0.001,0.0,0.001,0.237,2.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.047,1.3333333333333333
2024-01-01 04:30:00,0.001,0.0,0.001,0.047,5.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.5481333333333333,5.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.17366666666666666,3.6666666666666665
2024-01-01 05:15:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.3449333333333333,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.5101333333333334,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.5800666666666666,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.08499999999999999,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.237,0.3333333333333333
2024-01-01 08:00:00,0.001,0.0,0.001,0.047,2.6666666666666665
2024-01-01 08:15:00,0.001,0.0,0.001,0.18033333333333335,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,2.047,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.847,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.14833333333333334,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.17366666666666666,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 10:00:00,0.001,0.15033333333333332,0.001,0.047,0.0
2024-01-01 10:15:00,0.001,2.25,0.1907336200641085,0.047,0.0
2024-01-01 10:30:00,0.001,1.0505333333333333,0.5904714082723814,0.21166666666666664,0.0
2024-01-01 10:45:00,0.001,1.2004666666666668,0.4854863435082232,1.709666666666667,0.0
2024-01-01 11:00:00,0.001,0.0006000000000000001,0.16616168836457856,1.1665333333333334,0.0
2024-01-01 11:15:00,0.001,0.0,0.5149083967827618,0.12842,0.0
2024-01-01 11:30:00,0.001,0.0,1.2575608255053539,0.18963333333333335,0.0
2024-01-01 11:45:00,0.001,0.0,0.12384923520517449,0.23369999999999996,3.0
2024-01-01 12:00:00,0.001,0.0,0.1218282831049564,0.3857,0.0
2024-01-01 12:15:00,0.001,0.0,0.3680441955704638,0.19569999999999999,0.0
2024-01-01 12:30:00,0.001,0.0,0.7990600207583909,0.2982333333333333,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.30369999999999997,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.31000599593209255,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.41685707570600683,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.4018570757060068,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.1945237423726735,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.2913237423726735,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.710594245423604,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.3155237423726735,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.4801904090393402,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.3918570757060068,0.0
2024-01-01 15:15:00,0.001,0.0008666666666666667,0.001,0.28012374237267346,0.0
2024-01-01 15:30:00,0.001,1.2004666666666668,0.001,0.2075237423726735,0.0
2024-01-01 15:45:00,0.001,0.001,0.001,0.28063333333333335,0.0
2024-01-01 16:00:00,0.001,0.0005333333333333334,0.001,0.3229666666666667,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.9967666666666666,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.2737,3.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.5254533333333333,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.047,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.13648666666666667,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.4050333333333333,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.4303666666666667,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.31213141514120135,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.3285237423726735,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.32045707570600684,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.2075237423726735,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.36265707570600686,0.0
2024-01-01 19:15:00,0.001,0.0,0.1481101721312174,0.25785707570600686,0.0
2024-01-01 19:30:00,0.001,0.0,0.4300445279238899,0.2733847484745347,0.0
2024-01-01 19:45:00,0.001,0.0,0.663232898700175,0.26336666666666664,0.0
2024-01-01 20:00:00,0.001,0.0,0.14419002230744984,0.30369999999999997,0.0
2024-01-01 20:15:00,0.001,0.0,0.29652354140320536,0.3417,0.0
