,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.16066666666666668,0.0,0.0
2024-01-01 00:15:00,0.001,0.034,0.0,0.0
2024-01-01 00:30:00,0.001,0.034,0.0,0.0
2024-01-01 00:45:00,0.001,0.034,0.0,0.0
2024-01-01 01:00:00,0.001,0.034,0.0,0.0
2024-01-01 01:15:00,0.001,0.21133333333333332,0.0,0.0
2024-01-01 01:30:00,0.001,0.13533333333333336,0.0,0.0
2024-01-01 01:45:00,0.001,0.034,0.0,0.0
2024-01-01 02:00:00,0.001,0.034,0.0,0.0
2024-01-01 02:15:00,0.001,0.034,0.0,2.2
2024-01-01 02:30:00,0.001,0.04666666666666667,0.0,1.4
2024-01-01 02:45:00,0.001,0.224,0.0,0.0
2024-01-01 03:00:00,0.001,0.11000000000000001,0.0,0.0
2024-01-01 03:15:00,0.001,0.034,0.0,0.0
2024-01-01 03:30:00,0.001,0.034,0.0,0.0
2024-01-01 03:45:00,0.001,0.034,0.0,0.0
2024-01-01 04:00:00,0.001,0.07200000000000001,0.0,0.0
2024-01-01 04:15:00,0.001,0.224,3.0,0.0
2024-01-01 04:30:00,0.001,0.08466666666666667,5.0,0.0
2024-01-01 04:45:00,0.001,0.034,5.0,0.0
2024-01-01 05:00:00,0.001,0.034,2.6666666666666665,0.0
2024-01-01 05:15:00,0.001,0.034,0.0,0.0
2024-01-01 05:30:00,0.001,0.09733333333333333,0.0,0.0
2024-01-01 05:45:00,0.001,0.224,0.0,1.2
2024-01-01 06:00:00,0.001,0.059333333333333335,0.0,1.4
2024-01-01 06:15:00,0.001,0.034,0.0,0.0
2024-01-01 06:30:00,0.001,0.034,0.0,0.0
2024-01-01 06:45:00,0.001,0.034,0.0,0.0
2024-01-01 07:00:00,0.001,0.12266666666666667,0.0,2.2
2024-01-01 07:15:00,0.001,0.22610347982352763,3.0,0.0
2024-01-01 07:30:00,0.001,0.0655521973529143,0.0,0.0
2024-01-01 07:45:00,0.001,0.0655521973529143,0.0,0.0
2024-01-01 08:00:00,0.001,0.0655521973529143,0.0,0.0
2024-01-01 08:15:00,0.001,0.0655521973529143,0.0,1.2
2024-01-01 08:30:00,0.001,0.17955219735291428,1.6666666666666667,1.2
2024-01-01 08:45:00,0.001,0.20918406578430476,0.0,0.0
2024-01-01 09:00:00,0.001,0.034,0.0,2.0
2024-01-01 09:15:00,0.001,0.8336,0.0,1.8
2024-01-01 09:30:00,0.001,0.16726666666666665,0.0,0.0
2024-01-01 09:45:00,0.001,0.034,0.0,0.0
2024-01-01 10:00:00,0.001,0.17333333333333334,0.0,2.4
2024-01-01 10:15:00,0.001,0.17333333333333334,0.0,1.8
2024-01-01 10:30:00,0.001,0.034,0.0,2.2
2024-01-01 10:45:00,0.001,0.034,0.0,2.8
2024-01-01 11:00:00,0.001,0.034,0.0,0.0
2024-01-01 11:15:00,0.001,0.034,0.0,0.0
2024-01-01 11:30:00,0.001,0.19866666666666666,0.0,0.0
2024-01-01 11:45:00,0.001,0.14800000000000002,2.0,0.0
2024-01-01 12:00:00,0.001,0.034,1.0,0.0
2024-01-01 12:15:00,0.001,0.034,0.0,1.8
2024-01-01 12:30:00,0.001,0.034,0.0,0.8
2024-01-01 12:45:00,0.001,0.034,0.0,0.0
2024-01-01 13:00:00,0.001,0.224,0.0,0.6
2024-01-01 13:15:00,0.001,0.13528754560783238,0.0,3.0
2024-01-01 13:30:00,0.001,0.0655521973529143,0.0,3.0
2024-01-01 13:45:00,0.001,0.0655521973529143,0.0,1.6
2024-01-01 14:00:00,0.001,0.19881886401958096,3.0,0.6
2024-01-01 14:15:00,0.001,0.357418864019581,0.0,3.0
2024-01-01 14:30:00,0.001,0.2555521973529143,0.0,1.0
2024-01-01 14:45:00,0.001,0.09943681315686097,0.0,1.0
2024-01-01 15:00:00,0.001,0.034,0.0,3.0
2024-01-01 15:15:00,0.001,0.034,0.0,1.4
2024-01-01 15:30:00,0.001,0.034,0.0,0.0
2024-01-01 15:45:00,0.001,0.08466666666666667,0.0,0.0
2024-01-01 16:00:00,0.001,0.224,0.0,0.0
2024-01-01 16:15:00,0.001,0.07200000000000001,0.0,1.8
2024-01-01 16:30:00,0.001,0.034,0.0,3.0
2024-01-01 16:45:00,0.001,0.034,0.0,0.8
2024-01-01 17:00:00,0.001,0.034,0.0,2.0
2024-01-01 17:15:00,0.001,0.11000000000000001,3.0,0.0
2024-01-01 17:30:00,0.001,0.224,0.0,0.0
2024-01-01 17:45:00,0.001,0.04666666666666667,0.0,0.0
2024-01-01 18:00:00,0.001,0.034,0.0,0.0
2024-01-01 18:15:00,0.001,0.034,0.0,0.0
2024-01-01 18:30:00,0.001,0.034,0.0,0.0
2024-01-01 18:45:00,0.001,0.13533333333333336,0.0,0.0
2024-01-01 19:00:00,0.001,0.21133333333333332,0.0,0.0
2024-01-01 19:15:00,0.001,0.034,0.0,0.0
2024-01-01 19:30:00,0.001,0.034,0.0,0.4
2024-01-01 19:45:00,0.001,0.034,0.0,3.0
2024-01-01 20:00:00,0.001,0.034,0.0,3.0
2024-01-01 20:15:00,0.001,0.16066666666666668,0.0,3.0
2024-01-01 20:30:00,0.001,0.186,0.0,3.0
2024-01-01 20:45:00,0.001,0.034,0.0,2.4
2024-01-01 21:00:00,0.001,0.055034798235276204,3.3333333333333335,0.0
2024-01-01 21:15:00,0.001,0.0655521973529143,0.0,0.0
2024-01-01 21:30:00,0.001,0.0655521973529143,0.0,1.8
2024-01-01 21:45:00,0.001,0.2175521973529143,0.0,0.2
2024-01-01 22:00:00,0.001,0.19221886401958094,0.0,0.0
2024-01-01 22:15:00,0.001,0.17848553068624765,0.0,0.0
2024-01-01 22:30:00,0.001,0.25425073245097146,0.0,0.0
2024-01-01 22:45:00,0.001,0.276,0.0,0.0
2024-01-01 23:00:00,0.001,0.276,0.0,0.0
2024-01-01 23:15:00,0.001,0.45333333333333337,0.0,0.0
2024-01-01 23:30:00,0.001,0.3450666666666667,0.0,0.8
2024-01-01 23:45:00,0.001,0.21146666666666666,0.0,3.0
2024-01-02 00:00:00,0.001,0.155,0.0,1.2
2024-01-02 00:15:00,0.001,0.155,0.0,0.0
2024-01-02 00:30:00,0.001,0.16766666666666669,0.0,1.2
2024-01-02 00:45:00,0.001,0.345,0.0,3.0
2024-01-02 01:00:00,0.001,0.11000000000000001,0.0,3.0
2024-01-02 01:15:00,0.001,0.034,0.0,0.2
2024-01-02 01:30:00,0.001,0.034,0.0,0.0
2024-01-02 01:45:00,0.001,0.034,0.0,0.0
2024-01-02 02:00:00,0.001,0.07200000000000001,0.0,0.2
2024-01-02 02:15:00,0.001,0.224,0.0,2.2
2024-01-02 02:30:00,0.001,0.08466666666666667,0.0,0.0
2024-01-02 02:45:00,0.001,0.034,0.0,2.0
2024-01-02 03:00:00,0.001,0.034,0.0,3.0
2024-01-02 03:15:00,0.001,0.034,0.0,2.8
2024-01-02 03:30:00,0.001,0.6304,0.0,0.0
2024-01-02 03:45:00,0.001,0.224,0.0,0.0
2024-01-02 04:00:00,0.001,0.059333333333333335,0.0,0.4
2024-01-02 04:15:00,0.001,0.5670666666666667,4.0,3.0
2024-01-02 04:30:00,0.001,0.034,0.0,3.0
2024-01-02 04:45:00,0.001,0.034,0.0,0.0
2024-01-02 05:00:00,0.001,0.12266666666666667,0.0,0.8
2024-01-02 05:15:00,0.001,0.224,0.0,2.4
2024-01-02 05:30:00,0.001,0.034,0.0,0.0
2024-01-02 05:45:00,0.001,0.034,0.0,0.0
2024-01-02 06:00:00,0.001,0.034,0.0,0.0
2024-01-02 06:15:00,0.001,0.5670666666666667,0.0,0.0
2024-01-02 06:30:00,0.001,0.14800000000000002,0.0,2.6
2024-01-02 06:45:00,0.001,0.19866666666666666,0.0,3.0
2024-01-02 07:00:00,0.001,0.034,0.0,2.6
2024-01-02 07:15:00,0.001,0.034,0.0,3.0
2024-01-02 07:30:00,0.001,0.034,0.0,0.8
2024-01-02 07:45:00,0.001,0.3005333333333333,0.0,0.0
2024-01-02 08:00:00,0.001,0.30660000000000004,1.6666666666666667,0.0
2024-01-02 08:15:00,0.001,0.17333333333333334,2.3333333333333335,0.0
2024-01-02 08:30:00,0.001,0.034,0.0,2.8
2024-01-02 08:45:00,0.001,0.034,0.0,3.0
2024-01-02 09:00:00,0.001,0.034,0.0,3.0
2024-01-02 09:15:00,0.001,0.034,0.0,1.0
2024-01-02 09:30:00,0.001,0.19866666666666666,0.0,0.0
2024-01-02 09:45:00,0.001,0.14800000000000002,0.0,0.0
2024-01-02 10:00:00,0.001,0.034,0.0,1.0
2024-01-02 10:15:00,0.001,0.034,0.0,3.0
2024-01-02 10:30:00,0.001,0.034,0.0,1.4
2024-01-02 10:45:00,0.001,0.034,0.0,3.0
2024-01-02 11:00:00,0.001,0.224,0.0,1.6
2024-01-02 11:15:00,0.001,0.12266666666666667,0.0,1.4
2024-01-02 11:30:00,0.001,0.43379999999999996,0.0,0.6
2024-01-02 11:45:00,0.001,0.034,0.0,0.0
2024-01-02 12:00:00,0.001,0.034,0.0,0.0
