,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV
2024-01-01 07:30:00,0.001,0.001,0.001,0.4458,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.5471333333333332,0.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.21066666666666664,0.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.5962,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.289,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.137,0.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.137,3.6666666666666665
2024-01-01 10:30:00,0.001,0.001,0.001,0.07633333333333334,7.333333333333333
2024-01-01 10:45:00,0.001,0.001,0.001,0.17266666666666666,0.0
2024-01-01 11:00:00,0.001,0.001,0.001,0.18533333333333332,0.0
2024-01-01 11:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 11:30:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 11:45:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 12:00:00,0.001,0.001,0.001,0.18533333333333332,1.4666666666666666
2024-01-01 12:15:00,0.001,0.001,0.001,0.1813374110732939,1.4666666666666666
2024-01-01 12:30:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-01 12:45:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-01 13:00:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.608835492881162,0.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.28081582824844903,0.0
2024-01-01 13:45:00,0.001,0.001,0.001,0.1788237423726735,0.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.1788237423726735,0.0
2024-01-01 14:15:00,0.001,0.001,0.001,0.1788237423726735,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.32735707570600686,0.0
2024-01-01 14:45:00,0.001,0.001,0.001,0.14969808180786803,0.0
2024-01-01 15:00:00,0.001,0.001,0.001,0.15874916158178234,0.0
2024-01-01 15:15:00,0.001,0.001,0.001,0.19095707570600684,0.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.1918237423726735,3.6666666666666665
2024-01-01 15:45:00,0.001,0.001,0.001,0.36915707570600687,0.7333333333333333
2024-01-01 16:00:00,0.001,0.001,0.001,0.2804904090393402,0.0
2024-01-01 16:15:00,0.001,0.001,0.001,0.20010599593209252,0.0
2024-01-01 16:30:00,0.001,0.001,0.001,0.167,0.0
2024-01-01 16:45:00,0.001,0.001,0.001,0.7000666666666666,0.0
2024-01-01 17:00:00,0.001,0.001,0.001,0.357,0.0
2024-01-01 17:15:00,0.001,0.001,0.001,0.4376409120902708,0.0
2024-01-01 17:30:00,0.001,0.001,0.001,0.5933237423726735,0.0
2024-01-01 17:45:00,0.001,0.001,0.001,0.1935237423726735,0.0
2024-01-01 18:00:00,0.001,0.001,0.001,0.6059904090393401,0.0
2024-01-01 18:15:00,0.001,0.001,0.001,0.3835237423726735,0.0
2024-01-01 18:30:00,0.001,0.001,0.001,0.24976283028240273,0.0
2024-01-01 18:45:00,0.001,0.001,0.001,0.24113549288116193,0.0
2024-01-01 19:00:00,0.001,0.001,0.001,0.3629237423726735,0.0
2024-01-01 19:15:00,0.001,0.001,0.001,0.4608570757060068,3.6666666666666665
2024-01-01 19:30:00,0.001,0.001,0.001,0.6255237423726735,0.0
2024-01-01 19:45:00,0.001,0.001,0.001,0.48619040903934013,0.0
2024-01-01 20:00:00,0.001,0.001,0.001,0.34679040903934016,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.22579040903934017,0.0
2024-01-01 20:30:00,0.001,0.001,0.001,0.3121904090393402,0.0
2024-01-01 20:45:00,0.001,0.001,0.001,0.5045237423726735,0.0
2024-01-01 21:00:00,0.001,0.001,0.001,0.3525237423726735,0.0
2024-01-01 21:15:00,0.001,0.001,0.001,0.3137354928811619,0.0
2024-01-01 21:30:00,0.001,0.001,0.001,0.30269999999999997,0.0
2024-01-01 21:45:00,0.001,0.001,0.001,0.25656666666666667,0.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.9047666666666666,0.0
2024-01-01 22:15:00,0.001,0.001,0.001,0.20703333333333335,0.0
2024-01-01 22:30:00,0.001,0.001,0.001,0.1817,0.0
2024-01-01 22:45:00,0.001,0.001,0.001,0.11837333333333334,0.0
2024-01-01 23:00:00,0.001,0.001,0.001,0.10933333333333332,0.0
2024-01-01 23:15:00,0.001,0.001,0.001,0.23600000000000002,0.0
2024-01-01 23:30:00,0.001,0.001,0.001,0.058666666666666666,0.0
2024-01-01 23:45:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 00:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 00:15:00,0.001,0.001,0.001,0.12199999999999998,0.0
2024-01-02 00:30:00,0.001,0.001,0.001,0.2549313184117486,0.0
2024-01-02 00:45:00,0.001,0.001,0.001,0.07755219735291431,0.0
2024-01-02 01:00:00,0.001,0.001,0.001,0.07755219735291431,0.0
2024-01-02 01:15:00,0.001,0.001,0.001,0.07755219735291431,0.0
2024-01-02 01:30:00,0.001,0.001,0.001,0.16621886401958097,0.0
2024-01-02 01:45:00,0.001,0.001,0.001,0.2317472526274438,0.0
2024-01-02 02:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 02:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 02:30:00,0.001,0.001,0.001,0.4458,0.0
2024-01-02 02:45:00,0.001,0.001,0.001,0.14733333333333334,0.0
2024-01-02 03:00:00,0.001,0.001,0.001,0.2193374110732939,0.0
2024-01-02 03:15:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-02 03:30:00,0.001,0.001,0.001,0.13849040903934018,0.0
2024-01-02 03:45:00,0.001,0.001,0.001,0.1788237423726735,0.0
2024-01-02 04:00:00,0.001,0.001,0.001,0.29282374237267356,0.0
2024-01-02 04:15:00,0.001,0.001,0.001,0.319,0.0
2024-01-02 04:30:00,0.001,0.001,0.001,0.10246666666666668,0.0
2024-01-02 04:45:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 05:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 05:15:00,0.001,0.001,0.001,0.17266666666666666,0.0
2024-01-02 05:30:00,0.001,0.001,0.001,0.19006283028240273,0.0
2024-01-02 05:45:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-02 06:00:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-02 06:15:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-02 06:30:00,0.001,0.001,0.001,0.19715707570600685,0.0
2024-01-02 06:45:00,0.001,0.001,0.001,0.17792314445624055,0.0
2024-01-02 07:00:00,0.001,0.001,0.001,0.6106188640195811,0.0
2024-01-02 07:15:00,0.001,0.001,0.001,0.07755219735291431,0.0
2024-01-02 07:30:00,0.001,0.001,0.001,0.07755219735291431,0.0
2024-01-02 07:45:00,0.001,0.001,0.001,0.253818864019581,0.0
2024-01-02 08:00:00,0.001,0.001,0.001,0.2741382780588038,0.0
2024-01-02 08:15:00,0.001,0.001,0.001,0.137,0.0
2024-01-02 08:30:00,0.001,0.001,0.001,0.137,0.0
2024-01-02 08:45:00,0.001,0.001,0.001,0.12486666666666668,0.0
2024-01-02 09:00:00,0.001,0.001,0.001,0.22328754560783237,0.0
2024-01-02 09:15:00,0.001,0.001,0.001,0.17888553068624763,0.0
2024-01-02 09:30:00,0.001,0.001,0.001,0.07755219735291431,0.0
2024-01-02 09:45:00,0.001,0.001,0.001,0.07755219735291431,0.0
2024-01-02 10:00:00,0.001,0.001,0.001,0.07755219735291431,0.0
2024-01-02 10:15:00,0.001,0.001,0.001,0.24647161139213714,0.0
2024-01-02 10:30:00,0.001,0.001,0.001,0.13466666666666666,0.0
2024-01-02 10:45:00,0.001,0.001,0.001,0.44580000000000003,0.0
2024-01-02 11:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 11:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 11:30:00,0.001,0.001,0.001,0.23600000000000002,0.0
2024-01-02 11:45:00,0.001,0.001,0.001,0.12199999999999998,0.0
2024-01-02 12:00:00,0.001,0.001,0.001,0.4458,0.0
2024-01-02 12:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 12:30:00,0.001,0.001,0.001,0.058666666666666666,6.6
2024-01-02 12:45:00,0.001,0.001,0.001,0.23600000000000002,11.0
2024-01-02 13:00:00,0.001,0.001,0.001,0.10933333333333332,1.4666666666666666
2024-01-02 13:15:00,0.001,0.001,0.001,0.5790666666666666,0.0
2024-01-02 13:30:00,0.001,0.001,0.001,0.046,0.0
2024-01-02 13:45:00,0.001,0.001,0.001,0.07479999999999999,0.0
2024-01-02 14:00:00,0.001,0.001,0.001,0.249,0.0
2024-01-02 14:15:00,0.001,0.001,0.001,0.10966666666666666,0.0
2024-01-02 14:30:00,0.001,0.001,0.001,0.4588,0.0
2024-01-02 14:45:00,0.001,0.001,0.001,0.19226666666666667,0.0
2024-01-02 15:00:00,0.001,0.001,0.001,0.08486666666666666,0.0
2024-01-02 15:15:00,0.001,0.001,0.001,0.24466666666666667,0.0
2024-01-02 15:30:00,0.001,0.001,0.001,0.097,0.0
2024-01-02 15:45:00,0.001,0.001,0.001,0.059000000000000004,0.0
2024-01-02 16:00:00,0.001,0.001,0.001,0.059000000000000004,0.0
2024-01-02 16:15:00,0.001,0.001,0.001,0.09926666666666666,0.0
2024-01-02 16:30:00,0.001,0.001,0.001,0.6631452377058591,0.0
2024-01-02 16:45:00,0.001,0.001,0.001,0.5767921973529143,0.0
2024-01-02 17:00:00,0.001,0.001,0.001,0.759318864019581,2.2
2024-01-02 17:15:00,0.001,0.001,0.001,0.2262521973529143,0.7333333333333333
2024-01-02 17:30:00,0.001,0.001,0.001,0.773918864019581,0.0
2024-01-02 17:45:00,0.001,0.001,0.001,0.9179785710391923,0.0
2024-01-02 18:00:00,0.001,0.001,0.001,0.46870711351109257,0.0
2024-01-02 18:15:00,0.001,0.001,0.001,0.4670759397255878,0.0
2024-01-02 18:30:00,0.001,0.001,0.001,0.8668759397255879,0.0
2024-01-02 18:45:00,0.001,0.001,0.001,0.4301426063922545,0.0
2024-01-02 19:00:00,0.001,0.001,0.001,0.5360759397255878,0.0
2024-01-02 19:15:00,0.001,0.001,0.001,0.31662722219620115,0.0
2024-01-02 19:30:00,0.001,0.001,0.001,0.3145237423726735,0.0
2024-01-02 19:45:00,0.001,0.001,0.001,0.3145237423726735,0.0
2024-01-02 20:00:00,0.001,0.001,0.001,0.31445707570600684,0.0
2024-01-02 20:15:00,0.001,0.001,0.001,0.3653393292654259,0.0
2024-01-02 20:30:00,0.001,0.001,0.001,0.1817,0.0
2024-01-02 20:45:00,0.001,0.001,0.001,0.18976666666666667,0.0
2024-01-02 21:00:00,0.001,0.001,0.001,0.30269999999999997,0.0
2024-01-02 21:15:00,0.001,0.001,0.001,0.4350541063072528,0.0
2024-01-02 21:30:00,0.001,0.001,0.001,0.5107426063922544,0.0
2024-01-02 21:45:00,0.001,0.001,0.001,0.3460759397255878,0.0
2024-01-02 22:00:00,0.001,0.001,0.001,0.1759226063922545,0.0
2024-01-02 22:15:00,0.001,0.001,0.001,0.0893759397255878,0.0
2024-01-02 22:30:00,0.001,0.001,0.001,0.46045027916078235,0.0
2024-01-02 22:45:00,0.001,0.001,0.001,0.3354736263137219,0.0
2024-01-02 23:00:00,0.001,0.001,0.001,0.13473333333333332,0.0
2024-01-02 23:15:00,0.001,0.001,0.001,0.167,0.0
2024-01-02 23:30:00,0.001,0.001,0.001,0.167,0.0
2024-01-02 23:45:00,0.001,0.001,0.001,0.8267333333333333,0.0
2024-01-03 00:00:00,0.001,0.001,0.001,0.7061333333333334,0.0
2024-01-03 00:15:00,0.001,0.001,0.001,0.11053333333333334,0.0
2024-01-03 00:30:00,0.001,0.001,0.001,0.4458,0.0
2024-01-03 00:45:00,0.001,0.001,0.001,0.6113333333333333,0.0
2024-01-03 01:00:00,0.001,0.001,0.001,0.3063333333333333,0.0
2024-01-03 01:15:00,0.001,0.001,0.001,0.2936666666666667,0.0
2024-01-03 01:30:00,0.001,0.001,0.001,0.167,0.0
2024-01-03 01:45:00,0.001,0.001,0.001,0.7000666666666666,0.0
2024-01-03 02:00:00,0.001,0.001,0.001,0.167,0.0
2024-01-03 02:15:00,0.001,0.001,0.001,0.2544666666666667,0.0
2024-01-03 02:30:00,0.001,0.001,0.001,0.6930666666666666,0.0
2024-01-03 02:45:00,0.001,0.001,0.001,0.06703479823527621,0.0
2024-01-03 03:00:00,0.001,0.001,0.001,0.34408553068624764,0.0
2024-01-03 03:15:00,0.001,0.001,0.001,0.34408553068624764,0.0
2024-01-03 03:30:00,0.001,0.001,0.001,0.24221886401958098,0.0
2024-01-03 03:45:00,0.001,0.001,0.001,0.17257509121566478,0.0
2024-01-03 04:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-03 04:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-03 04:30:00,0.001,0.001,0.001,0.046,0.0
2024-01-03 04:45:00,0.001,0.001,0.001,0.2233333333333333,0.0
2024-01-03 05:00:00,0.001,0.001,0.001,0.13466666666666666,0.0
2024-01-03 05:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-03 05:30:00,0.001,0.001,0.001,0.7123333333333333,0.0
2024-01-03 05:45:00,0.001,0.001,0.001,0.7123333333333333,0.0
2024-01-03 06:00:00,0.001,0.001,0.001,0.23600000000000002,0.0
2024-01-03 06:15:00,0.001,0.001,0.001,0.12199999999999998,0.0
2024-01-03 06:30:00,0.001,0.001,0.001,0.0564,0.0
2024-01-03 06:45:00,0.001,0.001,0.001,0.059000000000000004,0.0
2024-01-03 07:00:00,0.001,0.001,0.001,0.07166666666666667,0.0
2024-01-03 07:15:00,0.001,0.001,0.001,0.249,0.0
2024-01-03 07:30:00,0.001,0.001,0.001,0.1206,0.0
2024-01-03 07:45:00,0.001,0.001,0.001,0.046,0.0
2024-01-03 08:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-03 08:15:00,0.001,0.001,0.001,0.07133333333333332,0.0
2024-01-03 08:30:00,0.001,0.001,0.001,0.23678824949151156,0.0
2024-01-03 08:45:00,0.001,0.001,0.001,0.10849040903934017,0.0
2024-01-03 09:00:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-03 09:15:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-03 09:30:00,0.001,0.001,0.001,0.0958237423726735,0.0
2024-01-03 09:45:00,0.001,0.001,0.001,0.24703549288116194,0.0
2024-01-03 10:00:00,0.001,0.001,0.001,0.0958237423726735,0.0
2024-01-03 10:15:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-03 10:30:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-03 10:45:00,0.001,0.001,0.001,0.11455707570600684,0.0
2024-01-03 11:00:00,0.001,0.001,0.001,0.26082374237267353,0.0
2024-01-03 11:15:00,0.001,0.001,0.001,0.08985107977391431,0.0
2024-01-03 11:30:00,0.001,0.001,0.001,0.059000000000000004,0.0
2024-01-03 11:45:00,0.001,0.001,0.001,0.053799999999999994,0.0
2024-01-03 12:00:00,0.001,0.001,0.001,0.10933333333333332,0.0
2024-01-03 12:15:00,0.001,0.001,0.001,0.784958864019581,0.0
2024-01-03 12:30:00,0.001,0.001,0.001,0.22591886401958094,0.0
2024-01-03 12:45:00,0.001,0.001,0.001,0.21325219735291429,0.0
2024-01-03 13:00:00,0.001,0.001,0.001,0.2048382780588038,0.0
2024-01-03 13:15:00,0.001,0.001,0.001,0.6890521973529143,0.0
2024-01-03 13:30:00,0.001,0.001,0.001,0.40325219735291434,0.0
2024-01-03 13:45:00,0.001,0.001,0.001,0.23745219735291428,0.0
2024-01-03 14:00:00,0.001,0.001,0.001,0.33425219735291434,0.0
2024-01-03 14:15:00,0.001,0.001,0.001,0.3460759397255878,0.0
2024-01-03 14:30:00,0.001,0.001,0.001,0.4221217274510887,0.0
2024-01-03 14:45:00,0.001,0.001,0.001,0.49185707570600684,0.0
2024-01-03 15:00:00,0.001,0.001,0.001,0.3460021595478286,0.0
2024-01-03 15:15:00,0.001,0.001,0.001,0.35109999999999997,0.0
2024-01-03 15:30:00,0.001,0.001,0.001,0.4156333333333333,0.0
2024-01-03 15:45:00,0.001,0.001,0.001,0.5250333333333334,0.0
2024-01-03 16:00:00,0.001,0.001,0.001,1.1214333333333333,0.0
2024-01-03 16:15:00,0.001,0.001,0.001,0.4156333333333333,0.0
2024-01-03 16:30:00,0.001,0.001,0.001,0.8357666666666665,0.0
2024-01-03 16:45:00,0.001,0.001,0.001,0.2704333333333333,0.0
2024-01-03 17:00:00,0.001,0.001,0.001,0.41669999999999996,0.0
2024-01-03 17:15:00,0.001,0.001,0.001,0.4589069596470552,0.0
2024-01-03 17:30:00,0.001,0.001,0.001,0.33425219735291434,0.0
2024-01-03 17:45:00,0.001,0.001,0.001,0.33425219735291434,0.0
2024-01-03 18:00:00,0.001,0.001,0.001,0.185358864019581,0.0
2024-01-03 18:15:00,0.001,0.001,0.001,0.8582855306862477,0.0
2024-01-03 18:30:00,0.001,0.001,0.001,0.5854875456078324,0.0
2024-01-03 18:45:00,0.001,0.001,0.001,0.3728666666666667,0.0
2024-01-03 19:00:00,0.001,0.001,0.001,0.288,0.0
2024-01-03 19:15:00,0.001,0.001,0.001,0.288,0.0
2024-01-03 19:30:00,0.001,0.001,0.001,0.42733333333333334,0.0
2024-01-03 19:45:00,0.001,0.001,0.001,0.41466666666666663,0.0
2024-01-03 20:00:00,0.001,0.001,0.001,0.288,0.0
2024-01-03 20:15:00,0.001,0.001,0.001,0.10246666666666666,0.0
2024-01-03 20:30:00,0.001,0.001,0.001,0.18452566056480546,0.0
2024-01-03 20:45:00,0.001,0.001,0.001,0.45182374237267353,0.0
2024-01-03 21:00:00,0.001,0.001,0.001,0.4138237423726735,0.0
2024-01-03 21:15:00,0.001,0.001,0.001,0.6996237423726736,0.0
2024-01-03 21:30:00,0.001,0.001,0.001,0.831313910056317,0.0
2024-01-03 21:45:00,0.001,0.001,0.001,0.24274523770585907,0.0
2024-01-03 22:00:00,0.001,0.001,0.001,0.27114836096865036,0.0
2024-01-03 22:15:00,0.001,0.001,0.001,0.19070927305892113,0.0
2024-01-03 22:30:00,0.001,0.001,0.001,0.0893759397255878,0.0
2024-01-03 22:45:00,0.001,0.001,0.001,0.0788585406079497,0.0
2024-01-03 23:00:00,0.001,0.001,0.001,0.5908904090393402,0.0
2024-01-03 23:15:00,0.001,0.001,0.001,0.23515707570600686,0.0
2024-01-03 23:30:00,0.001,0.001,0.001,0.169628687098144,0.0
2024-01-03 23:45:00,0.001,0.001,0.001,0.0893759397255878,0.0
2024-01-04 00:00:00,0.001,0.001,0.001,0.08858769023407624,0.0
2024-01-04 00:15:00,0.001,0.001,0.001,0.07755219735291431,0.0
2024-01-04 00:30:00,0.001,0.001,0.001,0.26544871752938665,0.0
2024-01-04 00:45:00,0.001,0.001,0.001,0.1267294969490694,0.0
2024-01-04 01:00:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-04 01:15:00,0.001,0.001,0.001,0.0578237423726735,0.0
2024-01-04 01:30:00,0.001,0.001,0.001,0.07049040903934016,0.0
2024-01-04 01:45:00,0.001,0.001,0.001,0.3042904090393402,0.0
2024-01-04 02:00:00,0.001,0.001,0.001,0.24215707570600686,0.0
2024-01-04 02:15:00,0.001,0.001,0.001,0.16778824949151158,0.0
2024-01-04 02:30:00,0.001,0.001,0.001,0.167,0.0
2024-01-04 02:45:00,0.001,0.001,0.001,0.16813333333333336,0.0
2024-01-04 03:00:00,0.001,0.001,0.001,0.23600000000000002,0.0
2024-01-04 03:15:00,0.001,0.001,0.001,0.13285333333333332,0.0
2024-01-04 03:30:00,0.001,0.001,0.001,0.1817,0.0
2024-01-04 03:45:00,0.001,0.001,0.001,0.1817,0.0
2024-01-04 04:00:00,0.001,0.001,0.001,0.2197,0.0
2024-01-04 04:15:00,0.001,0.001,0.001,0.9047666666666666,0.0
2024-01-04 04:30:00,0.001,0.001,0.001,0.2197,0.0
2024-01-04 04:45:00,0.001,0.001,0.001,0.1817,0.0
2024-01-04 05:00:00,0.001,0.001,0.001,0.1817,0.0
2024-01-04 05:15:00,0.001,0.001,0.001,0.23236666666666667,0.0
2024-01-04 05:30:00,0.001,0.001,0.001,0.3717,0.0
2024-01-04 05:45:00,0.001,0.001,0.001,0.20703333333333335,0.0
2024-01-04 06:00:00,0.001,0.001,0.001,0.1817,0.0
2024-01-04 06:15:00,0.001,0.001,0.001,0.1817,0.0
2024-01-04 06:30:00,0.001,0.001,0.001,0.6448333333333333,0.0
2024-01-04 06:45:00,0.001,0.001,0.001,0.3717,0.0
2024-01-04 07:00:00,0.001,0.001,0.001,0.19436666666666666,0.0
2024-01-04 07:15:00,0.001,0.001,0.001,0.1817,0.0
2024-01-04 07:30:00,0.001,0.001,0.001,0.1817,0.0
2024-01-04 07:45:00,0.001,0.001,0.001,0.2577,0.0
2024-01-04 08:00:00,0.001,0.001,0.001,0.3717,0.0
2024-01-04 08:15:00,0.001,0.001,0.001,0.7147666666666666,0.0
2024-01-04 08:30:00,0.001,0.001,0.001,0.1817,0.0
2024-01-04 08:45:00,0.001,0.001,0.001,0.14551333333333333,0.0
2024-01-04 09:00:00,0.001,0.001,0.001,0.13466666666666666,0.0
2024-01-04 09:15:00,0.001,0.001,0.001,0.2233333333333333,0.0
2024-01-04 09:30:00,0.001,0.001,0.001,0.052066666666666664,0.0
2024-01-04 09:45:00,0.001,0.001,0.001,0.059000000000000004,0.0
2024-01-04 10:00:00,0.001,0.001,0.001,0.059000000000000004,0.0
2024-01-04 10:15:00,0.001,0.001,0.001,0.16033333333333333,0.0
2024-01-04 10:30:00,0.001,0.001,0.001,0.21673333333333333,0.0
2024-01-04 10:45:00,0.001,0.001,0.001,0.4458,0.0
2024-01-04 11:00:00,0.001,0.001,0.001,0.05230599593209253,5.866666666666666
2024-01-04 11:15:00,0.001,0.001,0.001,0.0578237423726735,11.0
2024-01-04 11:30:00,0.001,0.001,0.001,0.1718237423726735,3.6666666666666665
2024-01-04 11:45:00,0.001,0.001,0.001,0.7532904090393402,0.0
2024-01-04 12:00:00,0.001,0.001,0.001,0.0950237423726735,0.0
2024-01-04 12:15:00,0.001,0.001,0.001,0.21286298414644003,0.0
2024-01-04 12:30:00,0.001,0.001,0.001,0.6113521973529144,0.0
2024-01-04 12:45:00,0.001,0.001,0.001,0.3286855306862477,0.0
2024-01-04 13:00:00,0.001,0.001,0.001,0.33788553068624766,0.0
2024-01-04 13:15:00,0.001,0.001,0.001,0.1894437728039162,0.0
2024-01-04 13:30:00,0.001,0.001,0.001,0.17506666666666668,0.0
2024-01-04 13:45:00,0.001,0.001,0.001,0.167,0.0
2024-01-04 14:00:00,0.001,0.001,0.001,0.3124,0.0
2024-01-04 14:15:00,0.001,0.001,0.001,0.30666666666666664,0.0
2024-01-04 14:30:00,0.001,0.001,0.001,0.5556,0.0
2024-01-04 14:45:00,0.001,0.001,0.001,0.4588,0.0
2024-01-04 15:00:00,0.26467826201922107,0.001,0.001,0.050333333333333334,0.0
2024-01-04 15:15:00,0.7920347860576631,0.001,0.001,0.29545514555821906,0.0
2024-01-04 15:30:00,0.7920347860576631,0.001,0.001,0.33907593972558786,0.0
2024-01-04 15:45:00,0.7920347860576631,0.001,0.001,0.22507593972558781,0.0
2024-01-04 16:00:00,0.7920347860576631,0.001,0.001,0.22507593972558781,0.0
2024-01-04 16:15:00,0.7920347860576631,0.001,0.001,0.22297245990206022,0.0
2024-01-04 16:30:00,0.7920347860576631,0.001,0.001,0.37896838216209966,3.6666666666666665
2024-01-04 16:45:00,0.7920347860576631,0.001,0.001,0.31458553068624767,2.933333333333333
2024-01-04 17:00:00,0.7920347860576631,0.001,0.001,0.23114260639225448,0.0
2024-01-04 17:15:00,0.7920347860576631,0.001,0.001,0.2380759397255878,0.0
2024-01-04 17:30:00,0.7920347860576631,0.001,0.001,0.22966202043147732,0.0
2024-01-04 17:45:00,0.7920347860576631,0.001,0.001,0.38385707570600686,0.0
2024-01-04 18:00:00,0.7392991336538189,0.001,0.001,0.2848688262144953,3.6666666666666665
2024-01-04 18:15:00,0.001,0.001,0.001,0.21396666666666667,0.0
2024-01-04 18:30:00,0.001,0.001,0.001,0.3343785710391924,0.0
2024-01-04 18:45:00,0.001,0.001,0.001,0.35434644277651844,0.0
2024-01-04 19:00:00,0.001,0.001,0.001,0.5490759397255878,0.0
2024-01-04 19:15:00,0.001,0.001,0.001,0.4350759397255878,0.0
2024-01-04 19:30:00,0.001,0.001,0.001,0.35127593972558785,0.0
2024-01-04 19:45:00,0.001,0.001,0.001,0.244280730587021,0.0
2024-01-04 20:00:00,0.001,0.001,0.001,0.14521333333333333,0.0
2024-01-04 20:15:00,0.001,0.001,0.001,0.357,0.0
2024-01-04 20:30:00,0.001,0.001,0.001,0.23033333333333333,0.0
2024-01-04 20:45:00,0.001,0.001,0.001,0.23032666666666665,0.0
2024-01-04 21:00:00,0.001,0.001,0.001,0.30269999999999997,0.0
