,WasherDryer,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.2753333333333333,0.6666666666666666
2024-01-01 00:15:00,0.001,0.0,0.172,5.0
2024-01-01 00:30:00,0.001,0.0,0.172,0.6666666666666666
2024-01-01 00:45:00,0.001,0.0,0.286,3.0
2024-01-01 01:00:00,0.001,0.0,0.42373333333333335,0.3333333333333333
2024-01-01 01:15:00,0.001,0.0,0.11533333333333333,0.0
2024-01-01 01:30:00,0.001,0.0,0.051,0.0
2024-01-01 01:45:00,0.001,0.0,0.051,3.0
2024-01-01 02:00:00,0.001,0.0,0.082,0.0
2024-01-01 02:15:00,0.001,0.0,0.2693333333333333,0.0
2024-01-01 02:30:00,0.001,0.0,0.6408,0.0
2024-01-01 02:45:00,0.001,0.0,0.11433333333333333,0.0
2024-01-01 03:00:00,0.001,0.0,0.051,0.0
2024-01-01 03:15:00,0.001,0.0,0.13366666666666666,0.0
2024-01-01 03:30:00,0.001,0.0,0.15433333333333332,0.0
2024-01-01 03:45:00,0.001,0.0,0.06366666666666666,2.3333333333333335
2024-01-01 04:00:00,0.001,0.0,0.241,3.0
2024-01-01 04:15:00,0.001,0.0,0.165,0.0
2024-01-01 04:30:00,0.001,0.0,0.18533333333333332,0.0
2024-01-01 04:45:00,0.001,0.0,0.10266666666666666,2.6666666666666665
2024-01-01 05:00:00,0.001,0.0,0.051,0.0
2024-01-01 05:15:00,0.001,0.0,0.051,3.6666666666666665
2024-01-01 05:30:00,0.001,0.0,0.23399999999999999,1.6666666666666667
2024-01-01 05:45:00,0.001,0.0,0.3706666666666667,3.0
2024-01-01 06:00:00,0.001,0.0,0.051,2.3333333333333335
2024-01-01 06:15:00,0.001,0.0,0.051,1.0
2024-01-01 06:30:00,0.001,0.0,0.051,0.0
2024-01-01 06:45:00,0.001,0.0,0.13366666666666666,0.0
2024-01-01 07:00:00,0.001,0.0,0.25566666666666665,0.0
2024-01-01 07:15:00,0.001,0.0,0.241,0.0
2024-01-01 07:30:00,0.001,0.0,0.07633333333333334,0.6666666666666666
2024-01-01 07:45:00,0.001,0.0,0.05967074440662724,5.0
2024-01-01 08:00:00,0.001,0.0,0.19715707570600685,5.0
2024-01-01 08:15:00,0.001,0.0,0.11449040903934017,5.0
2024-01-01 08:30:00,0.001,0.0,0.12042374237267352,5.0
2024-01-01 08:45:00,0.001,0.0,0.26582374237267353,5.0
2024-01-01 09:00:00,0.001,0.0,0.17178824949151159,5.0
2024-01-01 09:15:00,0.001,0.0,0.21553333333333333,5.0
2024-01-01 09:30:00,0.001,0.0,0.051,5.0
2024-01-01 09:45:00,0.001,0.0,0.053599999999999995,5.0
2024-01-01 10:00:00,0.001,0.0,0.07006666666666667,5.0
2024-01-01 10:15:00,0.001,0.0,0.4276666666666667,5.0
2024-01-01 10:30:00,0.001,0.0,0.385,4.666666666666667
2024-01-01 10:45:00,0.001,0.0,0.15326666666666666,3.0
2024-01-01 11:00:00,0.001,0.0,0.142,3.3333333333333335
2024-01-01 11:15:00,0.001,0.0,0.07526666666666666,0.0
2024-01-01 11:30:00,0.001,0.0,2.1045333333333334,0.0
2024-01-01 11:45:00,0.001,0.0,1.0684666666666667,0.0
2024-01-01 12:00:00,0.001,0.0,0.3623333333333333,0.0
2024-01-01 12:15:00,0.001,0.0,0.185,0.0
2024-01-01 12:30:00,0.001,0.0,0.21600000000000003,1.3333333333333333
2024-01-01 12:45:00,0.001,0.0,0.3391333333333334,4.333333333333333
2024-01-01 13:00:00,0.001,0.0,0.172,0.0
2024-01-01 13:15:00,0.001,0.0,0.27729424542360415,0.0
2024-01-01 13:30:00,0.001,0.0,0.35455707570600686,0.0
2024-01-01 13:45:00,0.001,0.0,0.8424904090393402,0.0
2024-01-01 14:00:00,0.001,0.0,0.30015707570600686,2.6666666666666665
2024-01-01 14:15:00,0.001,0.0,0.1968237423726735,2.0
2024-01-01 14:30:00,0.001,0.0,0.19704149805104793,1.3333333333333333
2024-01-01 14:45:00,0.001,0.0,0.19394044684442585,0.0
2024-01-01 15:00:00,0.001,0.0,0.41870927305892114,2.6666666666666665
2024-01-01 15:15:00,0.001,0.0,0.2750426063922545,3.0
2024-01-01 15:30:00,0.001,0.0,0.2153759397255878,0.0
2024-01-01 15:45:00,0.001,0.0,0.2153759397255878,0.0
2024-01-01 16:00:00,0.001,0.0,2.142437661666784,0.6666666666666666
2024-01-01 16:15:00,0.001,0.0,1.1435716021543436,4.0
2024-01-01 16:30:00,0.001,0.0,0.3821092730589211,0.0
2024-01-01 16:45:00,0.001,0.0,0.2337092730589211,5.0
2024-01-01 17:00:00,0.001,0.0,0.0943759397255878,5.0
2024-01-01 17:15:00,0.001,0.0,0.5135429417595415,4.0
2024-01-01 17:30:00,0.001,0.0,1.5436855306862476,3.3333333333333335
2024-01-01 17:45:00,0.001,0.0,1.4645521973529143,0.0
2024-01-01 18:00:00,0.001,0.0,0.509618864019581,2.0
2024-01-01 18:15:00,0.001,0.0,0.39432748202748463,2.0
2024-01-01 18:30:00,0.001,0.0,0.3181570757060068,0.0
2024-01-01 18:45:00,0.001,0.0,0.7080904090393402,1.0
2024-01-01 19:00:00,0.001,0.0,0.19519883358833828,2.6666666666666665
2024-01-01 19:15:00,0.001,0.0,0.29830927305892113,0.0
2024-01-01 19:30:00,0.001,0.0,0.4214896084262082,1.3333333333333333
2024-01-01 19:45:00,0.001,0.0,0.567618864019581,2.0
2024-01-01 20:00:00,0.001,0.0,0.26721886401958095,0.0
2024-01-01 20:15:00,0.001,0.0,0.2030646517450819,0.0
2024-01-01 20:30:00,0.001,0.0,0.051,0.0
2024-01-01 20:45:00,0.001,0.0,0.13366666666666666,0.0
2024-01-01 21:00:00,0.001,0.0,0.18313333333333331,0.0
2024-01-01 21:15:00,0.001,0.0,0.3578942454236041,0.0
2024-01-01 21:30:00,0.001,0.0,0.29815707570600686,0.0
2024-01-01 21:45:00,0.001,0.0,0.1968237423726735,0.0
2024-01-01 22:00:00,0.001,0.0,0.34959187394128305,0.0
2024-01-01 22:15:00,0.001,0.0,0.3774426063922544,0.0
2024-01-01 22:30:00,0.5810921764422863,0.0,0.23430294175954153,1.6666666666666667
2024-01-01 22:45:00,0.7920347860576631,0.0,0.3753131094431851,2.0
2024-01-01 23:00:00,0.7920347860576631,0.0,0.39837593972558777,0.0
2024-01-01 23:15:00,0.7920347860576631,0.0,0.2735759397255878,4.666666666666667
2024-01-01 23:30:00,0.7920347860576631,0.0,0.19434114149031162,2.0
2024-01-01 23:45:00,0.7920347860576631,0.0,0.18382374237267352,0.0
2024-01-02 00:00:00,0.7920347860576631,0.0,0.18382374237267352,1.3333333333333333
2024-01-02 00:15:00,0.7920347860576631,0.0,0.38049040903934017,2.3333333333333335
2024-01-02 00:30:00,0.7920347860576631,0.0,0.9295570757060069,0.0
2024-01-02 00:45:00,0.7920347860576631,0.0,0.07809040903934017,0.0
2024-01-02 01:00:00,0.7920347860576631,0.0,0.0758237423726735,0.0
