,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.049,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.049,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.049,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.15033333333333332,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.239,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.5947333333333334,0.0,0.0,2.4
2024-01-01 01:30:00,0.001,0.001,0.001,0.049,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.049,0.0,0.0,2.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.8486,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.17566666666666667,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.22633333333333333,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.049,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.049,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.049,0.0,0.0,0.2
2024-01-01 03:30:00,0.001,0.001,0.001,0.049,0.0,1.0,2.6
2024-01-01 03:45:00,0.001,0.001,0.001,0.20099999999999998,0.0,1.6666666666666667,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.20099999999999998,0.0,0.3333333333333333,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.049,0.0,1.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.001,0.049,0.0,1.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.049,0.0,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.049,0.0,3.0,1.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.22633333333333333,0.0,0.0,1.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.17566666666666667,0.0,1.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.049,3.2666666666666666,4.666666666666667,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.049,5.133333333333334,2.3333333333333335,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.049,0.0,0.0,2.2
2024-01-01 06:30:00,0.001,0.001,0.001,0.4614666666666667,0.0,0.0,3.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.239,0.0,0.0,2.2
2024-01-01 07:00:00,0.001,0.001,0.001,0.15190983231635646,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.0608237423726735,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.0608237423726735,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.0608237423726735,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.0988237423726735,0.0,1.6666666666666667,2.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.25003549288116195,0.0,1.3333333333333333,1.6
2024-01-01 08:30:00,0.001,0.001,0.001,0.125,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.049,0.0,0.0,1.6
2024-01-01 09:00:00,0.001,0.001,0.001,2.1281333333333334,0.0,0.0,3.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.5287999999999999,0.0,0.0,3.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.11233333333333334,0.0,0.0,3.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.239,0.0,0.0,1.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.09966666666666665,0.0,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.049,0.0,1.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.001,0.049,0.0,1.3333333333333333,2.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.049,0.4666666666666667,0.0,1.4
