,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.054,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.054,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.054,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.24400000000000002,0.0,0.0,0.3
2024-01-01 01:00:00,0.001,0.0,0.001,0.6504,0.0,0.0,1.5
2024-01-01 01:15:00,0.001,0.0,0.001,0.054,0.0,2.6666666666666665,1.5
2024-01-01 01:30:00,0.001,0.0,0.001,0.18726666666666666,0.0,0.0,1.5
2024-01-01 01:45:00,0.001,0.0,0.001,0.4538,0.0,0.0,1.5
2024-01-01 02:00:00,0.001,0.0,0.001,0.07933333333333333,0.0,0.0,1.5
2024-01-01 02:15:00,0.001,0.0,0.001,0.24400000000000002,0.0,0.0,1.5
2024-01-01 02:30:00,0.001,0.0,0.001,0.092,0.0,0.0,1.5
2024-01-01 02:45:00,0.001,0.0,0.001,0.054,0.0,0.0,0.4
2024-01-01 03:00:00,0.001,0.0,0.001,0.054,0.0,0.0,1.3
2024-01-01 03:15:00,0.001,0.0,0.001,0.054,0.0,0.0,1.5
2024-01-01 03:30:00,0.001,0.0,0.001,0.10466666666666667,0.0,0.0,1.5
2024-01-01 03:45:00,0.001,0.0,0.001,0.24400000000000002,0.0,0.0,0.6
2024-01-01 04:00:00,0.001,0.0,0.001,0.06666666666666667,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.054,0.0,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.054,0.0,2.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.054,0.0,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.13,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.2313333333333333,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.054,0.0,4.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.054,0.0,5.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.054,0.0,2.6666666666666665,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.058333333333333334,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.16833333333333333,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.7520666666666666,0.0,0.0,0.4
2024-01-01 07:00:00,0.001,0.0,0.001,0.067,0.0,0.0,1.5
2024-01-01 07:15:00,0.001,0.0,0.001,0.067,0.0,0.0,1.5
