,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.2326666666666667,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.23966666666666667,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.165,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.27066666666666667,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.08366666666666665,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.11933333333333333,6.533333333333333,0.0
2024-01-01 04:00:00,0.0,0.001,0.2796666666666667,2.3333333333333335,0.0
2024-01-01 04:15:00,0.0,0.001,0.12033333333333333,0.0,0.0
2024-01-01 04:30:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 04:45:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.08833333333333335,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.25333333333333335,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.17766666666666667,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.05733333333333333,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.21666666666666667,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.20866666666666667,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.08366666666666665,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.047,2.3333333333333335,0.0
2024-01-01 08:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.047,0.0,0.0
