,WasherDryer,TumbleDryer,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0528237423726735,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0504589938981388,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.041,0.0,3.0
2024-01-01 00:45:00,0.001,0.001,0.231,0.0,1.6666666666666667
2024-01-01 01:00:00,0.001,0.001,0.12120695964705525,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.09675219735291432,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.19355219735291432,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.19355219735291432,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.28221886401958096,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.34668553068624763,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.4471104394705829,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.4408,0.0,2.6666666666666665
2024-01-01 03:00:00,0.001,0.001,0.041,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.041,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.21833333333333335,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.12966666666666668,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.041,1.2,1.3333333333333333
2024-01-01 04:15:00,0.001,0.001,0.041,3.0,4.333333333333333
2024-01-01 04:30:00,0.001,0.001,0.041,3.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.117,3.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.231,3.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.041,3.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.041,3.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.041,3.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.041,1.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.20566666666666666,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.14233333333333334,0.0,0.3333333333333333
2024-01-01 06:45:00,0.001,0.001,0.041,0.0,2.6666666666666665
2024-01-01 07:00:00,0.001,0.001,0.041,0.0,2.3333333333333335
2024-01-01 07:15:00,0.001,0.001,0.041,0.0,0.6666666666666666
2024-01-01 07:30:00,0.001,0.001,0.10433333333333333,0.0,3.6666666666666665
2024-01-01 07:45:00,0.001,0.001,0.231,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.05366666666666667,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.0436,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.054,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.45380000000000004,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.206,1.0,4.0
2024-01-01 09:15:00,0.001,0.001,0.6932666666666666,1.6,0.0
2024-01-01 09:30:00,0.001,0.001,0.162,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,1.3619999999999999,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,1.762,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.21266666666666667,0.0,3.0
2024-01-01 10:30:00,0.001,0.001,0.30446666666666666,0.0,0.6666666666666666
2024-01-01 10:45:00,0.001,0.001,0.07933333333333333,0.0,3.3333333333333335
2024-01-01 11:00:00,0.001,0.001,1.7873333333333332,0.0,1.6666666666666667
2024-01-01 11:15:00,0.001,0.001,0.9873333333333333,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.5870666666666666,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.18206666666666668,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.7007333333333334,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.4408,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,0.041,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.11766666666666666,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.21930599593209255,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.3768237423726735,2.6,0.0
2024-01-01 13:30:00,0.001,0.001,0.7552904090393402,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.1738237423726735,0.0,3.6666666666666665
2024-01-01 14:00:00,0.001,0.001,0.5736237423726736,0.0,1.6666666666666667
2024-01-01 14:15:00,0.001,0.001,0.29615315183008356,0.0,3.0
2024-01-01 14:30:00,0.001,0.001,0.45500711351109246,0.0,0.0
