,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.1309521973529143,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.2375521973529143,0.0,0.0,0.7
2024-01-01 00:30:00,0.001,0.0,0.001,0.2480855306862476,0.0,0.0,0.3
2024-01-01 00:45:00,0.001,0.0,0.001,0.20880494472547048,0.0,0.0,0.9
2024-01-01 01:00:00,0.001,0.0,0.001,0.36300000000000004,0.0,0.0,1.5
2024-01-01 01:15:00,0.001,0.0,0.001,0.8200666666666667,0.0,0.0,1.5
2024-01-01 01:30:00,0.001,0.0,0.001,0.173,0.0,0.0,1.5
2024-01-01 01:45:00,0.001,0.0,0.001,0.19566666666666663,0.0,0.0,1.5
2024-01-01 02:00:00,0.001,0.0,0.001,0.11299999999999999,0.0,0.0,1.5
2024-01-01 02:15:00,0.001,0.0,0.001,0.051,0.0,0.0,1.5
2024-01-01 02:30:00,0.001,0.0,0.001,0.21566666666666665,0.0,0.0,1.5
2024-01-01 02:45:00,0.001,0.0,0.001,0.20299999999999999,0.0,0.0,0.7
2024-01-01 03:00:00,0.001,0.0,0.001,0.051,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.5851333333333333,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.12333333333333332,11.0,0.0,1.5
2024-01-01 03:45:00,0.001,0.0,0.001,0.051,6.0,0.0,1.5
2024-01-01 04:00:00,0.001,0.0,0.001,0.17766666666666667,0.0,0.0,1.4
2024-01-01 04:15:00,0.001,0.0,0.001,0.6408,0.0,1.0666666666666667,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.051,0.0,2.933333333333333,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.175,0.0,0.0,1.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.13366666666666666,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.051,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.13966666666666666,0.0,0.0,1.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.241,0.0,1.8666666666666667,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.089,0.0,2.1333333333333333,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.16466666666666666,0.0,0.0,1.3
2024-01-01 06:30:00,0.001,0.0,0.001,0.144,0.0,0.0,1.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.052733333333333327,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.11466666666666667,0.0,1.0666666666666667,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.254,0.0,4.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.14,0.0,4.0,1.1
2024-01-01 07:45:00,0.001,0.0,0.001,0.1638666666666667,0.0,1.8666666666666667,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.1673333333333333,0.0,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.0734589938981388,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.08849040903934018,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.26582374237267353,0.0,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.17682374237267354,0.0,0.0,1.2
2024-01-01 09:15:00,0.001,0.0,0.001,0.1558237423726735,0.0,0.0,0.3
2024-01-01 09:30:00,0.001,0.0,0.001,0.17561966463271295,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.08220000000000001,0.0,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.155,0.0,0.0,0.0
2024-01-01 10:15:00,0.1064713048076884,0.0,0.001,0.7519333333333333,0.0,0.0,0.0
2024-01-01 10:30:00,0.7920347860576631,0.0,0.001,2.4202,0.0,0.0,1.3
2024-01-01 10:45:00,0.7920347860576631,0.0,0.001,0.5820000000000001,10.0,1.0666666666666667,1.5
2024-01-01 11:00:00,0.7920347860576631,0.0,0.001,0.29600000000000004,0.0,2.933333333333333,0.5
2024-01-01 11:15:00,0.7920347860576631,0.0,0.001,0.18153333333333332,0.0,0.0,0.0
2024-01-01 11:30:00,0.7920347860576631,0.0,0.001,0.185,0.0,0.0,0.0
2024-01-01 11:45:00,0.7920347860576631,0.0,0.001,0.19066666666666665,0.0,0.0,1.3
2024-01-01 12:00:00,0.7920347860576631,0.0,0.001,1.7206666666666666,0.0,0.0,1.5
2024-01-01 12:15:00,0.7920347860576631,0.0,0.001,1.0696666666666668,0.0,0.0,0.6
2024-01-01 12:30:00,0.7920347860576631,0.0,0.001,0.18533333333333332,0.0,0.0,0.0
2024-01-01 12:45:00,0.7920347860576631,0.0,0.001,0.051,0.0,0.0,0.0
2024-01-01 13:00:00,0.7920347860576631,0.0,0.001,0.051,0.0,0.0,0.0
2024-01-01 13:15:00,0.7920347860576631,0.0,0.001,0.13966666666666666,0.0,0.0,0.0
2024-01-01 13:30:00,0.7920347860576631,0.0,0.001,0.241,0.0,0.0,0.0
2024-01-01 13:45:00,0.6865634812499747,0.0,0.001,0.15099999999999997,0.0,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.19566666666666668,0.0,0.0,0.3
2024-01-01 14:15:00,0.001,0.0,0.001,0.16138441310724763,0.0,0.0,1.5
2024-01-01 14:30:00,0.001,0.0,0.001,0.2806237423726735,0.0,0.0,1.5
2024-01-01 14:45:00,0.001,0.0,0.001,0.4124237423726735,7.0,2.933333333333333,1.5
2024-01-01 15:00:00,0.001,0.0,0.001,0.6168237423726735,0.0,1.0666666666666667,0.6
2024-01-01 15:15:00,0.001,0.0,0.001,0.5214354928811619,0.0,0.0,1.5
2024-01-01 15:30:00,0.001,0.0,0.001,0.45853333333333335,0.0,0.0,1.5
2024-01-01 15:45:00,0.001,0.0,0.001,0.24771538419605335,0.0,0.0,1.5
2024-01-01 16:00:00,0.001,0.0,0.001,0.16061886401958098,0.0,0.0,1.5
2024-01-01 16:15:00,0.001,0.0,0.001,0.23021886401958097,0.0,0.0,1.5
2024-01-01 16:30:00,0.001,0.0,0.001,0.40581886401958095,0.0,0.0,1.5
2024-01-01 16:45:00,0.001,0.0,0.001,0.4616188640195809,0.0,0.0,1.5
2024-01-01 17:00:00,0.001,0.0,0.001,0.4809313184117486,0.0,0.0,1.5
2024-01-01 17:15:00,0.001,0.0,0.001,0.3173333333333333,0.0,0.0,1.5
2024-01-01 17:30:00,0.001,0.0,0.001,0.27527479823527623,0.0,0.0,0.8
2024-01-01 17:45:00,0.001,0.0,0.001,0.4685855306862477,0.0,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.6688521973529142,0.0,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.7701855306862477,0.0,0.0,0.6
2024-01-01 18:30:00,0.001,0.0,0.001,0.7565581932850068,0.0,0.0,1.5
2024-01-01 18:45:00,0.001,0.0,0.001,0.6277426063922545,0.0,0.0,1.5
2024-01-01 19:00:00,0.001,0.0,0.001,0.6070759397255878,0.0,3.2,1.5
2024-01-01 19:15:00,0.001,0.0,0.001,0.5949426063922545,0.0,0.8,0.1
2024-01-01 19:30:00,0.001,0.0,0.001,0.7207426063922545,0.0,0.0,0.9
2024-01-01 19:45:00,0.001,0.0,0.001,1.1835078081569783,0.0,0.0,1.5
2024-01-01 20:00:00,0.001,0.0009333333333333333,0.001,1.3865904090393402,0.0,0.0,0.7
2024-01-01 20:15:00,0.001,1.2004666666666668,0.001,1.8597724599020602,0.0,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.001,0.6070759397255878,0.0,0.0,0.0
2024-01-01 20:45:00,0.001,0.0006000000000000001,0.001,0.6070759397255878,0.0,0.0,1.5
2024-01-01 21:00:00,0.001,0.0,0.001,0.6941661074092313,0.0,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.001,0.7955111912510531,0.0,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.001,0.7484988335883381,0.0,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.41892374237267355,0.0,0.0,0.8
2024-01-01 22:00:00,0.001,0.0,0.001,0.4303237423726735,0.0,0.0,1.5
2024-01-01 22:15:00,0.001,0.0,0.001,0.46924810113736687,0.0,0.0,1.5
2024-01-01 22:30:00,0.001,0.0,0.001,0.6496759397255878,0.0,0.0,1.5
2024-01-01 22:45:00,0.001,0.0,0.001,1.4634092730589212,0.0,0.0,1.5
2024-01-01 23:00:00,0.001,0.0,0.001,0.8380759397255878,0.0,0.0,1.5
2024-01-01 23:15:00,0.1064713048076884,0.0,0.001,0.6587426063922545,0.0,0.0,1.5
2024-01-01 23:30:00,0.7920347860576631,0.0,0.001,0.6062092730589211,0.0,0.0,1.5
2024-01-01 23:45:00,0.7920347860576631,0.0,0.001,0.48598058596077714,0.0,0.0,1.5
2024-01-02 00:00:00,0.7920347860576631,0.0,0.001,0.32036666666666663,0.0,0.0,1.5
2024-01-02 00:15:00,0.7920347860576631,0.0,0.001,0.4977,0.0,0.0,1.5
2024-01-02 00:30:00,0.7920347860576631,0.0,0.001,0.4857000000000001,0.0,0.0,1.5
2024-01-02 00:45:00,0.7920347860576631,0.0,0.001,0.24869999999999998,0.0,0.0,1.5
2024-01-02 01:00:00,0.7920347860576631,0.0,0.001,0.18669999999999998,0.0,0.0,1.5
2024-01-02 01:15:00,0.7920347860576631,0.0,0.001,0.18669999999999998,0.0,0.0,1.5
2024-01-02 01:30:00,0.7920347860576631,0.0,0.001,0.18669999999999998,0.0,0.0,1.5
2024-01-02 01:45:00,0.7920347860576631,0.0,0.001,0.3513666666666666,0.0,0.0,1.5
2024-01-02 02:00:00,0.7920347860576631,0.0,0.001,0.47303333333333336,0.0,0.0,1.5
2024-01-02 02:15:00,0.7920347860576631,0.0,0.001,0.6588333333333334,0.0,0.0,1.5
2024-01-02 02:30:00,0.7920347860576631,0.0,0.001,0.18669999999999998,0.0,0.0,1.5
2024-01-02 02:45:00,0.1592069572115326,0.0,0.001,0.18669999999999998,0.0,0.0,1.5
2024-01-02 03:00:00,0.001,0.0,0.001,0.18669999999999998,0.0,0.0,1.5
2024-01-02 03:15:00,0.001,0.0,0.001,0.3133666666666667,0.0,0.0,1.5
2024-01-02 03:30:00,0.001,0.0,0.001,0.5007,10.0,0.0,1.5
2024-01-02 03:45:00,0.001,0.0,0.001,0.13366666666666666,3.0,0.0,1.5
2024-01-02 04:00:00,0.001,0.0,0.001,0.051,0.0,0.0,1.5
2024-01-02 04:15:00,0.001,0.0,0.001,0.051,0.0,2.4,1.5
2024-01-02 04:30:00,0.001,0.0,0.001,0.051,0.0,2.4,1.5
2024-01-02 04:45:00,0.001,0.0,0.001,0.13966666666666666,0.0,0.0,1.5
2024-01-02 05:00:00,0.001,0.0,0.001,0.3546666666666667,0.0,0.0,1.5
2024-01-02 05:15:00,0.001,0.0,0.001,0.182,0.0,0.0,1.5
2024-01-02 05:30:00,0.001,0.0,0.001,0.051,0.0,0.0,1.5
2024-01-02 05:45:00,0.001,0.0,0.001,0.051,0.0,0.0,1.5
2024-01-02 06:00:00,0.001,0.0,0.001,0.051,0.0,0.0,1.5
2024-01-02 06:15:00,0.001,0.0,0.001,0.10166666666666666,0.0,0.0,1.5
2024-01-02 06:30:00,0.001,0.0,0.001,0.3443333333333333,0.0,0.0,1.5
2024-01-02 06:45:00,0.001,0.0,0.001,0.23033333333333333,0.0,0.26666666666666666,1.5
2024-01-02 07:00:00,0.001,0.0,0.001,0.5840666666666666,7.0,2.933333333333333,1.5
2024-01-02 07:15:00,0.001,0.0,0.001,0.051,9.0,0.0,1.5
2024-01-02 07:30:00,0.001,0.0,0.001,0.051,0.0,0.0,1.5
2024-01-02 07:45:00,0.001,0.0,0.001,0.06366666666666666,0.0,0.0,1.5
2024-01-02 08:00:00,0.001,0.0,0.001,0.33399999999999996,0.0,0.0,1.5
2024-01-02 08:15:00,0.001,0.0,0.001,0.3270666666666667,0.0,0.0,1.5
2024-01-02 08:30:00,0.001,0.0,0.001,0.17515299796604628,0.0,0.0,1.5
2024-01-02 08:45:00,0.001,0.0,0.001,0.18382374237267352,0.0,0.0,1.5
2024-01-02 09:00:00,0.001,0.0,0.001,0.7168904090393402,0.0,0.0,1.5
2024-01-02 09:15:00,0.001,0.0,0.001,0.18382374237267352,0.0,0.0,1.5
