,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-02 01:15:00,0.001,0.001,0.0,0.001,0.2212521973529143,0.0
2024-01-02 01:30:00,0.001,0.001,0.0,0.001,0.34165421227449905,0.0
2024-01-02 01:45:00,0.001,0.001,0.0,0.001,0.3797,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.001,0.6148333333333333,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-02 02:30:00,0.001,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-02 02:45:00,0.001,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.001,0.27836666666666665,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.001,0.3797,0.0
2024-01-02 03:30:00,0.001,0.001,0.0,0.001,0.68116,0.0
2024-01-02 03:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 04:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 04:15:00,0.001,0.001,0.0,0.001,0.054,2.2
2024-01-02 04:30:00,0.001,0.001,0.0,0.001,0.092,2.0
2024-01-02 04:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-02 05:00:00,0.001,0.001,0.0,0.001,0.18066666666666667,0.0
2024-01-02 05:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 05:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 05:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.001,0.2313333333333333,0.0
2024-01-02 06:30:00,0.001,0.001,0.0,0.001,0.2313333333333333,0.0
2024-01-02 06:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 07:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 07:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 07:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 07:45:00,0.001,0.001,0.0,0.001,0.18066666666666667,0.0
2024-01-02 08:00:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-02 08:15:00,0.001,0.001,0.0,0.001,0.092,0.0
2024-01-02 08:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 08:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 09:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 09:15:00,0.001,0.001,0.0,0.001,0.13,0.0
2024-01-02 09:30:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-02 09:45:00,0.001,0.001,0.0,0.001,0.14266666666666666,0.0
2024-01-02 10:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 10:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 10:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 10:45:00,0.001,0.001,0.0,0.001,0.07933333333333333,0.0
2024-01-02 11:00:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-02 11:15:00,0.001,0.001,0.0,0.001,0.19333333333333333,0.0
2024-01-02 11:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 11:45:00,0.001,0.001,0.0,0.001,0.054,1.4
2024-01-02 12:00:00,0.001,0.001,0.0,0.001,0.054,1.4
2024-01-02 12:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 12:30:00,0.001,0.001,0.0,0.001,0.21866666666666665,0.0
2024-01-02 12:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-02 13:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 13:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 13:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 13:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 14:00:00,0.001,0.001,0.0,0.001,0.168,0.0
2024-01-02 14:15:00,0.001,0.001,0.0,0.001,0.7770666666666666,0.0
2024-01-02 14:30:00,0.001,0.001,0.0,0.001,0.10466666666666667,0.0
2024-01-02 14:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 15:00:00,0.001,0.001,0.0,0.001,0.4538,0.0
2024-01-02 15:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-02 15:30:00,0.001,0.001,0.0,0.001,0.11733333333333333,0.0
2024-01-02 15:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-02 16:00:00,0.001,0.001,0.0,0.001,0.1614,0.0
2024-01-02 16:15:00,0.001,0.001,0.0,0.001,0.067,0.0
2024-01-02 16:30:00,0.001,0.001,0.0,0.001,0.067,0.0
2024-01-02 16:45:00,0.001,0.001,0.0,0.001,0.067,0.0
2024-01-02 17:00:00,0.001,0.001,0.0,0.001,0.07706666666666667,0.0
2024-01-02 17:15:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-02 17:30:00,0.001,0.001,0.0,0.001,0.21782374237267352,0.0
2024-01-02 17:45:00,0.001,0.001,0.0,0.001,0.06582374237267351,0.0
2024-01-02 18:00:00,0.001,0.001,0.0,0.001,0.09809040903934017,0.0
2024-01-02 18:15:00,0.001,0.001,0.0,0.001,0.18682374237267352,0.0
2024-01-02 18:30:00,0.001,0.001,0.0,0.001,0.19944462131383922,0.0
2024-01-02 18:45:00,0.001,0.001,0.0,0.001,0.3650934448104721,0.0
2024-01-02 19:00:00,0.001,0.001,0.0,0.001,0.4660188640195809,0.0
2024-01-02 19:15:00,0.001,0.001,0.0,0.001,0.3290188640195809,0.0
2024-01-02 19:30:00,0.001,0.001,0.0,0.001,0.2195521973529143,0.0
2024-01-02 19:45:00,0.001,0.001,0.0,0.001,0.29215219735291426,0.0
2024-01-02 20:00:00,0.001,0.001,0.0,0.001,0.3385876902340762,0.0
2024-01-02 20:15:00,0.001,0.001,0.0,0.11168793632775932,0.4407092730589211,0.0
2024-01-02 20:30:00,0.001,0.001,0.0,0.19883213881083456,0.5293759397255877,0.0
2024-01-02 20:45:00,0.001,0.001,0.9003333333333333,1.1919111899081825,0.28170927305892113,2.0
2024-01-02 21:00:00,0.001,0.001,2.1000666666666667,0.10943051901756166,0.14201442048109064,0.8
2024-01-02 21:15:00,0.001,0.001,1.0505333333333333,0.17218476076597364,0.1398321973529143,0.0
2024-01-02 21:30:00,0.001,0.001,0.6007333333333332,0.35116374390942556,0.2857855306862476,0.0
2024-01-02 21:45:00,0.001,0.001,0.0002666666666666667,0.5287194589028279,0.7927188640195809,0.0
2024-01-02 22:00:00,0.001,0.001,0.0,0.12049328674879728,0.5322521973529143,0.0
2024-01-02 22:15:00,0.001,0.001,0.0,0.29288461440607627,0.4892333333333333,0.0
2024-01-02 22:30:00,0.001,0.001,0.0,0.01522668508825704,0.4317,0.0
2024-01-02 22:45:00,0.001,0.001,0.0,0.001,0.40819450525488765,0.0
2024-01-02 23:00:00,0.001,0.001,0.0,0.001,0.46325219735291434,0.0
2024-01-02 23:15:00,0.001,0.001,0.0,0.001,0.7297855306862477,0.0
2024-01-02 23:30:00,0.001,0.001,0.0,0.001,0.8391188640195809,0.0
2024-01-02 23:45:00,0.001,0.001,0.0,0.001,0.506918864019581,0.0
2024-01-03 00:00:00,0.001,0.001,0.0,0.001,0.23003333333333334,0.0
2024-01-03 00:15:00,0.001,0.001,0.0,0.001,0.2623,0.0
2024-01-03 00:30:00,0.001,0.001,0.0,0.001,0.3107,0.0
2024-01-03 00:45:00,0.001,0.001,0.0,0.001,0.3107,0.0
2024-01-03 01:00:00,0.001,0.001,0.0,0.001,0.4500333333333334,0.0
2024-01-03 01:15:00,0.001,0.001,0.0,0.001,0.5007,0.0
2024-01-03 01:30:00,0.001,0.001,0.0,0.001,0.3360333333333333,0.0
2024-01-03 01:45:00,0.001,0.001,0.0,0.001,0.20583333333333328,0.0
2024-01-03 02:00:00,0.001,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 02:15:00,0.001,0.001,0.0,0.001,0.6323,0.0
2024-01-03 02:30:00,0.001,0.001,0.0,0.001,0.14266666666666666,0.0
2024-01-03 02:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-03 03:00:00,0.001,0.001,0.0,0.001,0.13,0.0
2024-01-03 03:15:00,0.001,0.001,0.0,0.001,0.5870666666666666,0.0
2024-01-03 03:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 03:45:00,0.001,0.001,0.0,0.001,0.5913999999999999,0.0
2024-01-03 04:00:00,0.001,0.001,0.0,0.001,0.10500000000000001,0.0
2024-01-03 04:15:00,0.001,0.001,0.0,0.001,0.257,0.0
2024-01-03 04:30:00,0.001,0.001,0.0,0.001,0.19366666666666668,0.0
2024-01-03 04:45:00,0.001,0.001,0.0,0.001,0.06613333333333334,0.0
2024-01-03 05:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 05:15:00,0.001,0.001,0.0,0.001,0.054,1.4
2024-01-03 05:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 05:45:00,0.001,0.001,0.0,0.001,0.2313333333333333,0.0
2024-01-03 06:00:00,0.001,0.001,0.0,0.001,0.2313333333333333,0.0
2024-01-03 06:15:00,0.001,0.001,0.0,0.001,0.067,0.0
2024-01-03 06:30:00,0.001,0.001,0.0,0.001,0.08803479823527621,0.0
2024-01-03 06:45:00,0.001,0.001,0.0,0.001,0.0985521973529143,0.0
2024-01-03 07:00:00,0.001,0.001,0.0,0.001,0.4983521973529143,0.0
2024-01-03 07:15:00,0.001,0.001,0.0,0.001,0.2217521973529143,0.0
2024-01-03 07:30:00,0.001,0.001,0.0,0.001,0.28855219735291426,0.0
2024-01-03 07:45:00,0.001,0.001,0.0,0.001,0.12393131841174858,0.0
2024-01-03 08:00:00,0.001,0.001,0.0,0.001,0.067,0.0
2024-01-03 08:15:00,0.001,0.001,0.0,0.001,0.05486666666666666,0.0
2024-01-03 08:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 08:45:00,0.001,0.001,0.0,0.001,0.13,0.0
2024-01-03 09:00:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-03 09:15:00,0.001,0.001,0.0,0.001,0.14266666666666666,0.0
2024-01-03 09:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 09:45:00,0.001,0.001,0.0,0.001,0.054,2.4
2024-01-03 10:00:00,0.001,0.001,0.0,0.001,0.054,0.4
2024-01-03 10:15:00,0.001,0.001,0.0,0.001,0.07933333333333333,0.0
2024-01-03 10:30:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-03 10:45:00,0.001,0.001,0.0,0.001,0.19333333333333333,0.0
2024-01-03 11:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 11:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 11:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 11:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 12:00:00,0.001,0.001,0.0,0.001,0.21866666666666665,0.0
2024-01-03 12:15:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-03 12:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 12:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 13:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 13:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 13:30:00,0.001,0.001,0.0,0.001,0.168,0.0
2024-01-03 13:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-03 14:00:00,0.001,0.001,0.0,0.001,0.10466666666666667,0.0
2024-01-03 14:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 14:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 14:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 15:00:00,0.001,0.001,0.0,0.001,0.11733333333333333,0.0
2024-01-03 15:15:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-03 15:30:00,0.001,0.001,0.0,0.001,0.16053333333333333,0.0
2024-01-03 15:45:00,0.001,0.001,0.0,0.001,0.6000666666666666,0.0
2024-01-03 16:00:00,0.001,0.001,0.0,0.001,0.067,0.0
2024-01-03 16:15:00,0.001,0.001,0.0,0.001,0.067,0.0
2024-01-03 16:30:00,0.001,0.001,0.0,0.001,0.07013333333333334,0.0
2024-01-03 16:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-03 17:00:00,0.001,0.001,0.0,0.001,0.206,0.0
2024-01-03 17:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 17:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 17:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-03 18:00:00,0.001,0.001,0.0,0.001,0.32053333333333334,0.0
2024-01-03 18:15:00,0.001,0.001,0.0,0.001,0.33926666666666666,2.6
2024-01-03 18:30:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.2
2024-01-03 18:45:00,0.001,0.001,0.0,0.001,0.06666666666666667,0.0
2024-01-03 19:00:00,0.001,0.001,0.0,0.001,0.07293131841174859,0.0
2024-01-03 19:15:00,0.001,0.001,0.0,0.001,0.0855521973529143,0.0
2024-01-03 19:30:00,0.001,0.001,0.0,0.001,0.08712869633593744,0.0
2024-01-03 19:45:00,0.001,0.001,0.0,0.001,0.19870927305892114,0.0
2024-01-03 20:00:00,0.001,0.001,0.0,0.001,0.3054692730589211,0.0
2024-01-03 20:15:00,0.001,0.001,0.0,0.001,0.29009883358833827,0.0
2024-01-03 20:30:00,0.001,0.001,0.0,0.001,0.27692172745108873,0.0
2024-01-03 20:45:00,0.05373565240384421,0.001,0.0,0.001,0.36620927305892115,0.0
2024-01-03 21:00:00,0.7920347860576631,0.001,0.0,0.001,0.3560404468444259,0.0
2024-01-03 21:15:00,0.7920347860576631,0.001,0.0,0.001,0.405918864019581,0.0
2024-01-03 21:30:00,0.7920347860576631,0.001,0.0,0.001,0.5431487175293868,0.0
2024-01-03 21:45:00,0.7920347860576631,0.001,0.0,0.001,0.4140570757060068,0.0
2024-01-03 22:00:00,0.7920347860576631,0.001,0.0,0.001,1.2821237423726735,0.0
2024-01-03 22:15:00,0.7920347860576631,0.001,0.0,0.001,2.010177075706007,0.0
2024-01-03 22:30:00,0.7920347860576631,0.001,0.0,0.001,0.3498689800785326,0.0
2024-01-03 22:45:00,0.7920347860576631,0.001,0.0,0.001,0.28147593972558776,0.0
2024-01-03 23:00:00,0.7920347860576631,0.001,0.0,0.001,0.41204044684442587,0.0
2024-01-03 23:15:00,0.7920347860576631,0.001,0.0,0.001,0.3859188640195809,0.0
2024-01-03 23:30:00,0.7920347860576631,0.001,0.0,0.001,0.20442435876469334,0.0
2024-01-03 23:45:00,0.7920347860576631,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-04 00:00:00,0.7920347860576631,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-04 00:15:00,0.5810921764422863,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-04 00:30:00,0.001,0.001,0.0,0.001,0.25666,0.0
2024-01-04 00:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-04 01:00:00,0.001,0.001,0.0,0.001,0.07933333333333333,0.0
2024-01-04 01:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 01:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 01:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 02:00:00,0.001,0.001,0.0,0.001,0.14266666666666666,0.0
2024-01-04 02:15:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-04 02:30:00,0.001,0.001,0.0,0.001,0.13,0.0
2024-01-04 02:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 03:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 03:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 03:30:00,0.001,0.001,0.0,0.001,0.092,0.0
2024-01-04 03:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-04 04:00:00,0.001,0.001,0.0,0.001,0.18066666666666667,0.4
2024-01-04 04:15:00,0.001,0.001,0.0,0.001,0.054,3.0
2024-01-04 04:30:00,0.001,0.001,0.0,0.001,0.054,0.2
2024-01-04 04:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 05:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 05:15:00,0.001,0.001,0.0,0.001,0.2313333333333333,0.0
2024-01-04 05:30:00,0.001,0.001,0.0,0.001,0.2313333333333333,0.0
2024-01-04 05:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 06:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 06:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 06:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 06:45:00,0.001,0.001,0.0,0.001,0.18066666666666667,0.0
2024-01-04 07:00:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-04 07:15:00,0.001,0.001,0.0,0.001,0.092,0.0
2024-01-04 07:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 07:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 08:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 08:15:00,0.001,0.001,0.0,0.001,0.13,0.0
2024-01-04 08:30:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-04 08:45:00,0.001,0.001,0.0,0.001,0.14266666666666666,0.0
2024-01-04 09:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 09:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 09:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 09:45:00,0.001,0.001,0.0,0.001,0.07933333333333333,0.0
2024-01-04 10:00:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-04 10:15:00,0.001,0.001,0.0,0.001,0.19333333333333333,0.0
2024-01-04 10:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 10:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 11:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 11:15:00,0.001,0.001,0.0,0.001,0.054,1.0
2024-01-04 11:30:00,0.001,0.001,0.0,0.001,0.21866666666666665,1.8
2024-01-04 11:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-04 12:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 12:15:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 12:30:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 12:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 13:00:00,0.001,0.001,0.0,0.001,0.168,0.0
2024-01-04 13:15:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-04 13:30:00,0.001,0.001,0.0,0.001,0.10466666666666667,0.0
2024-01-04 13:45:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 14:00:00,0.001,0.001,0.0,0.001,0.054,0.0
2024-01-04 14:15:00,0.001,0.001,0.0,0.001,0.054,0.0
