,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.7205904090393401,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.6883904090393401,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.3205237423726735,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.3181589938981388,0.0,0.0,1.3
2024-01-01 01:00:00,0.001,0.3087,0.0,0.0,1.5
2024-01-01 01:15:00,0.001,0.19576666666666664,0.0,0.0,1.5
2024-01-01 01:30:00,0.001,0.18769999999999998,0.0,0.0,0.8
2024-01-01 01:45:00,0.001,0.3777,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.3143666666666666,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.18769999999999998,0.0,1.7333333333333334,0.0
2024-01-01 02:45:00,0.001,0.18769999999999998,0.0,1.4666666666666666,0.0
2024-01-01 03:00:00,0.001,0.18769999999999998,0.0,0.0,1.5
2024-01-01 03:15:00,0.001,0.18769999999999998,0.0,0.0,1.3
2024-01-01 03:30:00,0.001,0.35236666666666666,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.33969999999999995,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.18769999999999998,0.0,1.7333333333333334,0.0
2024-01-01 04:30:00,0.001,0.18769999999999998,0.0,2.0,0.0
2024-01-01 04:45:00,0.001,0.18769999999999998,0.0,2.0,0.2
2024-01-01 05:00:00,0.001,0.18769999999999998,0.0,0.4,1.5
2024-01-01 05:15:00,0.001,0.28179999999999994,0.0,1.0666666666666667,1.5
2024-01-01 05:30:00,0.001,0.22933333333333333,0.0,0.0,1.5
2024-01-01 05:45:00,0.001,0.052,0.0,0.0,1.2
2024-01-01 06:00:00,0.001,0.052,0.0,1.3333333333333333,0.0
2024-01-01 06:15:00,0.001,0.052,0.0,2.0,0.0
2024-01-01 06:30:00,0.001,0.052,0.0,2.0,0.0
2024-01-01 06:45:00,0.001,0.052,0.0,2.0,0.0
2024-01-01 07:00:00,0.001,0.16599999999999998,0.0,0.8,0.0
2024-01-01 07:15:00,0.001,0.242,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.06466666666666666,0.0,0.0,0.0
