,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.21024810113736683,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.21866202043147734,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.2270759397255878,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.2270759397255878,0.0,1.2
2024-01-01 01:00:00,0.001,0.0,0.001,0.2823159397255878,0.0,0.8
2024-01-01 01:15:00,0.001,0.0,0.001,0.15682677814380547,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.060620878941165725,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.0795521973529143,0.0,1.6
2024-01-01 02:15:00,0.001,0.0,0.001,0.0795521973529143,0.0,2.6
2024-01-01 02:30:00,0.001,0.0,0.001,0.5673521973529143,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.13821886401958097,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.0795521973529143,0.0,2.6
2024-01-01 03:15:00,0.001,0.0,0.001,0.5810666666666667,0.0,0.4
2024-01-01 03:30:00,0.001,0.0,0.001,0.048,8.8,1.4
2024-01-01 03:45:00,0.001,0.0,0.001,0.048,5.133333333333334,2.2
2024-01-01 04:00:00,0.001,0.0,0.001,0.15066666666666664,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.09200000000000001,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.05533333333333334,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.158,0.0,1.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.07733333333333332,0.0,3.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.5810666666666667,0.0,0.4
2024-01-01 06:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.07606666666666667,4.4,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.171,11.0,2.8
