,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.2714521973529143,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.18955219735291431,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.11695219735291432,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.0685521973529143,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.12824175788233144,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.08833333333333333,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.08833333333333333,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.103,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.07366666666666667,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.11766666666666666,0.0,0.9333333333333333
2024-01-01 04:00:00,0.001,0.0,0.001,0.037,0.0,2.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.037,0.0,2.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.037,0.0,2.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.5920666666666666,0.0,2.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.6654,0.0,1.3333333333333333
2024-01-01 05:15:00,0.001,0.0,0.001,0.05382783858822096,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.0685521973529143,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.0685521973529143,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.6089521973529144,0.0,0.6666666666666666
2024-01-01 06:15:00,0.001,0.0,0.001,0.1785521973529143,0.0,1.3333333333333333
2024-01-01 06:30:00,0.001,0.0,0.001,0.045413919294110476,0.0,0.9333333333333333
2024-01-01 06:45:00,0.001,0.0,0.001,0.037,0.0,2.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.037,0.0,2.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.037,0.0,2.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.13966666666666666,0.0,2.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.05166666666666666,0.0,2.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.037,0.0,0.9333333333333333
2024-01-01 08:15:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.125,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.06633333333333333,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.037,0.0,0.0
2024-01-01 09:45:00,0.001,1.3503333333333332,0.001,0.037,5.133333333333334,0.5333333333333333
2024-01-01 10:00:00,0.001,1.6502666666666668,0.001,0.12073333333333333,7.0,2.0
2024-01-01 10:15:00,0.001,1.5003333333333333,0.001,0.49379999999999996,7.0,0.9333333333333333
2024-01-01 10:30:00,0.001,0.1508,0.001,0.05,7.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.05,4.2,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.04306666666666667,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.09566666666666665,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.12721886401958096,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.0685521973529143,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.0685521973529143,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.20528553068624766,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.9251521973529144,0.0,1.2
2024-01-01 12:45:00,0.001,0.0,0.001,0.2737576920980267,0.0,2.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.29056666666666664,0.0,0.13333333333333333
2024-01-01 13:15:00,0.001,0.0,0.001,0.3067,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.30149999999999993,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.3419646517450819,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.4132521973529143,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.2284521973529143,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.2042521973529143,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.2042521973529143,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.2041945052548876,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.2753666666666667,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.1727,0.0,1.7333333333333334
2024-01-01 15:45:00,0.001,0.0,0.001,0.1727,0.0,1.6
2024-01-01 16:00:00,0.001,0.0,0.001,0.1727,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.1727,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.2827,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.18003333333333332,0.0,0.0
