,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.127,0.0,0.0
2024-01-01 00:15:00,0.051,0.0,0.0
2024-01-01 00:30:00,0.051,0.0,0.0
2024-01-01 00:45:00,0.051,0.0,0.0
2024-01-01 01:00:00,0.12699999999999997,0.0,0.0
2024-01-01 01:15:00,0.21566666666666665,0.0,2.2
2024-01-01 01:30:00,0.4508,0.0,3.0
2024-01-01 01:45:00,0.051,0.0,0.8
2024-01-01 02:00:00,0.051,0.0,0.0
2024-01-01 02:15:00,0.051,0.0,0.0
2024-01-01 02:30:00,0.22833333333333333,0.0,0.0
2024-01-01 02:45:00,0.11433333333333333,0.0,0.4
2024-01-01 03:00:00,0.051,0.0,3.0
2024-01-01 03:15:00,0.051,0.0,0.4
2024-01-01 03:30:00,0.051,0.0,0.0
2024-01-01 03:45:00,0.13966666666666666,2.1333333333333333,0.0
2024-01-01 04:00:00,0.20299999999999999,0.0,0.6
2024-01-01 04:15:00,0.051,1.6,2.0
2024-01-01 04:30:00,0.051,0.8,0.0
2024-01-01 04:45:00,0.051,0.0,0.0
2024-01-01 05:00:00,0.051,2.1333333333333333,0.0
2024-01-01 05:15:00,0.7740666666666667,2.1333333333333333,0.0
2024-01-01 05:30:00,0.10166666666666666,3.7333333333333334,0.4
2024-01-01 05:45:00,0.051,0.0,1.6
2024-01-01 06:00:00,0.051,2.6666666666666665,0.0
2024-01-01 06:15:00,0.051,1.0666666666666667,0.0
2024-01-01 06:30:00,0.15233333333333335,0.0,0.0
2024-01-01 06:45:00,0.19033333333333333,0.0,0.0
2024-01-01 07:00:00,0.051,0.0,0.0
2024-01-01 07:15:00,0.051,0.0,0.0
2024-01-01 07:30:00,0.051,0.0,0.0
2024-01-01 07:45:00,0.06366666666666666,0.0,0.0
2024-01-01 08:00:00,0.241,2.1333333333333333,0.0
2024-01-01 08:15:00,0.089,0.26666666666666666,0.0
2024-01-01 08:30:00,0.051,0.0,0.0
2024-01-01 08:45:00,0.051,0.0,0.0
2024-01-01 09:00:00,0.051,0.0,0.0
2024-01-01 09:15:00,0.165,0.0,0.0
2024-01-01 09:30:00,0.17766666666666667,0.0,0.0
2024-01-01 09:45:00,0.051,0.0,0.0
2024-01-01 10:00:00,0.051,0.0,0.0
2024-01-01 10:15:00,0.051,1.8666666666666667,0.0
2024-01-01 10:30:00,0.07633333333333334,0.5333333333333333,0.0
2024-01-01 10:45:00,0.241,0.0,0.0
2024-01-01 11:00:00,0.07633333333333334,0.0,0.0
2024-01-01 11:15:00,0.051,0.0,0.0
2024-01-01 11:30:00,0.051,0.0,0.0
2024-01-01 11:45:00,0.051,0.0,0.0
2024-01-01 12:00:00,0.17766666666666667,0.0,0.0
2024-01-01 12:15:00,0.165,0.0,0.0
2024-01-01 12:30:00,0.051,0.0,0.0
2024-01-01 12:45:00,0.051,0.0,0.0
2024-01-01 13:00:00,0.051,0.0,0.0
2024-01-01 13:15:00,0.089,2.1333333333333333,0.0
2024-01-01 13:30:00,0.241,0.26666666666666666,0.0
2024-01-01 13:45:00,0.06366666666666666,0.0,0.0
2024-01-01 14:00:00,0.051,0.0,0.0
2024-01-01 14:15:00,0.051,0.0,0.0
2024-01-01 14:30:00,0.051,0.0,0.0
2024-01-01 14:45:00,0.19033333333333333,0.0,0.0
2024-01-01 15:00:00,0.15233333333333332,0.0,0.0
2024-01-01 15:15:00,0.051,0.0,0.0
2024-01-01 15:30:00,0.051,0.0,0.0
2024-01-01 15:45:00,0.051,0.0,0.0
2024-01-01 16:00:00,0.10166666666666666,0.0,0.0
2024-01-01 16:15:00,0.241,0.8,0.0
2024-01-01 16:30:00,0.051,1.6,0.0
2024-01-01 16:45:00,0.051,0.0,0.0
2024-01-01 17:00:00,0.051,0.0,0.0
2024-01-01 17:15:00,0.051,0.0,0.0
2024-01-01 17:30:00,0.20299999999999999,0.0,0.0
2024-01-01 17:45:00,0.13966666666666666,0.0,0.0
2024-01-01 18:00:00,0.051,0.0,0.0
2024-01-01 18:15:00,0.051,0.0,0.0
2024-01-01 18:30:00,0.051,0.0,0.0
2024-01-01 18:45:00,0.11433333333333333,0.0,0.0
2024-01-01 19:00:00,0.6281333333333333,0.0,0.0
2024-01-01 19:15:00,0.051,0.0,0.0
2024-01-01 19:30:00,0.08326666666666666,2.4,0.0
2024-01-01 19:45:00,0.172,0.0,0.8
2024-01-01 20:00:00,0.31368058596077714,0.0,1.2
2024-01-01 20:15:00,0.7711718619856271,0.0,0.0
2024-01-01 20:30:00,0.30764260639225444,0.0,0.4
2024-01-01 20:45:00,0.33737593972558777,0.0,2.0
2024-01-01 21:00:00,0.22444260639225447,0.0,0.0
2024-01-01 21:15:00,0.2163759397255878,0.0,0.0
2024-01-01 21:30:00,0.2634586465751959,0.0,0.0
2024-01-01 21:45:00,0.9756736263137219,0.0,0.0
2024-01-01 22:00:00,0.21976011147713878,0.0,0.0
2024-01-01 22:15:00,0.0943759397255878,0.0,0.0
2024-01-01 22:30:00,0.0943759397255878,0.0,2.4
2024-01-01 22:45:00,0.16744260639225447,0.0,3.0
2024-01-01 23:00:00,0.504191873941283,0.0,2.2
2024-01-01 23:15:00,0.39519152661834017,0.0,0.0
2024-01-01 23:30:00,0.443158864019581,0.0,1.0
2024-01-01 23:45:00,0.46125219735291434,0.0,1.6
2024-01-02 00:00:00,0.42878553068624764,0.0,0.0
2024-01-02 00:15:00,0.3006084245489981,0.0,0.0
2024-01-02 00:30:00,0.3387,0.0,0.0
2024-01-02 00:45:00,0.18669999999999998,0.0,0.0
2024-01-02 01:00:00,0.18669999999999998,0.0,0.0
2024-01-02 01:15:00,0.18669999999999998,0.0,0.0
2024-01-02 01:30:00,0.18669999999999998,0.0,0.0
2024-01-02 01:45:00,0.9097666666666665,0.0,0.0
2024-01-02 02:00:00,0.23736666666666664,0.0,1.4
2024-01-02 02:15:00,0.18669999999999998,0.0,2.2
2024-01-02 02:30:00,0.18669999999999998,0.0,0.0
2024-01-02 02:45:00,0.18669999999999998,0.0,0.0
2024-01-02 03:00:00,0.2880333333333333,0.0,0.0
2024-01-02 03:15:00,0.3260333333333333,0.0,0.0
2024-01-02 03:30:00,0.18669999999999998,0.0,0.0
2024-01-02 03:45:00,0.18669999999999998,3.7333333333333334,0.0
2024-01-02 04:00:00,0.18669999999999998,1.0666666666666667,0.0
2024-01-02 04:15:00,0.17222666666666664,0.0,0.0
2024-01-02 04:30:00,0.241,0.0,0.0
2024-01-02 04:45:00,0.089,0.0,0.0
2024-01-02 05:00:00,0.051,0.0,0.0
2024-01-02 05:15:00,0.051,0.0,0.0
2024-01-02 05:30:00,0.051,0.0,0.0
2024-01-02 05:45:00,0.165,0.0,0.0
2024-01-02 06:00:00,0.17766666666666667,0.0,0.0
2024-01-02 06:15:00,0.051,0.0,0.0
2024-01-02 06:30:00,0.051,0.0,0.0
2024-01-02 06:45:00,0.051,1.0666666666666667,0.0
2024-01-02 07:00:00,0.07633333333333334,1.0666666666666667,0.0
2024-01-02 07:15:00,0.241,0.0,0.0
2024-01-02 07:30:00,0.07633333333333334,0.0,0.0
2024-01-02 07:45:00,0.051,0.0,0.0
2024-01-02 08:00:00,0.051,0.0,0.0
2024-01-02 08:15:00,0.051,0.0,0.0
2024-01-02 08:30:00,0.17766666666666667,0.0,0.0
2024-01-02 08:45:00,0.165,0.0,0.0
2024-01-02 09:00:00,0.051,0.0,0.0
2024-01-02 09:15:00,0.051,0.0,0.0
2024-01-02 09:30:00,0.051,0.0,0.0
2024-01-02 09:45:00,0.089,0.0,0.0
2024-01-02 10:00:00,0.241,2.1333333333333333,0.0
2024-01-02 10:15:00,0.06366666666666666,0.0,0.0
2024-01-02 10:30:00,0.051,0.0,0.0
2024-01-02 10:45:00,0.051,0.0,0.0
2024-01-02 11:00:00,0.051,0.0,0.0
2024-01-02 11:15:00,0.19033333333333333,0.0,0.0
2024-01-02 11:30:00,0.15233333333333332,0.0,0.0
2024-01-02 11:45:00,0.051,0.0,0.0
2024-01-02 12:00:00,0.051,0.0,0.0
2024-01-02 12:15:00,0.051,0.0,0.0
2024-01-02 12:30:00,0.10166666666666666,0.0,0.0
2024-01-02 12:45:00,0.241,0.0,0.0
2024-01-02 13:00:00,0.051,0.0,0.0
2024-01-02 13:15:00,0.051,0.8,0.0
2024-01-02 13:30:00,0.051,1.3333333333333333,0.0
2024-01-02 13:45:00,0.051,0.0,0.0
2024-01-02 14:00:00,0.20299999999999999,0.0,0.0
2024-01-02 14:15:00,0.13966666666666666,0.0,0.0
2024-01-02 14:30:00,0.051,0.0,0.0
2024-01-02 14:45:00,0.051,0.0,0.0
2024-01-02 15:00:00,0.051,0.0,0.0
2024-01-02 15:15:00,0.11433333333333333,0.0,0.0
2024-01-02 15:30:00,0.22833333333333333,0.0,0.0
2024-01-02 15:45:00,0.051,0.0,0.0
2024-01-02 16:00:00,0.051,0.0,0.0
2024-01-02 16:15:00,0.051,0.0,1.8
2024-01-02 16:30:00,0.051,0.0,2.8
2024-01-02 16:45:00,0.7487333333333335,1.6,0.0
2024-01-02 17:00:00,0.127,0.5333333333333333,0.0
2024-01-02 17:15:00,0.051,0.0,0.0
2024-01-02 17:30:00,0.051,0.0,2.0
2024-01-02 17:45:00,0.05186666666666666,0.0,0.6
2024-01-02 18:00:00,0.14,0.0,0.0
2024-01-02 18:15:00,0.22866666666666668,0.0,0.0
2024-01-02 18:30:00,0.1997,0.0,2.2
2024-01-02 18:45:00,0.1997,0.0,1.2
2024-01-02 19:00:00,0.2146636880301192,0.0,0.8
2024-01-02 19:15:00,0.26234260639225443,0.0,2.8
2024-01-02 19:30:00,0.5609426063922545,0.0,1.2
2024-01-02 19:45:00,0.536409273058921,0.0,1.8
2024-01-02 20:00:00,0.4722876902340763,0.0,0.0
2024-01-02 20:15:00,0.4507347982352762,2.1333333333333333,0.0
2024-01-02 20:30:00,0.40549999999999997,0.0,0.0
2024-01-02 20:45:00,0.3648333333333333,0.0,0.0
2024-01-02 21:00:00,0.3387,0.0,0.0
2024-01-02 21:15:00,0.18669999999999998,0.0,0.0
2024-01-02 21:30:00,0.18669999999999998,0.0,0.0
2024-01-02 21:45:00,0.18669999999999998,0.0,0.0
2024-01-02 22:00:00,0.18669999999999998,0.0,0.0
2024-01-02 22:15:00,0.5100570757060069,0.0,0.0
2024-01-02 22:30:00,0.49219040903934014,0.0,0.8
2024-01-02 22:45:00,0.4415237423726735,0.0,1.2
2024-01-02 23:00:00,0.4541446213138392,0.0,0.0
2024-01-02 23:15:00,0.4730759397255878,0.0,0.0
2024-01-02 23:30:00,0.4447934448104721,0.0,0.0
2024-01-02 23:45:00,0.3800721973529143,0.0,0.0
2024-01-03 00:00:00,0.20455219735291433,0.0,0.0
2024-01-03 00:15:00,0.20034523770585905,0.0,0.0
2024-01-03 00:30:00,0.5728000000000001,0.0,0.0
2024-01-03 00:45:00,0.15313333333333332,0.0,0.0
2024-01-03 01:00:00,0.241,0.0,2.2
2024-01-03 01:15:00,0.089,0.0,0.0
2024-01-03 01:30:00,0.051,0.0,0.0
2024-01-03 01:45:00,0.051,0.0,0.0
2024-01-03 02:00:00,0.051,0.0,0.0
2024-01-03 02:15:00,0.6980666666666665,0.0,0.0
2024-01-03 02:30:00,0.17766666666666667,0.0,0.0
2024-01-03 02:45:00,0.051,0.0,2.2
2024-01-03 03:00:00,0.051,0.0,0.2
2024-01-03 03:15:00,0.051,0.0,0.0
2024-01-03 03:30:00,0.07633333333333334,0.0,0.0
2024-01-03 03:45:00,0.241,0.0,0.0
2024-01-03 04:00:00,0.07633333333333334,0.0,0.0
2024-01-03 04:15:00,0.051,0.8,0.8
2024-01-03 04:30:00,0.051,4.0,2.2
2024-01-03 04:45:00,0.051,0.0,0.0
2024-01-03 05:00:00,0.17766666666666667,0.0,0.0
2024-01-03 05:15:00,0.165,0.0,0.0
2024-01-03 05:30:00,0.051,0.0,0.0
2024-01-03 05:45:00,0.051,0.0,0.0
2024-01-03 06:00:00,0.4508,0.0,1.0
2024-01-03 06:15:00,0.6220666666666667,0.0,1.0
2024-01-03 06:30:00,0.241,0.0,2.6
2024-01-03 06:45:00,0.06366666666666666,0.0,0.4
2024-01-03 07:00:00,0.051,0.0,0.0
2024-01-03 07:15:00,0.051,0.0,0.0
2024-01-03 07:30:00,0.051,1.6,0.8
2024-01-03 07:45:00,0.19899999999999998,0.8,2.4
2024-01-03 08:00:00,0.16533333333333333,0.0,0.0
2024-01-03 08:15:00,0.064,0.0,0.0
2024-01-03 08:30:00,2.0716733333333335,0.0,0.0
2024-01-03 08:45:00,2.3147666666666664,0.0,1.0
2024-01-03 09:00:00,0.23736666666666664,0.0,3.0
2024-01-03 09:15:00,0.3888333333333333,0.0,3.0
2024-01-03 09:30:00,0.1997,0.0,3.0
2024-01-03 09:45:00,0.7327666666666666,0.0,3.0
2024-01-03 10:00:00,0.1997,0.0,3.0
2024-01-03 10:15:00,0.1884333333333333,0.0,0.8
2024-01-03 10:30:00,0.3387,0.0,0.0
