,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.2202431656496898,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.14266666666666666,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.14266666666666666,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.206,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.15533333333333335,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.282,0.6
2024-01-01 03:00:00,0.001,0.0,0.001,0.15533333333333335,1.5
2024-01-01 03:15:00,0.001,0.0,0.001,0.067,0.9
2024-01-01 03:30:00,0.001,0.0,0.001,0.33353333333333335,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.20026666666666668,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.23166666666666666,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.31253333333333333,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.06666666666666667,0.8
2024-01-01 04:45:00,0.001,0.0,0.001,0.054,1.5
2024-01-01 05:00:00,0.001,0.0,0.001,0.054,1.5
2024-01-01 05:15:00,0.001,0.0,0.001,0.054,0.6
2024-01-01 05:30:00,0.001,0.0,0.001,0.32,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.21866666666666665,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.092,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.38333333333333336,0.0
