,WasherDryer,DishWasher,WashingMachine,BaseLoad
2024-01-01 16:00:00,0.001,0.0,0.001,0.047
2024-01-01 16:15:00,0.001,0.0,0.001,0.116
2024-01-01 16:30:00,0.001,0.0,0.001,0.392
2024-01-01 16:45:00,0.001,0.0,0.001,0.07233333333333333
2024-01-01 17:00:00,0.001,0.0,0.001,0.047
2024-01-01 17:15:00,0.001,0.0,0.001,0.047
2024-01-01 17:30:00,0.001,0.0,0.001,0.047
2024-01-01 17:45:00,0.001,0.0,0.001,0.2966666666666667
2024-01-01 18:00:00,0.001,0.0,0.001,0.2366666666666667
2024-01-01 18:15:00,0.001,0.0,0.001,0.047
2024-01-01 18:30:00,0.001,0.0,0.001,0.0718
2024-01-01 18:45:00,0.001,0.0,0.001,0.18730599593209254
2024-01-01 19:00:00,0.001,0.0,0.001,0.3194904090393402
2024-01-01 19:15:00,0.001,0.0,0.001,0.43315707570600687
2024-01-01 19:30:00,0.001,0.0,0.001,0.2749252072746164
2024-01-01 19:45:00,0.001,0.0,0.001,0.22004260639225448
2024-01-01 20:00:00,0.001,0.0,0.001,0.21649344481047214
2024-01-01 20:15:00,0.001,0.0,0.001,0.2885521973529143
2024-01-01 20:30:00,0.001,0.0,0.001,0.3656855306862476
2024-01-01 20:45:00,0.001,0.0,0.001,0.42360553068624757
2024-01-01 21:00:00,0.001,0.0,0.001,0.2435521973529143
2024-01-01 21:15:00,0.001,0.0,0.001,0.20821886401958095
2024-01-01 21:30:00,0.001,0.0,0.001,0.7579521973529143
2024-01-01 21:45:00,0.001,0.0,0.001,0.3895521973529143
2024-01-01 22:00:00,0.001,0.0,0.001,0.2788855306862476
2024-01-01 22:15:00,0.001,0.0,0.001,0.3505248599516735
2024-01-01 22:30:00,0.001,0.0,0.001,0.2766626063922545
2024-01-01 22:45:00,0.001,0.0,0.001,0.2260759397255878
2024-01-01 23:00:00,0.001,0.0,0.001,0.39074260639225444
2024-01-01 23:15:00,0.001,0.0,0.001,0.3147426063922545
2024-01-01 23:30:00,0.001,0.0,0.001,0.2877078081569782
2024-01-01 23:45:00,0.001,0.0,0.001,0.5541431656496897
2024-01-02 00:00:00,0.001,0.0,0.001,0.7560999999999999
2024-01-02 00:15:00,0.001,0.0,0.001,0.9507666666666665
2024-01-02 00:30:00,0.001,0.0,0.001,0.4430333333333333
2024-01-02 00:45:00,0.001,0.0,0.001,0.30369999999999997
2024-01-02 01:00:00,0.001,0.0,0.001,0.4340059959320925
2024-01-02 01:15:00,0.001,0.0,0.001,0.8137904090393402
2024-01-02 01:30:00,0.001,0.0,0.001,0.25785707570600686
2024-01-02 01:45:00,0.001,0.0,0.001,0.3845237423726735
2024-01-02 02:00:00,0.001,0.0,0.001,0.1945237423726735
2024-01-02 02:15:00,0.001,0.0,0.001,0.20012757875693746
2024-01-02 02:30:00,0.001,0.0,0.001,0.3377
2024-01-02 02:45:00,0.001,0.0,0.001,0.21603333333333333
2024-01-02 03:00:00,0.001,0.0,0.001,0.9057666666666666
2024-01-02 03:15:00,0.001,0.0,0.001,0.23336666666666664
2024-01-02 03:30:00,0.001,0.0,0.001,0.05604666666666667
2024-01-02 03:45:00,0.001,0.0,0.001,0.6317333333333334
2024-01-02 04:00:00,0.001,0.0,0.001,0.5811333333333334
2024-01-02 04:15:00,0.001,0.0,0.001,0.19899999999999998
2024-01-02 04:30:00,0.001,0.0,0.001,0.14833333333333334
2024-01-02 04:45:00,0.001,0.0,0.001,0.047
2024-01-02 05:00:00,0.001,0.0,0.001,0.047
2024-01-02 05:15:00,0.001,0.0,0.001,0.14
2024-01-02 05:30:00,0.001,0.0,0.001,0.24133333333333334
2024-01-02 05:45:00,0.001,0.0,0.001,0.5988000000000001
2024-01-02 06:00:00,0.001,0.0,0.001,0.047
2024-01-02 06:15:00,0.001,0.0,0.001,0.047
2024-01-02 06:30:00,0.001,0.0,0.001,0.047
2024-01-02 06:45:00,0.001,0.0,0.001,0.23200000000000004
2024-01-02 07:00:00,0.001,0.0,0.001,0.2886666666666667
2024-01-02 07:15:00,0.001,0.0,0.001,0.059666666666666666
2024-01-02 07:30:00,0.001,0.0,0.001,0.047
2024-01-02 07:45:00,0.001,0.0,0.001,0.047
2024-01-02 08:00:00,0.001,0.0,0.001,0.06924316564968981
2024-01-02 08:15:00,0.001,0.0,0.001,0.4038237423726735
2024-01-02 08:30:00,0.001,0.0,0.001,0.13249040903934017
2024-01-02 08:45:00,0.001,0.0,0.001,0.0588237423726735
2024-01-02 09:00:00,0.001,0.0,0.001,0.0588237423726735
2024-01-02 09:15:00,0.001,0.0,0.001,0.32535707570600686
2024-01-02 09:30:00,0.001,0.0,0.001,0.5148666666666667
2024-01-02 09:45:00,0.001,0.0,0.001,0.28500000000000003
2024-01-02 10:00:00,0.001,0.0,0.001,0.047
2024-01-02 10:15:00,0.001,0.0,0.001,0.047
2024-01-02 10:30:00,0.001,0.0,0.001,0.047
2024-01-02 10:45:00,0.001,0.0,0.001,0.13566666666666669
2024-01-02 11:00:00,0.001,0.0,0.001,0.315
2024-01-02 11:15:00,0.001,0.0,0.001,0.12966666666666668
2024-01-02 11:30:00,0.001,0.0,0.001,0.047
2024-01-02 11:45:00,0.001,0.0,0.001,0.047
2024-01-02 12:00:00,0.001,0.0,0.001,0.12533333333333332
2024-01-02 12:15:00,0.001,0.0,0.001,0.358
2024-01-02 12:30:00,0.001,0.0,0.001,0.7378
2024-01-02 12:45:00,0.001,0.0,0.001,0.3426
2024-01-02 13:00:00,0.001,0.0,0.001,0.5678
2024-01-02 13:15:00,0.001,0.0,0.001,0.0954
2024-01-02 13:30:00,0.001,0.0,0.001,0.22433333333333333
2024-01-02 13:45:00,0.001,0.0,0.001,0.154
2024-01-02 14:00:00,0.001,0.0,0.001,0.202
2024-01-02 14:15:00,0.001,0.0,0.001,0.047
2024-01-02 14:30:00,0.001,0.0,0.001,0.4468
2024-01-02 14:45:00,0.001,0.0,0.001,0.17366666666666666
2024-01-02 15:00:00,0.001,0.0,0.001,0.2992208789411657
2024-01-02 15:15:00,0.001,0.0,0.001,0.30335886401958095
2024-01-02 15:30:00,0.001,0.0,0.001,2.1952521973529144
2024-01-02 15:45:00,0.001,0.0,0.001,1.4149188640195807
2024-01-02 16:00:00,0.001,0.0,0.001,0.42425219735291436
2024-01-02 16:15:00,0.001,0.0,0.001,1.0217736263137218
2024-01-02 16:30:00,0.001,0.0,0.001,0.30369999999999997
2024-01-02 16:45:00,0.001,0.0,0.001,0.4173666666666666
2024-01-02 17:00:00,0.001,0.0,0.001,0.29536666666666667
2024-01-02 17:15:00,0.001,0.0,0.001,0.21276283028240275
2024-01-02 17:30:00,0.001,0.0,0.001,0.3845237423726735
2024-01-02 17:45:00,0.001,0.0,0.001,0.2325237423726735
2024-01-02 18:00:00,0.001,0.0,0.001,0.1945237423726735
2024-01-02 18:15:00,0.001,0.0,0.001,1.0035904090393402
2024-01-02 18:30:00,0.001,0.0,0.001,0.34502566056480544
2024-01-02 18:45:00,0.001,0.0,0.001,0.48136666666666666
2024-01-02 19:00:00,0.001,0.0,0.001,0.4936866666666667
2024-01-02 19:15:00,0.001,0.0,0.001,0.3167
2024-01-02 19:30:00,0.001,0.0,0.001,0.24872
2024-01-02 19:45:00,0.001,0.0,0.001,0.27469808180786803
2024-01-02 20:00:00,0.001,0.0,0.001,0.2938237423726735
2024-01-02 20:15:00,0.001,0.0,0.001,0.3312904090393402
2024-01-02 20:30:00,0.001,0.0,0.001,0.1928237423726735
2024-01-02 20:45:00,0.001,0.0,0.001,0.12829040903934016
2024-01-02 21:00:00,0.001,0.0,0.001,0.14716091209027077
2024-01-02 21:15:00,0.001,0.0,0.001,0.27389040903934014
2024-01-02 21:30:00,0.001,0.0,0.001,0.3776237423726735
2024-01-02 21:45:00,0.001,0.0,0.001,0.19913418184325635
2024-01-02 22:00:00,0.001,0.0,0.001,0.2243759397255878
2024-01-02 22:15:00,0.001,0.0,0.001,0.2220111912510531
2024-01-02 22:30:00,0.001,0.0,0.001,0.6714855306862476
2024-01-02 22:45:00,0.001,0.0,0.001,0.8117721973529143
2024-01-02 23:00:00,0.001,0.0,0.001,0.264918864019581
2024-01-02 23:15:00,0.001,0.0,0.001,0.2858104394705829
2024-01-02 23:30:00,0.001,0.0,0.001,0.30369999999999997
2024-01-02 23:45:00,0.001,0.0,0.001,0.31797458079089114
2024-01-03 00:00:00,0.001,0.0,0.001,0.6435585406079497
2024-01-03 00:15:00,0.001,0.0,0.001,0.43680927305892114
2024-01-03 00:30:00,0.001,0.0,0.001,0.2260759397255878
2024-01-03 00:45:00,0.001,0.0,0.001,0.2583426063922544
2024-01-03 01:00:00,0.001,0.0,0.001,0.34707593972558776
2024-01-03 01:15:00,0.001,0.0,0.001,0.47378910723922807
2024-01-03 01:30:00,0.001,0.0,0.001,0.5900333333333333
2024-01-03 01:45:00,0.001,0.0,0.001,0.2714333333333333
2024-01-03 02:00:00,0.001,0.0,0.001,0.1827
2024-01-03 02:15:00,0.001,0.0,0.001,0.1827
2024-01-03 02:30:00,0.001,0.0,0.001,0.23336666666666664
2024-01-03 02:45:00,0.001,0.0,0.001,0.4657
2024-01-03 03:00:00,0.001,0.0,0.001,0.28836666666666666
2024-01-03 03:15:00,0.001,0.0,0.001,0.67958
2024-01-03 03:30:00,0.001,0.0,0.001,0.047
2024-01-03 03:45:00,0.001,0.0,0.001,0.047
2024-01-03 04:00:00,0.001,0.0,0.001,0.237
2024-01-03 04:15:00,0.001,0.0,0.001,1.0442666666666667
2024-01-03 04:30:00,0.001,0.0,0.001,0.09866666666666667
2024-01-03 04:45:00,0.001,0.0,0.001,0.047
2024-01-03 05:00:00,0.001,0.0,0.001,0.047
2024-01-03 05:15:00,0.001,0.0,0.001,0.5861333333333334
2024-01-03 05:30:00,0.001,0.0,0.001,0.18166666666666667
2024-01-03 05:45:00,0.001,0.0,0.001,0.202
2024-01-03 06:00:00,0.001,0.0,0.001,0.05733333333333333
2024-01-03 06:15:00,0.001,0.0,0.001,0.0496
2024-01-03 06:30:00,0.001,0.0,0.001,0.14866666666666667
2024-01-03 06:45:00,0.001,0.0,0.001,0.22466666666666668
2024-01-03 07:00:00,0.001,0.0,0.001,1.0548666666666666
2024-01-03 07:15:00,0.001,0.0,0.001,0.3172666666666667
2024-01-03 07:30:00,0.001,0.0,0.001,0.047
2024-01-03 07:45:00,0.001,0.0,0.001,0.08499999999999999
2024-01-03 08:00:00,0.001,0.0,0.001,0.6367999999999999
2024-01-03 08:15:00,0.001,0.0,0.001,0.08336882621449528
2024-01-03 08:30:00,0.001,0.0,0.001,0.16215707570600685
2024-01-03 08:45:00,0.001,0.0,0.001,0.2523591265687269
2024-01-03 09:00:00,0.001,0.0,0.001,0.2260759397255878
2024-01-03 09:15:00,0.001,0.0,0.001,0.3986797761098517
2024-01-03 09:30:00,0.001,0.0,0.001,0.2902521973529143
2024-01-03 09:45:00,0.001,0.0,0.001,0.2058382780588038
2024-01-03 10:00:00,0.001,0.0,0.001,0.32736666666666664
2024-01-03 10:15:00,0.001,0.0,0.001,0.22403333333333333
2024-01-03 10:30:00,0.001,0.0,0.001,0.3093666666666666
2024-01-03 10:45:00,0.001,0.0,0.001,0.3093666666666666
2024-01-03 11:00:00,0.001,0.0,0.001,0.1827
2024-01-03 11:15:00,0.001,0.0,0.001,0.21369999999999997
2024-01-03 11:30:00,0.001,0.0,0.001,0.3377
2024-01-03 11:45:00,0.001,0.0,0.001,0.2587
2024-01-03 12:00:00,0.001,0.0,0.001,0.3600333333333333
2024-01-03 12:15:00,0.001,0.0,0.001,0.1827
2024-01-03 12:30:00,0.001,0.0,0.001,0.1827
2024-01-03 12:45:00,0.001,0.0,0.001,0.25503333333333333
2024-01-03 13:00:00,0.001,0.0,0.001,0.3862333333333333
2024-01-03 13:15:00,0.001,0.0,0.001,0.5006333333333334
2024-01-03 13:30:00,0.001,0.0,0.001,0.3736313184117486
2024-01-03 13:45:00,0.001,0.0,0.001,0.34825219735291435
2024-01-03 14:00:00,0.001,0.0,0.001,0.34825219735291435
2024-01-03 14:15:00,0.001,0.0,0.042154049271240696,0.44518553068624767
2024-01-03 14:30:00,0.001,0.0,0.3286032769611479,0.44914871752938673
2024-01-03 14:45:00,0.001,0.0,0.7776798389088754,0.2835
2024-01-03 15:00:00,0.001,0.0,0.16114019821312534,0.28401999999999994
2024-01-03 15:15:00,0.001,0.0,0.1581828177695388,0.19569999999999999
2024-01-03 15:30:00,0.6865634812499747,0.0,1.000722737988656,0.19569999999999999
2024-01-03 15:45:00,0.7920347860576631,0.0,0.7836777193005633,0.4577666666666667
2024-01-03 16:00:00,0.7920347860576631,0.0,0.12242849310647148,0.46816283028240274
2024-01-03 16:15:00,0.7920347860576631,0.0,0.2539360595937185,0.20504114149031158
2024-01-03 16:30:00,0.7920347860576631,0.0,0.11957939677659056,0.2260759397255878
2024-01-03 16:45:00,0.7920347860576631,0.0,0.001,0.2260759397255878
2024-01-03 17:00:00,0.7920347860576631,0.0,0.001,0.32680135893469664
2024-01-03 17:15:00,0.7920347860576631,0.0,0.001,0.4313121973529143
2024-01-03 17:30:00,0.7920347860576631,0.0,0.001,0.059620878941165724
2024-01-03 17:45:00,0.7920347860576631,0.0,0.001,0.047
2024-01-03 18:00:00,0.7920347860576631,0.0,0.001,0.047
2024-01-03 18:15:00,0.7920347860576631,0.0,0.001,0.059666666666666666
2024-01-03 18:30:00,0.7920347860576631,0.0,0.001,0.31966666666666665
2024-01-03 18:45:00,0.1064713048076884,0.0,0.001,0.201
2024-01-03 19:00:00,0.001,0.0,0.001,0.047
2024-01-03 19:15:00,0.001,0.0,0.001,0.047
2024-01-03 19:30:00,0.001,0.0,0.001,0.047
2024-01-03 19:45:00,0.001,0.0,0.001,0.19899999999999998
2024-01-03 20:00:00,0.001,0.0,0.001,0.2723333333333333
2024-01-03 20:15:00,0.001,0.0,0.001,0.109
2024-01-03 20:30:00,0.001,0.0,0.001,0.047
2024-01-03 20:45:00,0.001,0.0,0.001,0.047
2024-01-03 21:00:00,0.001,0.0,0.001,0.14833333333333334
2024-01-03 21:15:00,0.001,0.0,0.001,0.20933333333333332
2024-01-03 21:30:00,0.001,0.0,0.001,0.202
2024-01-03 21:45:00,0.001,0.0,0.001,0.06766666666666668
2024-01-03 22:00:00,0.001,0.0,0.001,0.047
2024-01-03 22:15:00,0.001,0.0,0.001,0.09766666666666665
2024-01-03 22:30:00,0.001,0.0,0.001,0.237
2024-01-03 22:45:00,0.001,0.0,0.001,0.11133333333333333
2024-01-03 23:00:00,0.001,0.0,0.001,0.18133333333333335
2024-01-03 23:15:00,0.001,0.0,0.001,0.047
2024-01-03 23:30:00,0.001,0.0,0.001,0.047
2024-01-03 23:45:00,0.001,0.0,0.001,0.237
2024-01-04 00:00:00,0.001,0.0,0.001,0.11033333333333334
2024-01-04 00:15:00,0.001,0.0,0.001,0.14
2024-01-04 00:30:00,0.001,0.0,0.001,0.14
2024-01-04 00:45:00,0.001,0.0,0.001,0.047
2024-01-04 01:00:00,0.001,0.0,0.001,0.18633333333333332
2024-01-04 01:15:00,0.001,0.0,0.001,0.161
2024-01-04 01:30:00,0.001,0.0,0.001,0.047
2024-01-04 01:45:00,0.001,0.0,0.001,0.18133333333333335
2024-01-04 02:00:00,0.001,0.0,0.001,0.09866666666666667
2024-01-04 02:15:00,0.001,0.0,0.001,0.13566666666666669
2024-01-04 02:30:00,0.001,0.0,0.001,0.21166666666666664
2024-01-04 02:45:00,0.001,0.0,0.001,0.047
2024-01-04 03:00:00,0.001,0.0,0.001,0.06766666666666668
2024-01-04 03:15:00,0.001,0.0,0.001,0.202
2024-01-04 03:30:00,0.001,0.0,0.001,0.09533333333333333
2024-01-04 03:45:00,0.001,0.0,0.001,0.237
2024-01-04 04:00:00,0.001,0.0,0.001,0.07233333333333333
2024-01-04 04:15:00,0.001,0.0,0.001,0.047
2024-01-04 04:30:00,0.001,0.0,0.001,0.109
2024-01-04 04:45:00,0.001,0.0,0.001,0.17099999999999999
2024-01-04 05:00:00,0.001,0.0,0.001,0.22433333333333333
2024-01-04 05:15:00,0.001,0.0,0.001,0.25626666666666664
2024-01-04 05:30:00,0.001,0.0,0.001,0.4467999999999999
2024-01-04 05:45:00,0.001,0.0,0.001,0.047
2024-01-04 06:00:00,0.001,0.0,0.001,0.15033333333333332
2024-01-04 06:15:00,0.001,0.0,0.001,0.25633333333333336
2024-01-04 06:30:00,0.001,0.0,0.001,0.17366666666666666
2024-01-04 06:45:00,0.001,0.0,0.001,0.047
2024-01-04 07:00:00,0.001,0.0,0.001,0.047
2024-01-04 07:15:00,0.001,0.0,0.001,0.053933333333333326
2024-01-04 07:30:00,0.001,0.0,0.001,0.2806666666666667
2024-01-04 07:45:00,0.001,0.0,0.001,0.2786666666666667
2024-01-04 08:00:00,0.001,0.0,0.001,0.05826666666666667
2024-01-04 08:15:00,0.001,0.0,0.001,0.047
2024-01-04 08:30:00,0.001,0.0,0.001,0.047
2024-01-04 08:45:00,0.001,0.0,0.001,0.10333333333333333
2024-01-04 09:00:00,0.001,0.0,0.001,0.392
2024-01-04 09:15:00,0.001,0.0,0.001,0.08499999999999999
2024-01-04 09:30:00,0.001,0.0,0.001,0.047
2024-01-04 09:45:00,0.001,0.0,0.001,0.047
2024-01-04 10:00:00,0.001,0.0,0.001,0.047
2024-01-04 10:15:00,0.001,0.0,0.001,0.284
2024-01-04 10:30:00,0.001,0.0,0.001,0.24933333333333335
2024-01-04 10:45:00,0.001,0.0,0.001,0.047
2024-01-04 11:00:00,0.001,0.0,0.001,0.047
2024-01-04 11:15:00,0.001,0.0,0.001,0.047
2024-01-04 11:30:00,0.001,0.0,0.001,0.161
2024-01-04 11:45:00,0.001,0.0,0.001,0.3
2024-01-04 12:00:00,0.001,0.0,0.001,0.11933333333333333
2024-01-04 12:15:00,0.001,0.0,0.001,0.047
2024-01-04 12:30:00,0.001,0.0,0.001,0.047
2024-01-04 12:45:00,0.001,0.0,0.001,0.11033333333333334
2024-01-04 13:00:00,0.001,0.0,0.001,0.237
2024-01-04 13:15:00,0.001,0.0,0.001,0.202
2024-01-04 13:30:00,0.001,0.0,0.001,0.078
2024-01-04 13:45:00,0.001,0.0,0.001,0.047
2024-01-04 14:00:00,0.001,0.0,0.001,0.059666666666666666
2024-01-04 14:15:00,0.001,0.0,0.001,0.237
2024-01-04 14:30:00,0.001,0.0,0.001,0.1495173991176381
2024-01-04 14:45:00,0.001,0.0,0.001,0.32808553068624763
2024-01-04 15:00:00,0.001,0.0,0.001,0.1995521973529143
2024-01-04 15:15:00,0.001,0.0,0.001,0.1995521973529143
2024-01-04 15:30:00,0.001,0.0,0.001,0.3515521973529143
2024-01-04 15:45:00,0.001,0.0,0.001,0.257754212274499
2024-01-04 16:00:00,0.001,0.0,0.001,0.14017962224581443
2024-01-04 16:15:00,0.001,0.0,0.001,0.19370927305892113
2024-01-04 16:30:00,0.001,0.0,0.001,0.0903759397255878
2024-01-04 16:45:00,0.001,0.0,0.001,0.29657593972558777
2024-01-04 17:00:00,0.001,0.0,0.001,0.4900292730589211
2024-01-04 17:15:00,0.001,0.0,0.001,0.33130650635686615
2024-01-04 17:30:00,0.001,0.0,0.001,0.42769999999999997
2024-01-04 17:45:00,0.001,0.0,0.001,0.3700333333333333
2024-01-04 18:00:00,0.001,0.0,0.001,0.28669999999999995
2024-01-04 18:15:00,0.001,0.0,0.001,0.3857
2024-01-04 18:30:00,0.001,0.0,0.001,0.29710000000000003
2024-01-04 18:45:00,0.001,0.0,0.001,0.3201
2024-01-04 19:00:00,0.001,0.0,0.001,0.46815899389813875
2024-01-04 19:15:00,0.001,0.0,0.001,0.40243040903934013
2024-01-04 19:30:00,0.001,0.0,0.001,0.5276037423726735
2024-01-04 19:45:00,0.001,0.0,0.001,0.3707904090393402
2024-01-04 20:00:00,0.001,0.0,0.001,0.34497245990206016
2024-01-04 20:15:00,0.001,0.0,0.001,0.39401310944318507
2024-01-04 20:30:00,0.001,0.0,0.001,0.46958553068624764
2024-01-04 20:45:00,0.001,0.0,0.001,0.4777385286522939
2024-01-04 21:00:00,0.001,0.0,0.001,0.4610759397255878
2024-01-04 21:15:00,0.001,0.0,0.001,0.29867593972558776
2024-01-04 21:30:00,0.001,0.0,0.001,0.323937661666784
2024-01-04 21:45:00,0.001,0.0,0.001,0.36376135893469663
2024-01-04 22:00:00,0.001,0.0,0.001,0.38121886401958094
2024-01-04 22:15:00,0.001,0.0,0.001,0.3657953630026041
2024-01-04 22:30:00,0.001,0.0,0.001,0.0903759397255878
2024-01-04 22:45:00,0.001,0.0,0.001,0.07775506078442208
2024-01-04 23:00:00,0.001,0.0,0.001,0.0588237423726735
2024-01-04 23:15:00,0.001,0.0,0.001,0.36442374237267355
2024-01-04 23:30:00,0.001,0.0,0.001,0.5670237423726736
2024-01-04 23:45:00,0.001,0.0,0.001,0.07390983231635648
2024-01-05 00:00:00,0.001,0.0,0.001,0.047
2024-01-05 00:15:00,0.001,0.0,0.001,0.047
2024-01-05 00:30:00,0.001,0.0,0.001,0.07081966463271293
2024-01-05 00:45:00,0.001,0.0,0.001,0.39115707570600683
2024-01-05 01:00:00,0.001,0.0,0.001,0.14515707570600686
2024-01-05 01:15:00,0.001,0.0,0.001,0.0588237423726735
2024-01-05 01:30:00,0.001,0.0,0.001,0.0588237423726735
2024-01-05 01:45:00,0.001,0.0,0.001,0.0564589938981388
2024-01-05 02:00:00,0.001,0.0,0.001,0.23566666666666666
2024-01-05 02:15:00,0.001,0.0,0.001,0.29766666666666663
2024-01-05 02:30:00,0.001,0.0,0.001,0.047
2024-01-05 02:45:00,0.001,0.0,0.001,0.047
2024-01-05 03:00:00,0.001,0.0,0.001,0.047
2024-01-05 03:15:00,0.001,0.0,0.001,0.123
2024-01-05 03:30:00,0.001,0.0,0.001,0.32766666666666666
2024-01-05 03:45:00,0.001,0.0,0.001,0.12966666666666668
2024-01-05 04:00:00,0.001,0.0,0.001,0.047
2024-01-05 04:15:00,0.001,0.0,0.001,0.047
2024-01-05 04:30:00,0.001,0.0,0.001,0.07233333333333333
2024-01-05 04:45:00,0.001,0.0,0.001,0.237
2024-01-05 05:00:00,0.001,0.0,0.001,0.22966666666666669
2024-01-05 05:15:00,0.001,0.0,0.001,0.08833333333333333
2024-01-05 05:30:00,0.001,0.0,0.001,0.047
2024-01-05 05:45:00,0.001,0.0,0.001,0.047
2024-01-05 06:00:00,0.001,0.0,0.001,0.21166666666666664
2024-01-05 06:15:00,0.001,0.0,0.001,0.16666666666666666
2024-01-05 06:30:00,0.001,0.0,0.001,0.202
2024-01-05 06:45:00,0.001,0.0,0.001,0.047
2024-01-05 07:00:00,0.001,0.0,0.001,0.047
2024-01-05 07:15:00,0.001,0.0,0.001,0.161
2024-01-05 07:30:00,0.001,0.0,0.001,0.19933333333333333
2024-01-05 07:45:00,0.001,0.0,0.001,0.13233333333333333
2024-01-05 08:00:00,0.001,0.0,0.001,0.17366666666666666
2024-01-05 08:15:00,0.001,0.0,0.001,0.05999999999999999
2024-01-05 08:30:00,0.001,0.0,0.001,0.11206666666666668
2024-01-05 08:45:00,0.001,0.0,0.001,0.237
2024-01-05 09:00:00,0.001,0.0,0.001,0.047
2024-01-05 09:15:00,0.001,0.0,0.001,0.16066666666666668
2024-01-05 09:30:00,0.001,0.0,0.001,0.12453333333333334
2024-01-05 09:45:00,0.001,0.0,0.001,0.4724666666666667
2024-01-05 10:00:00,0.001,0.0,0.001,0.25
2024-01-05 10:15:00,0.001,0.0,0.001,0.6437333333333334
2024-01-05 10:30:00,0.001,0.0,0.001,0.05826666666666667
