,BaseLoad,P_HP
2024-01-01 00:00:00,0.043,0.0
2024-01-01 00:15:00,0.043,0.0
2024-01-01 00:30:00,0.23772949694906942,0.0
2024-01-01 00:45:00,0.19415707570600685,0.0
2024-01-01 01:00:00,0.0548237423726735,0.0
2024-01-01 01:15:00,0.0548237423726735,0.0
2024-01-01 01:30:00,0.14156724338965038,0.0
2024-01-01 01:45:00,0.06508,0.6666666666666666
2024-01-01 02:00:00,0.043,1.6
2024-01-01 02:15:00,0.2076666666666667,0.0
2024-01-01 02:30:00,0.2076666666666667,0.0
2024-01-01 02:45:00,0.043,0.0
2024-01-01 03:00:00,0.043,0.0
2024-01-01 03:15:00,0.043,0.0
2024-01-01 03:30:00,0.043,0.0
2024-01-01 03:45:00,0.043,0.0
2024-01-01 04:00:00,0.5821333333333334,1.2
2024-01-01 04:15:00,0.233,1.7333333333333334
2024-01-01 04:30:00,0.043,2.0
2024-01-01 04:45:00,0.043,0.0
2024-01-01 05:00:00,0.44279999999999997,0.13333333333333333
2024-01-01 05:15:00,0.043,1.0666666666666667
2024-01-01 05:30:00,0.043,1.3333333333333333
2024-01-01 05:45:00,0.157,2.0
2024-01-01 06:00:00,0.233,2.0
2024-01-01 06:15:00,0.4681333333333333,2.0
2024-01-01 06:30:00,0.052533333333333335,2.0
2024-01-01 06:45:00,0.5890666666666667,2.0
2024-01-01 07:00:00,0.056,0.26666666666666666
2024-01-01 07:15:00,0.056,0.0
2024-01-01 07:30:00,0.14466666666666667,0.0
2024-01-01 07:45:00,0.246,0.26666666666666666
2024-01-01 08:00:00,0.10233333333333333,2.0
2024-01-01 08:15:00,0.3096666666666667,0.5333333333333333
2024-01-01 08:30:00,2.5760666666666667,0.0
2024-01-01 08:45:00,0.3096666666666667,0.0
2024-01-01 09:00:00,0.043,0.0
2024-01-01 09:15:00,0.10633333333333334,0.5333333333333333
2024-01-01 09:30:00,0.233,2.0
2024-01-01 09:45:00,0.11900000000000001,0.13333333333333333
2024-01-01 10:00:00,0.043,0.0
2024-01-01 10:15:00,0.043,0.0
2024-01-01 10:30:00,0.043,0.0
2024-01-01 10:45:00,0.44279999999999997,0.0
2024-01-01 11:00:00,0.21426666666666666,1.0666666666666667
2024-01-01 11:15:00,0.233,1.4666666666666666
2024-01-01 11:30:00,0.14433333333333334,0.0
2024-01-01 11:45:00,0.043,0.0
2024-01-01 12:00:00,0.043,0.0
2024-01-01 12:15:00,0.043,0.0
2024-01-01 12:30:00,0.043,0.0
2024-01-01 12:45:00,0.05566666666666666,0.0
2024-01-01 13:00:00,0.233,1.2
2024-01-01 13:15:00,0.7027333333333333,1.2
2024-01-01 13:30:00,0.051666666666666666,0.0
2024-01-01 13:45:00,0.056,0.0
2024-01-01 14:00:00,0.056,0.0
2024-01-01 14:15:00,0.056,0.0
2024-01-01 14:30:00,0.045599999999999995,0.0
2024-01-01 14:45:00,0.22033333333333335,0.0
2024-01-01 15:00:00,0.195,0.0
2024-01-01 15:15:00,0.043,2.0
2024-01-01 15:30:00,0.043,0.4
2024-01-01 15:45:00,0.043,0.0
2024-01-01 16:00:00,0.043,0.0
2024-01-01 16:15:00,0.9763333333333334,0.0
2024-01-01 16:30:00,2.5718666666666667,0.0
2024-01-01 16:45:00,0.22033333333333335,0.0
2024-01-01 17:00:00,0.043,0.0
2024-01-01 17:15:00,0.043,0.26666666666666666
2024-01-01 17:30:00,0.5760666666666666,2.0
2024-01-01 17:45:00,0.04694124745755783,0.13333333333333333
2024-01-01 18:00:00,0.0548237423726735,0.0
2024-01-01 18:15:00,0.1814904090393402,0.0
2024-01-01 18:30:00,0.3110637423726735,0.0
2024-01-01 18:45:00,0.11165040903934016,0.0
2024-01-01 19:00:00,0.04694124745755783,0.0
2024-01-01 19:15:00,0.043,0.0
2024-01-01 19:30:00,0.043,0.13333333333333333
2024-01-01 19:45:00,0.043,2.0
2024-01-01 20:00:00,0.14433333333333334,0.26666666666666666
2024-01-01 20:15:00,0.34276666666666666,0.0
2024-01-01 20:30:00,0.35069999999999996,0.0
2024-01-01 20:45:00,0.4231,0.0
2024-01-01 21:00:00,0.3205824949151157,0.0
2024-01-01 21:15:00,0.3245237423726735,0.0
2024-01-01 21:30:00,0.31412374237267354,0.0
2024-01-01 21:45:00,0.3875237423726735,0.0
2024-01-01 22:00:00,0.5015237423726735,0.0
2024-01-01 22:15:00,0.37170407773996056,0.0
2024-01-01 22:30:00,0.8284570757060068,0.0
2024-01-01 22:45:00,0.1905237423726735,0.0
2024-01-01 23:00:00,0.30345707570600683,0.0
2024-01-01 23:15:00,0.3115237423726735,0.0
2024-01-01 23:30:00,0.36219040903934013,0.0
2024-01-01 23:45:00,0.5015237423726735,0.0
2024-01-02 00:00:00,0.3486374110732939,0.0
2024-01-02 00:15:00,0.1905237423726735,0.0
2024-01-02 00:30:00,0.1905237423726735,0.0
2024-01-02 00:45:00,0.1905237423726735,0.0
2024-01-02 01:00:00,0.1905237423726735,0.0
2024-01-02 01:15:00,0.2095510797739143,0.0
2024-01-02 01:30:00,0.9017666666666666,0.0
2024-01-02 01:45:00,0.29269999999999996,0.0
2024-01-02 02:00:00,0.1787,0.0
2024-01-02 02:15:00,0.1787,0.0
2024-01-02 02:30:00,0.1787,0.0
2024-01-02 02:45:00,0.1787,0.0
2024-01-02 03:00:00,0.1787,0.0
2024-01-02 03:15:00,0.9017666666666666,0.0
2024-01-02 03:30:00,0.3180333333333333,0.0
2024-01-02 03:45:00,0.052046666666666665,0.0
2024-01-02 04:00:00,0.043,0.0
2024-01-02 04:15:00,0.043,1.6
2024-01-02 04:30:00,0.043,0.8
2024-01-02 04:45:00,0.043,0.5333333333333333
2024-01-02 05:00:00,0.2076666666666667,1.0666666666666667
2024-01-02 05:15:00,0.2076666666666667,0.4
2024-01-02 05:30:00,0.043,1.3333333333333333
2024-01-02 05:45:00,0.043,1.0666666666666667
2024-01-02 06:00:00,0.043,0.0
2024-01-02 06:15:00,0.043,0.0
2024-01-02 06:30:00,0.5760666666666665,1.0666666666666667
2024-01-02 06:45:00,0.362,1.4666666666666666
2024-01-02 07:00:00,0.44673333333333337,0.0
2024-01-02 07:15:00,0.5345333333333334,0.0
2024-01-02 07:30:00,0.9282666666666667,0.0
2024-01-02 07:45:00,0.16086666666666666,0.0
2024-01-02 08:00:00,0.14473333333333332,0.0
2024-01-02 08:15:00,0.5768000000000001,0.26666666666666666
2024-01-02 08:30:00,0.4242666666666667,2.0
2024-01-02 08:45:00,0.367,0.26666666666666666
2024-01-02 09:00:00,0.7354,0.0
2024-01-02 09:15:00,0.15672,0.0
2024-01-02 09:30:00,0.18216666666666667,0.0
2024-01-02 09:45:00,0.1787,0.0
2024-01-02 10:00:00,0.5845666666666667,0.0
2024-01-02 10:15:00,0.4136333333333333,0.0
2024-01-02 10:30:00,0.3817,1.6
2024-01-02 10:45:00,0.24236666666666665,0.8
2024-01-02 11:00:00,0.18563333333333334,0.0
2024-01-02 11:15:00,0.1787,0.0
2024-01-02 11:30:00,0.1787,0.0
2024-01-02 11:45:00,0.5784999999999999,0.0
2024-01-02 12:00:00,0.2420333333333333,0.0
2024-01-02 12:15:00,0.36869999999999997,0.0
2024-01-02 12:30:00,0.2547,0.4
2024-01-02 12:45:00,0.1787,2.0
2024-01-02 13:00:00,0.18673932926542586,0.0
2024-01-02 13:15:00,0.20352374237267348,0.0
2024-01-02 13:30:00,0.20352374237267348,0.0
2024-01-02 13:45:00,0.2415237423726735,0.0
2024-01-02 14:00:00,0.8542170757060068,0.0
2024-01-02 14:15:00,0.1529215828248449,0.0
2024-01-02 14:30:00,0.043,0.0
2024-01-02 14:45:00,0.043,0.0
2024-01-02 15:00:00,0.043,1.8666666666666667
2024-01-02 15:15:00,0.043,0.5333333333333333
2024-01-02 15:30:00,0.18893333333333334,0.0
2024-01-02 15:45:00,0.7660666666666668,0.0
2024-01-02 16:00:00,0.5798666666666666,0.0
2024-01-02 16:15:00,0.056,0.0
2024-01-02 16:30:00,0.056,0.0
2024-01-02 16:45:00,0.056,0.0
2024-01-02 17:00:00,0.04906666666666667,0.0
2024-01-02 17:15:00,0.043,0.6666666666666666
2024-01-02 17:30:00,0.4868666666666667,1.7333333333333334
2024-01-02 17:45:00,0.3282666666666667,0.0
2024-01-02 18:00:00,0.07526666666666666,0.0
2024-01-02 18:15:00,0.25752,0.0
2024-01-02 18:30:00,0.19907999999999998,0.0
2024-01-02 18:45:00,0.26746666666666663,0.0
2024-01-02 19:00:00,0.37894,0.0
2024-01-02 19:15:00,0.50886,0.0
2024-01-02 19:30:00,0.4809745807908911,0.0
2024-01-02 19:45:00,0.20665707570600683,1.6
2024-01-02 20:00:00,0.1905237423726735,0.8
2024-01-02 20:15:00,0.3459237423726735,0.0
2024-01-02 20:30:00,0.40252374237267347,0.0
2024-01-02 20:45:00,0.40252374237267347,0.0
2024-01-02 21:00:00,0.5197314151412014,0.0
2024-01-02 21:15:00,0.5553354928811619,0.0
2024-01-02 21:30:00,0.32419040903934015,0.0
2024-01-02 21:45:00,0.3115237423726735,0.0
2024-01-02 22:00:00,0.3115237423726735,0.0
2024-01-02 22:15:00,0.3115237423726735,0.0
2024-01-02 22:30:00,0.3020647484745347,0.0
2024-01-02 22:45:00,0.4128570757060068,0.0
2024-01-02 23:00:00,1.0117237423726735,0.0
2024-01-02 23:15:00,0.3495237423726735,0.0
2024-01-02 23:30:00,0.3115237423726735,0.0
2024-01-02 23:45:00,0.19719808180786805,0.0
2024-01-03 00:00:00,0.1787,0.0
2024-01-03 00:15:00,0.28356666666666663,0.0
2024-01-03 00:30:00,0.3757,0.0
2024-01-03 00:45:00,0.48969999999999997,0.0
2024-01-03 01:00:00,0.36303333333333326,0.0
2024-01-03 01:15:00,0.29969999999999997,0.0
2024-01-03 01:30:00,0.19287333333333334,0.0
2024-01-03 01:45:00,0.043,0.0
2024-01-03 02:00:00,0.043,0.0
2024-01-03 02:15:00,0.09366666666666666,2.0
2024-01-03 02:30:00,0.233,0.4
2024-01-03 02:45:00,0.13166666666666668,0.0
2024-01-03 03:00:00,0.043,0.0
2024-01-03 03:15:00,0.043,0.0
2024-01-03 03:30:00,0.043,0.0
2024-01-03 03:45:00,0.043,0.0
2024-01-03 04:00:00,0.06833333333333333,0.26666666666666666
2024-01-03 04:15:00,0.233,1.3333333333333333
2024-01-03 04:30:00,0.157,1.2
2024-01-03 04:45:00,0.043,0.0
2024-01-03 05:00:00,0.44279999999999997,0.8
2024-01-03 05:15:00,0.043,1.7333333333333334
2024-01-03 05:30:00,0.3095333333333333,0.0
2024-01-03 05:45:00,0.5760666666666666,0.0
2024-01-03 06:00:00,0.233,0.0
2024-01-03 06:15:00,0.18233333333333335,0.6666666666666666
2024-01-03 06:30:00,0.043,1.8666666666666667
2024-01-03 06:45:00,0.0548237423726735,0.0
2024-01-03 07:00:00,0.06435707570600684,0.0
2024-01-03 07:15:00,0.06782374237267351,0.0
2024-01-03 07:30:00,0.06782374237267351,0.0
2024-01-03 07:45:00,0.23249040903934018,0.0
2024-01-03 08:00:00,0.22303141514120137,0.26666666666666666
2024-01-03 08:15:00,0.052533333333333335,2.0
2024-01-03 08:30:00,0.17626666666666665,0.26666666666666666
2024-01-03 08:45:00,0.3095333333333333,0.0
2024-01-03 09:00:00,0.049305995932092526,0.0
2024-01-03 09:15:00,0.0548237423726735,0.0
2024-01-03 09:30:00,1.26029040903934,0.0
2024-01-03 09:45:00,0.35775707570600684,0.0
2024-01-03 10:00:00,0.1710942454236041,0.9333333333333333
2024-01-03 10:15:00,0.164,1.6
2024-01-03 10:30:00,0.164,0.0
2024-01-03 10:45:00,0.09946666666666666,0.0
2024-01-03 11:00:00,0.5760666666666666,0.0
2024-01-03 11:15:00,0.157,0.0
2024-01-03 11:30:00,0.233,0.0
2024-01-03 11:45:00,0.06833333333333333,0.0
2024-01-03 12:00:00,0.44279999999999997,1.0666666666666667
2024-01-03 12:15:00,0.043,1.4666666666666666
2024-01-03 12:30:00,0.043,0.0
2024-01-03 12:45:00,0.043,0.0
2024-01-03 13:00:00,0.13166666666666668,0.0
2024-01-03 13:15:00,0.23615299796604627,0.0
2024-01-03 13:30:00,0.10549040903934018,0.0
2024-01-03 13:45:00,0.0548237423726735,0.0
2024-01-03 14:00:00,0.5878904090393402,0.9333333333333333
2024-01-03 14:15:00,0.0548237423726735,1.6
2024-01-03 14:30:00,0.18336091209027075,0.0
2024-01-03 14:45:00,0.5061333333333333,0.0
2024-01-03 15:00:00,0.233,0.0
2024-01-03 15:15:00,0.11900000000000001,0.0
2024-01-03 15:30:00,0.043,0.0
2024-01-03 15:45:00,0.043,0.0
2024-01-03 16:00:00,0.043,0.8
2024-01-03 16:15:00,0.043,1.7333333333333334
2024-01-03 16:30:00,0.081,0.0
2024-01-03 16:45:00,0.233,0.0
2024-01-03 17:00:00,0.1451215828248449,0.0
2024-01-03 17:15:00,0.0548237423726735,0.0
2024-01-03 17:30:00,0.4546237423726735,0.0
2024-01-03 17:45:00,0.0548237423726735,0.0
2024-01-03 18:00:00,0.06175707570600684,0.5333333333333333
2024-01-03 18:15:00,0.08049040903934017,2.0
2024-01-03 18:30:00,0.246,0.0
2024-01-03 18:45:00,0.18266666666666664,0.0
2024-01-03 19:00:00,0.651839329265426,0.0
2024-01-03 19:15:00,0.1888237423726735,0.0
2024-01-03 19:30:00,0.2271237423726735,0.0
2024-01-03 19:45:00,0.3115237423726735,0.0
2024-01-03 20:00:00,0.8445904090393401,0.4
2024-01-03 20:15:00,0.46465707570600684,2.0
2024-01-03 20:30:00,0.4635237423726735,0.13333333333333333
2024-01-03 20:45:00,0.3115237423726735,0.0
2024-01-03 21:00:00,0.3115237423726735,0.0
2024-01-03 21:15:00,0.39984374237267345,0.0
2024-01-03 21:30:00,0.3115237423726735,0.0
2024-01-03 21:45:00,0.2788437423726735,0.0
2024-01-03 22:00:00,0.3346412474575578,0.5333333333333333
2024-01-03 22:15:00,0.4485237423726735,2.0
2024-01-03 22:30:00,0.3115237423726735,0.0
2024-01-03 22:45:00,0.3115237423726735,0.0
2024-01-03 23:00:00,0.3115237423726735,0.0
2024-01-03 23:15:00,0.3115237423726735,0.0
2024-01-03 23:30:00,0.2147237423726735,0.0
2024-01-03 23:45:00,0.9147904090393401,0.0
2024-01-04 00:00:00,0.9013237423726734,0.0
2024-01-04 00:15:00,0.32419040903934015,0.0
2024-01-04 00:30:00,0.3115237423726735,0.0
2024-01-04 00:45:00,0.3115237423726735,0.0
2024-01-04 01:00:00,0.2528764989830231,0.0
2024-01-04 01:15:00,0.1787,0.0
2024-01-04 01:30:00,0.2800333333333333,0.0
