,WasherDryer,DishWasher,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.0488237423726735,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.09949040903934017,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.2521529979660463,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.19766666666666666,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.04433333333333333,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.037,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.037,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.21433333333333335,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.217,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.11033333333333332,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.037,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.43679999999999997,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.151,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.21433333333333335,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.147,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.06633333333333333,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.037,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.08766666666666666,0.0,2.6
2024-01-01 04:30:00,0.001,0.0,0.227,0.0,3.0
2024-01-01 04:45:00,0.001,0.0,0.13166666666666668,0.0,2.8
2024-01-01 05:00:00,0.001,0.0,0.13233333333333333,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.037,0.0,0.8
2024-01-01 05:30:00,0.001,0.0,0.037,0.0,0.4
2024-01-01 05:45:00,0.001,0.0,0.21433333333333335,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.151,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.125,0.0,0.6
2024-01-01 06:30:00,0.001,0.0,0.08833333333333333,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.037,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.151,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.21433333333333335,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.059000000000000004,0.0,2.0
2024-01-01 07:45:00,0.001,0.0,0.147,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.04433333333333333,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.08766666666666666,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.227,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.08766666666666666,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.103,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.11033333333333332,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.037,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.21433333333333335,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.151,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.037,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.147,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.06633333333333333,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.151,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.21433333333333335,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.037,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.08099999999999999,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,1.4118,0.0,2.0
2024-01-01 12:15:00,0.001,0.0003333333333333333,1.5270666666666666,0.0,0.0
2024-01-01 12:30:00,0.001,2.25,0.6752,0.0,0.0
2024-01-01 12:45:00,0.001,1.2004666666666668,0.20866666666666667,0.0,0.0
2024-01-01 13:00:00,0.001,1.2004666666666666,0.1601034798235276,0.0,0.0
2024-01-01 13:15:00,0.001,2.25,0.2792855306862476,0.0,0.0
2024-01-01 13:30:00,0.001,0.9006000000000001,0.25388553068624764,0.0,0.0
2024-01-01 13:45:00,0.001,0.9006000000000001,0.3893445245843864,0.0,0.0
2024-01-01 14:00:00,0.001,0.0004,0.32837593972558776,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.11336898007853256,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.1101759397255878,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.2387759397255878,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.850258193285007,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.36767378017775915,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.17192722219620113,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.17192722219620113,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.26737593972558776,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.2769759397255878,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.27037593972558777,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.2524855306862477,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.35328553068624763,6.533333333333333,0.0
2024-01-01 17:15:00,0.6865634812499747,0.0,0.17058769023407627,7.0,2.0
2024-01-01 17:30:00,0.7920347860576631,0.0,0.8147092730589213,7.0,0.0
2024-01-01 17:45:00,0.7920347860576631,0.0,2.1113759397255882,7.0,0.0
2024-01-01 18:00:00,0.7920347860576631,0.0,0.2671759397255878,7.0,0.0
2024-01-01 18:15:00,0.7920347860576631,0.0,0.07879944074256466,7.0,0.0
2024-01-01 18:30:00,0.7920347860576631,0.0,0.08068553068624765,2.8,0.0
2024-01-01 18:45:00,0.7920347860576631,0.0,0.1426543569007429,0.0,0.0
2024-01-01 19:00:00,0.7920347860576631,0.0,0.39370927305892117,0.0,0.0
2024-01-01 19:15:00,0.7920347860576631,0.0,0.36170927305892114,0.0,0.0
2024-01-01 19:30:00,0.7920347860576631,0.0,0.17273912656872686,0.0,0.0
2024-01-01 19:45:00,0.7920347860576631,0.0,0.2863092730589211,0.0,0.0
2024-01-01 20:00:00,0.7920347860576631,0.0,0.20137593972558782,0.0,0.0
2024-01-01 20:15:00,0.7920347860576631,0.0,0.3400426063922545,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.975775939725588,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.25204260639225445,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.20137593972558782,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.20137593972558782,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.2233759397255878,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.48870927305892115,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.3227092730589211,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.20137593972558782,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.20137593972558782,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.20137593972558782,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.38137593972558775,0.0,2.0
2024-01-01 23:15:00,0.001,0.0,0.45204260639225446,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.20137593972558782,0.0,0.0
