,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.07633333333333334,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.091,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.113,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.05433333333333333,2.3333333333333335,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.14966666666666667,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.001,0.047,2.3333333333333335,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.047,5.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.047,1.3333333333333333,0.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.12766666666666668,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.07633333333333334,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.091,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.113,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.047,2.6666666666666665,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.05433333333333333,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.14966666666666667,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.047,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.047,0.0,0.0
