,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.9305481315686095,0.0,0.0,0.5
2024-01-01 00:15:00,0.001,0.0,0.001,0.3155237423726735,0.0,0.0,1.5
2024-01-01 00:30:00,0.001,0.0,0.001,0.3155237423726735,0.0,0.0,1.5
2024-01-01 00:45:00,0.001,0.0,0.001,0.7356570757060068,0.0,0.0,1.5
2024-01-01 01:00:00,0.001,0.0,0.001,0.7463237423726735,0.0,0.0,1.1
2024-01-01 01:15:00,0.001,0.0,0.001,0.3464779546471725,0.0,0.0,0.2
2024-01-01 01:30:00,0.001,0.0,0.001,0.2205581932850068,0.0,0.0,1.5
2024-01-01 01:45:00,0.001,0.0,0.001,0.2142521973529143,0.0,0.0,1.5
2024-01-01 02:00:00,0.001,0.0,0.001,0.2142521973529143,0.0,0.0,1.5
2024-01-01 02:15:00,0.001,0.0,0.001,0.27758553068624764,0.0,2.3333333333333335,1.5
2024-01-01 02:30:00,0.001,0.0,0.001,0.3727,0.0,0.0,1.5
2024-01-01 02:45:00,0.001,0.0,0.001,0.22069999999999998,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.1827,0.0,0.0,1.4
2024-01-01 03:15:00,0.001,0.0,0.001,0.1827,0.0,0.0,1.5
2024-01-01 03:30:00,0.001,0.0,0.001,0.1827,0.0,1.0,0.5
2024-01-01 03:45:00,0.001,0.0,0.001,0.34736666666666666,0.0,0.0,1.1
2024-01-01 04:00:00,0.001,0.0,0.001,0.8424333333333333,0.0,0.0,1.5
2024-01-01 04:15:00,0.001,0.0,0.001,0.5824999999999999,0.0,0.0,0.9
2024-01-01 04:30:00,0.001,0.0,0.001,0.1827,0.0,3.3333333333333335,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.7157666666666667,0.0,5.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.2587,0.0,3.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.3727,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.19898666666666667,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.047,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.047,0.0,0.0,0.4
2024-01-01 06:15:00,0.001,0.0,0.001,0.047,0.0,0.0,1.5
2024-01-01 06:30:00,0.001,0.0,0.001,0.22433333333333333,0.0,0.3333333333333333,1.5
2024-01-01 06:45:00,0.001,0.0,0.001,0.161,0.0,3.0,1.5
2024-01-01 07:00:00,0.001,0.0,0.001,0.047,0.0,0.0,1.5
2024-01-01 07:15:00,0.001,0.0,0.001,0.047,0.0,0.0,1.5
2024-01-01 07:30:00,0.001,0.0,0.001,0.047,0.0,0.0,1.1
2024-01-01 07:45:00,0.001,0.0,0.001,0.13566666666666669,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.237,0.0,1.3333333333333333,0.1
2024-01-01 08:15:00,0.001,0.0,0.001,0.06486666666666667,0.0,1.0,1.5
2024-01-01 08:30:00,0.001,0.0,0.001,0.05999999999999999,0.0,0.0,1.5
2024-01-01 08:45:00,0.001,0.0,0.001,0.05999999999999999,0.0,0.0,1.5
2024-01-01 09:00:00,0.001,0.0,0.001,0.05999999999999999,0.0,0.0,0.1
2024-01-01 09:15:00,0.001,0.0,0.10380772589538387,0.25841391929411045,0.0,0.0,0.4
2024-01-01 09:30:00,0.001,0.0,0.20671234924320997,0.7172855306862476,0.0,0.0,1.5
2024-01-01 09:45:00,0.001,0.0,1.1731496535286334,0.07855219735291431,0.0,2.3333333333333335,1.5
2024-01-01 10:00:00,0.001,0.0,0.1215106793706645,0.07855219735291431,0.0,0.0,0.7
2024-01-01 10:15:00,0.001,0.0,0.15265282371868386,0.07855219735291431,0.0,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.30594172154070426,0.5796855306862476,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.5891640288904405,0.2780111912510531,0.0,0.0,0.5
2024-01-01 11:00:00,0.001,0.0,0.125838916766587,0.0903759397255878,0.0,0.0,1.5
2024-01-01 11:15:00,0.001,0.0,0.28592485526772343,0.0903759397255878,0.0,0.0,1.5
2024-01-01 11:30:00,0.001,0.0,1.7786189899076337,0.3570426063922545,0.0,0.0,1.5
2024-01-01 11:45:00,0.001,0.0,0.30575700752031626,2.1030426063922545,0.0,2.3333333333333335,1.5
2024-01-01 12:00:00,0.001,0.0,0.16873927696341465,0.7834767495765134,0.0,0.0,1.5
2024-01-01 12:15:00,0.001,0.0,0.24449967983169618,0.13566666666666669,0.0,0.0,1.5
2024-01-01 12:30:00,0.001,0.0,0.636472797972938,0.047,0.0,0.0,1.5
2024-01-01 12:45:00,0.001,0.0,0.10634643225247319,0.047,0.0,0.0,1.5
2024-01-01 13:00:00,0.001,0.0,0.001,0.047,0.0,0.0,1.3
2024-01-01 13:15:00,0.001,0.0,0.001,0.25077509121566477,0.0,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,2.776685530686248,0.0,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.9995521973529142,0.0,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.1995521973529143,0.0,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.18272435876469334,0.0,2.3333333333333335,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.18526666666666666,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.6367999999999999,0.0,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.1253647484745347,0.0,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.0588237423726735,0.0,0.0,0.9
2024-01-01 15:30:00,0.001,0.0,0.001,0.0588237423726735,0.0,0.0,1.2
2024-01-01 15:45:00,0.001,0.0,0.001,0.0588237423726735,0.0,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.28229040903934016,0.0,0.0,1.4
2024-01-01 16:15:00,0.001,0.0,0.001,0.3710473972536876,0.0,0.0,1.5
2024-01-01 16:30:00,0.001,0.0,0.001,0.20859886401958097,5.0,0.0,1.5
2024-01-01 16:45:00,0.001,0.0,0.001,0.33525219735291434,9.0,2.3333333333333335,1.5
2024-01-01 17:00:00,0.001,0.0,0.001,0.40149219735291436,0.0,0.0,1.5
2024-01-01 17:15:00,0.001,0.0,0.001,0.39321219735291435,0.0,0.0,1.5
2024-01-01 17:30:00,0.001,0.0,0.001,0.3832173991176381,0.0,0.0,1.5
2024-01-01 17:45:00,0.001,0.0,0.001,0.24603333333333335,0.0,0.0,0.4
2024-01-01 18:00:00,0.001,0.0,0.001,0.30369999999999997,0.0,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.41725299796604626,0.0,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.3155237423726735,0.0,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.4548570757060068,0.0,0.0,1.2
2024-01-01 19:00:00,0.001,0.0,0.001,0.47532374237267355,0.0,0.0,0.8
2024-01-01 19:15:00,0.001,0.0,0.001,0.2881904090393402,0.0,0.6666666666666666,0.5
2024-01-01 19:30:00,0.001,0.0,0.001,0.31748824949151155,0.0,1.6666666666666667,1.5
2024-01-01 19:45:00,0.001,0.0,0.001,0.3348386253817467,0.0,0.0,0.1
2024-01-01 20:00:00,0.001,0.0,0.001,0.41074260639225446,0.0,0.0,0.9
2024-01-01 20:15:00,0.001,0.00013333333333333334,0.001,0.5420092730589211,0.0,0.0,1.1
2024-01-01 20:30:00,0.001,1.8002,0.001,0.40640927305892116,0.0,0.0,0.4
2024-01-01 20:45:00,0.001,1.2004666666666668,0.001,0.34707593972558776,0.0,0.0,1.5
2024-01-01 21:00:00,0.001,1.6502666666666668,0.001,0.32788335266283214,0.0,0.0,1.5
2024-01-01 21:15:00,0.001,0.0008666666666666667,0.001,0.30369999999999997,0.0,0.0,1.5
2024-01-01 21:30:00,0.001,0.0,0.001,0.37196187580523343,0.0,0.0,1.5
2024-01-01 21:45:00,0.001,0.0,0.001,0.3654092730589211,0.0,0.0,1.5
2024-01-01 22:00:00,0.001,0.0,0.001,0.28864927305892113,0.0,2.3333333333333335,1.5
2024-01-01 22:15:00,0.001,0.0,0.001,0.34707593972558776,0.0,0.0,1.5
2024-01-01 22:30:00,0.001,0.0,0.001,0.34707593972558776,0.0,0.0,1.5
2024-01-01 22:45:00,0.001,0.0,0.001,0.8102092730589212,0.0,0.0,1.5
2024-01-01 23:00:00,0.001,0.0,0.001,0.5362876902340762,0.0,0.0,1.5
2024-01-01 23:15:00,0.001,0.0,0.001,0.357118864019581,0.0,0.0,1.5
2024-01-01 23:30:00,0.001,0.0,0.001,0.3368286963359374,0.0,0.0,1.5
2024-01-01 23:45:00,0.001,0.0,0.001,0.34707593972558776,0.0,0.0,1.5
2024-01-02 00:00:00,0.001,0.0,0.001,0.34707593972558776,0.0,0.0,1.5
2024-01-02 00:15:00,0.001,0.0,0.001,0.5117426063922544,0.0,0.0,1.5
2024-01-02 00:30:00,0.001,0.0,0.001,0.4614689800785325,0.0,0.0,1.5
2024-01-02 00:45:00,0.001,0.0,0.001,0.7275904090393401,0.0,0.0,1.5
2024-01-02 01:00:00,0.001,0.0,0.001,0.1945237423726735,0.0,0.0,1.5
2024-01-02 01:15:00,0.001,0.0,0.001,0.1945237423726735,0.0,0.0,1.5
2024-01-02 01:30:00,0.001,0.0,0.001,0.2831446213138393,0.0,0.0,1.5
2024-01-02 01:45:00,0.001,0.0,0.001,0.4160759397255878,0.0,0.0,1.5
2024-01-02 02:00:00,0.001,0.0,0.001,0.25140927305892113,0.0,0.0,1.5
2024-01-02 02:15:00,0.001,0.0,0.001,0.21582869633593743,0.0,0.0,1.5
