,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.1817,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.1817,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.1817,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.24036666666666667,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.25503333333333333,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.1817,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.1817,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.1817,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.16360666666666665,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.13399999999999998,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.09000000000000001,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.05333333333333334,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.156,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.06066666666666667,1.6666666666666667
2024-01-01 04:15:00,0.001,0.001,0.001,0.046,1.3333333333333333
2024-01-01 04:30:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.08266666666666667,3.3333333333333335
2024-01-01 05:15:00,0.001,0.001,0.001,0.14133333333333334,3.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.046,2.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.046,1.3333333333333333
2024-01-01 06:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.112,4.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.112,2.0
2024-01-01 07:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.14133333333333334,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.749,0.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.7123333333333334,4.333333333333333
2024-01-01 08:45:00,0.001,0.001,0.001,0.046,1.6666666666666667
2024-01-01 09:00:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.06673333333333333,0.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.169,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.06633333333333333,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.059000000000000004,0.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.058133333333333335,0.0
2024-01-01 10:30:00,0.001,0.001,0.001,0.046,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.10213333333333334,1.3333333333333333
2024-01-01 11:00:00,0.001,0.001,0.001,0.147,3.0
2024-01-01 11:15:00,0.001,0.001,0.001,2.1381333333333337,0.0
2024-01-01 11:30:00,0.001,0.001,0.001,0.37886666666666674,0.0
2024-01-01 11:45:00,0.001,0.001,0.001,0.052933333333333325,0.0
2024-01-01 12:00:00,0.001,0.001,0.001,2.445,0.0
2024-01-01 12:15:00,0.001,0.001,0.001,0.7161333333333334,0.0
2024-01-01 12:30:00,0.001,0.001,0.001,0.23866666666666664,1.3333333333333333
2024-01-01 12:45:00,0.001,0.001,0.001,0.18,3.6666666666666665
2024-01-01 13:00:00,0.001,0.001,0.001,0.18,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.18039616361573607,0.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.09815707570600683,0.0
2024-01-01 13:45:00,0.001,0.001,0.001,0.7103849142942278,0.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.11870927305892114,2.6666666666666665
2024-01-01 14:15:00,0.001,0.001,0.001,0.08306994379349526,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.14992553068624762,2.6666666666666665
2024-01-01 14:45:00,0.001,0.001,0.001,0.21325219735291429,3.3333333333333335
2024-01-01 15:00:00,0.001,0.001,0.001,0.22052783858822095,0.0
2024-01-01 15:15:00,0.001,0.001,0.001,0.2917,0.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.19036666666666666,1.6666666666666667
2024-01-01 15:45:00,0.001,0.001,0.001,0.29956666666666665,1.0
2024-01-01 16:00:00,0.001,0.001,0.001,0.3396220840118251,0.0
2024-01-01 16:15:00,0.001,0.001,0.001,0.3590759397255878,0.0
2024-01-01 16:30:00,0.001,0.001,0.001,0.4034759397255879,0.0
2024-01-01 16:45:00,0.001,0.001,0.001,0.3994092730589211,0.0
2024-01-01 17:00:00,0.001,0.001,0.001,0.2380759397255878,0.0
2024-01-01 17:15:00,0.001,0.001,0.001,0.2052173991176381,4.666666666666667
2024-01-01 17:30:00,0.001,0.001,0.001,0.20986091209027075,1.6666666666666667
2024-01-01 17:45:00,0.001,0.001,0.001,0.32405707570600684,0.0
2024-01-01 18:00:00,0.001,0.001,0.001,0.39519040903934016,0.0
