,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,15.5,1.6164285685747635,15.487430124206638,13.757558882089564,12.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:15:00,2.0,15.5,1.6164285685747635,15.46089367612531,13.773305862475796,12.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:30:00,2.0,15.5,1.6164285685747635,15.434962613166807,13.788370014378327,12.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:45:00,2.0,15.5,1.6164285685747635,15.409618641175301,13.802773171526955,12.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:00:00,2.0,15.5,1.6164285685747635,15.384844035443184,13.81653648467011,12.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:15:00,2.0,15.5,1.6164285685747635,15.360621622939162,13.829680442899102,12.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:30:00,2.0,15.5,1.6164285685747635,15.336934765091131,13.84222489430673,12.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:45:00,2.0,15.5,1.6164285685747635,15.313767341106503,13.85418906600093,12.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:00:00,2.0,15.5,1.6164285685747635,15.290764979564637,13.863215998178106,11.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:15:00,2.0,15.5,1.6164285685747635,15.267825405774582,13.869041268278187,11.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:30:00,2.0,15.5,1.6164285685747635,15.245301267556941,13.874426820584379,11.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:45:00,2.0,15.5,1.6164285685747635,15.223180410731292,13.879387080125637,11.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:00:00,2.0,15.5,1.6164285685747635,15.201451058325521,13.883936019736451,11.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:15:00,2.0,15.5,1.6164285685747635,15.18010179880657,13.88808717417802,11.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:30:00,2.0,15.5,1.6164285685747635,15.159121574678572,13.891853653818583,11.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:45:00,2.0,15.5,1.6164285685747635,15.138499671436898,13.895248157886703,11.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
