,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB
2024-01-01 00:00:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 00:15:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 00:30:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 00:45:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 01:00:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 01:15:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 01:30:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 01:45:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 02:00:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 02:15:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 02:30:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 02:45:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 03:00:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 03:15:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 03:30:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 03:45:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 04:00:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 04:15:00,1.0,60.0,60.0,0.0,0.0
2024-01-01 04:30:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 04:45:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 05:00:00,1.0,60.0,60.0,0.0,0.0
2024-01-01 05:15:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 05:30:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 05:45:00,1.0,60.0,60.0,0.0,0.0
2024-01-01 06:00:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 06:15:00,2.0,60.0,60.0,0.0,0.0
2024-01-01 06:30:00,1.0,60.0,60.0,0.0,0.0
2024-01-01 06:45:00,3.0,60.0,60.0,0.0,0.0
2024-01-01 07:00:00,3.0,60.0,60.0,0.0,0.0
2024-01-01 07:15:00,3.0,60.0,60.0,0.0,0.0
2024-01-01 07:30:00,3.0,60.0,60.0,0.0,0.0
2024-01-01 07:45:00,3.0,60.0,60.0,0.0,0.0
2024-01-01 08:00:00,3.0,60.0,60.0,0.0,0.0
2024-01-01 08:15:00,1.0,60.0,60.0,0.0,0.0
2024-01-01 08:30:00,1.0,60.0,60.0,0.0,0.0
2024-01-01 08:45:00,3.0,60.0,60.0,0.0,0.0
2024-01-01 09:00:00,3.0,60.0,60.0,0.0,0.0
2024-01-01 09:15:00,3.0,59.9816,60.0,0.5134826666666666,0.0
2024-01-01 09:30:00,3.0,59.44799999999999,60.0,0.0,0.0
2024-01-01 09:45:00,3.0,58.443503487816535,60.0,3.0808960000000005,0.0
2024-01-01 10:00:00,3.0,61.00938748208316,60.0,0.0,0.0
2024-01-01 10:15:00,3.0,60.692722408026775,60.0,0.5134826666666666,0.0
2024-01-01 10:30:00,3.0,60.600722408026776,60.0,0.0,0.0
2024-01-01 10:45:00,1.0,60.582322408026776,60.0,0.5134826666666666,0.0
2024-01-01 11:00:00,3.0,59.864722408026765,60.0,0.2567413333333333,0.0
2024-01-01 11:15:00,3.0,59.754322408026766,60.0,0.5134826666666666,0.0
2024-01-01 11:30:00,3.0,60.08011505016724,60.0,0.770224,0.0
2024-01-01 11:45:00,3.0,60.55148361204014,60.0,0.5134826666666666,0.0
2024-01-01 12:00:00,3.0,60.257083612040134,60.0,0.5134826666666666,0.0
2024-01-01 12:15:00,3.0,59.53948361204013,60.0,0.2567413333333333,0.0
2024-01-01 12:30:00,3.0,59.337083612040125,60.0,0.2567413333333333,0.0
2024-01-01 12:45:00,3.0,60.39114610606784,60.0,0.770224,0.0
2024-01-01 13:00:00,3.0,60.82378213091257,60.0,0.5134826666666666,0.0
2024-01-01 13:15:00,3.0,60.73178213091257,60.0,0.0,0.0
2024-01-01 13:30:00,1.0,59.267285618729105,60.0,3.594378666666667,0.0
2024-01-01 13:45:00,1.0,61.14394075489731,60.0,0.0,0.0
2024-01-01 14:00:00,3.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 14:15:00,3.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 14:30:00,3.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 14:45:00,3.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 15:00:00,3.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 15:15:00,3.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 15:30:00,3.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 15:45:00,3.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 16:00:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 16:15:00,3.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 16:30:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 16:45:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 17:00:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 17:15:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 17:30:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 17:45:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 18:00:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 18:15:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 18:30:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 18:45:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 19:00:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 19:15:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 19:30:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 19:45:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 20:00:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 20:15:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 20:30:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 20:45:00,2.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 21:00:00,1.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 21:15:00,2.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 21:30:00,2.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 21:45:00,2.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 22:00:00,2.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 22:15:00,2.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 22:30:00,2.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 22:45:00,2.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 23:00:00,2.0,61.16782990922124,60.0,0.0,0.0
2024-01-01 23:15:00,2.0,60.41342990922123,60.0,1.0269653333333333,0.0
2024-01-01 23:30:00,2.0,60.063829909221226,60.0,0.0,0.0
2024-01-01 23:45:00,2.0,59.57352623029146,60.0,2.0539306666666666,0.0
2024-01-02 00:00:00,2.0,58.152489632107056,60.0,6.161792000000001,0.0
2024-01-02 00:15:00,2.0,60.90693741041573,60.0,0.0,0.0
2024-01-02 00:30:00,2.0,60.76847472527478,60.0,0.770224,0.0
2024-01-02 00:45:00,2.0,60.437274725274776,60.0,0.0,0.0
2024-01-02 01:00:00,2.0,59.558720305781236,60.0,3.0808960000000005,0.0
2024-01-02 01:15:00,2.0,61.066985188724395,60.0,0.0,0.0
2024-01-02 01:30:00,2.0,59.350994744386135,60.0,4.878085333333334,0.0
2024-01-02 01:45:00,2.0,60.677972670807556,60.0,0.5134826666666666,0.0
2024-01-02 02:00:00,2.0,60.38844491161023,60.0,0.770224,0.0
2024-01-02 02:15:00,2.0,59.44811237458203,60.0,0.770224,0.0
2024-01-02 02:30:00,2.0,61.0752061156236,60.0,0.5134826666666666,0.0
2024-01-02 02:45:00,2.0,61.102343430482655,60.0,0.5134826666666666,0.0
2024-01-02 03:00:00,2.0,59.42794343048265,60.0,1.5404480000000003,0.0
2024-01-02 03:15:00,2.0,59.096743430482654,60.0,0.0,0.0
2024-01-02 03:30:00,1.0,59.096743430482654,60.0,0.2567413333333333,0.0
2024-01-02 03:45:00,1.0,60.40260831342581,60.0,0.2567413333333333,0.0
2024-01-02 04:00:00,1.0,61.053104634496044,60.0,0.2567413333333333,0.0
2024-01-02 04:15:00,2.0,60.77710463449604,60.0,0.0,0.0
2024-01-02 04:30:00,2.0,59.89390463449604,60.0,1.5404480000000003,0.0
2024-01-02 04:45:00,2.0,59.12110463449604,60.0,0.0,0.0
2024-01-02 05:00:00,1.0,60.29654543717164,60.0,0.5134826666666666,0.0
2024-01-02 05:15:00,2.0,61.003865838509434,60.0,0.2567413333333333,0.0
2024-01-02 05:30:00,1.0,60.80146583850943,60.0,0.0,0.0
2024-01-02 05:45:00,3.0,60.02866583850942,60.0,1.2837066666666668,0.0
2024-01-02 06:00:00,3.0,59.50256932632596,60.0,2.053930666666667,0.0
2024-01-02 06:15:00,3.0,60.796838987099974,60.0,0.0,0.0
2024-01-02 06:30:00,3.0,60.44723898709997,60.0,3.337637333333334,0.0
2024-01-02 06:45:00,3.0,59.83664596273305,60.0,0.0,0.0
2024-01-02 07:00:00,3.0,60.80094945054959,60.0,0.5134826666666666,0.0
2024-01-02 07:15:00,3.0,60.580149450549584,60.0,0.5134826666666666,0.0
2024-01-02 07:30:00,3.0,59.74735900621131,60.0,2.053930666666667,0.0
2024-01-02 07:45:00,3.0,60.290785284281085,60.0,1.5404480000000003,0.0
2024-01-02 08:00:00,3.0,59.407585284281076,60.0,0.0,0.0
2024-01-02 08:15:00,1.0,59.407585284281076,60.0,0.0,0.0
2024-01-02 08:30:00,3.0,59.18678528428108,60.0,0.2567413333333333,0.0
2024-01-02 08:45:00,3.0,60.17660200668911,60.0,0.5134826666666666,0.0
2024-01-02 09:00:00,3.0,61.08794648829447,60.0,0.0,0.0
2024-01-02 09:15:00,1.0,60.16763803153383,60.0,2.8241546666666664,0.0
2024-01-02 09:30:00,1.0,60.81729077878659,60.0,0.770224,0.0
2024-01-02 09:45:00,1.0,60.11778232202595,60.0,1.0269653333333333,0.0
2024-01-02 10:00:00,1.0,59.21618232202594,60.0,0.2567413333333333,0.0
2024-01-02 10:15:00,3.0,59.73950272336374,60.0,0.2567413333333333,0.0
2024-01-02 10:30:00,3.0,61.117343526039335,60.0,0.5134826666666666,0.0
2024-01-02 10:45:00,3.0,60.749343526039326,60.0,0.0,0.0
2024-01-02 11:00:00,1.0,60.749343526039326,60.0,0.0,0.0
2024-01-02 11:15:00,3.0,60.51014352603932,60.0,0.2567413333333333,0.0
2024-01-02 11:30:00,3.0,60.10534352603932,60.0,2.053930666666667,0.0
2024-01-02 11:45:00,3.0,60.22170473005271,60.0,0.770224,0.0
2024-01-02 12:00:00,3.0,60.78151667462987,60.0,0.2567413333333333,0.0
2024-01-02 12:15:00,3.0,60.74471667462987,60.0,0.0,0.0
2024-01-02 12:30:00,3.0,60.41351667462987,60.0,1.5404480000000003,0.0
2024-01-02 12:45:00,3.0,59.08871667462987,60.0,0.0,0.0
2024-01-02 13:00:00,3.0,59.33665398948893,60.0,0.2567413333333333,0.0
2024-01-02 13:15:00,3.0,60.0538006688965,60.0,3.0808960000000005,0.0
2024-01-02 13:30:00,3.0,60.68211371237477,60.0,3.594378666666667,0.0
2024-01-02 13:45:00,3.0,59.6518773053036,60.0,1.0269653333333333,0.0
2024-01-02 14:00:00,1.0,60.474161490683436,60.0,0.2567413333333333,0.0
2024-01-02 14:15:00,1.0,60.29016149068344,60.0,0.0,0.0
2024-01-02 14:30:00,1.0,59.1387734352606,60.0,3.337637333333334,0.0
2024-01-02 14:45:00,1.0,60.8753418060203,60.0,0.5134826666666666,0.0
2024-01-02 15:00:00,1.0,60.2478092689921,60.0,0.5134826666666666,0.0
2024-01-02 15:15:00,1.0,59.58510081223147,60.0,3.0808960000000005,0.0
2024-01-02 15:30:00,1.0,59.88391973244172,60.0,2.053930666666667,0.0
2024-01-02 15:45:00,1.0,59.2806666029625,60.0,1.0269653333333333,0.0
2024-01-02 16:00:00,1.0,60.91873865265195,60.0,0.0,0.0
2024-01-02 16:15:00,1.0,61.15763019589132,60.0,0.0,0.0
2024-01-02 16:30:00,1.0,60.91843019589132,60.0,0.5134826666666666,0.0
