,WasherDryer,DishWasher,BaseLoad,P_EV,P_HP
2024-01-04 08:45:00,0.001,0.0,0.37766666666666665,0.0,0.0
2024-01-04 09:00:00,0.001,0.0,0.151,0.0,0.0
2024-01-04 09:15:00,0.001,0.0,0.06606666666666666,0.0,0.8
2024-01-04 09:30:00,0.001,0.0,0.5551333333333334,0.0,2.0
2024-01-04 09:45:00,0.001,0.0,0.13666666666666666,0.0,0.26666666666666666
2024-01-04 10:00:00,0.001,0.0,0.29233333333333333,0.0,0.0
2024-01-04 10:15:00,0.001,0.0,0.18313333333333331,0.0,0.0
2024-01-04 10:30:00,0.001,0.0,0.047,0.0,0.0
2024-01-04 10:45:00,0.001,0.0,0.0834,0.0,0.0
2024-01-04 11:00:00,0.001,0.0,0.262,0.0,0.0
2024-01-04 11:15:00,0.001,0.0,0.3253333333333333,0.0,0.0
2024-01-04 11:30:00,0.001,0.0,0.169,0.0,0.0
2024-01-04 11:45:00,0.001,0.0,0.28384666666666664,0.0,0.0
2024-01-04 12:00:00,0.001,0.0,0.7467666666666666,0.0,0.0
2024-01-04 12:15:00,0.001,0.0,0.6585,0.0,0.8
2024-01-04 12:30:00,0.001,0.0,0.45596666666666663,0.0,0.4
2024-01-04 12:45:00,0.001,0.0,0.27803333333333335,0.0,0.0
2024-01-04 13:00:00,0.001,0.0,0.1827,0.0,0.0
2024-01-04 13:15:00,0.001,0.0,0.30670000000000003,0.0,0.0
2024-01-04 13:30:00,0.001,0.0,0.37703333333333333,0.0,0.0
2024-01-04 13:45:00,0.001,0.0,0.24603333333333335,0.0,0.0
2024-01-04 14:00:00,0.001,0.0,0.21203333333333332,0.0,1.8666666666666667
2024-01-04 14:15:00,0.001,0.0,0.2927,0.0,0.4
2024-01-04 14:30:00,0.001,0.0,0.19003333333333336,0.0,0.0
2024-01-04 14:45:00,0.001,0.0,0.3713666666666667,0.0,0.0
2024-01-04 15:00:00,0.001,0.0,0.37570000000000003,0.0,0.0
2024-01-04 15:15:00,0.001,0.0,0.1827,0.0,0.0
2024-01-04 15:30:00,0.001,0.0,0.19003333333333336,0.0,0.0
2024-01-04 15:45:00,0.001,0.0,0.2927,0.0,0.0
2024-01-04 16:00:00,0.001,0.0,0.3640333333333333,0.0,0.0
2024-01-04 16:15:00,0.001,0.0,0.19536666666666666,0.4666666666666667,0.0
2024-01-04 16:30:00,0.001,0.0,0.3377,7.0,0.0
2024-01-04 16:45:00,0.001,0.0,0.3576333333333333,7.0,0.8
2024-01-04 17:00:00,0.001,0.0,0.30369999999999997,7.0,1.0666666666666667
2024-01-04 17:15:00,0.001,0.0,0.5637000000000001,7.0,0.0
2024-01-04 17:30:00,0.001,0.0,0.3550333333333333,7.0,0.0
2024-01-04 17:45:00,0.001,0.0,0.30369999999999997,7.0,0.0
2024-01-04 18:00:00,0.001,0.0,0.31603333333333333,7.0,0.0
2024-01-04 18:15:00,0.001,0.0,0.31936666666666663,1.8666666666666667,0.0
2024-01-04 18:30:00,0.001,0.0,0.3452173991176381,0.0,0.0
2024-01-04 18:45:00,0.001,0.0,0.38735435690074294,0.0,0.0
