,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.0,0.07862879306539022,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.175,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.175,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.3396666666666667,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.3143333333333333,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.19182783858822097,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.18610927305892114,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.10417593972558782,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.1313759397255878,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.3000147678040335,0.4
2024-01-01 02:30:00,0.001,0.001,0.0,0.17903549288116194,1.4
2024-01-01 02:45:00,0.001,0.001,0.0,0.054,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.5870666666666666,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.054,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.07933333333333333,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.6438,2.8
2024-01-01 04:00:00,0.001,0.001,0.0,0.14266666666666666,0.2
2024-01-01 04:15:00,0.001,0.001,0.0,0.054,2.6
2024-01-01 04:30:00,0.001,0.001,0.0,0.054,2.8
2024-01-01 04:45:00,0.001,0.001,0.0,0.054,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.10466666666666667,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.24400000000000002,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.11733333333333333,0.4
2024-01-01 05:45:00,0.001,0.001,0.0,0.054,1.4
2024-01-01 06:00:00,0.001,0.001,0.0,0.054,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.054,2.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.13,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.24400000000000002,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.092,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.054,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.054,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.054,1.6
2024-01-01 08:00:00,0.001,0.001,0.0,0.15533333333333335,0.4
2024-01-01 08:15:00,0.001,0.001,0.0,0.24400000000000002,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.06666666666666667,0.0
