,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.3463290547485196,0.8724426063922546,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.058269307853877746,0.4053759397255877,0.0,0.0,1.4
2024-01-01 00:30:00,0.001,0.001,0.001,0.3968699437934953,0.0,0.0,3.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.1855173991176381,0.0,0.0,3.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.5748,0.0,0.0,0.6
2024-01-01 01:15:00,0.001,0.001,0.001,0.11853333333333334,0.0,0.0,2.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.175,0.0,0.0,2.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.18233333333333332,0.0,0.0,2.6
2024-01-01 02:00:00,0.001,0.001,0.001,0.285,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.21166666666666664,0.0,0.0,1.6
2024-01-01 02:30:00,0.001,0.001,0.001,0.6421243587646933,0.0,0.0,2.8
2024-01-01 02:45:00,0.001,0.001,0.001,0.0855521973529143,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.0855521973529143,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.0855521973529143,0.0,2.933333333333333,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.14421886401958098,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.15774725262744382,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.054,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.054,0.0,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.001,0.054,0.0,0.0,2.4
2024-01-01 04:45:00,0.001,0.001,0.001,0.054,0.0,0.0,1.4
2024-01-01 05:00:00,0.001,0.001,0.001,0.054,0.0,0.0,1.8
2024-01-01 05:15:00,0.001,0.001,0.001,0.164,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.098,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.054,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.054,0.0,0.0,0.0
