,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,59.6504,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,2.0,59.44799999999999,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,60.13274687052076,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,60.54922388915428,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,60.218023889154274,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,2.0,58.963361681796414,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,60.088059245102635,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,1.0,61.11407166746287,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,1.0,60.37807166746286,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,1.0,59.822609460105,60.0,1.7971893333333335,0.0,0.0,0,0,0,0.0
2024-01-01 05:15:00,1.0,60.4411654085044,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 05:30:00,1.0,59.370100334448026,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:45:00,2.0,59.24130033444803,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 06:00:00,1.0,58.24564816053497,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 06:15:00,1.0,60.211149546105894,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:30:00,1.0,59.22596579073082,60.0,3.5943786666666666,0.0,0.0,0,0,0,0.0
2024-01-01 06:45:00,1.0,60.51819589106523,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:00:00,1.0,61.16320305781152,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:15:00,1.0,59.72800305781152,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 07:30:00,1.0,59.50720305781153,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:45:00,1.0,59.50720305781153,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:00:00,1.0,59.71061022455781,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 08:15:00,1.0,60.88269584328688,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 08:30:00,1.0,60.76822933588125,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:45:00,1.0,60.52902933588124,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 09:00:00,1.0,60.06902933588124,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 09:15:00,1.0,59.940229335881234,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:30:00,1.0,59.155632680362835,60.0,2.053930666666667,0.0,0.0,0,0,0,0.0
2024-01-01 09:45:00,1.0,59.41746278069725,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 10:00:00,1.0,60.67575078834175,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 10:15:00,1.0,59.365284280936116,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 10:30:00,1.0,59.972163210701986,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 10:45:00,1.0,61.17831055900584,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 11:00:00,1.0,60.93911055900583,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 11:15:00,1.0,60.902310559005834,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 11:30:00,1.0,60.902310559005834,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 11:45:00,1.0,60.883910559005834,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 12:00:00,1.0,60.16631055900583,60.0,2.310672,0.0,0.0,0,0,0,0.0
2024-01-01 12:15:00,3.0,59.47592967032927,60.0,1.0269653333333333,0.0,0.0,0,0,0,0.0
2024-01-01 12:30:00,3.0,60.71662341137082,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 12:45:00,3.0,60.45515833731444,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 13:00:00,3.0,58.597564070711464,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 13:15:00,3.0,57.418396559961316,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 13:30:00,3.0,59.447432393692765,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 13:45:00,1.0,61.1674515050162,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 14:00:00,1.0,61.1674515050162,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 14:15:00,1.0,61.1674515050162,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 14:30:00,1.0,61.1674515050162,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 14:45:00,1.0,61.1674515050162,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 15:00:00,1.0,61.1674515050162,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 15:15:00,1.0,61.1674515050162,60.0,0.0,0.0,0.7376666666666669,1,0,1,0.7193333333333334
2024-01-01 15:30:00,1.0,61.1674515050162,60.0,0.0,0.0,0.7926666666666675,0,0,1,0.0
2024-01-01 15:45:00,1.0,60.8914515050162,60.0,0.5134826666666666,0.0,0.8000000000000009,0,0,1,0.0
2024-01-01 16:00:00,1.0,60.22905150501619,60.0,0.5134826666666666,0.0,0.8000000000000009,0,0,1,0.0
