,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.001,0.16966666666666666,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.15593333333333334,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.6970666666666666,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.30333333333333334,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.164,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.1962,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.233,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.081,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.18233333333333335,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.44279999999999997,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.44279999999999997,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.22033333333333335,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.32166666666666666,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.043,0.3333333333333333
2024-01-01 04:30:00,0.001,0.001,0.001,0.25833333333333336,2.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.233,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.09366666666666666,0.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.18233333333333335,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.2076666666666667,1.3333333333333333
2024-01-01 06:30:00,0.001,0.001,0.001,0.195,5.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.043,5.0
2024-01-01 07:00:00,0.001,0.001,0.001,0.18233333333333335,5.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.043,0.6666666666666666
2024-01-01 07:30:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.10633333333333334,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.233,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.24566666666666667,0.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.3343333333333333,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.2076666666666667,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 10:30:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.18233333333333335,0.0
2024-01-01 11:00:00,0.001,0.001,0.001,0.09366666666666666,3.0
2024-01-01 11:15:00,0.001,0.001,0.001,0.233,0.0
2024-01-01 11:30:00,0.001,0.001,0.001,0.11900000000000001,0.0
2024-01-01 11:45:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 12:00:00,0.001,0.001,0.001,0.18233333333333335,0.0
2024-01-01 12:15:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 12:30:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 12:45:00,0.001,0.001,0.001,0.18233333333333335,0.0
2024-01-01 13:00:00,0.001,0.001,0.001,0.25188553068624764,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.302618864019581,0.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.3084855306862476,0.0
2024-01-01 13:45:00,0.001,0.001,0.001,0.3165521973529143,0.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.3165521973529143,0.0
2024-01-01 14:15:00,0.001,0.001,0.001,1.149945237705859,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.8387726625987592,0.0
2024-01-01 14:45:00,0.001,0.001,0.001,0.1596237423726735,0.0
2024-01-01 15:00:00,0.001,0.001,0.001,0.0548237423726735,0.0
2024-01-01 15:15:00,0.001,0.001,0.001,0.0548237423726735,0.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.050882494915115664,2.6666666666666665
2024-01-01 15:45:00,0.001,0.001,0.001,0.18233333333333335,0.3333333333333333
2024-01-01 16:00:00,0.001,0.001,0.001,0.16966666666666666,0.0
2024-01-01 16:15:00,0.001,0.001,0.001,0.233,0.0
2024-01-01 16:30:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 16:45:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 17:00:00,0.001,0.001,0.001,0.18233333333333335,0.0
2024-01-01 17:15:00,0.001,0.001,0.001,0.043,0.0
2024-01-01 17:30:00,0.001,0.001,0.001,0.06833333333333333,0.0
2024-01-01 17:45:00,0.001,0.001,0.001,0.233,0.0
2024-01-01 18:00:00,0.001,0.001,0.001,0.14669808180786806,0.0
2024-01-01 18:15:00,0.001,0.001,0.001,2.3350883941177556,0.0
2024-01-01 18:30:00,0.001,0.001,0.001,1.5010426063922544,0.0
2024-01-01 18:45:00,0.001,0.001,0.001,0.0863759397255878,0.0
2024-01-01 19:00:00,0.001,0.001,0.001,0.09444260639225446,0.0
2024-01-01 19:15:00,0.001,0.001,0.001,1.2526661074092316,0.0
2024-01-01 19:30:00,0.001,0.001,0.001,0.5114675151765896,0.0
2024-01-01 19:45:00,0.001,0.001,0.001,0.18849040903934017,0.0
2024-01-01 20:00:00,0.001,0.001,0.001,0.26455707570600684,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.29786550025500497,0.0
2024-01-01 20:30:00,0.001,0.001,0.001,0.3203092730589211,0.0
