,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.14566666666666667,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.065,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.11633333333333333,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.09433333333333334,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.087,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.12366666666666666,0.0,0.5333333333333333
2024-01-01 04:15:00,0.0,0.001,0.043,0.0,1.8666666666666667
2024-01-01 04:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 04:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.057666666666666665,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.153,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.13833333333333334,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.07233333333333333,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.0508,0.0,3.2
2024-01-01 08:30:00,0.0,0.001,0.12200000000000001,0.0,0.8
2024-01-01 08:45:00,0.0,0.001,0.11466666666666667,0.0,0.0
2024-01-01 09:00:00,0.0,0.10233478986486258,0.056,0.0,0.0
2024-01-01 09:15:00,0.0,0.36330937265511193,0.051666666666666666,0.0,0.0
2024-01-01 09:30:00,0.0,0.7448434248549539,0.043,0.0,0.0
2024-01-01 09:45:00,0.0,0.12795766130169658,0.5760666666666665,0.0,0.0
2024-01-01 10:00:00,0.0,0.18132711716955444,0.07966666666666665,0.0,0.0
2024-01-01 10:15:00,0.0,1.1661397118533803,0.18253932926542588,0.0,0.0
2024-01-01 10:30:00,0.0,0.596649559355055,0.1905237423726735,0.0,0.0
2024-01-01 10:45:00,0.0,0.12117046888454211,0.1905237423726735,0.0,0.0
2024-01-01 11:00:00,0.0,0.2824425081346481,0.1905237423726735,0.0,0.0
2024-01-01 11:15:00,0.0,0.9319294030625876,0.1905237423726735,0.0,0.0
2024-01-01 11:30:00,0.0,0.001,0.18839808180786802,0.0,0.0
2024-01-01 11:45:00,0.0,0.001,0.2887,0.0,0.0
2024-01-01 12:00:00,0.0,0.001,0.18603333333333333,4.2,0.0
2024-01-01 12:15:00,0.0,0.001,0.1787,7.0,0.0
2024-01-01 12:30:00,0.0,0.001,0.1787,7.0,0.0
2024-01-01 12:45:00,0.0,0.001,0.1787,3.2666666666666666,0.0
2024-01-01 13:00:00,0.0,0.001,0.1787,0.0,0.0
2024-01-01 13:15:00,0.0,0.001,0.2667,0.0,0.0
2024-01-01 13:30:00,0.0,0.001,0.21536666666666668,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.1787,0.0,0.0
2024-01-01 14:00:00,0.0,0.001,0.1787,0.0,0.0
2024-01-01 14:15:00,0.0,0.001,0.1787,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.1787,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.24543333333333334,0.0,0.0
2024-01-01 15:00:00,0.0,0.001,0.3741139192941105,0.0,0.0
2024-01-01 15:15:00,0.0,0.001,0.33125219735291433,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.33125219735291433,0.0,0.0
2024-01-01 15:45:00,0.0,0.001,0.33125219735291433,0.0,0.0
2024-01-01 16:00:00,0.0,0.001,0.22638553068624762,0.0,0.0
2024-01-01 16:15:00,0.0,0.001,0.22696465174508193,0.0,0.0
2024-01-01 16:30:00,0.0,0.001,0.27403333333333335,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.052046666666666665,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.0914,0.0,0.0
2024-01-01 17:15:00,0.0,0.001,0.164,0.0,2.4
2024-01-01 17:30:00,0.0,0.001,0.164,0.0,1.6
2024-01-01 17:45:00,0.0,0.001,0.164,0.0,0.0
2024-01-01 18:00:00,0.0,0.001,0.2826666666666667,0.0,0.0
2024-01-01 18:15:00,0.30033333333333334,0.001,0.12713333333333335,0.0,0.0
2024-01-01 18:30:00,2.25,0.001,0.7017266666666667,0.0,0.0
2024-01-01 18:45:00,0.9006000000000001,0.001,1.4397,0.0,0.0
2024-01-01 19:00:00,1.2004666666666668,0.001,0.8503666666666666,0.0,0.0
2024-01-01 19:15:00,0.0005333333333333334,0.001,0.1787,0.0,0.0
2024-01-01 19:30:00,0.0,0.001,0.2593666666666667,0.0,0.0
2024-01-01 19:45:00,0.0,0.001,0.2227,0.0,0.0
2024-01-01 20:00:00,0.0,0.001,0.1787,0.0,0.0
2024-01-01 20:15:00,0.0,0.001,0.1787,0.0,0.0
2024-01-01 20:30:00,0.0,0.001,0.1787,0.0,0.0
2024-01-01 20:45:00,0.0,0.001,0.1881589938981388,0.0,0.0
2024-01-01 21:00:00,0.0,0.001,0.33059040903934017,0.0,0.0
2024-01-01 21:15:00,0.0,0.001,0.38485707570600686,0.0,0.0
2024-01-01 21:30:00,0.0,0.001,0.5801605555295345,5.6,0.0
2024-01-01 21:45:00,0.0,0.001,0.6096092730589212,7.0,0.0
2024-01-01 22:00:00,0.0,0.001,0.7428759397255879,2.8,0.0
2024-01-01 22:15:00,0.0,0.001,0.3430759397255878,0.0,0.0
2024-01-01 22:30:00,0.0,0.001,0.36507593972558783,0.0,0.0
2024-01-01 22:45:00,0.0,0.001,0.44574260639225455,0.0,0.0
2024-01-01 23:00:00,0.0,0.001,0.3430759397255878,0.0,0.0
2024-01-01 23:15:00,0.0,0.001,0.3115237423726735,0.0,0.0
2024-01-01 23:30:00,0.0,0.001,0.32835158096089445,0.0,0.0
2024-01-01 23:45:00,0.0,0.001,0.33440519531896057,0.0,0.0
2024-01-02 00:00:00,0.0,0.001,0.22638553068624762,0.0,0.0
2024-01-02 00:15:00,0.0,0.001,0.31291886401958097,0.0,0.0
2024-01-02 00:30:00,0.0,0.001,0.2322521973529143,0.0,0.0
2024-01-02 00:45:00,0.0,0.001,0.21025219735291428,0.0,0.0
2024-01-02 01:00:00,0.0,0.001,0.20604523770585903,0.0,0.0
2024-01-02 01:15:00,0.0,0.001,0.1787,0.0,0.0
2024-01-02 01:30:00,0.0,0.001,0.1787,0.0,0.0
2024-01-02 01:45:00,0.0,0.001,0.5185666666666666,0.0,0.0
2024-01-02 02:00:00,0.0,0.001,0.36329999999999996,0.0,0.0
2024-01-02 02:15:00,0.0,0.001,0.1787,0.0,0.0
2024-01-02 02:30:00,0.0,0.001,0.1787,0.0,0.0
2024-01-02 02:45:00,0.0,0.001,0.10632666666666667,0.0,0.0
2024-01-02 03:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 03:15:00,0.0,0.001,0.087,0.0,0.0
2024-01-02 03:30:00,0.0,0.001,0.12366666666666666,0.0,0.0
2024-01-02 03:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 04:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 04:15:00,0.0,0.001,0.043,0.0,1.8666666666666667
2024-01-02 04:30:00,0.0,0.001,0.043,0.0,2.933333333333333
2024-01-02 04:45:00,0.0,0.001,0.057666666666666665,0.0,0.0
2024-01-02 05:00:00,0.0,0.001,0.153,0.0,0.0
2024-01-02 05:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 05:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 05:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 06:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 06:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 06:30:00,0.0,0.001,0.13833333333333334,0.0,0.0
2024-01-02 06:45:00,0.0,0.001,0.47213333333333324,0.0,0.0
2024-01-02 07:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 07:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 07:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 07:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-02 08:00:00,0.0,0.001,0.109,0.0,0.0
2024-01-02 08:15:00,0.0,0.001,0.10166666666666666,0.0,0.0
2024-01-02 08:30:00,0.0,0.001,0.09946666666666666,0.0,0.0
2024-01-02 08:45:00,0.0,0.001,0.164,0.0,0.0
2024-01-02 09:00:00,0.0,0.001,0.22732666666666665,0.0,0.0
2024-01-02 09:15:00,0.0,0.001,0.29969999999999997,0.0,0.0
2024-01-02 09:30:00,0.0,0.001,0.33636666666666665,0.0,0.0
2024-01-02 09:45:00,0.0,0.001,0.37156666666666666,0.0,0.0
2024-01-02 10:00:00,0.0,0.001,0.1787,0.0,0.0
2024-01-02 10:15:00,0.0,0.001,0.7117666666666665,0.0,0.0
2024-01-02 10:30:00,0.0,0.001,0.1787,0.0,0.0
2024-01-02 10:45:00,0.0,0.001,0.1787,0.0,0.0
2024-01-02 11:00:00,0.0,0.001,0.18603333333333333,0.0,0.0
2024-01-02 11:15:00,0.0,0.001,0.2887,0.0,0.0
2024-01-02 11:30:00,0.0,0.001,0.22636666666666666,0.0,0.0
2024-01-02 11:45:00,0.0,0.001,0.29969999999999997,0.0,1.8666666666666667
2024-01-02 12:00:00,0.0,0.001,0.29969999999999997,0.0,0.0
2024-01-02 12:15:00,0.0,0.001,0.32914871752938674,0.0,0.0
2024-01-02 12:30:00,0.0,0.001,0.3355855306862477,0.0,0.0
2024-01-02 12:45:00,0.0,0.001,0.43225219735291437,0.0,0.0
2024-01-02 13:00:00,0.0,0.001,0.259918864019581,0.0,0.0
2024-01-02 13:15:00,0.0,0.001,0.2350759397255878,0.0,0.0
2024-01-02 13:30:00,0.0,0.001,0.19819736868639543,0.0,0.0
2024-01-02 13:45:00,0.0,0.001,0.1905237423726735,0.0,0.0
2024-01-02 14:00:00,0.0,0.001,0.1362437423726735,0.0,0.0
2024-01-02 14:15:00,0.001,0.10380772589538387,0.11191391005631704,0.0,0.0
2024-01-02 14:30:00,1.2004666666666668,0.20671234924320997,0.1168,0.0,0.0
2024-01-02 14:45:00,0.001,1.1731496535286334,0.056,0.0,0.0
2024-01-02 15:00:00,0.001,0.1215106793706645,0.8279382780588038,4.666666666666667,0.0
2024-01-02 15:15:00,0.0002,0.15265282371868386,1.3355521973529143,7.0,0.0
2024-01-02 15:30:00,0.0,0.30594172154070426,0.24441886401958096,7.0,0.0
2024-01-02 15:45:00,0.0,0.5891640288904405,0.10388553068624765,7.0,0.0
2024-01-02 16:00:00,0.0,0.125838916766587,0.16988553068624765,1.8666666666666667,0.0
2024-01-02 16:15:00,0.0,0.0066451354370549226,1.7931611719215543,0.0,2.6666666666666665
2024-01-02 16:30:00,0.0,0.001,1.5917994407425649,0.0,1.3333333333333333
2024-01-02 16:45:00,0.0,0.001,0.20737593972558782,0.0,0.0
2024-01-02 17:00:00,0.0,0.001,0.20737593972558782,1.8666666666666667,0.0
2024-01-02 17:15:00,0.0,0.001,0.21430927305892117,7.0,0.0
2024-01-02 17:30:00,0.0,0.001,0.31775506078442206,0.4666666666666667,0.0
2024-01-02 17:45:00,0.0,0.001,0.1932431656496898,0.0,0.0
2024-01-02 18:00:00,0.0,0.001,0.07431391005631705,0.0,0.0
2024-01-02 18:15:00,0.0,0.001,0.14355707570600684,0.0,0.0
2024-01-02 18:30:00,0.0,0.001,0.28585447482364496,0.0,0.0
2024-01-02 18:45:00,0.0,0.001,0.3430759397255878,0.0,0.0
2024-01-02 19:00:00,0.0,0.001,0.42374260639225453,0.0,0.0
2024-01-02 19:15:00,0.0,0.001,0.3870759397255878,0.0,0.0
2024-01-02 19:30:00,0.0,0.001,0.2462759397255878,0.0,0.0
2024-01-02 19:45:00,0.0,0.001,0.2220759397255878,0.0,0.0
2024-01-02 20:00:00,0.0,0.001,0.19473070201972875,0.0,0.0
2024-01-02 20:15:00,0.0,0.001,0.6092550607844222,0.0,0.0
2024-01-02 20:30:00,0.0,0.001,0.3621426063922545,0.0,0.0
2024-01-02 20:45:00,0.0,0.001,0.8162092730589212,0.0,0.0
2024-01-02 21:00:00,0.0,0.001,0.34149944074256466,0.0,0.0
2024-01-02 21:15:00,0.0,0.001,0.8737778579177198,0.0,0.0
2024-01-02 21:30:00,0.0,0.001,0.31887593972558775,0.0,0.0
2024-01-02 21:45:00,0.0,0.001,0.6751973686863955,0.0,0.0
2024-01-02 22:00:00,0.0,0.001,0.3566620204314773,0.0,0.0
2024-01-02 22:15:00,0.0,0.001,0.9788092730589212,0.0,0.0
2024-01-02 22:30:00,0.0,0.001,0.33361694582744905,0.0,0.0
2024-01-02 22:45:00,0.0,0.001,0.315118864019581,0.0,0.0
2024-01-02 23:00:00,0.0,0.001,0.21025219735291428,0.0,0.0
2024-01-02 23:15:00,0.0,0.001,0.2204994407425647,0.0,0.0
2024-01-02 23:30:00,0.0,0.001,0.7672759397255878,0.0,0.0
2024-01-02 23:45:00,0.0,0.001,0.719449273058921,0.0,0.0
2024-01-03 00:00:00,0.0,0.001,0.12137593972558781,0.0,0.0
2024-01-03 00:15:00,0.0,0.001,0.08865819328500683,0.0,0.0
2024-01-03 00:30:00,0.0,0.001,0.11488553068624764,0.0,0.0
2024-01-03 00:45:00,0.0,0.001,0.1955521973529143,0.0,0.0
2024-01-03 01:00:00,0.0,0.001,0.1955521973529143,0.0,0.0
2024-01-03 01:15:00,0.0,0.001,0.26888553068624765,0.0,0.0
2024-01-03 01:30:00,0.0,0.001,0.16517710613724954,0.0,0.0
2024-01-03 01:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 02:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 02:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 02:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 02:45:00,0.0,0.001,0.087,0.0,0.0
2024-01-03 03:00:00,0.0,0.001,0.12366666666666666,0.0,0.0
2024-01-03 03:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 03:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 03:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 04:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 04:15:00,0.0,0.001,0.45746666666666663,0.0,3.2
2024-01-03 04:30:00,0.0,0.001,0.153,0.0,0.8
2024-01-03 04:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 05:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 05:15:00,0.0,0.001,0.5760666666666665,0.0,0.0
2024-01-03 05:30:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 05:45:00,0.0,0.001,0.043,3.2666666666666666,0.0
2024-01-03 06:00:00,0.0,0.001,0.5381333333333334,7.0,0.0
2024-01-03 06:15:00,0.0,0.001,0.07233333333333333,4.666666666666667,0.0
2024-01-03 06:30:00,0.0,0.001,0.44279999999999997,0.0,0.0
2024-01-03 06:45:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 07:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 07:15:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 07:30:00,0.0,0.001,0.109,0.0,0.0
2024-01-03 07:45:00,0.0,0.001,0.10166666666666666,0.0,0.0
2024-01-03 08:00:00,0.0,0.001,0.043,0.0,0.0
2024-01-03 08:15:00,0.0,0.04455419540545832,0.043,0.0,0.0
2024-01-03 08:30:00,0.0,0.20731554370726968,0.5760666666666666,0.0,0.0
2024-01-03 08:45:00,0.0,0.8902552693618025,0.043,0.0,0.0
2024-01-03 09:00:00,0.0,0.42325419234686357,0.07966666666666665,0.0,0.0
2024-01-03 09:15:00,0.0,0.1434758900354722,0.13879999999999998,0.0,0.0
2024-01-03 09:30:00,0.0,0.24618820814434933,0.07409333333333333,0.0,1.6
2024-01-03 09:45:00,0.0,0.67508669111518,0.19169999999999998,0.0,2.4
2024-01-03 10:00:00,0.0,0.10709226375653774,0.18996666666666667,0.0,0.0
2024-01-03 10:15:00,0.0,0.21072525923273164,0.1865,0.0,0.0
2024-01-03 10:30:00,0.0,0.9959464484620395,0.1990333333333333,0.0,0.0
