,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.6227,0.0,3.6666666666666665
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.3360333333333333,0.0,1.6666666666666667
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.2542333333333333,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.18969999999999995,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.18969999999999995,0.0,1.6666666666666667
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.18969999999999995,0.0,4.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.8810726625987592,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.3915237423726735,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.2015237423726735,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.2015237423726735,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.7345904090393401,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.5989589938981388,0.0,3.3333333333333335
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.09412791412422448,0.0,0.3333333333333333
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.24315707570600686,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.2304904090393402,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.06582374237267351,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.06582374237267351,0.0,1.3333333333333333
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.5910079141242245,0.0,4.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.5870666666666666,1.7333333333333334,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.06666666666666667,0.6666666666666666,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.257,0.0,4.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.20633333333333334,0.0,3.6666666666666665
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.067,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.06613333333333334,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.054,0.5333333333333333,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.054,2.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.092,0.8,2.3333333333333335
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.24400000000000002,2.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.168,2.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.07013333333333334,2.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.175,2.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.175,1.6,2.3333333333333335
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.175,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.2392,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.32153333333333334,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.15566666666666668,0.0,0.6666666666666666
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.067,0.0,4.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.06613333333333334,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.054,0.0,3.3333333333333335
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.14266666666666666,0.0,2.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,0.24400000000000002,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,0.11733333333333333,0.0,0.0
2024-01-01 10:45:00,0.31741391442306527,0.001,0.0,0.001,0.054,2.0,0.0
2024-01-01 11:00:00,0.7920347860576631,0.001,0.0,0.001,0.05486666666666666,0.9333333333333333,0.0
2024-01-01 11:15:00,0.7920347860576631,0.001,0.0,0.001,0.067,0.0,0.0
2024-01-01 11:30:00,0.7920347860576631,0.001,0.0,0.001,0.067,0.0,0.0
2024-01-01 11:45:00,0.7920347860576631,0.001,0.0,0.001,0.7140666666666665,0.0,0.3333333333333333
2024-01-01 12:00:00,0.7920347860576631,0.001,0.0,0.001,0.25093333333333334,0.0,5.0
2024-01-01 12:15:00,0.7920347860576631,0.001,0.0,0.001,0.1888,0.0,0.0
2024-01-01 12:30:00,0.7920347860576631,0.001,0.0,0.001,0.296,0.0,0.0
2024-01-01 12:45:00,0.7920347860576631,0.001,0.0,0.001,0.296,0.0,1.3333333333333333
2024-01-01 13:00:00,0.7920347860576631,0.001,0.0,0.001,0.296,0.0,5.0
2024-01-01 13:15:00,0.7920347860576631,0.001,0.0,0.001,0.296,0.0,0.6666666666666666
2024-01-01 13:30:00,0.7920347860576631,0.001,0.0,0.001,0.457,0.0,0.0
2024-01-01 13:45:00,0.7920347860576631,0.001,0.0,0.001,0.2843333333333333,0.0,0.0
2024-01-01 14:00:00,0.7920347860576631,0.001,0.0,0.001,0.18766666666666668,0.0,0.0
2024-01-01 14:15:00,0.6338278288461304,0.001,0.0,0.001,0.175,0.0,2.6666666666666665
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.175,0.0,2.3333333333333335
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.1852472433896504,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.22376374237267352,0.0,0.0
