,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.175,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.144,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.051,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.07633333333333334,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.241,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.17766666666666667,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.10266666666666667,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.206,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.06133333333333333,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.12699999999999997,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.241,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.127,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.051,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.5851333333333334,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.13366666666666666,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.17766666666666667,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.241,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.07633333333333334,0.0,0.13333333333333333
2024-01-01 04:30:00,0.001,0.0,0.001,0.051,0.0,2.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.11299999999999999,0.0,0.6666666666666666
2024-01-01 05:00:00,0.001,0.0,0.001,0.206,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.22833333333333333,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.21566666666666665,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.051,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.051,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.051,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.23366666666666666,0.0,0.5333333333333333
