,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,0.06193333333333333,0.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.068,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.068,0.7333333333333333
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.156,8.8
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.10893333333333333,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.08446666666666666,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.089,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.147,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.11366666666666667,0.7333333333333333
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.4547999999999999,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.12833333333333333,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.12100000000000001,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,0.5516,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,0.176,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.176,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.001,0.176,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.001,0.242,0.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.001,0.19286666666666666,0.0
2024-01-01 17:15:00,0.001,0.001,0.0,0.001,0.055,0.7333333333333333
2024-01-01 17:30:00,0.001,0.001,0.0,0.001,0.4547999999999999,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,0.11366666666666667,0.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.001,0.13566666666666669,0.0
2024-01-01 18:45:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-01 19:15:00,0.001,0.001,0.0,0.001,0.4548,0.0
2024-01-01 19:30:00,0.001,0.001,0.0,0.001,0.05999520913856681,0.0
2024-01-01 19:45:00,0.001,0.001,0.0,0.001,0.14970927305892115,0.0
2024-01-01 20:00:00,0.001,0.001,0.0,0.001,0.18637593972558783,0.0
2024-01-01 20:15:00,0.001,0.001,0.0,0.001,0.09837593972558781,0.0
2024-01-01 20:30:00,0.001,0.001,0.0,0.001,0.09837593972558781,0.0
2024-01-01 20:45:00,0.001,0.001,0.0,0.001,0.08891694582744901,0.0
2024-01-01 21:00:00,0.001,0.001,0.0,0.001,0.08076429518434561,0.0
2024-01-01 21:15:00,0.001,0.001,0.0,0.001,0.1108237423726735,0.0
2024-01-01 21:30:00,0.001,0.001,0.0,0.001,0.16215707570600685,0.0
2024-01-01 21:45:00,0.001,0.001,0.0,0.001,0.17169040903934019,0.0
2024-01-01 22:00:00,0.001,0.001,0.0,0.001,0.18782374237267352,0.0
2024-01-01 22:15:00,0.001,0.001,0.0,0.001,0.2775294969490694,0.0
2024-01-01 22:30:00,0.001,0.001,0.0,0.001,0.297,0.0
2024-01-01 22:45:00,0.001,0.001,0.0,0.001,0.31157014649019427,0.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.001,0.38281886401958093,0.0
2024-01-01 23:15:00,0.001,0.001,0.0,0.001,0.2075521973529143,0.0
2024-01-01 23:30:00,0.001,0.001,0.0,0.001,0.2075521973529143,0.0
2024-01-01 23:45:00,0.001,0.001,0.0,0.001,0.2075521973529143,0.0
2024-01-02 00:00:00,0.001,0.001,0.0,0.001,0.19413862538174667,0.0
2024-01-02 00:15:00,0.001,0.001,0.0,0.001,0.21715707570600687,0.0
2024-01-02 00:30:00,0.001,0.001,0.0,0.001,0.22522374237267354,0.0
2024-01-02 00:45:00,0.001,0.001,0.0,0.001,0.06682374237267351,0.0
2024-01-02 01:00:00,0.001,0.001,0.0,0.001,0.06682374237267351,0.0
2024-01-02 01:15:00,0.001,0.001,0.0,0.001,0.0597294969490694,0.0
2024-01-02 01:30:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-02 01:45:00,0.001,0.001,0.0,0.001,0.077,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.001,0.165,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.001,0.06233333333333334,0.0
2024-01-02 02:30:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-02 02:45:00,0.001,0.001,0.0,0.001,0.055,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.001,0.4547999999999999,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.001,0.6027333333333332,0.0
2024-01-02 03:30:00,0.001,0.001,0.0,0.001,0.165,0.0
2024-01-02 03:45:00,0.001,0.001,0.0,0.001,0.06966666666666667,0.0
2024-01-02 04:00:00,0.001,0.001,0.0,0.001,0.055,0.0
