,TumbleDryer,DishWasher,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.001,0.0,0.001,0.7279666666666667
2024-01-01 00:15:00,0.001,0.0,0.001,0.22769999999999999
2024-01-01 00:30:00,0.001,0.0,0.001,0.1837
2024-01-01 00:45:00,0.001,0.0,0.001,0.23209999999999997
2024-01-01 01:00:00,0.001,0.0,0.001,0.3046999999999999
2024-01-01 01:15:00,0.001,0.0,0.001,0.3046999999999999
2024-01-01 01:30:00,0.001,0.0,0.001,0.3927
2024-01-01 01:45:00,0.001,0.0,0.001,0.3487
2024-01-01 02:00:00,0.001,0.0,0.001,0.19176666666666667
2024-01-01 02:15:00,0.001,0.0,0.001,0.1837
2024-01-01 02:30:00,0.001,0.0,0.001,0.1837
2024-01-01 02:45:00,0.001,0.0,0.001,0.1837
2024-01-01 03:00:00,0.001,0.0,0.001,0.2717
2024-01-01 03:15:00,0.001,0.0,0.001,0.22769999999999999
2024-01-01 03:30:00,0.001,0.0,0.001,0.1837
2024-01-01 03:45:00,0.001,0.0,0.001,0.1837
2024-01-01 04:00:00,0.001,0.0,0.001,0.07514
2024-01-01 04:15:00,0.001,0.0,0.001,0.048
2024-01-01 04:30:00,0.001,0.0,0.001,0.136
2024-01-01 04:45:00,0.001,0.0,0.001,0.3585333333333333
2024-01-01 05:00:00,0.001,0.0,0.001,0.31453333333333333
2024-01-01 05:15:00,0.001,0.0,0.001,0.048
2024-01-01 05:30:00,0.001,0.0,0.001,0.048
2024-01-01 05:45:00,0.001,0.0,0.001,0.06013333333333334
2024-01-01 06:00:00,0.001,0.0,0.001,0.14900000000000002
2024-01-01 06:15:00,0.001,0.0,0.001,0.10500000000000001
2024-01-01 06:30:00,0.001,0.0,0.001,0.061000000000000006
2024-01-01 06:45:00,0.001,0.0,0.001,0.05926666666666667
2024-01-01 07:00:00,0.001,0.0,0.001,0.1812666666666667
2024-01-01 07:15:00,0.001,0.0,0.001,0.44780000000000003
2024-01-01 07:30:00,0.001,0.0,0.001,0.136
2024-01-01 07:45:00,0.001,0.0,0.001,0.09200000000000001
2024-01-01 08:00:00,0.001,0.0,0.001,0.04886666666666666
2024-01-01 08:15:00,0.001,0.0,0.001,0.061000000000000006
2024-01-01 08:30:00,0.001,0.0,0.001,0.061000000000000006
2024-01-01 08:45:00,0.001,0.0,0.001,0.061000000000000006
2024-01-01 09:00:00,0.001,0.0,0.001,0.14553333333333335
2024-01-01 09:15:00,0.001,0.0,0.001,0.09200000000000001
2024-01-01 09:30:00,0.001,0.0,0.001,0.048
2024-01-01 09:45:00,0.001,0.0,0.001,0.13899999999999998
2024-01-01 10:00:00,0.001,0.0,0.001,0.5457333333333333
2024-01-01 10:15:00,0.001,0.0,0.001,0.152
2024-01-01 10:30:00,0.001,0.0,0.001,0.24000000000000002
2024-01-01 10:45:00,0.001,0.0,0.001,0.1232
2024-01-01 11:00:00,0.001,0.0,0.001,0.05926666666666667
2024-01-01 11:15:00,0.001,0.0,0.001,0.061000000000000006
2024-01-01 11:30:00,0.001,0.0,0.001,0.061000000000000006
2024-01-01 11:45:00,0.001,0.0,0.001,0.061000000000000006
2024-01-01 12:00:00,0.001,0.0,0.001,0.19807999999999998
2024-01-01 12:15:00,0.001,0.0,0.001,0.22769999999999999
2024-01-01 12:30:00,0.001,0.0,0.001,0.28049999999999997
2024-01-01 12:45:00,0.001,0.0,0.001,0.3046999999999999
2024-01-01 13:00:00,0.001,0.001,0.001,0.36923333333333325
2024-01-01 13:15:00,0.001,1.2004666666666668,0.001,0.43956666666666666
2024-01-01 13:30:00,0.001,0.001,0.001,0.6224294969490695
2024-01-01 13:45:00,0.001,0.001,0.26363128216839854,0.46452374237267346
2024-01-01 14:00:00,0.001,0.001,0.7436336351440518,0.4205237423726735
2024-01-01 14:15:00,0.001,0.001,0.2826405353025357,0.4205237423726735
2024-01-01 14:30:00,0.001,0.001,0.1689496523931228,0.3667904090393402
2024-01-01 14:45:00,0.001,0.001,0.7807637708025397,0.42964124745755783
2024-01-01 15:00:00,0.001,0.7506666666666667,1.0150271335698655,0.5137
2024-01-01 15:15:00,0.001,1.6502666666666668,0.09172141308187193,0.46970000000000006
2024-01-01 15:30:00,0.001,0.001,0.18717346828462636,0.9587666666666667
2024-01-01 15:45:00,0.001,0.001,0.5005186376610626,0.3651079141242245
2024-01-01 16:00:00,0.001,0.0,0.5840444887283177,0.1955237423726735
2024-01-01 16:15:00,0.001,0.0,0.001,0.5953237423726735
2024-01-01 16:30:00,0.001,0.0,0.001,0.33192374237267347
2024-01-01 16:45:00,0.001,0.0,0.001,0.8767237423726735
2024-01-01 17:00:00,0.001,0.0,0.001,0.44579424542360413
2024-01-01 17:15:00,0.001,0.0,0.001,0.5388437423726735
2024-01-01 17:30:00,0.001,0.0,0.001,1.7299904090393403
2024-01-01 17:45:00,0.001,1.2003333333333333,0.001,1.7473237423726737
2024-01-01 18:00:00,0.001,1.8002,0.001,0.6165237423726736
2024-01-01 18:15:00,0.001,1.3504,0.001,0.5829237423726735
2024-01-01 18:30:00,0.001,0.30086666666666667,0.001,0.408515828248449
2024-01-01 18:45:00,0.001,0.00013333333333333334,0.001,0.2331
2024-01-01 19:00:00,0.001,0.0,0.001,0.19496666666666665
2024-01-01 19:15:00,0.001,0.0,0.001,0.2966333333333333
2024-01-01 19:30:00,0.001,0.0,0.001,0.3927
2024-01-01 19:45:00,0.001,0.0,0.001,0.7484999999999999
2024-01-01 20:00:00,0.001,0.0,0.001,0.30942949694906935
2024-01-01 20:15:00,0.5144450257389442,0.0,0.001,0.3165237423726735
