,TumbleDryer,DishWasher,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.45807593972558786,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.38274260639225444,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.5380759397255878,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.36237378017775923,0.0,1.2
2024-01-01 01:00:00,0.001,0.0,0.31591190437252575,0.0,1.5
2024-01-01 01:15:00,0.001,0.0,0.7230726625987592,0.0,1.5
2024-01-01 01:30:00,0.001,0.0,0.3876570757060068,0.0,1.5
2024-01-01 01:45:00,0.001,0.0,0.4511904090393402,0.0,1.5
2024-01-01 02:00:00,0.001,0.0,0.4685237423726735,0.0,1.5
2024-01-01 02:15:00,0.001,0.0,0.3165237423726735,0.0,1.5
2024-01-01 02:30:00,0.001,0.0,0.7108059959320925,0.0,1.5
2024-01-01 02:45:00,0.001,0.0,0.2079,0.0,1.5
2024-01-01 03:00:00,0.001,0.0,0.33916666666666667,0.0,1.5
2024-01-01 03:15:00,0.001,0.0,0.5393666666666667,0.0,1.5
2024-01-01 03:30:00,0.001,0.0,0.3933666666666666,0.0,1.5
2024-01-01 03:45:00,0.001,0.0,0.3046999999999999,0.0,1.5
2024-01-01 04:00:00,0.001,0.0,0.3046999999999999,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.6238333333333332,5.866666666666666,0.0
2024-01-01 04:30:00,0.001,0.0,0.12789999999999999,5.866666666666666,0.0
2024-01-01 04:45:00,0.001,0.0,0.348,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.09533333333333333,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.048,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.048,0.0,0.8
2024-01-01 05:45:00,0.001,0.0,0.048,0.0,1.5
2024-01-01 06:00:00,0.001,0.0,0.12399999999999999,0.0,1.5
2024-01-01 06:15:00,0.001,0.0,0.8284,0.0,1.5
2024-01-01 06:30:00,0.001,0.0,0.1712,0.0,1.1
2024-01-01 06:45:00,0.001,0.0,0.169,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.169,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.837436813156861,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.8729521973529143,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.25915219735291434,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.18623469226802997,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.09596202043147734,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.07282374237267351,0.0,0.5
2024-01-01 08:45:00,1.4491974914579884,0.0,0.08549040903934019,0.0,1.5
2024-01-01 09:00:00,1.9244796209905488,0.0,0.26282374237267353,0.0,0.6
