,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.13366666666666666,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.235,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.18433333333333332,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.18433333333333332,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.045,0.8
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.045,1.2
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.235,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.13366666666666666,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.09566666666666666,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.235,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.08299999999999999,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.14633333333333332,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.22233333333333333,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.045,0.7
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.045,1.5
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.045,1.5
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.197,1.5
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.17166666666666666,1.5
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.045,0.5
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.04673333333333333,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.058,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.07066666666666667,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.24799999999999997,0.4
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.12966666666666668,1.5
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.045,1.5
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,0.045,1.2
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,0.001,0.10833333333333334,0.0
2024-01-01 11:00:00,0.001,0.001,0.0,0.001,0.5015333333333333,0.0
2024-01-01 11:15:00,0.001,0.001,0.0,0.001,0.20359999999999998,1.1
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,0.045,1.5
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.045,0.1
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.5588,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.20966666666666667,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.5780666666666666,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.20966666666666667,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.15899999999999997,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.045,1.4
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.045,1.5
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.07033333333333333,1.5
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.235,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.10833333333333334,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.001,0.121,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.001,0.235,0.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.001,0.057666666666666665,0.0
2024-01-01 17:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 17:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,0.17166666666666666,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,0.19699999999999998,0.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 18:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 19:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 19:30:00,0.001,0.001,0.0,0.001,0.22233333333333333,1.5
2024-01-01 19:45:00,0.001,0.001,0.0,0.001,0.14633333333333332,0.5
2024-01-01 20:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 20:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 20:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 20:45:00,0.001,0.001,0.0,0.001,0.08299999999999999,0.0
2024-01-01 21:00:00,0.001,0.001,0.0,0.001,0.235,0.0
2024-01-01 21:15:00,0.001,0.001,0.0,0.001,0.09566666666666665,0.0
2024-01-01 21:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 21:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 22:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-01 22:15:00,0.001,0.001,0.0,0.001,0.13787362631372188,0.0
2024-01-01 22:30:00,0.001,0.001,0.0,0.001,0.37948553068624763,0.0
2024-01-01 22:45:00,0.001,0.001,0.0,0.001,0.730618864019581,0.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.001,0.1975521973529143,0.9
2024-01-01 23:15:00,0.001,0.001,0.0,0.001,0.1975521973529143,1.4
2024-01-01 23:30:00,0.001,0.001,0.0,0.001,0.1733521973529143,0.0
2024-01-01 23:45:00,0.001,0.001,0.0,0.001,0.18854029298038857,0.0
2024-01-02 00:00:00,0.001,0.001,0.0,0.001,0.18433333333333332,0.0
2024-01-02 00:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-02 00:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-02 00:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-02 01:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-02 01:15:00,0.001,0.001,0.0,0.001,0.235,1.2
2024-01-02 01:30:00,0.001,0.001,0.0,0.001,0.18206666666666665,1.4
2024-01-02 01:45:00,0.001,0.001,0.0,0.001,0.166,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.001,0.166,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.001,0.166,1.4
2024-01-02 02:30:00,0.001,0.001,0.0,0.001,0.21666666666666667,1.1
2024-01-02 02:45:00,0.001,0.001,0.0,0.001,0.6831999999999999,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.001,0.08299999999999999,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.001,0.045,0.8
2024-01-02 03:30:00,0.001,0.001,0.0,0.001,0.5780666666666666,1.5
2024-01-02 03:45:00,0.001,0.001,0.0,0.001,0.045,0.2
2024-01-02 04:00:00,0.001,0.001,0.0,0.001,0.14633333333333332,0.0
2024-01-02 04:15:00,0.001,0.001,0.0,0.001,0.22233333333333333,0.0
2024-01-02 04:30:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-02 04:45:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-02 05:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-02 05:15:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-02 05:30:00,0.001,0.001,0.0,0.001,0.197,0.0
2024-01-02 05:45:00,0.001,0.001,0.0,0.001,0.17166666666666666,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.001,0.045,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.001,0.045,0.0
