,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.07033333333333333,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.21366666666666667,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.155,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.05233333333333333,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.19966666666666663,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.20166666666666666,0.5333333333333333,0.0
2024-01-01 02:30:00,0.001,0.001,0.045,2.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.045,0.5333333333333333,0.0
2024-01-01 03:00:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.14766666666666667,0.8,0.0
2024-01-01 03:45:00,0.001,0.001,0.241,2.0,0.7
2024-01-01 04:00:00,0.001,0.001,0.057666666666666665,0.13333333333333333,1.5
2024-01-01 04:15:00,0.001,0.001,0.045,0.4,0.3
2024-01-01 04:30:00,0.001,0.001,0.045,1.0666666666666667,0.0
2024-01-01 04:45:00,0.001,0.001,0.07433333333333333,2.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.155,0.5333333333333333,0.0
2024-01-01 05:15:00,0.001,0.001,0.07766666666666668,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.18433333333333332,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.111,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.12566666666666668,2.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.045,2.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.13366666666666666,2.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.121,2.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.045,2.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.14766666666666667,2.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.089,2.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.045,0.13333333333333333,0.0
2024-01-01 08:30:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.197,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.087,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.155,0.13333333333333333,0.0
2024-01-01 09:30:00,0.001,0.001,0.05233333333333333,2.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.04933333333333333,1.6,0.0
2024-01-01 10:00:00,0.001,0.001,0.13037333333333334,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.4855666666666666,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.5554382780588037,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.303318864019581,0.0,0.6
2024-01-01 11:00:00,0.001,0.001,0.2299816943019837,0.0,1.5
2024-01-01 11:15:00,0.001,0.001,1.3037426063922546,0.0,1.5
2024-01-01 11:30:00,0.001,0.001,4.045335646745199,0.9333333333333333,1.5
2024-01-01 11:45:00,0.001,0.001,1.1201237423726735,2.0,1.5
2024-01-01 12:00:00,0.001,0.001,1.8032550607844222,0.4,1.5
2024-01-01 12:15:00,0.001,0.001,1.575938528652294,0.0,1.5
2024-01-01 12:30:00,0.001,0.001,0.33325219735291434,0.0,0.8
2024-01-01 12:45:00,0.001,0.001,0.33325219735291434,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.34448406578430474,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.3310333333333333,0.0,0.0
2024-01-01 13:30:00,0.001,0.023245747194113448,0.5705000000000001,0.0,0.0
2024-01-01 13:45:00,0.001,0.10312271613385555,0.5820333333333334,0.0,0.0
2024-01-01 14:00:00,0.001,0.2010950398913879,0.4286923272314721,0.5333333333333333,0.0
2024-01-01 14:15:00,0.001,1.1929415846478972,0.3135237423726735,2.0,0.0
2024-01-01 14:30:00,0.001,0.10714553533121343,0.3135237423726735,0.8,0.0
2024-01-01 14:45:00,0.001,0.22679193220298569,0.36339040903934017,0.0,0.0
2024-01-01 15:00:00,0.001,0.46523556676035854,0.3455881011373669,0.0,0.0
2024-01-01 15:15:00,0.001,0.3648347632789099,0.30904711351109254,0.0,1.5
2024-01-01 15:30:00,0.001,0.11089546792914368,0.7372492730589211,0.0,1.5
2024-01-01 15:45:00,0.001,0.3183593209385203,0.7897692730589211,0.0,1.5
2024-01-01 16:00:00,0.001,1.9552611943631961,0.4685585406079497,0.0,0.1
2024-01-01 16:15:00,0.001,0.09966301068376837,0.8246570757060069,0.0,0.0
2024-01-01 16:30:00,0.001,0.15704385363812254,0.3575237423726735,0.13333333333333333,0.0
2024-01-01 16:45:00,0.001,0.24201605146578084,0.2819354928811619,2.0,0.0
2024-01-01 17:00:00,0.001,0.707970005707166,0.28236666666666665,1.2,0.0
2024-01-01 17:15:00,0.001,0.03051514850408295,0.2697,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.2135,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.2907,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.2529139192941105,0.0,0.9
