,WasherDryer,TumbleDryer,BaseLoad,P_EV,P_HP,P_WB
2024-01-02 04:00:00,0.001,0.001,0.06966666666666667,0.0,0.0,2.3333333333333335
2024-01-02 04:15:00,0.001,0.001,0.3223333333333333,0.0,0.0,0.3333333333333333
2024-01-02 04:30:00,0.001,0.001,0.04533333333333334,0.0,2.6,0.0
2024-01-02 04:45:00,0.001,0.001,0.19,0.0,3.0,0.0
2024-01-02 05:00:00,0.001,0.001,0.035,0.0,0.4,0.0
2024-01-02 05:15:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.09166666666666666,0.0,0.0,3.0
2024-01-02 05:45:00,0.001,0.001,0.8334,0.0,0.0,3.6666666666666665
2024-01-02 06:00:00,0.001,0.001,0.14866666666666667,0.0,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.08666666666666667,0.0,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.5680666666666666,0.0,0.0,0.0
2024-01-02 06:45:00,0.001,0.001,0.035,1.4666666666666666,0.0,0.0
2024-01-02 07:00:00,0.001,0.001,0.11366666666666667,8.8,0.4,0.0
2024-01-02 07:15:00,0.001,0.001,0.3420666666666667,0.0,2.8,0.0
2024-01-02 07:30:00,0.001,0.001,0.15133333333333335,0.0,0.0,0.0
2024-01-02 07:45:00,0.001,0.001,0.048,0.0,0.0,0.0
2024-01-02 08:00:00,0.001,0.001,0.048,0.0,0.0,2.3333333333333335
2024-01-02 08:15:00,0.001,0.001,0.048,0.0,0.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.15553333333333336,0.0,0.0,0.0
2024-01-02 08:45:00,0.001,0.001,0.8111333333333334,0.0,0.0,0.0
2024-01-02 09:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 09:15:00,0.001,0.001,0.0454,0.0,0.0,0.0
2024-01-02 09:30:00,0.001,0.001,0.048,0.0,0.0,0.6666666666666666
2024-01-02 09:45:00,0.001,0.001,0.048,0.0,1.0,1.3333333333333333
2024-01-02 10:00:00,0.001,0.001,0.2843333333333333,0.0,2.0,0.0
2024-01-02 10:15:00,0.001,0.001,0.2894666666666667,0.0,0.0,0.0
2024-01-02 10:30:00,0.001,0.001,0.43479999999999996,0.0,0.0,0.0
2024-01-02 10:45:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 11:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 11:15:00,0.001,0.001,0.11900000000000001,0.0,0.0,0.0
2024-01-02 11:30:00,0.001,0.001,0.261,0.0,0.0,0.6666666666666666
2024-01-02 11:45:00,0.001,0.001,0.21233333333333335,1.4666666666666666,0.0,1.6666666666666667
2024-01-02 12:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 12:15:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 12:30:00,0.001,0.001,0.04533333333333334,0.0,0.2,0.0
2024-01-02 12:45:00,0.001,0.001,0.23399999999999999,0.0,2.8,0.0
2024-01-02 13:00:00,0.001,0.001,0.13566666666666666,0.0,0.0,0.0
2024-01-02 13:15:00,0.001,0.001,0.21233333333333335,0.0,0.0,0.0
2024-01-02 13:30:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 13:45:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 14:00:00,0.001,0.001,0.14866666666666667,0.0,0.0,0.0
2024-01-02 14:15:00,0.001,0.001,0.15266666666666667,0.0,0.0,0.0
2024-01-02 14:30:00,0.001,0.001,0.11366666666666665,0.0,0.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.21233333333333335,0.0,0.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 15:15:00,0.001,0.001,0.097,0.0,0.0,0.0
2024-01-02 15:30:00,0.001,0.001,0.13833333333333334,1.4666666666666666,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.123,1.4666666666666666,2.6,0.0
2024-01-02 16:00:00,0.001,0.001,0.09166666666666666,0.0,0.4,0.0
2024-01-02 16:15:00,0.001,0.001,0.21233333333333335,0.0,0.0,0.0
2024-01-02 16:30:00,0.001,0.001,0.04533333333333334,0.0,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.19,0.0,0.0,0.0
2024-01-02 17:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-02 17:15:00,0.001,0.001,0.145,0.0,0.0,0.0
2024-01-02 17:30:00,0.001,0.001,0.06966666666666667,0.0,0.0,0.0
2024-01-02 17:45:00,0.001,0.001,0.21233333333333335,0.0,0.0,0.0
2024-01-02 18:00:00,0.001,0.001,0.14866666666666667,0.0,0.0,0.0
2024-01-02 18:15:00,0.001,0.001,0.08666666666666667,0.0,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.057,0.0,0.0,2.0
2024-01-02 18:45:00,0.001,0.001,0.145,0.0,1.4,0.0
2024-01-02 19:00:00,0.001,0.001,0.04766666666666667,0.0,1.6,0.0
2024-01-02 19:15:00,0.001,0.001,0.2743333333333334,0.0,0.0,0.0
2024-01-02 19:30:00,0.001,0.001,0.13833333333333334,0.0,0.0,0.0
2024-01-02 19:45:00,0.001,0.001,0.09953333333333333,0.0,0.0,0.0
2024-01-02 20:00:00,0.001,0.001,0.2,0.0,0.0,0.0
2024-01-02 20:15:00,0.001,0.001,0.24400000000000002,0.0,0.0,0.0
2024-01-02 20:30:00,0.001,0.001,0.179,0.0,0.0,0.0
2024-01-02 20:45:00,0.001,0.001,0.4318666666666667,0.0,0.0,2.0
2024-01-02 21:00:00,0.001,0.001,0.1318,0.0,0.0,0.0
2024-01-02 21:15:00,0.001,0.001,0.2608666666666667,0.0,0.0,2.0
2024-01-02 21:30:00,0.001,0.001,0.7428,0.0,0.0,0.0
2024-01-02 21:45:00,0.001,0.001,0.47626666666666667,0.0,0.0,0.0
2024-01-02 22:00:00,0.001,0.001,0.9364,0.0,0.0,2.0
2024-01-02 22:15:00,0.001,0.001,0.47373333333333334,0.0,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,0.277,0.0,1.8,0.0
2024-01-02 22:45:00,0.001,0.001,0.22860000000000003,0.0,0.0,0.0
2024-01-02 23:00:00,0.001,0.001,0.24400000000000002,0.0,0.0,0.0
2024-01-02 23:15:00,0.001,0.001,0.3265333333333333,0.0,0.0,0.0
2024-01-02 23:30:00,0.001,0.001,0.3042666666666667,0.0,0.0,0.0
2024-01-02 23:45:00,0.001,0.001,0.3333333333333333,0.0,0.0,0.0
2024-01-03 00:00:00,0.001,0.001,0.156,0.0,0.0,1.0
2024-01-03 00:15:00,0.001,0.001,0.156,0.0,0.0,3.0
2024-01-03 00:30:00,0.001,0.001,0.2763333333333334,0.0,0.0,0.0
2024-01-03 00:45:00,0.001,0.001,0.21200000000000002,0.0,0.0,0.0
2024-01-03 01:00:00,0.001,0.001,0.04766666666666667,0.0,0.0,0.0
2024-01-03 01:15:00,0.001,0.001,0.21233333333333335,0.0,0.0,0.0
2024-01-03 01:30:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-03 01:45:00,0.001,0.001,0.057,0.0,0.0,0.0
2024-01-03 02:00:00,0.001,0.001,0.25866666666666666,0.0,0.0,0.0
2024-01-03 02:15:00,0.001,0.001,0.08666666666666667,0.0,0.0,0.0
2024-01-03 02:30:00,0.001,0.001,0.04766666666666667,0.0,0.0,2.0
2024-01-03 02:45:00,0.001,0.001,0.7454000000000001,0.0,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-03 03:15:00,0.001,0.001,0.141,0.0,0.0,3.0
2024-01-03 03:30:00,0.001,0.001,0.22633333333333333,0.0,0.0,0.0
2024-01-03 03:45:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-03 04:00:00,0.001,0.001,0.04766666666666667,0.0,0.0,0.0
2024-01-03 04:15:00,0.001,0.001,0.21233333333333335,0.0,2.6,0.0
2024-01-03 04:30:00,0.001,0.001,0.4451333333333333,0.0,3.0,2.3333333333333335
2024-01-03 04:45:00,0.001,0.001,0.256,0.0,1.6,0.0
2024-01-03 05:00:00,0.001,0.001,0.10099999999999999,0.0,0.0,0.0
2024-01-03 05:15:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.04766666666666667,0.0,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.21233333333333335,0.0,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.48146666666666665,0.0,0.0,0.0
2024-01-03 06:15:00,0.001,0.001,1.4226666666666667,0.0,0.0,0.0
2024-01-03 06:30:00,0.001,0.001,0.9109999999999999,0.0,0.0,0.0
2024-01-03 06:45:00,0.001,0.001,0.035,0.0,2.6,1.6666666666666667
2024-01-03 07:00:00,0.001,0.001,0.4474666666666666,0.0,0.6,1.0
2024-01-03 07:15:00,0.001,0.001,0.2743333333333334,0.0,0.0,0.0
2024-01-03 07:30:00,0.001,0.001,0.14613333333333334,0.0,0.0,0.0
2024-01-03 07:45:00,0.001,0.001,0.158,0.0,0.0,0.0
2024-01-03 08:00:00,0.001,0.001,0.07,0.0,0.0,0.0
2024-01-03 08:15:00,0.001,0.001,0.04713333333333334,0.0,0.0,0.0
2024-01-03 08:30:00,0.001,0.001,0.05800000000000001,0.0,0.0,0.0
2024-01-03 08:45:00,0.001,0.001,0.9004,0.0,0.0,0.0
2024-01-03 09:00:00,0.001,0.001,0.057,0.0,2.4,3.3333333333333335
2024-01-03 09:15:00,0.001,0.001,0.145,0.0,0.8,1.6666666666666667
2024-01-03 09:30:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-03 09:45:00,0.001,0.001,0.5680666666666666,0.0,0.0,0.3333333333333333
2024-01-03 10:00:00,0.001,0.001,0.16133333333333333,0.0,0.0,2.6666666666666665
2024-01-03 10:15:00,0.001,0.001,0.264,0.0,0.0,0.0
2024-01-03 10:30:00,0.001,0.001,0.079,0.0,0.0,0.0
2024-01-03 10:45:00,0.001,0.001,0.6560666666666667,0.0,0.0,0.0
2024-01-03 11:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-03 11:15:00,0.001,0.001,0.097,0.0,0.8,2.3333333333333335
2024-01-03 11:30:00,0.001,0.001,0.151,0.0,2.4,1.6666666666666667
2024-01-03 11:45:00,0.001,0.001,0.21233333333333335,0.0,0.0,0.0
2024-01-03 12:00:00,0.001,0.001,0.14133333333333334,0.0,0.0,0.0
2024-01-03 12:15:00,0.001,0.001,0.222,0.0,0.0,0.0
2024-01-03 12:30:00,0.001,0.001,0.16633333333333333,0.0,0.0,0.0
2024-01-03 12:45:00,0.001,0.001,0.311,0.0,0.0,0.0
2024-01-03 13:00:00,0.001,0.001,0.16866666666666666,0.0,0.0,2.6666666666666665
2024-01-03 13:15:00,0.001,0.001,0.3333333333333333,0.0,0.0,1.0
2024-01-03 13:30:00,0.001,0.001,0.1633333333333333,0.0,0.0,0.0
2024-01-03 13:45:00,0.001,0.001,0.079,0.0,1.8,0.0
2024-01-03 14:00:00,0.001,0.001,0.14866666666666667,0.0,1.4,0.0
2024-01-03 14:15:00,0.001,0.001,0.08666666666666667,0.0,0.0,0.0
2024-01-03 14:30:00,0.001,0.001,0.04766666666666667,0.0,0.0,2.3333333333333335
2024-01-03 14:45:00,0.001,0.001,0.21233333333333335,0.0,0.0,0.0
2024-01-03 15:00:00,0.001,0.001,0.5448000000000001,0.0,0.0,0.0
2024-01-03 15:15:00,0.001,0.001,0.119,0.0,0.0,1.3333333333333333
2024-01-03 15:30:00,0.001,0.001,0.13833333333333334,0.0,0.0,1.3333333333333333
2024-01-03 15:45:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-03 16:00:00,0.001,0.001,0.04766666666666667,0.0,0.0,0.0
2024-01-03 16:15:00,0.001,0.001,0.23433333333333334,0.0,2.8,0.0
2024-01-03 16:30:00,0.001,0.001,0.6680666666666667,0.0,0.4,2.0
2024-01-03 16:45:00,0.001,0.001,0.311,0.0,0.0,0.0
2024-01-03 17:00:00,0.001,0.001,0.156,0.0,0.0,0.0
2024-01-03 17:15:00,0.001,0.001,0.3224,6.6,0.0,0.0
2024-01-03 17:30:00,0.001,0.001,1.3682666666666665,4.4,0.0,0.0
2024-01-03 17:45:00,0.001,0.001,1.5043333333333335,0.0,0.0,1.0
2024-01-03 18:00:00,0.001,0.001,0.4030666666666667,0.0,0.0,2.3333333333333335
2024-01-03 18:15:00,0.001,0.001,0.6197333333333332,0.0,0.0,0.0
2024-01-03 18:30:00,0.001,0.001,0.035,0.0,0.6,2.0
2024-01-03 18:45:00,0.001,0.001,0.06444871752938668,0.0,2.6,0.0
2024-01-03 19:00:00,0.001,0.001,0.07921886401958096,0.0,0.0,0.0
2024-01-03 19:15:00,0.001,0.001,0.7716855306862477,0.0,0.0,0.0
2024-01-03 19:30:00,0.001,0.001,0.873818864019581,0.0,0.0,0.0
2024-01-03 19:45:00,0.001,0.001,0.6914417578823314,0.0,0.0,0.0
2024-01-03 20:00:00,0.001,0.001,0.156,0.0,0.0,0.0
2024-01-03 20:15:00,0.001,0.001,0.16553333333333334,0.0,0.0,1.6666666666666667
2024-01-03 20:30:00,0.001,0.001,0.192,0.0,0.0,0.3333333333333333
2024-01-03 20:45:00,0.001,0.001,0.6457999999999999,0.0,0.0,0.0
2024-01-03 21:00:00,0.001,0.001,0.21126666666666666,0.0,2.2,0.0
2024-01-03 21:15:00,0.001,0.001,0.156,0.0,1.0,0.0
2024-01-03 21:30:00,0.001,0.001,0.19878406578430477,0.0,0.0,0.0
2024-01-03 21:45:00,0.001,0.001,0.23595219735291428,0.0,0.0,0.0
2024-01-03 22:00:00,0.001,0.001,0.41068553068624764,0.0,0.0,0.0
2024-01-03 22:15:00,0.001,0.001,0.6475521973529142,0.0,0.0,0.0
2024-01-03 22:30:00,0.001,0.001,0.3305521973529143,0.0,0.0,0.0
2024-01-03 22:45:00,0.001,0.001,0.29204871752938666,0.0,0.0,0.0
2024-01-03 23:00:00,0.001,1.1086209490368857,0.26508553068624763,0.0,0.0,2.0
2024-01-03 23:15:00,0.001,1.9396937650350974,0.2625521973529143,0.0,0.0,0.3333333333333333
2024-01-03 23:30:00,0.001,1.7610668775895202,0.3385521973529143,0.0,0.0,1.6666666666666667
2024-01-03 23:45:00,0.001,0.428166157682132,0.4772188640195809,0.0,0.0,0.0
2024-01-04 00:00:00,0.001,1.0924347641572039,0.0455173991176381,0.0,0.0,0.0
2024-01-04 00:15:00,0.001,0.8355420245981068,0.035,0.0,0.0,0.0
2024-01-04 00:30:00,0.001,1.0553854580126543,0.04533333333333334,0.0,0.0,0.0
2024-01-04 00:45:00,0.001,0.6425854356718986,1.0148417578823314,0.0,0.0,0.0
2024-01-04 01:00:00,0.001,0.001,0.25648553068624763,0.0,0.0,0.0
2024-01-04 01:15:00,0.001,0.001,0.3318855306862476,0.0,0.0,2.3333333333333335
2024-01-04 01:30:00,0.001,0.001,0.0665521973529143,0.0,0.0,0.0
2024-01-04 01:45:00,0.001,0.001,0.05182783858822096,0.0,0.0,3.0
2024-01-04 02:00:00,0.001,0.001,0.14866666666666667,0.0,0.0,0.0
2024-01-04 02:15:00,0.001,0.001,0.08666666666666667,0.0,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.11366666666666667,0.0,0.0,3.0
2024-01-04 02:45:00,0.001,0.001,0.6781333333333334,0.0,0.0,0.6666666666666666
2024-01-04 03:00:00,0.001,0.001,0.035,0.0,0.0,0.3333333333333333
2024-01-04 03:15:00,0.001,0.001,0.097,0.0,0.0,1.6666666666666667
2024-01-04 03:30:00,0.001,0.001,0.13833333333333334,0.0,0.0,0.0
2024-01-04 03:45:00,0.001,0.001,0.035,0.0,0.0,2.0
2024-01-04 04:00:00,0.001,0.001,0.13566666666666669,0.0,0.0,0.0
2024-01-04 04:15:00,0.001,0.001,0.6561333333333333,0.0,1.2,2.3333333333333335
2024-01-04 04:30:00,0.001,0.001,0.3118666666666667,0.0,0.0,1.3333333333333333
2024-01-04 04:45:00,0.001,0.001,0.3232666666666667,0.0,0.0,2.6666666666666665
2024-01-04 05:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-04 05:15:00,0.001,0.001,0.035,0.0,2.8,0.0
2024-01-04 05:30:00,0.001,0.001,0.42419999999999997,0.0,2.6,0.0
2024-01-04 05:45:00,0.001,0.001,0.7674000000000001,0.0,1.2,2.3333333333333335
2024-01-04 06:00:00,0.001,0.001,0.14866666666666667,0.0,2.4,0.0
2024-01-04 06:15:00,0.001,0.001,0.08666666666666667,0.0,0.0,0.0
2024-01-04 06:30:00,0.001,0.001,0.035,0.0,0.0,0.3333333333333333
2024-01-04 06:45:00,0.001,0.001,0.06566666666666668,0.0,0.0,1.6666666666666667
2024-01-04 07:00:00,0.001,0.001,0.17066666666666666,0.0,0.0,0.0
2024-01-04 07:15:00,0.001,0.001,0.28733333333333333,0.0,0.0,0.0
2024-01-04 07:30:00,0.001,0.001,0.15133333333333335,0.0,1.0,0.0
2024-01-04 07:45:00,0.001,0.001,0.048,0.0,2.4,0.0
2024-01-04 08:00:00,0.001,0.001,0.048,0.0,0.0,0.3333333333333333
2024-01-04 08:15:00,0.001,0.001,0.09200000000000001,0.0,0.0,2.0
2024-01-04 08:30:00,0.001,0.001,0.1564,0.0,0.0,0.0
2024-01-04 08:45:00,0.001,0.001,0.36733333333333335,0.0,0.0,0.0
2024-01-04 09:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-04 09:15:00,0.001,0.001,0.16826666666666668,0.0,0.0,0.0
2024-01-04 09:30:00,0.001,0.001,0.3015333333333333,0.0,3.0,0.0
2024-01-04 09:45:00,0.001,0.001,0.10099999999999999,0.0,0.2,0.0
2024-01-04 10:00:00,0.001,0.001,0.22733333333333333,0.0,0.0,0.0
2024-01-04 10:15:00,0.001,0.001,0.264,0.0,0.0,0.0
2024-01-04 10:30:00,0.001,0.001,0.43479999999999996,0.0,0.0,0.0
2024-01-04 10:45:00,0.001,0.001,0.035,0.0,0.0,3.0
2024-01-04 11:00:00,0.001,0.001,0.035,0.0,0.0,0.0
2024-01-04 11:15:00,0.001,0.001,0.185,0.0,2.4,0.0
2024-01-04 11:30:00,0.001,0.001,0.19499999999999998,0.0,0.8,0.0
2024-01-04 11:45:00,0.001,0.001,0.21233333333333335,5.133333333333334,0.0,0.0
2024-01-04 12:00:00,0.001,0.001,0.035,2.933333333333333,0.0,2.3333333333333335
2024-01-04 12:15:00,0.001,0.001,0.035,0.0,0.0,0.0
