,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.121,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.235,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.09566666666666665,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.08299999999999999,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.235,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.13366666666666666,0.0,0.0,2.0
2024-01-01 02:15:00,0.001,0.045,0.0,0.0,0.2
2024-01-01 02:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.045,0.0,0.0,2.2
2024-01-01 03:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.235,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.17166666666666666,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.045,0.0,0.0,1.2
2024-01-01 04:00:00,0.001,0.045,0.0,1.8,3.0
2024-01-01 04:15:00,0.001,0.045,0.0,2.0,1.0
2024-01-01 04:30:00,0.001,0.045,0.0,0.4,0.0
2024-01-01 04:45:00,0.001,0.197,0.0,0.0,0.0
2024-01-01 05:00:00,0.001,0.20966666666666667,0.0,2.0,0.0
2024-01-01 05:15:00,0.001,0.045,0.0,3.0,0.0
2024-01-01 05:30:00,0.001,0.045,0.0,3.0,0.0
2024-01-01 05:45:00,0.001,0.045,0.0,3.0,0.0
2024-01-01 06:00:00,0.001,0.045,0.0,1.2,0.0
2024-01-01 06:15:00,0.001,0.15899999999999997,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.235,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.057666666666666665,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.121,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.235,0.0,0.0,0.0
2024-01-01 08:15:00,0.001,0.09566666666666665,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.045,0.0,0.0,0.0
