,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.1447400146355617,0.262,0.0
2024-01-01 00:15:00,0.001,0.001,0.1411019904780345,0.169,0.0
2024-01-01 00:30:00,0.001,0.001,0.2720530160899676,0.16093333333333334,0.7
2024-01-01 00:45:00,0.001,0.001,0.6309848638715755,0.08600000000000001,1.5
2024-01-01 01:00:00,0.001,0.001,0.12937987831482983,0.7710666666666667,1.5
2024-01-01 01:15:00,0.001,0.001,0.27823892558351815,0.202,0.6
2024-01-01 01:30:00,0.001,0.001,1.6536739716103108,0.14100000000000001,0.1
2024-01-01 01:45:00,0.001,0.001,0.4373188138364432,0.048,1.5
2024-01-01 02:00:00,0.001,0.001,0.16762203730679656,0.048,1.0
2024-01-01 02:15:00,0.001,0.001,0.0793061648028876,0.06066666666666667,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.238,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.22733333333333333,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.14100000000000001,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.22533333333333333,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.25266666666666665,1.0
2024-01-01 04:30:00,0.001,0.001,0.001,0.14100000000000001,1.5
2024-01-01 04:45:00,0.001,0.001,0.001,0.048,0.9
2024-01-01 05:00:00,0.001,0.001,0.001,0.048,0.8
2024-01-01 05:15:00,0.001,0.001,0.001,0.048,1.5
2024-01-01 05:30:00,0.001,0.001,0.001,0.2,1.5
2024-01-01 05:45:00,0.001,0.001,0.001,0.27799999999999997,0.7
2024-01-01 06:00:00,0.001,0.001,0.001,0.14100000000000001,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 07:00:00,0.001,0.001,0.001,0.17466666666666666,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.30333333333333334,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.14100000000000001,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.14933333333333332,0.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.32866666666666666,0.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.14100000000000001,0.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.12399999999999999,0.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.3413333333333333,0.0
2024-01-01 10:30:00,0.001,0.001,0.001,0.15366666666666667,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 11:00:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 11:15:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 11:30:00,0.001,0.001,0.001,0.09866666666666667,0.0
2024-01-01 11:45:00,0.001,0.001,0.001,0.3413333333333333,0.0
2024-01-01 12:00:00,0.001,0.001,0.001,0.179,1.1
2024-01-01 12:15:00,0.001,0.001,0.001,0.048,0.9
2024-01-01 12:30:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 12:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 13:00:00,0.001,0.001,0.001,0.07333333333333333,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.3413333333333333,0.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.20433333333333334,0.7
2024-01-01 13:45:00,0.001,0.001,0.001,0.5810666666666667,1.5
2024-01-01 14:00:00,0.001,0.001,0.001,0.048,0.1
2024-01-01 14:15:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 14:45:00,0.001,0.001,0.001,0.3413333333333333,0.0
2024-01-01 15:00:00,0.001,0.001,0.001,0.22966666666666669,0.9
2024-01-01 15:15:00,0.001,0.001,0.001,0.048,1.5
2024-01-01 15:30:00,0.001,0.001,0.001,0.048,0.9
2024-01-01 15:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 16:00:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 16:15:00,0.001,0.001,0.001,0.3342,0.9
2024-01-01 16:30:00,0.001,0.001,0.001,0.346,1.5
2024-01-01 16:45:00,0.001,0.001,0.001,0.27226666666666666,1.5
2024-01-01 17:00:00,0.001,0.001,0.001,0.40553333333333336,1.1
2024-01-01 17:15:00,0.001,0.001,0.001,0.13899999999999998,0.0
2024-01-01 17:30:00,0.001,0.001,0.001,0.07226666666666667,0.0
2024-01-01 17:45:00,0.001,0.001,0.001,0.2906666666666667,0.0
2024-01-01 18:00:00,0.001,0.001,0.001,0.2803333333333333,0.3
2024-01-01 18:15:00,0.001,0.001,0.001,0.048,1.5
2024-01-01 18:30:00,0.001,0.001,0.001,0.05220695964705524,1.1
2024-01-01 18:45:00,0.001,0.001,0.001,0.08128553068624764,0.0
2024-01-01 19:00:00,0.001,0.001,0.001,0.20548553068624764,0.0
2024-01-01 19:15:00,0.001,0.001,0.001,0.43088553068624763,0.0
2024-01-01 19:30:00,0.001,0.001,0.001,1.8858855306862476,0.0
2024-01-01 19:45:00,0.001,0.001,0.001,2.3353210235674093,0.0
2024-01-01 20:00:00,0.001,0.001,0.001,0.6199481011373668,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.0840237423726735,1.4
2024-01-01 20:30:00,0.001,0.001,0.001,0.07875506078442208,0.8
2024-01-01 20:45:00,0.001,0.001,0.001,0.2833759397255878,0.0
2024-01-01 21:00:00,0.001,0.001,0.001,0.3641286963359374,0.0
2024-01-01 21:15:00,0.001,0.001,0.001,0.22221886401958096,0.1
2024-01-01 21:30:00,0.001,0.001,0.001,0.20055219735291427,1.5
2024-01-01 21:45:00,0.001,0.001,0.001,0.18188214759217283,1.5
2024-01-01 22:00:00,0.001,0.001,0.001,0.18775707570600683,1.5
2024-01-01 22:15:00,0.001,0.001,0.001,0.38362868709814396,1.5
2024-01-01 22:30:00,0.001,0.001,0.001,0.48417593972558776,1.5
2024-01-01 22:45:00,0.001,0.001,0.001,0.20975469226802995,1.5
2024-01-01 23:00:00,0.001,0.001,0.001,0.15215219735291427,0.3
2024-01-01 23:15:00,0.001,0.001,0.001,0.2107994407425647,0.0
2024-01-01 23:30:00,0.001,0.001,0.001,0.3227759397255878,0.0
