,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.2270759397255878,0.0,0.3333333333333333
2024-01-01 00:15:00,0.0,0.001,0.2270759397255878,0.0,2.3333333333333335
2024-01-01 00:30:00,0.0,0.001,0.2270759397255878,0.6666666666666666,0.0
2024-01-01 00:45:00,0.0,0.001,0.24956777500787322,1.3333333333333333,0.0
2024-01-01 01:00:00,0.0,0.001,1.2432400000000001,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.11133333333333333,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.169,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.169,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.5688,0.0,2.0
2024-01-01 02:15:00,0.0,0.001,0.245,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.359,2.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.11366666666666667,0.0,2.3333333333333335
2024-01-01 03:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.5810666666666667,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.16199999999999998,0.0,3.0
2024-01-01 04:00:00,0.0,0.001,0.22533333333333333,0.0,2.0
2024-01-01 04:15:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 04:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 04:45:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.048,1.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.2,1.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.18733333333333332,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.5810666666666667,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.238,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.14933333333333332,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.048,0.0,3.0
2024-01-01 07:45:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.08600000000000001,0.0,0.6666666666666666
2024-01-01 08:15:00,0.0,0.001,0.238,2.0,1.3333333333333333
2024-01-01 08:30:00,0.0,0.001,0.11133333333333333,0.0,0.0
2024-01-01 08:45:00,0.0,0.001,0.048,0.0,0.0
2024-01-01 09:00:00,0.0,0.001,0.4547333333333333,0.0,2.3333333333333335
2024-01-01 09:15:00,0.0,0.001,0.5940666666666666,0.0,0.0
2024-01-01 09:30:00,0.0,0.001,0.2702666666666667,0.0,0.0
2024-01-01 09:45:00,0.0,0.001,0.251,0.0,0.0
2024-01-01 10:00:00,0.0,0.001,0.08286666666666666,0.0,0.0
2024-01-01 10:15:00,0.0,0.001,0.055799999999999995,0.0,0.0
2024-01-01 10:30:00,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-01 10:45:00,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-01 11:00:00,0.0,0.001,0.1992,0.0,0.0
2024-01-01 11:15:00,0.0,0.023245747194113448,0.35673333333333335,0.0,0.0
2024-01-01 11:30:00,0.0,0.10312271613385555,0.169,2.0,2.0
2024-01-01 11:45:00,0.0,0.2010950398913879,0.169,0.0,0.3333333333333333
2024-01-01 12:00:00,0.0,1.1929415846478972,0.169,0.0,0.0
2024-01-01 12:15:00,0.0,0.10714553533121343,0.169,0.0,0.0
2024-01-01 12:30:00,0.0,0.22679193220298569,0.624,0.0,2.3333333333333335
2024-01-01 12:45:00,0.0,0.46523556676035854,0.7204,0.0,0.0
2024-01-01 13:00:00,0.0,0.3648347632789099,0.048,0.0,0.0
2024-01-01 13:15:00,0.0,0.11089546792914368,0.0690347982352762,0.0,0.0
2024-01-01 13:30:00,0.0,0.3183593209385203,0.0795521973529143,0.0,0.0
2024-01-01 13:45:00,0.0,0.300578787600913,0.0795521973529143,0.0,0.0
2024-01-01 14:00:00,0.0,0.001,0.2695521973529143,0.0,0.0
2024-01-01 14:15:00,0.0,0.001,0.17247161139213715,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.09640000000000001,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.169,0.0,2.0
2024-01-01 15:00:00,0.0,0.001,0.169,0.0,1.6666666666666667
2024-01-01 15:15:00,0.0,0.001,0.29532,0.0,0.3333333333333333
2024-01-01 15:30:00,0.0,0.001,0.6382875456078324,2.0,0.0
2024-01-01 15:45:00,0.0,0.001,2.159018864019581,0.0,0.0
2024-01-01 16:00:00,0.0,0.001,0.7496855306862478,0.0,0.0
2024-01-01 16:15:00,0.0,0.001,0.0925521973529143,0.0,0.0
2024-01-01 16:30:00,0.0,0.001,0.0925521973529143,0.0,3.3333333333333335
2024-01-01 16:45:00,0.0,0.001,0.5452139192941104,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.25651774644058095,0.0,0.0
2024-01-01 17:15:00,0.0,0.001,0.14231707570600685,0.0,2.3333333333333335
2024-01-01 17:30:00,0.0,0.001,0.12779707570600685,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,1.6591570757060068,0.0,0.0
2024-01-01 18:00:00,0.0,0.001,1.3392904090393403,0.0,0.0
2024-01-01 18:15:00,0.0,0.001,0.17303549288116196,0.0,0.0
2024-01-01 18:30:00,0.0,0.001,0.23715707570600683,0.0,0.0
2024-01-01 18:45:00,0.0,0.001,0.45962374237267356,0.0,0.0
2024-01-01 19:00:00,0.0,0.001,0.0840237423726735,0.0,0.0
2024-01-01 19:15:00,0.0,0.001,0.18082374237267348,0.0,0.0
2024-01-01 19:30:00,0.0,0.001,0.18792687487325827,2.0,2.0
2024-01-01 19:45:00,0.0,0.001,0.3525521973529143,0.0,0.3333333333333333
2024-01-01 20:00:00,0.0,0.001,0.3058581932850068,0.0,2.0
2024-01-01 20:15:00,0.0,0.001,0.7463092730589211,0.0,0.0
2024-01-01 20:30:00,0.0,0.001,0.2253759397255878,0.0,0.3333333333333333
2024-01-01 20:45:00,0.15033333333333332,0.001,0.2253759397255878,0.0,2.0
2024-01-01 21:00:00,2.25,0.001,0.2253759397255878,0.0,0.0
2024-01-01 21:15:00,1.0505333333333333,0.001,0.4153759397255878,0.0,2.6666666666666665
2024-01-01 21:30:00,1.2004666666666668,0.001,0.3163092730589211,0.0,0.0
2024-01-01 21:45:00,0.0006000000000000001,0.001,0.21237593972558783,0.0,0.0
2024-01-01 22:00:00,0.0,0.001,0.21237593972558783,0.0,0.0
2024-01-01 22:15:00,0.0,0.001,0.21237593972558783,0.0,0.0
2024-01-01 22:30:00,0.0,0.001,0.24230927305892117,0.0,0.0
2024-01-01 22:45:00,0.0,0.001,0.7376426063922545,0.0,0.0
2024-01-01 23:00:00,0.0,0.001,0.8087759397255879,0.0,0.0
2024-01-01 23:15:00,0.0,0.001,0.6121759397255879,0.6666666666666666,0.6666666666666666
2024-01-01 23:30:00,0.0,0.001,0.21237593972558783,1.3333333333333333,1.6666666666666667
2024-01-01 23:45:00,0.0,0.001,0.22450927305892113,0.0,0.0
2024-01-02 00:00:00,0.0,0.001,0.28034114149031164,0.0,0.0
2024-01-02 00:15:00,0.0,0.001,0.6503570757060069,0.0,0.0
2024-01-02 00:30:00,0.0,0.001,0.7886904090393403,0.0,0.0
2024-01-02 00:45:00,0.0,0.001,0.45993741107329394,0.0,2.6666666666666665
2024-01-02 01:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 01:15:00,0.0,0.001,0.7143333333333334,0.0,0.0
2024-01-02 01:30:00,0.0,0.001,0.2952666666666667,0.0,0.0
2024-01-02 01:45:00,0.0,0.001,0.22533333333333333,0.0,0.0
2024-01-02 02:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 02:15:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 02:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 02:45:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 03:00:00,0.0,0.001,0.2,0.0,0.0
2024-01-02 03:15:00,0.0,0.001,0.18733333333333332,0.0,4.0
2024-01-02 03:30:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 03:45:00,0.0,0.001,0.048,0.0,2.6666666666666665
2024-01-02 04:00:00,0.0,0.001,0.048,0.0,0.0
2024-01-02 04:15:00,0.0,0.001,0.048,1.0,0.0
2024-01-02 04:30:00,0.0,0.001,0.238,0.0,0.0
2024-01-02 04:45:00,0.0,0.001,0.14933333333333332,0.0,0.0
