,WasherDryer,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 08:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.13066666666666668,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.232,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.05466666666666667,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.232,5.133333333333334,0.0
2024-01-01 10:15:00,0.001,0.001,0.11800000000000001,7.333333333333333,0.0
2024-01-01 10:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.1686666666666667,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.194,0.0,2.0
2024-01-01 11:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,0.09266666666666667,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.232,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.08000000000000002,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.20666666666666667,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.15600000000000003,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.13066666666666668,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.232,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.05466666666666667,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.232,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.11800000000000001,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.1686666666666667,0.0,2.0
2024-01-01 18:15:00,0.001,0.001,0.194,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.09266666666666667,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.232,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.08000000000000002,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.20666666666666667,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.15600000000000003,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.06620000000000001,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.163,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.25166666666666665,0.0,1.6
2024-01-01 22:15:00,0.001,0.001,0.3642666666666666,0.0,0.6
2024-01-01 22:30:00,0.001,0.001,0.18230599593209254,0.0,2.2
2024-01-01 22:45:00,0.001,0.001,0.18782374237267352,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.09102374237267351,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,0.06909040903934018,0.0,2.2
2024-01-01 23:30:00,0.001,0.001,0.2438237423726735,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.23232566056480547,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.163,0.0,2.8
2024-01-02 00:15:00,0.001,0.001,0.163,0.0,1.0
2024-01-02 00:30:00,0.001,0.001,0.163,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.24933333333333335,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.194,0.0,0.0
2024-01-02 01:15:00,0.001,0.001,0.042,0.0,2.0
2024-01-02 01:30:00,0.001,0.001,0.042,0.0,0.4
2024-01-02 01:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 02:00:00,0.001,0.001,0.09266666666666667,0.0,0.0
2024-01-02 02:15:00,0.001,0.001,0.232,0.0,0.0
2024-01-02 02:30:00,0.001,0.001,0.08000000000000002,0.0,0.6
2024-01-02 02:45:00,0.001,0.001,0.042,0.0,2.0
2024-01-02 03:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 03:30:00,0.001,0.001,0.20666666666666667,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.15600000000000003,0.0,0.0
2024-01-02 04:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 04:15:00,0.001,0.001,0.44179999999999997,0.0,1.6
2024-01-02 04:30:00,0.001,0.001,0.042,0.0,0.6
2024-01-02 04:45:00,0.001,0.001,0.13066666666666668,0.0,0.0
2024-01-02 05:00:00,0.001,0.001,0.232,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.042,0.0,0.6
2024-01-02 05:45:00,0.001,0.001,0.4435333333333333,0.0,2.0
2024-01-02 06:00:00,0.001,0.001,0.06766666666666668,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.245,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.5308,0.0,0.0
2024-01-02 06:45:00,0.001,0.001,0.055,0.0,2.8
2024-01-02 07:00:00,0.001,0.001,0.04633333333333334,0.0,3.0
2024-01-02 07:15:00,0.001,0.001,0.0538237423726735,0.0,3.0
2024-01-02 07:30:00,0.001,0.001,0.18049040903934016,0.0,3.0
2024-01-02 07:45:00,0.001,0.001,0.2058237423726735,7.333333333333333,3.0
2024-01-02 08:00:00,0.001,0.001,0.0538237423726735,0.0,3.0
2024-01-02 08:15:00,0.001,0.001,0.0538237423726735,0.0,3.0
2024-01-02 08:30:00,0.001,0.001,0.046729496949069395,0.0,3.0
2024-01-02 08:45:00,0.001,0.001,0.09266666666666667,0.0,3.0
2024-01-02 09:00:00,0.001,0.001,0.232,0.0,3.0
2024-01-02 09:15:00,0.001,0.001,0.4798,0.0,1.0
2024-01-02 09:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.055,0.0,0.0
2024-01-02 10:00:00,0.001,0.001,0.055,0.0,0.0
2024-01-02 10:15:00,0.001,0.001,0.21966666666666665,0.0,0.0
2024-01-02 10:30:00,0.001,0.001,0.169,0.0,0.0
2024-01-02 10:45:00,0.001,0.001,0.04373333333333333,1.4666666666666666,0.0
2024-01-02 11:00:00,0.001,0.001,0.042,1.4666666666666666,0.0
2024-01-02 11:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 11:30:00,0.001,0.001,0.13066666666666668,0.0,0.0
2024-01-02 11:45:00,0.001,0.001,1.9296000000000002,0.0,2.2
2024-01-02 12:00:00,0.001,0.001,2.164,0.0,0.0
2024-01-02 12:15:00,0.001,0.001,0.1834666666666667,0.0,0.0
2024-01-02 12:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 12:45:00,0.001,0.001,0.05466666666666667,0.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.232,0.7333333333333333,1.2
2024-01-02 13:15:00,0.001,0.001,0.23560666666666666,0.0,1.0
2024-01-02 13:30:00,0.001,0.001,0.28256666666666663,0.0,0.0
2024-01-02 13:45:00,0.001,0.001,0.29869999999999997,0.0,0.0
2024-01-02 14:00:00,0.001,0.001,0.30476666666666663,0.0,0.0
2024-01-02 14:15:00,0.001,0.001,0.5163666666666666,0.0,0.0
2024-01-02 14:30:00,0.001,0.001,0.5538333333333333,0.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.3301,0.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.36236666666666667,0.0,0.0
2024-01-02 15:15:00,0.001,0.001,0.7141,0.0,0.0
2024-01-02 15:30:00,0.001,0.001,0.3493666666666666,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.48869999999999997,0.0,2.4
2024-01-02 16:00:00,0.001,0.001,0.33669999999999994,0.7333333333333333,0.6
2024-01-02 16:15:00,0.001,0.001,0.25836666666666663,0.0,0.4
2024-01-02 16:30:00,0.001,0.001,0.1777,0.0,3.0
2024-01-02 16:45:00,0.001,0.001,0.1777,0.0,0.2
2024-01-02 17:00:00,0.001,0.001,0.34236666666666665,0.0,2.2
2024-01-02 17:15:00,0.001,0.001,0.24646666666666664,0.0,0.8
2024-01-02 17:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 17:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 18:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 18:15:00,0.001,0.001,0.13066666666666668,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.232,0.0,0.0
2024-01-02 18:45:00,0.001,0.001,0.042,0.0,2.8
2024-01-02 19:00:00,0.001,0.001,0.042,0.0,0.4
2024-01-02 19:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-02 19:30:00,0.001,0.001,0.13608666666666666,0.0,1.8
2024-01-02 19:45:00,0.001,0.001,0.3732177464405809,0.0,1.8
2024-01-02 20:00:00,0.001,0.001,0.2655237423726735,0.0,0.0
2024-01-02 20:15:00,0.001,0.001,0.2863237423726735,0.0,0.0
2024-01-02 20:30:00,0.001,0.001,0.3105237423726735,0.0,0.0
2024-01-02 20:45:00,0.001,0.001,0.3105237423726735,0.0,0.0
2024-01-02 21:00:00,0.001,0.001,0.43246091209027077,0.0,0.0
2024-01-02 21:15:00,0.001,0.001,0.43456666666666666,0.0,0.0
2024-01-02 21:30:00,0.001,0.001,0.18321774644058095,0.0,0.0
2024-01-02 21:45:00,0.001,0.001,0.2863237423726735,0.0,2.4
2024-01-02 22:00:00,0.001,0.001,0.3105237423726735,0.0,0.4
2024-01-02 22:15:00,0.001,0.001,0.36119040903934013,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,0.5005237423726735,0.0,0.0
2024-01-02 22:45:00,0.001,0.001,0.34852374237267353,0.0,0.0
2024-01-02 23:00:00,0.001,0.001,0.21469616361573607,0.0,0.0
2024-01-02 23:15:00,0.001,0.001,0.18164124745755783,0.0,2.4
2024-01-02 23:30:00,0.001,0.001,0.1895237423726735,0.0,0.0
2024-01-02 23:45:00,0.001,0.001,0.3541904090393402,0.0,0.0
2024-01-03 00:00:00,0.001,0.001,0.30352374237267354,0.0,0.0
2024-01-03 00:15:00,0.001,0.001,0.1895237423726735,0.0,0.0
2024-01-03 00:30:00,0.001,0.001,0.5543012474575578,0.0,0.8
2024-01-03 00:45:00,0.001,0.001,0.042,0.0,1.6
2024-01-03 01:00:00,0.001,0.001,0.13066666666666668,0.0,0.0
2024-01-03 01:15:00,0.001,0.001,0.6318,0.0,0.0
2024-01-03 01:30:00,0.001,0.001,0.17526666666666665,0.0,0.0
2024-01-03 01:45:00,0.001,0.001,0.042,0.0,0.8
2024-01-03 02:00:00,0.001,0.001,0.042,0.0,1.4
2024-01-03 02:15:00,0.001,0.001,0.4544666666666667,0.0,0.0
2024-01-03 02:30:00,0.001,0.001,0.232,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.11800000000000001,0.0,2.8
2024-01-03 03:00:00,0.001,0.001,0.042,0.0,0.6
2024-01-03 03:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 03:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 03:45:00,0.001,0.001,0.1686666666666667,0.0,0.0
2024-01-03 04:00:00,0.001,0.001,0.194,0.0,0.0
2024-01-03 04:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 04:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 04:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 05:00:00,0.001,0.001,0.09266666666666667,0.0,0.0
2024-01-03 05:15:00,0.001,0.001,0.232,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.08000000000000002,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 06:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 06:30:00,0.001,0.001,0.20666666666666667,0.0,0.0
2024-01-03 06:45:00,0.001,0.001,0.15600000000000003,0.0,0.0
2024-01-03 07:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 07:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 07:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 07:45:00,0.001,0.001,0.13066666666666668,0.0,0.0
2024-01-03 08:00:00,0.001,0.001,0.232,0.0,0.0
2024-01-03 08:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 08:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 08:45:00,0.001,0.001,0.042,0.0,1.8
2024-01-03 09:00:00,0.001,0.001,0.05466666666666667,0.0,0.2
2024-01-03 09:15:00,0.001,0.001,0.232,0.0,0.0
2024-01-03 09:30:00,0.001,0.001,0.11800000000000001,0.0,0.0
2024-01-03 09:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 10:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 10:15:00,0.001,0.001,0.048933333333333336,0.0,0.0
2024-01-03 10:30:00,0.001,0.001,0.18166666666666667,0.0,0.0
2024-01-03 10:45:00,0.001,0.001,0.207,0.0,0.6
2024-01-03 11:00:00,0.001,0.001,0.055,0.0,2.8
2024-01-03 11:15:00,0.001,0.001,0.04633333333333334,0.0,0.0
2024-01-03 11:30:00,0.001,0.001,0.05813333333333334,0.0,0.0
2024-01-03 11:45:00,0.001,0.001,0.21366666666666667,0.0,1.0
2024-01-03 12:00:00,0.001,0.001,0.3569412474575578,6.6,1.0
2024-01-03 12:15:00,0.001,0.001,0.21282374237267349,7.333333333333333,0.0
2024-01-03 12:30:00,0.001,0.001,0.1748237423726735,0.0,0.0
2024-01-03 12:45:00,0.001,0.001,0.1748237423726735,0.0,0.0
2024-01-03 13:00:00,0.001,0.001,0.1022237423726735,0.0,0.0
2024-01-03 13:15:00,0.001,0.001,0.21218441310724764,0.0,0.0
2024-01-03 13:30:00,0.001,0.001,0.15600000000000003,0.0,0.0
2024-01-03 13:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 14:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 14:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-03 14:30:00,0.001,0.001,0.13066666666666668,0.0,0.0
2024-01-03 14:45:00,0.001,0.001,0.2723333333333333,0.0,0.0
2024-01-03 15:00:00,0.001,0.001,0.163,0.0,2.2
2024-01-03 15:15:00,0.001,0.21009531541237417,0.163,0.0,0.0
2024-01-03 15:30:00,0.001,0.6512177418389324,0.16473333333333334,0.7333333333333333,0.0
2024-01-03 15:45:00,0.001,0.4137072442888054,0.18866666666666668,0.0,0.0
2024-01-03 16:00:00,0.001,0.16964365321084549,0.41123333333333334,0.0,0.0
2024-01-03 16:15:00,0.001,0.6030308412973945,0.2667,0.0,0.0
2024-01-03 16:30:00,0.001,1.1911661941981222,0.23389999999999997,0.0,0.4
2024-01-03 16:45:00,0.001,0.09525598664950095,0.29869999999999997,0.0,3.0
2024-01-03 17:00:00,0.001,0.1389822423506404,0.29869999999999997,0.0,0.2
2024-01-03 17:15:00,0.001,0.4027552660211879,0.4253666666666666,0.0,0.0
2024-01-03 17:30:00,0.001,0.7422495318685893,0.4426333333333333,0.0,0.0
2024-01-03 17:45:00,0.001,0.001,0.1777,0.0,0.0
2024-01-03 18:00:00,0.001,0.001,0.1803,0.0,0.0
2024-01-03 18:15:00,0.001,0.001,0.19069999999999998,0.0,0.0
2024-01-03 18:30:00,0.001,0.001,0.24136666666666665,0.0,2.2
2024-01-03 18:45:00,0.001,0.001,0.3807,1.4666666666666666,0.0
2024-01-03 19:00:00,0.001,0.001,0.23492757875693743,0.0,0.0
2024-01-03 19:15:00,0.001,0.001,0.1895237423726735,0.0,0.0
2024-01-03 19:30:00,0.001,0.001,0.1895237423726735,0.0,0.6
2024-01-03 19:45:00,0.001,0.001,0.7306570757060069,0.0,2.4
2024-01-03 20:00:00,0.001,0.001,0.4751904090393401,0.0,0.0
2024-01-03 20:15:00,0.001,0.001,0.4245237423726735,0.0,2.2
2024-01-03 20:30:00,0.001,0.001,0.3105237423726735,0.0,0.0
2024-01-03 20:45:00,0.001,0.001,0.3105237423726735,0.0,2.0
2024-01-03 21:00:00,0.001,0.001,0.11933707570600684,0.0,0.6
2024-01-03 21:15:00,0.001,0.001,0.16669040903934018,0.0,0.0
2024-01-03 21:30:00,0.001,0.001,0.4914770757060068,0.0,0.0
2024-01-03 21:45:00,0.001,0.001,0.3105237423726735,0.0,0.0
2024-01-03 22:00:00,0.001,0.001,0.7103237423726736,0.0,2.2
2024-01-03 22:15:00,0.001,0.001,0.3105237423726735,0.0,3.0
2024-01-03 22:30:00,0.001,0.001,0.3231904090393402,0.0,3.0
2024-01-03 22:45:00,0.001,0.001,0.5005237423726735,0.0,3.0
2024-01-03 23:00:00,0.001,0.001,0.38652374237267345,0.0,3.0
2024-01-03 23:15:00,0.001,0.001,0.201715828248449,0.0,3.0
2024-01-03 23:30:00,0.001,0.001,0.1777,0.0,3.0
2024-01-03 23:45:00,0.001,0.001,0.1777,0.0,2.4
2024-01-04 00:00:00,0.001,0.001,0.3043666666666667,0.0,0.0
2024-01-04 00:15:00,0.001,0.001,0.3297,0.0,0.0
2024-01-04 00:30:00,0.001,0.001,0.1777,0.0,0.0
2024-01-04 00:45:00,0.001,0.001,0.1777,0.0,0.0
2024-01-04 01:00:00,0.001,0.001,0.1777,0.0,0.0
2024-01-04 01:15:00,0.001,0.001,0.22836666666666666,0.0,0.0
2024-01-04 01:30:00,0.001,0.001,0.36769999999999997,0.0,0.0
2024-01-04 01:45:00,0.001,0.001,0.2157,0.0,0.0
2024-01-04 02:00:00,0.001,0.001,0.1777,0.0,0.0
2024-01-04 02:15:00,0.001,0.001,0.07818666666666667,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 02:45:00,0.001,0.001,0.20666666666666667,0.0,0.0
2024-01-04 03:00:00,0.001,0.001,0.15600000000000003,0.0,0.0
2024-01-04 03:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 03:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 03:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 04:00:00,0.001,0.001,0.5304666666666666,0.0,0.0
2024-01-04 04:15:00,0.001,0.001,0.232,0.0,0.0
2024-01-04 04:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 04:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 05:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 05:15:00,0.001,0.001,0.05466666666666667,0.0,2.0
2024-01-04 05:30:00,0.001,0.001,0.232,0.0,0.0
2024-01-04 05:45:00,0.001,0.001,0.11800000000000001,0.0,0.0
2024-01-04 06:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 06:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 06:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 06:45:00,0.001,0.001,0.1686666666666667,0.0,0.0
2024-01-04 07:00:00,0.001,0.001,0.194,0.0,0.0
2024-01-04 07:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 07:30:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 07:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 08:00:00,0.001,0.001,0.09266666666666667,0.0,2.4
2024-01-04 08:15:00,0.001,0.001,0.232,0.0,1.0
2024-01-04 08:30:00,0.001,0.001,0.08000000000000002,0.0,0.0
2024-01-04 08:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 09:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 09:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 09:30:00,0.001,0.001,0.20666666666666667,0.0,0.0
2024-01-04 09:45:00,0.001,0.001,0.15600000000000003,0.0,0.0
2024-01-04 10:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-04 10:15:00,0.001,0.001,0.042,0.0,2.6
2024-01-04 10:30:00,0.001,0.001,0.042,0.0,0.4
2024-01-04 10:45:00,0.001,0.001,0.13066666666666668,0.0,1.2
2024-01-04 11:00:00,0.001,0.001,0.232,0.0,1.0
2024-01-04 11:15:00,0.001,0.001,0.0446,0.0,0.0
2024-01-04 11:30:00,0.001,0.001,0.055,1.4666666666666666,0.0
2024-01-04 11:45:00,0.001,0.001,0.055,11.0,0.0
2024-01-04 12:00:00,0.001,0.001,0.08576,1.4666666666666666,0.0
2024-01-04 12:15:00,0.001,0.001,0.37660599593209254,0.0,0.0
2024-01-04 12:30:00,0.001,0.001,0.2655237423726735,0.0,0.0
2024-01-04 12:45:00,0.001,0.001,0.2025237423726735,0.0,0.0
2024-01-04 13:00:00,0.001,0.001,0.2025237423726735,0.0,2.2
2024-01-04 13:15:00,0.001,0.001,0.2025237423726735,0.0,0.0
2024-01-04 13:30:00,0.001,0.001,0.429013910056317,0.0,0.0
2024-01-04 13:45:00,0.001,0.001,0.4507,0.0,0.0
2024-01-04 14:00:00,0.001,0.001,0.29869999999999997,0.0,0.8
2024-01-04 14:15:00,0.001,0.001,0.29869999999999997,0.0,1.6
2024-01-04 14:30:00,0.001,0.001,0.27449999999999997,0.0,0.0
2024-01-04 14:45:00,0.001,0.001,0.23388441310724764,0.0,0.0
2024-01-04 15:00:00,0.001,0.001,0.3795237423726735,0.7333333333333333,0.0
2024-01-04 15:15:00,0.001,0.001,0.5424570757060069,0.0,0.0
2024-01-04 15:30:00,0.001,0.001,0.5770570757060068,0.0,0.0
2024-01-04 15:45:00,0.001,0.001,0.3105237423726735,0.0,0.0
2024-01-04 16:00:00,0.001,0.001,0.30579424542360406,0.0,0.0
2024-01-04 16:15:00,0.001,0.001,0.46336666666666665,0.0,2.0
2024-01-04 16:30:00,0.001,0.001,0.38849999999999996,0.0,0.0
2024-01-04 16:45:00,0.001,0.001,0.1777,0.0,0.0
2024-01-04 17:00:00,0.001,0.001,0.07034057672298369,0.7333333333333333,0.0
2024-01-04 17:15:00,0.001,0.001,0.0538237423726735,0.0,0.0
2024-01-04 17:30:00,0.001,0.001,0.14249040903934018,0.0,0.0
2024-01-04 17:45:00,0.001,0.001,2.514957075706007,0.0,0.0
2024-01-04 18:00:00,0.001,0.001,2.2936707444066275,0.0,0.0
2024-01-04 18:15:00,0.001,0.001,1.1204666666666665,0.0,2.2
2024-01-04 18:30:00,0.001,0.001,0.17426666666666665,0.0,0.0
2024-01-04 18:45:00,0.001,0.001,0.18866666666666668,0.0,0.0
2024-01-04 19:00:00,0.001,0.001,0.32566666666666666,0.0,0.0
2024-01-04 19:15:00,0.001,0.001,0.131,0.0,0.2
2024-01-04 19:30:00,0.001,0.001,0.15813333333333332,0.0,2.4
2024-01-04 19:45:00,0.001,0.001,0.17678824949151156,0.0,0.0
2024-01-04 20:00:00,0.001,0.001,0.18782374237267352,0.0,0.0
2024-01-04 20:15:00,0.001,0.001,0.8475570757060069,0.0,0.0
2024-01-04 20:30:00,0.001,0.001,0.32855707570600684,0.0,2.0
2024-01-04 20:45:00,0.001,0.001,0.1506237423726735,0.0,0.2
2024-01-04 21:00:00,0.001,0.001,0.0538237423726735,0.0,0.0
2024-01-04 21:15:00,0.001,0.001,0.0538237423726735,0.0,0.0
2024-01-04 21:30:00,0.001,0.001,0.18515707570600684,0.0,1.8
2024-01-04 21:45:00,0.001,0.001,0.3648237423726735,0.0,0.2
2024-01-04 22:00:00,0.001,0.001,0.21282374237267349,0.0,0.0
2024-01-04 22:15:00,0.001,0.001,0.5746237423726736,0.0,0.0
2024-01-04 22:30:00,0.001,0.001,0.1748237423726735,0.0,2.2
2024-01-04 22:45:00,0.001,0.001,0.1748237423726735,0.0,0.0
2024-01-04 23:00:00,0.001,0.001,0.8725570757060069,0.0,0.0
2024-01-04 23:15:00,0.001,0.001,0.6886237423726735,0.0,2.4
2024-01-04 23:30:00,0.001,0.001,0.2019637423726735,0.0,2.0
2024-01-04 23:45:00,0.001,0.001,0.29439040903934016,0.0,0.0
2024-01-05 00:00:00,0.001,0.001,0.1895237423726735,0.0,0.0
2024-01-05 00:15:00,0.001,0.001,0.27819040903934017,0.0,0.0
