,TumbleDryer,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.001,0.001,0.030999999999999996
2024-01-01 00:15:00,0.001,0.001,0.030999999999999996
2024-01-01 00:30:00,0.001,0.001,0.030999999999999996
2024-01-01 00:45:00,0.001,0.001,0.221
2024-01-01 01:00:00,0.001,0.001,0.145
2024-01-01 01:15:00,0.001,0.001,0.030999999999999996
2024-01-01 01:30:00,0.001,0.001,0.030999999999999996
2024-01-01 01:45:00,0.001,0.001,0.030999999999999996
2024-01-01 02:00:00,0.001,0.001,0.030999999999999996
2024-01-01 02:15:00,0.001,0.001,0.17033333333333334
2024-01-01 02:30:00,0.001,0.001,0.19566666666666668
2024-01-01 02:45:00,0.001,0.001,0.030999999999999996
2024-01-01 03:00:00,0.001,0.001,0.030999999999999996
2024-01-01 03:15:00,0.001,0.001,0.030999999999999996
2024-01-01 03:30:00,0.001,0.001,0.030999999999999996
2024-01-01 03:45:00,0.001,0.001,0.11966666666666666
2024-01-01 04:00:00,0.001,0.001,0.221
2024-01-01 04:15:00,0.001,0.001,0.05633333333333333
2024-01-01 04:30:00,0.001,0.001,0.030999999999999996
2024-01-01 04:45:00,0.001,0.001,0.030999999999999996
2024-01-01 05:00:00,0.001,0.001,0.030999999999999996
2024-01-01 05:15:00,0.001,0.001,0.06899999999999999
2024-01-01 05:30:00,0.001,0.001,0.221
2024-01-01 05:45:00,0.001,0.001,0.107
2024-01-01 06:00:00,0.001,0.001,0.43079999999999996
2024-01-01 06:15:00,0.001,0.001,0.030999999999999996
2024-01-01 06:30:00,0.001,0.001,0.030999999999999996
2024-01-01 06:45:00,0.001,0.001,0.030999999999999996
2024-01-01 07:00:00,0.001,0.001,0.22446666666666668
2024-01-01 07:15:00,0.001,0.001,0.8117333333333333
2024-01-01 07:30:00,0.001,0.001,0.152
2024-01-01 07:45:00,0.001,0.001,0.152
2024-01-01 08:00:00,0.001,0.001,0.152
2024-01-01 08:15:00,0.001,0.001,0.030999999999999996
2024-01-01 08:30:00,0.001,0.001,0.15766666666666668
2024-01-01 08:45:00,0.001,0.001,0.20833333333333334
2024-01-01 09:00:00,0.001,0.001,0.030999999999999996
2024-01-01 09:15:00,0.001,0.001,0.030999999999999996
2024-01-01 09:30:00,0.001,0.001,0.030999999999999996
2024-01-01 09:45:00,0.001,0.001,0.030999999999999996
2024-01-01 10:00:00,0.001,0.001,0.107
2024-01-01 10:15:00,0.001,0.001,0.221
2024-01-01 10:30:00,0.001,0.001,0.06899999999999999
2024-01-01 10:45:00,0.001,0.001,0.5643333333333334
2024-01-01 11:00:00,0.001,0.001,2.5640666666666667
2024-01-01 11:15:00,0.001,0.001,0.5643333333333334
2024-01-01 11:30:00,0.001,0.001,0.07105769209802666
2024-01-01 11:45:00,0.001,0.001,0.9724321973529143
2024-01-01 12:00:00,0.001,0.001,1.6081188640195812
2024-01-01 12:15:00,0.001,0.001,1.4018521973529146
2024-01-01 12:30:00,0.001,0.001,0.3202521973529143
2024-01-01 12:45:00,0.001,0.001,0.31324725262744385
2024-01-01 13:00:00,0.001,0.001,0.44983333333333336
2024-01-01 13:15:00,0.001,0.001,0.5733666666666667
2024-01-01 13:30:00,0.001,0.001,0.5480333333333333
2024-01-01 13:45:00,0.001,0.001,0.4087
2024-01-01 14:00:00,0.001,0.001,0.3845
2024-01-01 14:15:00,0.001,0.001,0.24736666666666668
2024-01-01 14:30:00,0.001,0.001,0.1667
2024-01-01 14:45:00,0.001,0.001,0.36150000000000004
2024-01-01 15:00:00,0.001,0.001,0.8662333333333334
2024-01-01 15:15:00,0.001,0.001,0.5429666666666666
