,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.06933333333333333,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.6441333333333333,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.26649450525488766,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.1375521973529143,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.07555219735291431,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.4753521973529143,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.1135521973529143,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.4037243587646933,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.15433333333333332,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.23933333333333334,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.31666666666666665,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.06933333333333333,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.17833333333333334,1.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.20033333333333336,3.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.234,3.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.056666666666666664,3.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.044,0.8
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.168,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.14733333333333334,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.12000000000000001,0.2
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.23573333333333332,1.6
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.057,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.17066666666666666,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.17066666666666666,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.057,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.13266666666666665,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.22133333333333335,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.14733333333333334,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.168,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.044,0.8
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.044,1.4
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.14533333333333334,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.3016666666666667,0.0
2024-01-01 09:30:00,0.001,0.001,0.0006000000000000001,0.001,0.17833333333333334,0.0
2024-01-01 09:45:00,0.001,0.001,1.2004666666666668,0.001,0.044,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.001,0.044,0.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.001,0.044,0.0
2024-01-01 10:30:00,0.001,0.001,0.001,0.001,0.2406666666666667,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.001,0.3406666666666667,0.0
2024-01-01 11:00:00,0.001,0.001,0.001,0.001,0.044,0.0
2024-01-01 11:15:00,0.001,0.001,0.001,0.001,0.044,0.0
2024-01-01 11:30:00,0.001,0.001,0.001,0.001,0.044,0.0
2024-01-01 11:45:00,0.001,0.001,1.8000666666666667,0.001,0.11633333333333334,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.32566666666666666,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.18333333333333332,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.10600000000000001,2.2
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.199,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.19366666666666668,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.17066666666666666,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.09566666666666666,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.199,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.06466666666666666,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,2.5949999999999998,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.6378,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.08533333333333333,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,0.199,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,0.075,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.001,0.2086666666666667,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.001,0.17633333333333334,0.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.001,0.199,0.0
2024-01-01 17:15:00,0.001,0.001,0.0,0.001,0.09163932926542587,0.0
2024-01-01 17:30:00,0.001,0.001,0.0,0.001,0.0558237423726735,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.0558237423726735,2.2
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,0.2538237423726735,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,2.5529341818432565,0.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.001,0.8942581932850069,0.0
2024-01-01 18:45:00,0.001,0.001,0.0,0.001,0.19655219735291432,0.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.001,0.20261886401958096,0.0
2024-01-01 19:15:00,0.001,0.001,0.0,0.001,0.2978855306862476,0.0
2024-01-01 19:30:00,0.001,0.001,0.0,0.001,1.4931759397255877,0.0
2024-01-01 19:45:00,0.001,0.001,0.0,0.001,2.4310237423726737,0.0
2024-01-01 20:00:00,0.001,0.001,0.0,0.001,0.28829040903934017,0.0
2024-01-01 20:15:00,0.001,0.001,0.0,0.001,0.08615707570600684,0.0
2024-01-01 20:30:00,0.001,0.001,0.0,0.001,0.14193105858046506,0.0
2024-01-01 20:45:00,0.001,0.001,0.0,0.001,0.364218864019581,0.0
2024-01-01 21:00:00,0.001,0.001,0.0,0.001,0.4651915266183401,0.0
2024-01-01 21:15:00,0.001,0.001,0.0,0.001,0.2717092730589211,0.0
2024-01-01 21:30:00,0.001,0.001,0.0,0.001,0.1922426063922545,0.0
2024-01-01 21:45:00,0.001,0.001,6.666666666666667e-05,0.001,0.08069535376481066,0.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.001,0.3190515809608945,0.0
2024-01-01 22:15:00,0.26467826201922107,0.001,1.2004666666666668,0.001,0.3207051953189605,0.0
2024-01-01 22:30:00,0.7920347860576631,0.001,0.001,0.001,0.39955219735291425,1.6
2024-01-01 22:45:00,0.7920347860576631,0.001,0.001,0.001,0.26085435690074293,0.6
2024-01-01 23:00:00,0.7920347860576631,0.001,0.001,0.001,0.20837593972558782,0.0
2024-01-01 23:15:00,0.7920347860576631,0.001,0.001,0.001,0.30764462131383924,0.0
2024-01-01 23:30:00,0.7920347860576631,0.001,0.001,0.001,0.6818904090393402,0.0
2024-01-01 23:45:00,0.7920347860576631,0.001,0.001,0.001,0.08751774644058097,0.0
2024-01-02 00:00:00,0.7920347860576631,0.001,0.9006000000000001,0.001,0.234,0.0
2024-01-02 00:15:00,0.7920347860576631,0.001,1.5003333333333333,0.04455419540545832,0.082,0.0
2024-01-02 00:30:00,0.7920347860576631,0.001,0.001,0.20731554370726968,0.168,0.0
2024-01-02 00:45:00,0.7920347860576631,0.001,0.0009333333333333333,0.8902552693618025,0.14733333333333334,0.0
2024-01-02 01:00:00,0.7920347860576631,0.001,0.0,0.42325419234686357,0.044,0.0
2024-01-02 01:15:00,0.3701495668269094,0.001,0.0,0.1434758900354722,0.09466666666666666,0.0
2024-01-02 01:30:00,0.001,0.001,0.0,0.24618820814434933,0.234,0.0
2024-01-02 01:45:00,0.001,0.001,0.0,0.67508669111518,0.183,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.10709226375653774,0.15766666666666668,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.21072525923273164,0.044,0.0
2024-01-02 02:30:00,0.001,0.001,0.0,0.9959464484620395,0.044,0.0
2024-01-02 02:45:00,0.001,0.001,0.0,1.1512204811753755,0.10733333333333334,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.15392557377093488,0.3373333333333334,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.17367506367595334,0.18066666666666667,0.0
2024-01-02 03:30:00,0.001,0.001,0.0,0.22111259422303073,0.044,0.0
2024-01-02 03:45:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-02 04:00:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-02 04:15:00,0.001,0.001,0.0,0.001,0.21300000000000002,1.4
2024-01-02 04:30:00,0.001,0.001,0.0,0.001,0.36833333333333335,1.0
2024-01-02 04:45:00,0.001,0.001,0.0,0.001,0.044,0.0
2024-01-02 05:00:00,0.001,0.001,0.0,0.001,0.044,0.0
