,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.0,0.001,0.2927,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.2733666666666667,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.2840333333333333,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.18963333333333335,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.19569999999999999,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.19569999999999999,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.6749666666666667,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.28973333333333334,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.09766666666666665,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.4467999999999999,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.27566666666666667,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.1423333333333333,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.4467999999999999,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.047,0.0,1.3333333333333333
2024-01-01 04:30:00,0.0,0.001,0.6180666666666667,0.0,1.6
2024-01-01 04:45:00,0.0,0.001,0.18633333333333332,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.113,0.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.12766666666666668,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.5800666666666666,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.13566666666666669,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.13566666666666669,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.12766666666666668,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.113,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.07434523770585906,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.21788553068624764,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.11655219735291429,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.07855219735291431,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.0864785710391924,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.15533333333333335,0.0,0.0
2024-01-01 08:45:00,1.5003333333333333,0.001,0.6444,0.0,0.0
2024-01-01 09:00:00,1.5003333333333333,0.001,0.23733333333333334,0.0,0.0
2024-01-01 09:15:00,1.6502666666666665,0.001,0.05999999999999999,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.05999999999999999,0.0,0.0
2024-01-01 09:45:00,0.0,0.001,0.0574,0.0,0.0
2024-01-01 10:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 10:15:00,0.0,0.001,0.20766666666666664,0.0,0.0
2024-01-01 10:30:00,0.0,0.001,0.21033333333333332,0.0,0.0
2024-01-01 10:45:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 11:00:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 11:15:00,0.0,0.001,0.047,0.0,0.0
2024-01-01 11:30:00,0.0,0.001,0.047,1.4666666666666666,0.0
2024-01-01 11:45:00,0.0,0.036593312409691596,0.16299999999999998,11.0,0.0
2024-01-01 12:00:00,0.0,0.19006134212123083,0.23299999999999998,9.533333333333333,0.0
2024-01-01 12:15:00,0.0,0.7803025484349668,0.07766666666666668,0.0,0.0
2024-01-01 12:30:00,0.0,0.5492199581826239,0.08524175788233145,0.0,0.0
2024-01-01 12:45:00,0.0,0.1434513441698239,1.3233521973529143,0.0,0.6666666666666666
2024-01-01 13:00:00,0.0,0.2554147936828785,1.3317521973529145,0.0,2.0
2024-01-01 13:15:00,0.0,0.67508669111518,1.3604855306862476,0.0,0.26666666666666666
2024-01-01 13:30:00,0.0,0.09870951859967539,0.5649121973529143,0.0,0.0
2024-01-01 13:45:00,0.0,0.06140199084465021,0.89203102543136,0.0,0.0
2024-01-01 14:00:00,0.0,0.001,0.2132874396405862,0.0,0.0
2024-01-01 14:15:00,0.0,0.001,0.2001759397255878,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.11604260639225447,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.2680426063922544,0.0,0.0
2024-01-01 15:00:00,0.0,0.001,0.1527759397255878,0.0,0.0
2024-01-01 15:15:00,0.0,0.001,0.2101290436588803,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.24066666666666667,0.0,0.0
2024-01-01 15:45:00,0.0,0.001,0.138,0.0,0.0
2024-01-01 16:00:00,0.0,0.001,0.12853333333333333,0.0,0.0
2024-01-01 16:15:00,0.0,0.001,0.5608,0.0,0.0
2024-01-01 16:30:00,0.0,0.001,0.058035492881161936,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.08196202043147732,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.15164260639225446,1.4666666666666666,0.0
2024-01-01 17:15:00,0.0,0.001,0.19137593972558783,0.0,0.0
2024-01-01 17:30:00,0.0,0.001,0.2514032771268286,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,0.2758855306862476,0.0,0.0
