,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,15.0,0.23205198726365445,14.98937666182704,13.506600802095095,12.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,15.7,0.25666338925418286,15.080290994387967,13.520584781176535,12.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,15.0,0.3289551181885498,15.535689148251542,13.538976252710906,12.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,15.0,0.32490355924170944,15.51788694368747,13.559917694000669,12.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,15.0,0.31720885358678214,15.488613620154968,13.580068311529121,12.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,15.0,0.30974183853100856,15.46003135421318,13.599437608700713,12.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,15.0,0.302495629250882,15.432119704293408,13.618049690834251,12.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,15.0,0.2954635494858223,15.404858846912797,13.635927931804103,12.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,15.0,0.2968470034167868,15.37785850398347,13.650951178328,11.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,15.0,0.2913444739715539,15.351014272702963,13.66288295833682,11.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,15.0,0.28545097505974976,15.324715335499512,13.674219507901388,11.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,15.0,0.27972860604040173,15.298945850013348,13.684979453572351,11.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,15.0,0.2741722008135483,15.273690452159501,13.695180856048927,11.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,15.0,0.2687767497551372,15.248934241641281,13.704841227326968,11.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,15.0,0.2635373949762051,15.224662767902677,13.713977547327522,11.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,15.0,0.25844942572569557,15.20086201650634,13.722606280021502,11.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,15.0,0.2535082739325633,15.1775183959243,13.730743389065838,11.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,2.0,15.0,0.2487095098829432,15.154618724728874,13.738404352965858,11.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,1.0,18.266666666666666,0.29396483690761843,15.499812674066497,13.746989256627367,11.0,0.0,0.0,0,0,0
2024-01-01 04:45:00,2.0,15.233333333333333,0.37936709924512013,16.007297335854197,13.76337666039002,11.0,0.0,0.0,0,0,0
2024-01-01 05:00:00,1.0,15.466666666666667,0.381224836893282,15.980650577808996,13.779910147206975,10.0,0.0,0.0,0,0,0
2024-01-01 05:15:00,2.0,15.233333333333333,0.40103609105859434,16.11934853844628,13.794417892074607,10.0,0.0,0.0,0,0,0
2024-01-01 05:30:00,2.0,15.0,0.3949108134215558,16.087028536878368,13.809501748218281,10.0,0.0,0.0,0,0,0
2024-01-01 05:45:00,2.0,15.0,0.3870815624371577,16.051373134102572,13.823802823485979,10.0,0.0,0.0,0,0,0
2024-01-01 06:00:00,1.0,17.566666666666666,0.4083301648219562,16.238848286138964,13.83797084270068,10.0,0.7999999999999998,0.7709722222222223,1,1,0
2024-01-01 06:15:00,1.0,18.5,0.5338159578610291,17.067791338437967,13.859342212352123,10.0,0.7999999999999998,0.0,1,0,0
2024-01-01 06:30:00,1.0,18.5,0.6653070556690388,17.925215302671724,13.892365105146252,10.0,0.7999999999999998,0.0,1,0,0
2024-01-01 06:45:00,1.0,18.5,0.7925633865324753,18.758651800294313,13.9367258612193,10.0,0.7999999999999998,0.0,1,0,0
2024-01-01 07:00:00,1.0,18.5,0.8312976752801121,18.9997166679991,13.988966771589679,10.0,0.7999999999999998,0.0,1,0,0
2024-01-01 07:15:00,1.0,18.5,0.8115952816408049,18.924819183275243,14.040549687534012,10.0,0.7999999999999998,0.0,1,0,0
2024-01-01 07:30:00,1.0,18.5,0.792486646763898,18.851690165767142,14.090133061360657,10.0,0.7999999999999998,0.0,1,0,0
2024-01-01 07:45:00,1.0,18.5,0.7739430826194263,18.780277302837224,14.137778581943815,10.0,0.7999999999999998,0.0,1,0,1
2024-01-01 08:00:00,1.0,18.5,0.7367937221178803,18.711405638753693,14.183549639662422,10.0,0.0,0.0,0,0,0
2024-01-01 08:15:00,1.0,18.5,0.7182437633620028,18.64513380440251,14.227521565512394,10.0,0.0,0.0,0,0,0
2024-01-01 08:30:00,3.0,18.5,0.7015791820468694,18.58040420971269,14.269755166931303,10.0,0.0,0.0,0,0,0
2024-01-01 08:45:00,1.0,18.5,0.6854065947069192,18.5171713073757,14.310304140791489,10.0,0.0,0.0,0,0,0
2024-01-01 09:00:00,1.0,18.5,0.6460728320340977,18.456471749251474,14.34922496445045,10.0,0.7651666666666664,0.7361388888888889,1,1,0
2024-01-01 09:15:00,1.0,18.5,0.6295000445248335,18.39839577422179,14.386589511544033,10.0,0.7999999999999995,0.0,1,0,0
2024-01-01 09:30:00,3.0,18.5,0.6150667605911747,18.341655516350716,14.422452371701542,10.0,0.7999999999999995,0.0,1,0,0
2024-01-01 09:45:00,3.0,18.5,0.6010590253299258,18.28621157969899,14.45685997976552,10.0,0.7999999999999995,0.0,1,0,1
2024-01-01 10:00:00,1.0,18.5,0.4910665394554022,18.236429135568095,14.492017632022145,11.0,0.0,0.0,0,0,0
2024-01-01 10:15:00,1.0,18.5,0.4717518580743623,18.19285336456516,14.528307224705099,11.0,0.0,0.0,0,0,0
2024-01-01 10:30:00,1.0,18.5,0.4597195477844309,18.150391292629415,14.56331718734507,11.0,0.7999999999999997,0.7651666666666667,1,1,0
2024-01-01 10:45:00,1.0,18.5,0.4480460669457506,18.1090097000105,14.597086746787182,11.0,0.7999999999999997,0.0,1,0,0
2024-01-01 11:00:00,1.0,18.5,0.3468669107004075,18.07278054452001,14.631812990102784,12.0,0.7999999999999997,0.0,1,0,0
2024-01-01 11:15:00,1.0,18.5,0.33012996007512024,18.042217978277314,14.667865117676557,12.0,0.7999999999999997,0.0,1,0,0
2024-01-01 11:30:00,1.0,18.5,0.3201464373896199,18.012579683223354,14.702823430237938,12.0,0.7999999999999997,0.0,1,0,0
