,Occupancy,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-01-01 00:00:00,2.0,0.0,0.076,60.0,60.0,0.0
2024-01-01 00:01:00,2.0,0.0,0.07599128523650263,60.0,59.99564261825132,0.0
2024-01-01 00:02:00,2.0,0.0,0.07598257147230925,60.0,59.99128573615462,0.0
2024-01-01 00:03:00,2.0,0.0,0.07597385870730526,60.0,59.98692935365263,0.0
2024-01-01 00:04:00,2.0,0.0,0.07596514694137609,60.0,59.982573470688045,0.0
2024-01-01 00:05:00,2.0,0.0,0.07595643617440717,60.0,59.97821808720359,0.0
2024-01-01 00:06:00,2.0,0.0,0.07594772640628397,60.0,59.97386320314199,0.0
2024-01-01 00:07:00,2.0,0.0,0.07593901763689195,60.0,59.96950881844597,0.0
2024-01-01 00:08:00,2.0,0.0,0.07593030986611657,60.0,59.96515493305829,0.0
2024-01-01 00:09:00,2.0,0.0,0.07592160309384334,60.0,59.96080154692167,0.0
2024-01-01 00:10:00,2.0,0.0,0.07591289731995776,60.0,59.95644865997888,0.0
2024-01-01 00:11:00,2.0,0.0,0.07590419254434536,60.0,59.952096272172675,0.0
2024-01-01 00:12:00,2.0,0.0,0.07589548876689163,60.0,59.947744383445816,0.0
2024-01-01 00:13:00,2.0,0.0,0.07588678598748215,60.0,59.94339299374107,0.0
2024-01-01 00:14:00,2.0,0.0,0.07587808420600246,60.0,59.93904210300123,0.0
2024-01-01 00:15:00,2.0,0.0,0.07586938342233814,60.0,59.934691711169066,0.0
2024-01-01 00:16:00,2.0,0.0,0.07586068363637474,60.0,59.93034181818737,0.0
2024-01-01 00:17:00,2.0,0.0,0.0758519848479979,60.0,59.92599242399895,0.0
2024-01-01 00:18:00,2.0,0.0,0.07584328705709321,60.0,59.9216435285466,0.0
2024-01-01 00:19:00,2.0,0.0,0.07583459026354629,60.0,59.917295131773145,0.0
2024-01-01 00:20:00,2.0,0.0,0.07582589446724278,60.0,59.91294723362139,0.0
2024-01-01 00:21:00,2.0,0.0,0.07581719966806831,60.0,59.908599834034156,0.0
2024-01-01 00:22:00,2.0,0.0,0.07580850586590858,60.0,59.904252932954286,0.0
2024-01-01 00:23:00,2.0,0.0,0.07579981306064923,60.0,59.899906530324614,0.0
2024-01-01 00:24:00,2.0,0.0,0.07579112125217596,60.0,59.89556062608798,0.0
2024-01-01 00:25:00,2.0,0.0,0.07578243044037447,60.0,59.891215220187235,0.0
2024-01-01 00:26:00,2.0,0.0,0.07577374062513047,60.0,59.886870312565236,0.0
2024-01-01 00:27:00,2.0,0.0,0.0757650518063297,60.0,59.88252590316485,0.0
2024-01-01 00:28:00,2.0,0.0,0.07575636398385788,60.0,59.87818199192894,0.0
2024-01-01 00:29:00,2.0,0.0,0.07574767715760078,60.0,59.87383857880039,0.0
2024-01-01 00:30:00,2.0,0.0,0.07573899132744416,60.0,59.86949566372208,0.0
2024-01-01 00:31:00,2.0,0.0,0.0757303064932738,60.0,59.86515324663689,0.0
2024-01-01 00:32:00,2.0,0.0,0.07572162265497547,60.0,59.86081132748773,0.0
2024-01-01 00:33:00,2.0,0.0,0.075712939812435,60.0,59.8564699062175,0.0
2024-01-01 00:34:00,2.0,0.0,0.0757042579655382,60.0,59.8521289827691,0.0
2024-01-01 00:35:00,2.0,0.0,0.07569557711417092,60.0,59.84778855708546,0.0
2024-01-01 00:36:00,2.0,0.0,0.07568689725821898,60.0,59.84344862910949,0.0
2024-01-01 00:37:00,2.0,0.0,0.07567821839756825,60.0,59.83910919878412,0.0
2024-01-01 00:38:00,2.0,0.0,0.07566954053210459,60.0,59.834770266052296,0.0
