,Occupancy,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-01-01 00:00:00,2.0,15.0,15.0,13.5,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:01:00,2.0,15.0,14.99768556072521,13.501201929165017,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:02:00,2.0,15.0,14.995376360061547,13.502397747053577,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:03:00,2.0,15.0,14.993072381188638,13.503587474949141,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:04:00,2.0,15.0,14.990773607342556,13.504771134063187,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:05:00,2.0,15.0,14.988480021815619,13.505948745535445,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:06:00,2.0,15.0,14.986191607956204,13.507120330434143,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:07:00,2.0,15.0,14.983908349168562,13.508285909756246,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:08:00,2.0,15.0,14.981630228912621,13.509445504427697,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:09:00,2.0,15.0,14.979357230703808,13.510599135303659,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:10:00,2.0,15.0,14.977089338112854,13.511746823168748,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:11:00,2.0,15.0,14.974826534765612,13.512888588737278,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:12:00,2.0,15.0,14.972568804342867,13.514024452653494,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:13:00,2.0,15.0,14.970316130580159,13.515154435491807,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:14:00,2.0,15.0,14.96806849726759,13.516278557757033,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:15:00,2.0,15.0,14.965825888249645,13.517396839884627,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:16:00,2.0,15.0,14.963588287425008,13.518509302240917,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:17:00,2.0,15.0,14.961355678746376,13.51961596512333,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:18:00,2.0,15.0,14.95912804622028,13.52071684876064,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:19:00,2.0,15.0,14.956905373906906,13.521811973313186,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:20:00,2.0,15.0,14.954687645919908,13.522901358873105,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:21:00,2.0,15.0,14.952474846426233,13.523985025464567,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:22:00,2.0,15.0,14.950266959645937,13.525062993044001,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:23:00,2.0,15.0,14.948063969852011,13.526135281500325,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:24:00,2.0,15.0,14.945865861370201,13.52720191065517,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:25:00,2.0,15.0,14.943672618578827,13.528262900263114,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:26:00,2.0,15.0,14.941484225908606,13.529318270011897,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:27:00,2.0,15.0,14.939300667842483,13.53036803952266,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:28:00,2.0,15.0,14.937121928915445,13.53141222835016,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:29:00,2.0,15.0,14.934947993714353,13.532450855982995,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:30:00,2.0,15.0,14.932778846877762,13.533483941843834,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:31:00,2.0,15.0,14.930614473095751,13.534511505289629,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:32:00,2.0,15.0,14.928454857109747,13.535533565611846,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:33:00,2.0,15.0,14.926299983712351,13.53655014203668,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:34:00,2.0,15.0,14.924149837747168,13.537561253725274,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:35:00,2.0,15.0,14.922004404108634,13.538566919773949,12.0,1.7971884720923041,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:36:00,2.0,15.0,14.919863667741843,13.539567159214409,12.0,1.7971884720923041,3.85112,0.0,60.0,60.0,1.0
2024-01-01 00:37:00,2.0,15.0,14.917727613642382,13.540561991013966,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:38:00,2.0,15.0,14.915596226856154,13.541551434075759,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:39:00,2.0,15.0,14.913469492479212,13.542535507238963,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:40:00,2.0,15.0,14.911347395657588,13.543514229279014,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:41:00,2.0,15.0,14.909229921587126,13.544487618907816,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:42:00,2.0,15.0,14.907117055513316,13.545455694773963,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:43:00,2.0,15.0,14.905008782731123,13.546418475462945,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:44:00,2.0,15.0,14.902905088584822,13.547375979497364,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:45:00,2.0,15.0,14.900805958467831,13.548328225337148,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:46:00,2.0,15.0,14.898711377822549,13.549275231379758,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:47:00,2.0,15.0,14.896621332140185,13.550217015960405,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:48:00,2.0,15.0,14.894535806960599,13.551153597352254,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:49:00,2.0,15.0,14.892454787872133,13.552084993766638,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:50:00,2.0,15.0,14.89037826051145,13.55301122335326,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:51:00,2.0,15.0,14.888306210563377,13.553932304200407,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:52:00,2.0,15.0,14.886238623760729,13.554848254335157,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:53:00,2.0,15.0,14.88417548588416,13.555759091723582,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:54:00,2.0,15.0,14.882116782761997,13.556664834270956,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:55:00,2.0,15.0,14.880062500270078,13.55756549982196,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:56:00,2.0,15.0,14.878012624331594,13.558461106160884,12.0,1.7971884720923041,0.0,0.0,60.0,59.7792,0.0
2024-01-01 00:57:00,2.0,15.0,14.87596714091693,13.559351671011836,12.0,1.7971884720923041,3.85112,0.0,60.0,59.7792,1.0
2024-01-01 00:58:00,2.0,15.0,14.873926036043505,13.560237212038937,12.0,1.7971884720923041,3.85112,0.0,60.0,59.558400000000006,1.0
2024-01-01 00:59:00,2.0,15.0,14.871889295775608,13.561117746846532,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:00:00,2.0,15.0,14.869856906224252,13.561993292979386,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:01:00,2.0,15.0,14.867828853547005,13.562863867922887,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:02:00,2.0,15.0,14.86580512394784,13.563729489103245,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:03:00,2.0,15.0,14.863785703676978,13.564590173887694,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:04:00,2.0,15.0,14.861770579030729,13.565445939584688,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:05:00,2.0,15.0,14.859759736351338,13.566296803444102,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:06:00,2.0,15.0,14.857753162026828,13.567142782657426,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:07:00,2.0,15.0,14.855750842490854,13.567983894357965,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:08:00,2.0,15.0,14.853752764222541,13.568820155621038,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:09:00,2.0,15.0,14.851758913746334,13.569651583464166,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:10:00,2.0,15.0,14.849769277631841,13.570478194847272,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:11:00,2.0,15.0,14.847783842493689,13.571300006672875,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:12:00,2.0,15.0,14.845802594991364,13.572117035786281,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:13:00,2.0,15.0,14.843825521829066,13.572929298975781,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:14:00,2.0,15.0,14.841852609755556,13.57373681297284,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:15:00,2.0,15.0,14.839883845564001,13.574539594452284,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:16:00,2.0,15.0,14.837919216091837,13.575337660032503,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:17:00,2.0,15.0,14.835958708220605,13.576131026275629,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:18:00,2.0,15.0,14.834002308875814,13.576919709687733,12.0,1.7971884720923041,0.0,0.0,60.0,59.33760000000001,0.0
2024-01-01 01:19:00,2.0,15.0,14.832050005026781,13.577703726719013,12.0,1.7971884720923041,3.85112,0.0,60.0,59.33760000000001,1.0
2024-01-01 01:20:00,2.0,15.0,14.8301017836865,13.578483093763982,12.0,1.7971884720923041,3.85112,0.0,60.0,59.11680000000001,1.0
2024-01-01 01:21:00,2.0,15.0,14.828157631911477,13.579257827161653,12.0,1.7971884720923041,0.0,0.0,60.0,58.896000000000015,0.0
2024-01-01 01:22:00,2.0,15.0,14.826217536801597,13.58002794319573,12.0,1.7971884720923041,0.0,0.0,60.0,59.06800191113236,0.0
2024-01-01 01:23:00,2.0,15.0,14.824281485499968,13.580793458094796,12.0,1.7971884720923041,0.0,0.0,60.0,59.24000382226471,0.0
2024-01-01 01:24:00,2.0,15.0,14.822349465192785,13.58155438803249,12.0,1.7971884720923041,0.0,0.0,60.0,59.41200573339706,0.0
2024-01-01 01:25:00,2.0,15.0,14.820421463109174,13.582310749127705,12.0,1.7971884720923041,3.85112,0.0,60.0,59.58400764452941,1.0
2024-01-01 01:26:00,2.0,15.0,14.818497466521057,13.583062557444764,12.0,1.7971884720923041,3.85112,0.0,60.0,59.53520955566175,1.0
2024-01-01 01:27:00,2.0,15.0,14.816577462743002,13.583809828993605,12.0,1.7971884720923041,0.0,0.0,60.0,59.486411466794095,0.0
2024-01-01 01:28:00,2.0,15.0,14.81466143913208,13.584552579729968,12.0,1.7971884720923041,0.0,0.0,60.0,59.65841337792644,0.0
2024-01-01 01:29:00,2.0,15.0,14.812749383087723,13.585290825555571,12.0,1.7971884720923041,0.0,0.0,60.0,59.83041528905879,0.0
2024-01-01 01:30:00,2.0,15.0,14.810841282051586,13.586024582318304,12.0,1.7971884720923041,3.85112,0.0,60.0,60.00241720019114,1.0
2024-01-01 01:31:00,2.0,15.0,14.808937123507391,13.586753865812398,12.0,1.7971884720923041,3.85112,0.0,60.0,59.95361911132348,1.0
2024-01-01 01:32:00,2.0,15.0,14.8070368949808,13.587478691778612,12.0,1.7971884720923041,0.0,0.0,60.0,59.90482102245583,0.0
2024-01-01 01:33:00,2.0,15.0,14.805140584039268,13.588199075904415,12.0,1.7971884720923041,0.0,0.0,60.0,60.076822933588176,0.0
2024-01-01 01:34:00,2.0,15.0,14.803248178291899,13.588915033824161,12.0,1.7971884720923041,0.0,0.0,60.0,60.248824844720524,0.0
2024-01-01 01:35:00,2.0,15.0,14.801359665389308,13.589626581119274,12.0,1.7971884720923041,0.0,0.0,60.0,60.42082675585287,0.0
2024-01-01 01:36:00,2.0,15.0,14.799475033023484,13.59033373331842,12.0,1.7971884720923041,0.0,0.0,60.0,60.59282866698522,0.0
2024-01-01 01:37:00,2.0,15.0,14.797594268927647,13.591036505897689,12.0,1.7971884720923041,0.0,0.0,60.0,60.76483057811757,0.0
2024-01-01 01:38:00,2.0,15.0,14.79571736087611,13.591734914280773,12.0,1.7971884720923041,0.0,0.0,60.0,60.936832489249916,0.0
2024-01-01 01:39:00,2.0,15.0,14.793844296684139,13.592428973839139,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:40:00,2.0,15.0,14.791975064207822,13.593118699892209,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:41:00,2.0,15.0,14.790109651343922,13.593804107707534,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:42:00,2.0,15.0,14.788248046029743,13.594485212500969,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:43:00,2.0,15.0,14.786390236243,13.595162029436846,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:44:00,2.0,15.0,14.78453621000167,13.595834573628153,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:45:00,2.0,15.0,14.78268595536387,13.596502860136699,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:46:00,2.0,15.0,14.780839460427712,13.597166903973292,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:47:00,2.0,15.0,14.778996713331173,13.597826720097911,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:48:00,2.0,15.0,14.777157702251959,13.598482323419878,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:49:00,2.0,15.0,14.77532241540737,13.599133728798025,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:50:00,2.0,15.0,14.77349084105417,13.599780951040866,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:51:00,2.0,15.0,14.771662967488451,13.60042400490677,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:52:00,2.0,15.0,14.769838783045502,13.601062905104127,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:53:00,2.0,15.0,14.768018276099676,13.601697666291518,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:54:00,2.0,15.0,14.766201435064259,13.60232830307788,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:55:00,2.0,15.0,14.764388248391338,13.602954830022675,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:56:00,2.0,15.0,14.762578704571672,13.603577261636062,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:57:00,2.0,15.0,14.76077279213456,13.604195612379053,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:58:00,2.0,15.0,14.758970499647711,13.60480989666369,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 01:59:00,2.0,15.0,14.757171815717117,13.605420128853204,12.0,1.7971884720923041,0.0,0.0,60.0,61.108834400382264,0.0
2024-01-01 02:00:00,2.0,15.0,14.755376728986919,13.606026323262178,11.0,1.7971884720923041,3.85112,0.0,60.0,61.108834400382264,1.0
2024-01-01 02:01:00,2.0,15.0,14.753545594559757,13.605930433214887,11.0,1.7971884720923041,3.85112,0.0,60.0,60.88803440038227,1.0
