,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.3460759397255878,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.3819543569007429,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.597436610460162,0.0,0.2
2024-01-01 00:45:00,0.001,0.001,0.001,0.3274092730589212,0.0,3.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.2124550607844221,0.0,1.6
2024-01-01 01:15:00,0.001,0.001,0.001,0.13019707570600683,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.0578237423726735,0.0,1.6
2024-01-01 01:45:00,0.001,0.001,0.001,0.26518441310724766,0.0,1.6
2024-01-01 02:00:00,0.001,0.001,0.001,0.18866666666666668,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.9788666666666667,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.036593312409691596,0.17926666666666666,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.19006134212123083,0.046,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.7803025484349668,0.201,0.0,0.4
2024-01-01 03:15:00,0.001,0.001,0.5492199581826239,0.18866666666666668,0.0,2.2
2024-01-01 03:30:00,0.001,0.001,0.1434513441698239,0.10466666666666667,0.8,0.0
2024-01-01 03:45:00,0.001,0.001,0.2554147936828785,0.046,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.67508669111518,0.046,0.8,0.0
2024-01-01 04:15:00,0.001,0.001,0.09870951859967539,0.201,3.0,1.6
2024-01-01 04:30:00,0.001,0.001,0.18557756726486918,0.10800000000000001,3.0,3.0
2024-01-01 04:45:00,0.001,0.001,0.8314813029734992,0.14866666666666667,3.0,0.8
2024-01-01 05:00:00,0.001,0.001,1.341038226434923,0.08266666666666667,3.0,1.4
2024-01-01 05:15:00,0.001,0.001,0.14565805940498583,0.046,0.0,3.0
2024-01-01 05:30:00,0.001,0.001,0.09304106819912472,0.201,0.0,2.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.10800000000000001,1.2,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.5937333333333333,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.5558,0.6,3.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.5937333333333332,1.2,1.8
2024-01-01 06:45:00,0.001,0.001,0.001,0.201,3.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.001,0.6410666666666667,2.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.046,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,1.2144000000000001,0.0,0.2
2024-01-01 07:45:00,0.001,0.001,0.001,2.2706666666666666,0.0,3.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.3424666666666667,0.0,3.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.1158,0.0,3.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.059000000000000004,0.0,2.2
2024-01-01 08:45:00,0.001,0.001,0.001,0.059000000000000004,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.11766666666666667,2.4,0.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.2946666666666667,0.0,2.4
2024-01-01 09:30:00,0.001,1.4491974914579884,0.001,0.121,0.0,2.6
2024-01-01 09:45:00,0.001,1.9244796209905488,0.001,0.059000000000000004,0.0,0.0
2024-01-01 10:00:00,0.001,1.97843492348752,0.1613153268107452,0.5920666666666665,0.0,0.0
2024-01-01 10:15:00,0.05373565240384421,1.653646877195888,0.4742561237541715,0.050333333333333334,0.0,0.0
2024-01-01 10:30:00,0.7920347860576631,0.03426666666666667,0.614273171681349,1.4142000000000001,0.0,0.0
2024-01-01 10:45:00,0.7920347860576631,0.001,0.15269830158935585,1.6190666666666664,0.0,0.0
2024-01-01 11:00:00,0.7920347860576631,0.001,0.3591484120935252,0.1343147982352762,0.0,0.0
2024-01-01 11:15:00,0.7920347860576631,0.001,0.5335746978428758,0.2309816943019837,0.6,0.0
2024-01-01 11:30:00,0.7920347860576631,0.001,0.22013987331463125,4.121409273058921,1.8,0.0
2024-01-01 11:45:00,0.7920347860576631,0.001,0.9795795582158954,3.448009273058921,0.0,1.4
2024-01-01 12:00:00,0.7920347860576631,0.001,0.3190568556123789,0.5442092730589212,0.0,1.4
2024-01-01 12:15:00,0.7920347860576631,0.001,0.14121900394048875,1.4669426063922544,0.0,0.0
2024-01-01 12:30:00,0.7920347860576631,0.001,0.23940084995644734,4.797374474823645,0.0,0.0
2024-01-01 12:45:00,0.7920347860576631,0.001,0.67508669111518,3.7531426063922546,0.0,0.0
2024-01-01 13:00:00,0.7920347860576631,0.9808338158094145,0.11586924878944922,2.6860092730589216,0.0,2.0
2024-01-01 13:15:00,0.7920347860576631,1.8718670002722217,0.23374226993171238,1.781409273058921,0.0,2.0
2024-01-01 13:30:00,0.7920347860576631,1.9694928551016753,1.1687090628504015,0.3480759397255878,0.0,1.6
2024-01-01 13:45:00,0.7920347860576631,1.8811419253958235,0.9583355868984219,0.25063912656872683,0.0,1.4
2024-01-01 14:00:00,0.001,0.3366899832194773,0.08549145888017394,0.22265707570600682,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.0283419891600648,1.7557237423726735,1.6,2.0
