,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,15.0,0.6582995636758991,14.991064362618356,13.504860671928999,12.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,15.0,0.6582995636758991,14.97213886695555,13.515026263354425,12.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,15.0,0.6582995636758991,14.953552126403073,13.524811204012344,12.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,15.0,0.6582995636758991,14.935295867140296,13.534225499849152,12.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,15.0,0.6582995636758991,14.917362025313487,13.543278901034386,12.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,15.0,0.6582995636758991,14.899742741686833,13.551980908481418,12.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,15.0,0.6582995636758991,14.882430356429742,13.560340780201964,12.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,15.0,0.6582995636758991,14.865417404037007,13.568367537498622,12.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,15.0,0.6582995636758991,14.848326804333263,13.5739248639293,11.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,15.0,0.6582995636758991,14.83107170209796,13.57675670275412,11.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,15.0,0.6582995636758991,14.8140538545069,13.579344907380216,11.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,15.0,0.6582995636758991,14.797267722252462,13.58169611673249,11.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,15.0,0.6582995636758991,14.7807079059316,13.583816799458363,11.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,15.0,0.6582995636758991,14.764369142483401,13.585713258270221,11.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,15.0,0.6582995636758991,14.748246301717423,13.587391634177143,11.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,15.0,0.6582995636758991,14.732334382930492,13.588857910608805,11.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,15.0,0.6582995636758991,14.716628511609724,13.590117917434245,11.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,17.566666666666666,0.6582995636758991,14.923659431647543,13.591694473368623,11.0,0.7999999999999997,0.7791,1,1,0
2024-01-01 04:30:00,1.0,18.5,0.6582995636758991,15.773031706624499,13.599616129198877,11.0,0.7999999999999997,0.0,1,0,0
2024-01-01 04:45:00,2.0,16.633333333333333,0.6582995636758991,16.539121204926214,13.617392084258428,11.0,0.7999999999999997,0.0,1,0,0
2024-01-01 05:00:00,2.0,15.0,0.6582995636758991,16.614296644765307,13.637841004519622,10.0,0.7999999999999997,0.0,1,0,0
2024-01-01 05:15:00,2.0,15.0,0.6582995636758991,16.575894936727238,13.65533870726774,10.0,0.7999999999999997,0.0,1,0,0
2024-01-01 05:30:00,1.0,17.566666666666666,0.6582995636758991,16.760681280857074,13.672631450669735,10.0,0.7999999999999997,0.0,1,0,0
2024-01-01 05:45:00,1.0,18.5,0.6582995636758991,17.58824905844404,13.695761346566725,10.0,0.7999999999999997,0.0,1,0,1
2024-01-01 06:00:00,2.0,15.233333333333333,0.6582995636758991,18.078443997981548,13.727287342620315,10.0,0.0,0.0,0,0,0
2024-01-01 06:15:00,2.0,15.0,0.6582995636758991,18.027589259978452,13.760203561069185,10.0,0.7999999999999998,0.7825833333333334,1,1,0
2024-01-01 06:30:00,1.0,17.566666666666666,0.6582995636758991,18.196231911621076,13.792480580166705,10.0,0.7999999999999998,0.0,1,0,0
