,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,1.0,60.0,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,1.0,60.0,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,1.0,59.6872,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,1.0,59.355999999999995,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,1.0,59.17199999999999,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,1.0,59.17199999999999,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,1.0,59.17199999999999,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,1.0,59.93583602484471,60.0,0.770224,0.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,1.0,60.97149851887243,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,1.0,60.45629851887243,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,1.0,60.10669851887242,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,1.0,59.90429851887242,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,1.0,59.481098518872415,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,1.0,58.3820525561395,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,1.0,61.27009077878645,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,1.0,59.68575824175826,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,1.0,59.68575824175826,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,59.68575824175826,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,1.0,59.446558241758254,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 04:45:00,1.0,59.13375824175825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 05:00:00,1.0,59.13375824175825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 05:15:00,1.0,58.129261729574786,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-01 05:30:00,1.0,60.95792642140473,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 05:45:00,1.0,61.08641796464409,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-01 06:00:00,1.0,59.34437916865749,60.0,2.053930666666667,0.0,0.0,0.0,0,0,0
2024-01-01 06:15:00,1.0,60.55507768752993,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 06:30:00,1.0,60.499877687529924,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 06:45:00,1.0,60.23362216913529,60.0,1.7971893333333335,0.0,0.0,0.0,0,0,0
2024-01-01 07:00:00,1.0,61.076238891543326,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 07:15:00,1.0,61.076238891543326,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 07:30:00,1.0,61.02103889154333,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 07:45:00,1.0,59.34092307692317,60.0,4.6213440000000015,0.0,0.0,0.0,0,0,0
2024-01-01 08:00:00,1.0,61.05074438604884,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 08:15:00,1.0,61.28963592928822,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 08:30:00,1.0,60.976835929288214,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 08:45:00,1.0,60.627235929288204,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 09:00:00,1.0,60.461635929288214,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 09:15:00,1.0,60.461635929288214,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 09:30:00,1.0,59.98130339226001,60.0,1.7971893333333335,0.0,0.0,0.0,0,0,0
2024-01-01 09:45:00,1.0,60.82979952221703,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 10:00:00,1.0,61.20267176301971,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 10:15:00,1.0,60.926671763019705,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 10:30:00,1.0,60.926671763019705,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 10:45:00,1.0,60.3378717630197,60.0,0.770224,0.0,0.0,0.0,0,0,0
2024-01-01 11:00:00,1.0,59.73067176301969,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 11:15:00,1.0,59.307471763019684,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 11:30:00,1.0,59.25776091734362,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 11:45:00,1.0,60.426170281892134,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-01 12:00:00,1.0,61.2803822264693,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 12:15:00,1.0,61.2803822264693,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 12:30:00,1.0,59.80644968944111,60.0,2.310672,0.0,0.0,0.0,0,0,0
2024-01-01 12:45:00,1.0,60.51385188724331,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-01 13:00:00,1.0,59.26234343048269,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 13:15:00,1.0,56.63385647396095,60.0,6.161792000000001,0.0,0.0,0.0,0,0,0
2024-01-01 13:30:00,1.0,59.76249211657923,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 13:45:00,1.0,61.15517630195908,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 14:00:00,1.0,61.13677630195908,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 14:15:00,1.0,60.603176301959074,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 14:30:00,1.0,60.603176301959074,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-01 14:45:00,1.0,60.59552795031074,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 15:00:00,1.0,61.04200019111342,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 15:15:00,1.0,60.82120019111341,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 15:30:00,1.0,60.82120019111341,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 15:45:00,1.0,60.49000019111341,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-01 16:00:00,1.0,58.98522885809862,60.0,4.6213440000000015,0.0,0.0,0.0,0,0,0
2024-01-01 16:15:00,1.0,59.50005733397061,60.0,0.770224,0.0,0.0,0.0,0,0,0
2024-01-01 16:30:00,1.0,61.029970377448876,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 16:45:00,1.0,60.50185953177281,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-01 17:00:00,1.0,60.44133397037771,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 17:15:00,1.0,61.301343526039446,60.0,0.0,0.0,0.7298055555555556,0.7039444444444445,1,1,0
2024-01-01 17:30:00,1.0,60.878143526039445,60.0,0.5134826666666666,0.0,0.7575138888888889,0.0,1,0,0
2024-01-01 17:45:00,1.0,60.69414352603943,60.0,0.2567413333333333,0.0,0.7852222222222223,0.0,1,0,0
2024-01-01 18:00:00,1.0,60.00043268036337,60.0,2.053930666666667,0.0,0.8,0.0,1,0,0
2024-01-01 18:15:00,1.0,60.63036980410921,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-01 18:30:00,1.0,61.13204204491188,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-01 18:45:00,1.0,60.83764204491188,60.0,1.0269653333333333,0.0,0.8,0.0,1,0,0
2024-01-01 19:00:00,1.0,59.887728619207145,60.0,2.310672,0.0,0.8,0.0,1,0,0
2024-01-01 19:15:00,1.0,61.12741519350243,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-01 19:30:00,1.0,60.906615193502425,60.0,1.7971893333333335,0.0,0.8,0.0,1,0,0
2024-01-01 19:45:00,1.0,58.93588265647424,60.0,1.5404480000000003,0.0,0.8,0.0,1,0,0
2024-01-01 20:00:00,1.0,58.80438834209299,60.0,3.0808960000000005,0.0,0.8,0.0,1,0,0
2024-01-01 20:15:00,1.0,61.011935021500555,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-01 20:30:00,1.0,61.035824175824494,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-01 20:45:00,1.0,61.035824175824494,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-01 21:00:00,1.0,60.8702241758245,60.0,0.2567413333333333,0.0,0.8,0.0,1,0,0
2024-01-01 21:15:00,1.0,60.61262417582449,60.0,0.2567413333333333,0.0,0.8,0.0,1,0,0
2024-01-01 21:30:00,1.0,60.179761490683546,60.0,1.5404480000000003,0.0,0.8,0.0,1,0,0
2024-01-01 21:45:00,1.0,61.25709622551395,60.0,0.2567413333333333,0.0,0.8,0.0,1,0,0
2024-01-01 22:00:00,1.0,60.876185379837885,60.0,0.2567413333333333,0.0,0.8,0.0,1,0,0
2024-01-01 22:15:00,2.0,60.32418537983788,60.0,0.5134826666666666,0.0,0.8,0.0,1,0,0
2024-01-01 22:30:00,2.0,58.7737949354996,60.0,4.6213440000000015,0.0,0.8,0.0,1,0,0
2024-01-01 22:45:00,2.0,60.495910176780086,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-01 23:00:00,2.0,61.355919732441826,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-01 23:15:00,2.0,61.07991973244182,60.0,0.770224,0.0,0.8,0.0,1,0,0
2024-01-01 23:30:00,2.0,60.32551973244181,60.0,0.5134826666666666,0.0,0.8,0.0,1,0,0
2024-01-01 23:45:00,2.0,59.97591973244182,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-02 00:00:00,2.0,59.791919732441805,60.0,3.337637333333334,0.0,0.8,0.0,1,0,0
2024-01-02 00:15:00,2.0,59.18295078834244,60.0,0.0,0.0,0.8,0.0,1,0,1
2024-01-02 00:30:00,2.0,61.04630482560954,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 00:45:00,2.0,61.04630482560954,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 01:00:00,2.0,61.04630482560954,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 01:15:00,2.0,59.43978901098938,60.0,4.364602666666667,0.0,0.0,0.0,0,0,0
2024-01-02 01:30:00,2.0,60.65760076445333,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-02 01:45:00,2.0,59.76745112279067,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-02 02:00:00,2.0,58.916424271381224,60.0,1.7971893333333335,0.0,0.0,0.0,0,0,0
2024-01-02 02:15:00,2.0,60.55998547539461,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-02 02:30:00,2.0,59.13128179646484,60.0,3.594378666666667,0.0,0.0,0.0,0,0,0
2024-01-02 02:45:00,2.0,60.94083325370328,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 03:00:00,2.0,61.29917056856234,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 03:15:00,2.0,61.29917056856234,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 03:30:00,2.0,61.151970568562334,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-02 03:45:00,2.0,61.023170568562335,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 04:00:00,1.0,61.023170568562335,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 04:15:00,1.0,60.89437056856233,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-02 04:30:00,1.0,60.74717056856233,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 04:45:00,1.0,60.526370568562335,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-02 05:00:00,1.0,59.09117056856233,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 05:15:00,1.0,59.09117056856233,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 05:30:00,2.0,59.557666889632564,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-02 05:45:00,2.0,61.04753177257573,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 06:00:00,1.0,61.04753177257573,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 06:15:00,1.0,61.04753177257573,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 06:30:00,1.0,60.49553177257572,60.0,2.5674133333333335,0.0,0.0,0.0,0,0,0
2024-01-02 06:45:00,1.0,59.22640382226517,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-02 07:00:00,1.0,61.179516865743444,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-02 07:15:00,1.0,59.57871686574344,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-02 07:30:00,2.0,59.35791686574344,60.0,0.0,0.0,0.7371944444444445,0.7224166666666667,1,1,0
2024-01-02 07:45:00,1.0,59.35791686574344,60.0,0.0,0.0,0.7649027777777778,0.0,1,0,0
2024-01-02 08:00:00,1.0,59.40121318681368,60.0,1.2837066666666668,0.0,0.7926111111111112,0.0,1,0,0
2024-01-02 08:15:00,1.0,61.179063545151,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-02 08:30:00,1.0,61.03735269947493,60.0,0.2567413333333333,0.0,0.8,0.0,1,0,0
2024-01-02 08:45:00,3.0,60.79815269947493,60.0,0.2567413333333333,0.0,0.8,0.0,1,0,1
2024-01-02 09:00:00,3.0,59.79489001433399,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-02 09:15:00,3.0,60.92232584806549,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 09:30:00,1.0,61.023063162924544,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-02 09:45:00,1.0,59.31155470616391,60.0,2.310672,0.0,0.0,0.0,0,0,0
2024-01-02 10:00:00,1.0,60.95735690396612,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-02 10:15:00,1.0,60.75302436693793,60.0,0.770224,0.0,0.0,0.0,0,0,0
2024-01-02 10:30:00,1.0,59.12416168179698,60.0,3.337637333333334,0.0,0.7630555555555556,0.7593611111111112,1,1,0
2024-01-02 10:45:00,1.0,59.90138060200722,60.0,3.0808960000000005,0.0,0.7907638888888889,0.0,1,0,0
2024-01-02 11:00:00,1.0,60.68277305303448,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-02 11:15:00,1.0,61.184445293837165,60.0,0.0,0.0,0.8,0.0,1,0,0
2024-01-02 11:30:00,1.0,59.97004529383717,60.0,1.5404480000000003,0.0,0.8,0.0,1,0,1
2024-01-02 11:45:00,1.0,59.47131275680898,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-02 12:00:00,1.0,60.98313425704787,60.0,0.0,0.0,0.0,0.0,0,0,0
