,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.11496419182045223,0.16641391929411048,0.0,0.0,1.3
2024-01-01 00:15:00,0.001,0.0,0.30229283432497456,0.158,0.0,0.0,1.5
2024-01-01 00:30:00,0.001,0.0,0.02213334042269011,0.158,0.0,0.0,1.5
2024-01-01 00:45:00,0.001,0.0,0.001,0.10033333333333333,0.0,0.0,1.3
2024-01-01 01:00:00,0.001,0.0,0.001,0.3076666666666667,0.0,0.0,1.5
2024-01-01 01:15:00,0.001,0.0,0.001,0.13033333333333333,0.0,0.0,1.5
2024-01-01 01:30:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-01 01:45:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-01 02:00:00,0.001,0.0,0.001,0.08766666666666666,0.0,0.0,0.7
2024-01-01 02:15:00,0.001,0.0,0.001,0.227,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.06233333333333333,0.0,0.0,0.3
2024-01-01 02:45:00,0.001,0.0,0.001,0.147,0.0,0.0,1.5
2024-01-01 03:00:00,0.001,0.0,0.001,0.08833333333333333,0.0,0.0,1.5
2024-01-01 03:15:00,0.001,0.0,0.001,0.075,0.0,0.0,1.5
2024-01-01 03:30:00,0.001,0.0,0.001,0.227,0.0,0.0,1.5
2024-01-01 03:45:00,0.001,0.0,0.001,0.075,0.0,0.0,0.3
2024-01-01 04:00:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.06633333333333333,0.0,1.7333333333333334,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.17233333333333334,0.0,0.6666666666666666,0.8
2024-01-01 04:45:00,0.001,0.0,0.001,0.24900000000000003,0.0,0.0,1.5
2024-01-01 05:00:00,0.001,0.0,0.001,0.08766666666666666,0.0,0.5333333333333333,1.5
2024-01-01 05:15:00,0.001,0.0,0.001,0.037,0.0,2.0,1.5
2024-01-01 05:30:00,0.001,0.0,0.001,0.037,0.0,2.0,1.5
2024-01-01 05:45:00,0.001,0.0,0.001,0.049666666666666665,0.0,2.0,0.2
2024-01-01 06:00:00,0.001,0.0,0.001,0.2856666666666667,0.0,2.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.20299999999999999,0.0,2.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.037,0.0,0.26666666666666666,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.037,8.066666666666666,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.227,4.4,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.113,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.125,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.11033333333333332,0.0,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.21433333333333335,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.12566666666666668,0.0,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.044333333333333336,0.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.147,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.24566666666666667,0.0,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.13833333333333334,3.6666666666666665,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.037,1.4666666666666666,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.037,0.0,0.0,0.3
2024-01-01 11:00:00,0.001,0.0,0.001,0.22566666666666668,0.0,1.2,1.5
2024-01-01 11:15:00,0.001,0.0,0.001,0.261,0.0,1.8666666666666667,1.5
2024-01-01 11:30:00,0.001,0.0,0.001,0.05166666666666666,0.0,0.0,0.3
2024-01-01 11:45:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.17633333333333334,0.0,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.16366666666666668,0.0,0.0,0.7
2024-01-01 12:45:00,0.001,0.0,0.001,0.103,0.0,0.0,1.5
2024-01-01 13:00:00,0.001,0.0,0.001,0.13233333333333333,0.0,0.0,1.5
2024-01-01 13:15:00,0.001,0.0,0.001,0.037,0.0,0.0,0.6
2024-01-01 13:30:00,0.001,0.0,0.001,0.16366666666666668,0.0,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.17633333333333334,0.0,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.037,0.7333333333333333,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.5321333333333332,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.217,0.0,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.189,0.0,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.24132,0.0,0.0,1.4
2024-01-01 16:15:00,0.001,0.0,0.001,0.3116666666666667,0.0,0.0,1.5
2024-01-01 16:30:00,0.001,0.0,0.001,0.07366666666666667,0.0,0.0,1.5
2024-01-01 16:45:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-01 17:00:00,0.001,0.0,0.001,0.037,0.0,1.0666666666666667,1.5
2024-01-01 17:15:00,0.001,0.0,0.001,0.24753333333333333,0.0,2.0,0.6
2024-01-01 17:30:00,0.001,0.0,0.001,0.34833333333333333,0.0,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.21500000000000002,0.0,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.281,0.0,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.17833333333333334,0.0,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.18013333333333334,0.0,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.227,0.0,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.11033333333333332,0.0,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.18833333333333335,0.0,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.227,0.0,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.049666666666666665,0.0,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.001,0.08766666666666666,0.0,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.001,0.32966666666666666,0.0,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.001,0.121,0.0,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.06434523770585907,0.0,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.001,0.14921886401958098,0.0,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.001,0.24963219735291428,0.0,0.0,0.3
2024-01-01 22:30:00,0.001,0.0,0.001,0.4678721973529143,0.0,0.0,1.5
2024-01-01 22:45:00,0.001,0.0,0.001,0.2495521973529143,0.0,0.0,0.7
2024-01-01 23:00:00,0.001,0.0,0.001,0.18030842454899812,0.0,0.0,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.06633333333333333,0.0,0.0,1.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.06627458079089117,0.0,0.0,1.5
2024-01-01 23:45:00,0.001,0.0,0.001,0.247237661666784,0.0,0.0,1.5
2024-01-02 00:00:00,0.001,0.0,0.001,0.13104260639225446,0.0,0.0,1.5
2024-01-02 00:15:00,0.001,0.0,0.001,0.09650927305892114,0.0,0.0,1.5
2024-01-02 00:30:00,0.001,0.0,0.001,0.25270927305892116,0.0,0.0,1.5
2024-01-02 00:45:00,0.001,0.0,0.001,0.3193131094431851,0.0,0.0,1.5
2024-01-02 01:00:00,0.001,0.0,0.001,0.37324175788233144,0.0,0.0,1.5
2024-01-02 01:15:00,0.001,0.0,0.001,0.22133333333333333,0.0,0.0,1.5
2024-01-02 01:30:00,0.001,0.0,0.001,0.158,0.0,0.0,1.5
2024-01-02 01:45:00,0.001,0.0,0.001,0.06926666666666666,0.0,0.0,1.5
2024-01-02 02:00:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-02 02:15:00,0.001,0.0,0.001,0.3076666666666667,0.0,0.0,1.5
2024-01-02 02:30:00,0.001,0.0,0.001,0.5934666666666667,0.0,0.0,1.5
2024-01-02 02:45:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-02 03:00:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-02 03:15:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-02 03:30:00,0.001,0.0,0.001,0.21433333333333335,0.0,0.0,1.5
2024-01-02 03:45:00,0.001,0.0,0.001,0.6587333333333334,0.0,0.0,1.5
2024-01-02 04:00:00,0.001,0.0,0.001,0.147,0.0,0.0,1.5
2024-01-02 04:15:00,0.001,0.0,0.001,0.08833333333333333,0.0,1.8666666666666667,1.5
2024-01-02 04:30:00,0.001,0.0,0.001,0.43679999999999997,0.0,2.0,1.5
2024-01-02 04:45:00,0.001,0.0,0.001,0.20166666666666666,0.0,0.9333333333333333,1.5
2024-01-02 05:00:00,0.001,0.0,0.001,0.13833333333333334,0.0,0.0,1.5
2024-01-02 05:15:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-02 05:30:00,0.001,0.0,0.001,0.06633333333333333,0.0,0.0,1.5
2024-01-02 05:45:00,0.001,0.0,0.001,0.147,0.0,0.0,1.5
2024-01-02 06:00:00,0.001,0.0,0.001,0.211,0.0,0.0,1.5
2024-01-02 06:15:00,0.001,0.0,0.001,0.151,0.0,0.0,1.5
2024-01-02 06:30:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-02 06:45:00,0.001,0.0,0.001,0.037,0.0,0.0,1.2
2024-01-02 07:00:00,0.001,0.0,0.001,0.037,0.0,0.0,0.0
2024-01-02 07:15:00,0.001,0.0,0.001,0.23500000000000001,0.0,0.0,0.0
2024-01-02 07:30:00,0.001,0.0,0.001,0.6661333333333332,0.0,0.0,0.0
2024-01-02 07:45:00,0.001,0.0,0.001,0.09346666666666666,0.0,0.0,0.0
2024-01-02 08:00:00,0.001,0.0,0.001,0.9576,0.0,0.0,0.0
2024-01-02 08:15:00,0.001,0.0,0.001,0.158,0.0,0.0,0.0
2024-01-02 08:30:00,0.001,0.0,0.001,0.2959333333333333,0.0,0.0,0.0
2024-01-02 08:45:00,0.001,0.0,0.001,0.31033333333333335,0.0,0.0,1.5
2024-01-02 09:00:00,0.001,0.0,0.001,0.7920666666666667,0.0,0.0,1.5
2024-01-02 09:15:00,0.001,0.0,0.001,0.12333333333333334,0.0,0.0,1.5
2024-01-02 09:30:00,0.001,0.0,0.001,0.03873333333333333,0.0,0.0,0.7
2024-01-02 09:45:00,0.001,0.0,0.001,2.2301333333333333,0.0,0.0,0.0
2024-01-02 10:00:00,0.001,0.0,0.001,0.6688,0.0,0.0,1.1
2024-01-02 10:15:00,0.001,0.0,0.001,0.037,0.0,0.0,1.5
2024-01-02 10:30:00,0.001,0.0,0.001,0.4441333333333333,0.0,0.0,1.5
2024-01-02 10:45:00,0.001,0.0,0.001,0.147,0.0,0.0,0.7
2024-01-02 11:00:00,0.001,0.0,0.001,0.18233333333333332,0.0,0.0,1.5
