,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.0,0.001,0.20437593972558782,0.0,0.3333333333333333
2024-01-01 00:15:00,0.0,0.001,0.2677092730589211,0.0,2.3333333333333335
2024-01-01 00:30:00,0.0,0.001,0.3825521973529143,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.2685521973529143,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.0957521973529143,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.0715521973529143,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.056827838588220964,0.0,4.0
2024-01-01 01:45:00,0.0,0.001,0.16666666666666666,0.0,5.0
2024-01-01 02:00:00,0.0,0.001,0.23,0.0,1.6666666666666667
2024-01-01 02:15:00,0.0,0.001,0.5857333333333333,0.0,0.6666666666666666
2024-01-01 02:30:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.04,0.0,3.3333333333333335
2024-01-01 03:00:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.23,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.17933333333333332,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 04:30:00,0.0,0.001,0.10333333333333333,0.0,0.0
2024-01-01 04:45:00,0.0,0.001,0.23,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.116,0.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.16666666666666666,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.6298,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.05266666666666667,0.0,1.0
2024-01-01 06:45:00,0.0,0.001,0.04,0.0,2.6666666666666665
2024-01-01 07:00:00,0.0,0.001,0.0426,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.053,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.243,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.20820000000000002,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.0818,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.07566666666666667,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.053,0.0,4.0
2024-01-01 08:45:00,0.0,0.001,0.7560666666666667,0.0,3.6666666666666665
2024-01-01 09:00:00,0.0,0.001,2.155266666666667,0.0,0.0
2024-01-01 09:15:00,0.0,0.001,0.5158,0.0,0.0
2024-01-01 09:30:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 09:45:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 10:00:00,0.0,0.001,0.04,0.0,0.0
2024-01-01 10:15:00,0.0,0.001,0.16666666666666666,0.0,0.0
2024-01-01 10:30:00,0.0,0.001,0.23,0.0,0.0
2024-01-01 10:45:00,0.0,0.001,0.05266666666666667,0.0,0.0
2024-01-01 11:00:00,0.0,0.001,0.04,0.0,3.0
2024-01-01 11:15:00,0.0,0.1343270449307853,0.04,0.0,0.0
2024-01-01 11:30:00,0.0,0.3980656350139567,0.06524175788233146,0.0,0.0
2024-01-01 11:45:00,0.0,0.7000993479286205,0.27368553068624757,0.0,0.0
2024-01-01 12:00:00,0.0,0.1361017319839218,0.22388553068624759,0.0,0.0
2024-01-01 12:15:00,0.0,0.2459531966181246,0.08455219735291429,5.133333333333334,0.0
2024-01-01 12:30:00,0.0,1.262108895437139,0.16345819328500685,7.0,0.0
2024-01-01 12:45:00,0.4503333333333333,0.4280888661194665,0.7317550607844222,7.0,3.3333333333333335
2024-01-01 13:00:00,2.25,0.11063258560186728,0.23615707570600683,4.666666666666667,0.0
2024-01-01 13:15:00,0.9006000000000001,0.2961313106793138,0.3628237423726735,0.0,0.0
2024-01-01 13:30:00,1.0505333333333333,0.9065954028231974,0.2488237423726735,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.1293374110732939,0.0,0.3333333333333333
2024-01-01 14:00:00,0.0,0.001,0.04788249491511567,2.3333333333333335,2.3333333333333335
2024-01-01 14:15:00,0.0,0.001,0.0518237423726735,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.1784904090393402,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,1.2014237423726735,0.0,0.0
2024-01-01 15:00:00,0.0,0.297276234069305,1.9836904090393404,0.0,0.0
2024-01-01 15:15:00,0.0,0.7682342728211028,0.042364748474534704,0.0,0.0
2024-01-01 15:30:00,0.0,0.23075527013400157,0.0884,0.0,0.0
2024-01-01 15:45:00,0.0,0.1654467459191263,0.161,0.0,0.0
2024-01-01 16:00:00,0.0,0.862219893075306,0.351,0.0,0.0
2024-01-01 16:15:00,0.0,0.927589509504157,0.30033333333333334,0.0,0.0
2024-01-01 16:30:00,0.0,0.10276240932223042,0.161,2.3333333333333335,0.0
