,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.2183759397255878,0.0,0.0,0.0
2024-01-01 00:15:00,0.24292102356740958,0.0,0.0,3.0
2024-01-01 00:30:00,0.4020655002550049,0.0,0.0,1.0
2024-01-01 00:45:00,0.6037570757060069,0.0,0.0,0.0
2024-01-01 01:00:00,0.3418237423726735,0.0,0.0,0.0
2024-01-01 01:15:00,0.20749040903934018,0.0,0.0,0.0
2024-01-01 01:30:00,0.1820942454236041,0.0,0.0,0.0
2024-01-01 01:45:00,0.3143333333333333,0.0,0.0,1.3333333333333333
2024-01-01 02:00:00,0.22906666666666667,0.0,0.0,0.3333333333333333
2024-01-01 02:15:00,0.18833333333333332,0.0,0.0,1.6666666666666667
2024-01-01 02:30:00,0.5261333333333333,0.0,0.0,0.6666666666666666
2024-01-01 02:45:00,0.054,0.0,0.0,0.0
2024-01-01 03:00:00,0.11733333333333333,0.0,0.0,3.0
2024-01-01 03:15:00,0.24400000000000002,0.0,0.0,0.0
2024-01-01 03:30:00,0.14933333333333332,0.0,0.0,0.0
2024-01-01 03:45:00,0.178,0.0,0.0,0.0
2024-01-01 04:00:00,0.054,0.0,0.0,0.0
2024-01-01 04:15:00,0.054,0.0,3.466666666666667,0.0
2024-01-01 04:30:00,0.2313333333333333,0.0,4.0,0.0
2024-01-01 04:45:00,0.17366666666666666,0.0,4.0,0.0
2024-01-01 05:00:00,0.209,0.0,4.0,0.0
2024-01-01 05:15:00,0.07466666666666666,0.0,4.0,0.0
2024-01-01 05:30:00,0.054,0.0,4.0,1.0
2024-01-01 05:45:00,0.15533333333333335,0.0,0.0,5.0
2024-01-01 06:00:00,0.7517333333333334,0.0,0.0,3.0
2024-01-01 06:15:00,0.18833333333333332,0.0,0.0,0.0
2024-01-01 06:30:00,0.12633333333333333,0.0,0.0,4.0
2024-01-01 06:45:00,0.054,0.0,0.0,5.0
2024-01-01 07:00:00,0.07933333333333333,0.0,3.7333333333333334,2.3333333333333335
2024-01-01 07:15:00,0.24400000000000002,0.0,1.0666666666666667,3.0
2024-01-01 07:30:00,0.18733333333333332,6.066666666666666,0.0,3.0
2024-01-01 07:45:00,0.178,7.0,0.0,0.6666666666666666
2024-01-01 08:00:00,0.054,7.0,0.0,0.0
2024-01-01 08:15:00,0.054,0.0,0.0,0.0
2024-01-01 08:30:00,0.19333333333333333,0.0,0.0,0.0
2024-01-01 08:45:00,0.21166666666666664,0.0,0.0,0.0
2024-01-01 09:00:00,0.209,0.0,0.0,0.0
2024-01-01 09:15:00,0.07466666666666666,0.0,0.0,0.0
2024-01-01 09:30:00,0.054,0.0,0.0,0.3333333333333333
2024-01-01 09:45:00,0.11733333333333333,0.0,0.0,1.0
2024-01-01 10:00:00,0.24400000000000002,0.0,0.0,0.0
2024-01-01 10:15:00,0.20099999999999998,0.0,0.0,2.3333333333333335
2024-01-01 10:30:00,0.12633333333333333,0.0,0.0,0.0
2024-01-01 10:45:00,0.054,0.0,0.0,0.0
2024-01-01 11:00:00,0.054,0.0,1.8666666666666667,2.3333333333333335
2024-01-01 11:15:00,0.2313333333333333,0.0,4.0,0.0
2024-01-01 11:30:00,0.22533333333333333,0.0,0.5333333333333333,1.6666666666666667
2024-01-01 11:45:00,0.178,0.0,0.0,1.0
2024-01-01 12:00:00,0.054,0.0,0.0,0.0
2024-01-01 12:15:00,0.054,0.0,0.0,0.0
2024-01-01 12:30:00,0.15533333333333335,0.0,0.0,0.0
2024-01-01 12:45:00,0.24966666666666668,0.0,0.0,1.3333333333333333
2024-01-01 13:00:00,0.209,0.0,0.0,0.0
2024-01-01 13:15:00,0.07466666666666666,0.0,0.0,0.0
2024-01-01 13:30:00,0.054,0.0,0.0,0.0
2024-01-01 13:45:00,0.07933333333333333,0.0,0.0,0.0
2024-01-01 14:00:00,0.24400000000000002,0.0,0.0,0.0
2024-01-01 14:15:00,0.239,0.0,0.0,1.0
2024-01-01 14:30:00,0.12633333333333333,0.0,0.0,0.6666666666666666
2024-01-01 14:45:00,0.054,0.0,2.6666666666666665,0.0
2024-01-01 15:00:00,0.054,0.0,1.3333333333333333,0.0
2024-01-01 15:15:00,0.19333333333333333,1.4,0.0,0.0
2024-01-01 15:30:00,0.26333333333333336,0.0,0.0,0.3333333333333333
2024-01-01 15:45:00,0.178,0.0,0.0,3.0
2024-01-01 16:00:00,0.054,0.0,0.0,0.0
2024-01-01 16:15:00,0.054,0.0,0.0,0.0
2024-01-01 16:30:00,0.11733333333333333,0.0,0.0,0.0
2024-01-01 16:45:00,0.275,0.0,0.0,2.0
2024-01-01 17:00:00,0.22166666666666665,0.0,0.0,0.0
2024-01-01 17:15:00,1.0649333333333333,0.0,0.0,1.3333333333333333
