,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.050941247457557834,0.0
2024-01-01 00:15:00,0.001,0.16066666666666668,0.0
2024-01-01 00:30:00,0.001,0.3004589938981388,0.0
2024-01-01 00:45:00,0.001,0.20615707570600683,0.0
2024-01-01 01:00:00,0.001,0.5918904090393402,0.0
2024-01-01 01:15:00,0.001,0.06915707570600685,0.0
2024-01-01 01:30:00,0.001,0.20278824949151156,0.0
2024-01-01 01:45:00,0.001,0.10466666666666666,0.0
2024-01-01 02:00:00,0.001,0.3216666666666666,0.0
2024-01-01 02:15:00,0.001,0.4541333333333333,1.3333333333333333
2024-01-01 02:30:00,0.001,0.24226666666666666,0.5333333333333333
2024-01-01 02:45:00,0.001,0.16066666666666668,0.0
2024-01-01 03:00:00,0.001,0.047,0.0
2024-01-01 03:15:00,0.001,0.25966666666666666,0.0
2024-01-01 03:30:00,0.001,0.6967333333333333,0.0
2024-01-01 03:45:00,0.001,0.16066666666666668,0.0
2024-01-01 04:00:00,0.001,0.109,1.0666666666666667
2024-01-01 04:15:00,0.001,0.047,0.9333333333333333
2024-01-01 04:30:00,0.001,0.125,1.6
2024-01-01 04:45:00,0.001,0.294,0.0
2024-01-01 05:00:00,0.001,0.21666666666666667,0.0
2024-01-01 05:15:00,0.001,0.05733333333333333,0.0
2024-01-01 05:30:00,0.001,0.047,0.8
2024-01-01 05:45:00,0.001,0.047,2.0
2024-01-01 06:00:00,0.001,0.35233333333333333,1.6
2024-01-01 06:15:00,0.001,0.37332,0.0
2024-01-01 06:30:00,0.001,0.1827,0.0
2024-01-01 06:45:00,0.001,0.1827,2.0
2024-01-01 07:00:00,0.001,0.1827,2.0
2024-01-01 07:15:00,0.001,0.4050333333333334,1.0666666666666667
2024-01-01 07:30:00,0.001,0.4433666666666667,0.0
2024-01-01 07:45:00,0.001,0.2047,0.0
2024-01-01 08:00:00,0.001,0.1827,0.0
2024-01-01 08:15:00,0.001,0.7261,0.0
2024-01-01 08:30:00,0.001,0.36563333333333337,1.8666666666666667
2024-01-01 08:45:00,0.001,0.4317314151412014,0.4
2024-01-01 09:00:00,0.001,0.2881904090393402,0.0
2024-01-01 09:15:00,0.001,0.6073237423726734,0.0
2024-01-01 09:30:00,0.001,0.5463904090393401,0.0
2024-01-01 09:45:00,0.001,2.4301904090393402,0.0
2024-01-01 10:00:00,0.001,3.252072662598759,0.0
2024-01-01 10:15:00,0.001,2.6090333333333335,2.0
2024-01-01 10:30:00,0.001,0.21203333333333332,0.13333333333333333
2024-01-01 10:45:00,0.001,0.6961666666666667,0.0
2024-01-01 11:00:00,0.001,0.2447,0.0
2024-01-01 11:15:00,0.001,0.5021933333333333,0.0
2024-01-01 11:30:00,0.001,2.579102159547829,0.0
2024-01-01 11:45:00,0.001,0.2611570757060068,0.0
2024-01-01 12:00:00,0.001,0.8836904090393403,0.0
2024-01-01 12:15:00,0.001,2.27609040903934,0.0
2024-01-01 12:30:00,0.001,0.9206237423726736,1.7333333333333334
2024-01-01 12:45:00,0.001,0.2486345384039927,0.26666666666666666
2024-01-01 13:00:00,0.001,3.5166855306862477,0.0
2024-01-01 13:15:00,0.001,2.6837521973529146,0.0
2024-01-01 13:30:00,0.001,1.081818864019581,0.0
2024-01-01 13:45:00,0.001,0.08028553068624762,0.0
2024-01-01 14:00:00,0.001,0.7129521973529143,0.0
2024-01-01 14:15:00,0.001,0.30385073245097144,0.0
2024-01-01 14:30:00,0.001,0.20433333333333334,0.0
2024-01-01 14:45:00,0.001,0.047,0.0
2024-01-01 15:00:00,0.001,0.047,0.9333333333333333
2024-01-01 15:15:00,0.001,0.08266666666666667,1.0666666666666667
2024-01-01 15:30:00,0.001,0.36666666666666664,0.0
2024-01-01 15:45:00,0.001,0.15266666666666667,0.0
2024-01-01 16:00:00,0.001,0.091,0.0
2024-01-01 16:15:00,0.001,0.047,0.0
2024-01-01 16:30:00,0.001,0.109,0.0
2024-01-01 16:45:00,0.001,0.3,0.0
2024-01-01 17:00:00,0.001,0.14300407773996057,0.0
2024-01-01 17:15:00,0.001,0.16149040903934017,0.0
2024-01-01 17:30:00,0.001,0.0588237423726735,1.0666666666666667
2024-01-01 17:45:00,0.001,0.17249040903934015,0.9333333333333333
2024-01-01 18:00:00,0.001,0.18415707570600684,0.0
2024-01-01 18:15:00,0.001,0.17997266259875921,0.0
2024-01-01 18:30:00,0.001,0.13499999999999998,0.0
2024-01-01 18:45:00,0.001,0.10866666666666666,0.0
2024-01-01 19:00:00,0.001,0.2083104394705829,0.0
2024-01-01 19:15:00,0.001,0.08888553068624763,0.0
2024-01-01 19:30:00,0.001,0.7889521973529143,0.0
2024-01-01 19:45:00,0.001,0.1205521973529143,0.0
2024-01-01 20:00:00,0.001,0.2505521973529143,0.5333333333333333
2024-01-01 20:15:00,0.001,0.16697710613724953,1.4666666666666666
2024-01-01 20:30:00,0.001,0.047,0.0
