,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.0,0.4300445279238899,0.172,0.0
2024-01-01 00:15:00,0.001,0.0,0.663232898700175,0.21293333333333334,0.0
2024-01-01 00:30:00,0.001,0.0,0.14419002230744984,0.23233333333333336,0.0
2024-01-01 00:45:00,0.001,0.0,0.29652354140320536,0.6692,0.0
2024-01-01 01:00:00,0.001,0.0,1.296082042536148,0.6678666666666666,0.0
2024-01-01 01:15:00,0.001,0.0,0.3347254971841325,0.038,0.0
2024-01-01 01:30:00,0.001,0.0,0.10695473016285469,0.5710666666666666,0.0
2024-01-01 01:45:00,0.001,0.0,0.306670447376543,0.038,0.0
2024-01-01 02:00:00,0.001,0.0,0.8915701374107773,0.148,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.4524666666666667,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.09666666666666666,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.104,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.038,1.7333333333333334
2024-01-01 04:30:00,0.001,0.0,0.001,0.038,1.7333333333333334
2024-01-01 04:45:00,0.001,0.0,0.001,0.43779999999999997,2.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.04533333333333333,0.4
2024-01-01 05:15:00,0.001,0.0,0.001,0.148,0.13333333333333333
2024-01-01 05:30:00,0.001,0.0,0.001,0.04533333333333333,2.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.038,1.8666666666666667
2024-01-01 06:00:00,0.001,0.0,0.001,0.042333333333333334,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.051,2.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.11699999999999999,2.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.10966666666666666,1.6
2024-01-01 07:15:00,0.001,0.0,0.001,0.051,2.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.05967074440662724,2.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.4626237423726735,1.7333333333333334
2024-01-01 08:00:00,0.001,0.0,0.001,0.0628237423726735,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.07749040903934018,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.16730599593209255,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.051,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.03973333333333333,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.11133333333333333,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.08933333333333332,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.05999999999999999,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.40719999999999995,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.17126666666666665,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.038,1.2
2024-01-01 13:00:00,0.001,0.0,0.001,0.038,2.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.11866666666666666,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.082,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.43779999999999997,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.13751333333333332,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.1737,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.1737,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.6028333333333333,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.26903333333333335,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.1737,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.27856666666666663,0.0
2024-01-01 15:45:00,0.001,0.15033333333333332,0.001,0.6944999999999999,0.0
2024-01-01 16:00:00,0.001,2.25,0.001,0.29816666666666664,0.0
2024-01-01 16:15:00,0.001,1.0505333333333333,0.001,0.3155824949151157,0.0
2024-01-01 16:30:00,0.001,1.2004666666666668,0.001,0.4075237423726735,0.0
2024-01-01 16:45:00,0.001,0.0006000000000000001,0.001,0.3225147678040335,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.32687593972558776,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.33736610740923134,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.7872483609686504,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.45907593972558786,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.4568182476275612,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.4635509950001173,1.6
2024-01-01 18:30:00,0.001,0.0,0.001,0.32337593972558776,1.6
2024-01-01 18:45:00,0.001,0.0,0.001,0.32337593972558776,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.27497593972558776,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,0.20237593972558782,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.19133600330593556,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.25433333333333336,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.18833333333333335,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.28,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.2847294969490694,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,1.0914237423726736,0.0
2024-01-01 21:00:00,0.001,0.0,0.001,0.41905158096089445,0.0
2024-01-01 21:15:00,0.001,0.0,0.001,0.3189759397255878,0.0
2024-01-01 21:30:00,0.001,0.0,0.001,0.21850927305892115,0.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.2830426063922545,0.0
2024-01-01 22:00:00,0.001,0.0,0.001,0.32337593972558776,0.0
2024-01-01 22:15:00,0.001,0.0,0.001,0.7231759397255878,0.0
2024-01-01 22:30:00,0.001,0.0,0.001,0.3186464427765184,0.0
2024-01-01 22:45:00,0.001,0.0,0.001,0.25745027916078234,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.3050426063922545,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.2243759397255878,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.20237593972558782,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.20237593972558782,0.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.17292722219620113,0.0
2024-01-02 00:15:00,0.001,0.0,0.001,0.1708237423726735,0.0
2024-01-02 00:30:00,0.001,0.0,0.001,0.10922374237267349,0.0
2024-01-02 00:45:00,0.001,0.0,0.001,0.1168510797739143,0.0
2024-01-02 01:00:00,0.001,0.0,0.001,0.4378,0.0
2024-01-02 01:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 01:30:00,0.001,0.0,0.001,0.12673333333333334,0.0
2024-01-02 01:45:00,0.001,0.0,0.001,0.5588,0.0
2024-01-02 02:00:00,0.001,0.0,0.001,0.159,0.0
2024-01-02 02:15:00,0.001,0.0,0.001,0.6688,0.0
2024-01-02 02:30:00,0.001,0.0,0.001,0.30693333333333334,0.0
2024-01-02 02:45:00,0.001,0.0,0.001,0.4781333333333333,0.0
2024-01-02 03:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 03:15:00,0.001,0.0,0.001,0.038,0.4
2024-01-02 03:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 03:45:00,0.001,0.0,0.001,0.09666666666666666,0.0
2024-01-02 04:00:00,0.001,0.0,0.001,0.104,1.2
2024-01-02 04:15:00,0.001,0.0,0.001,0.038,2.0
2024-01-02 04:30:00,0.001,0.0,0.001,0.038,1.6
2024-01-02 04:45:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 05:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 05:15:00,0.001,0.0,0.001,0.04533333333333333,0.0
2024-01-02 05:30:00,0.001,0.0,0.001,0.148,0.0
2024-01-02 05:45:00,0.001,0.0,0.001,0.04533333333333333,0.0
2024-01-02 06:00:00,0.001,0.0,0.001,0.04641391929411048,0.0
2024-01-02 06:15:00,0.001,0.0,0.001,0.0695521973529143,0.0
2024-01-02 06:30:00,0.001,0.0,0.001,0.0695521973529143,0.0
2024-01-02 06:45:00,0.001,0.0,0.001,0.0695521973529143,0.0
2024-01-02 07:00:00,0.001,0.0,0.001,0.1355521973529143,0.0
2024-01-02 07:15:00,0.001,0.0,0.001,0.11349450525488763,0.0
2024-01-02 07:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 07:45:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 08:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 08:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 08:30:00,0.001,0.0,0.001,0.05266666666666667,0.0
2024-01-02 08:45:00,0.001,0.0,0.001,0.148,0.0
2024-01-02 09:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 09:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 09:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 09:45:00,0.001,0.0,0.001,0.5710666666666666,0.0
2024-01-02 10:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 10:15:00,0.001,0.0,0.001,0.5111333333333333,1.3333333333333333
2024-01-02 10:30:00,0.001,0.0,0.001,0.08933333333333332,1.7333333333333334
2024-01-02 10:45:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 11:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 11:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 11:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 11:45:00,0.001,0.0,0.001,0.05999999999999999,0.0
2024-01-02 12:00:00,0.001,0.0,0.001,0.14066666666666666,0.0
2024-01-02 12:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 12:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 12:45:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 13:00:00,0.001,0.0,0.001,0.43779999999999997,0.0
2024-01-02 13:15:00,0.001,0.0,0.001,0.43779999999999997,0.0
2024-01-02 13:30:00,0.001,0.0,0.001,0.11866666666666666,0.0
2024-01-02 13:45:00,0.001,0.0,0.001,0.082,0.0
2024-01-02 14:00:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 14:15:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 14:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 14:45:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 15:00:00,0.001,0.0,0.001,0.06733333333333333,0.0
2024-01-02 15:15:00,0.001,0.0,0.001,0.13333333333333333,0.0
2024-01-02 15:30:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 15:45:00,0.001,0.0,0.001,0.038,0.0
2024-01-02 16:00:00,0.001,0.0,0.001,0.0454863312993796,0.0
2024-01-02 16:15:00,0.001,0.0,0.001,0.11929040903934017,0.0
2024-01-02 16:30:00,0.001,0.0,0.001,0.18382374237267352,0.0
2024-01-02 16:45:00,0.001,0.0,0.001,0.27182374237267354,0.13333333333333333
2024-01-02 17:00:00,0.001,0.0,0.001,0.22049040903934017,2.0
2024-01-02 17:15:00,0.001,0.0,0.001,0.6955570757060069,0.9333333333333333
2024-01-02 17:30:00,0.001,0.0,0.001,0.18006215954782862,0.0
2024-01-02 17:45:00,0.001,0.0,0.001,0.33503333333333335,0.0
2024-01-02 18:00:00,0.001,0.0,0.001,0.5489666666666667,0.0
2024-01-02 18:15:00,0.001,0.0,0.001,0.8584771061372495,0.0
2024-01-02 18:30:00,0.001,0.0,0.001,1.0521855306862475,0.0
2024-01-02 18:45:00,0.001,0.0,0.001,0.32625219735291433,0.0
2024-01-02 19:00:00,0.001,0.0,0.001,0.6071267781438056,0.0
2024-01-02 19:15:00,0.001,0.0,0.001,0.6579426063922544,0.0
2024-01-02 19:30:00,0.001,0.0,0.001,0.47207593972558776,0.0
2024-01-02 19:45:00,0.001,0.0,0.001,0.47207593972558776,0.0
2024-01-02 20:00:00,0.001,0.0,0.001,0.5674092730589211,0.0
2024-01-02 20:15:00,0.001,0.0,0.001,0.6346759397255878,0.0
2024-01-02 20:30:00,0.001,0.0,0.001,0.7386092730589212,0.0
2024-01-02 20:45:00,0.001,0.0,0.001,0.4398092730589211,0.0
2024-01-02 21:00:00,0.001,0.0,0.001,0.4398092730589211,0.0
2024-01-02 21:15:00,0.001,0.0,0.001,0.5703426063922544,0.0
2024-01-02 21:30:00,0.001,0.0,0.001,0.5030759397255878,0.0
2024-01-02 21:45:00,0.001,0.0,0.001,0.5397426063922545,0.0
2024-01-02 22:00:00,0.001,0.0,0.001,0.45907593972558786,0.0
2024-01-02 22:15:00,0.001,0.0,0.001,0.8266092730589212,0.0
2024-01-02 22:30:00,0.001,0.0,0.001,0.45907593972558786,0.0
