,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.0487294969490694,0.0,0.4
2024-01-01 00:15:00,0.001,0.0,0.001,0.22133333333333335,0.0,1.6
2024-01-01 00:30:00,0.001,0.0,0.001,0.12000000000000001,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.13266666666666665,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.12000000000000001,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.082,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.234,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.06933333333333333,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.2086666666666667,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.13266666666666665,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.2086666666666667,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.12000000000000001,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.13266666666666665,0.0,0.4
2024-01-01 04:15:00,0.001,0.0,0.001,0.044,0.0,0.4
2024-01-01 04:30:00,0.001,0.0,0.001,0.18333333333333332,0.0,0.9333333333333333
2024-01-01 04:45:00,0.001,0.0,0.001,0.158,0.0,2.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.044,0.0,0.4
2024-01-01 05:15:00,0.001,0.0,0.001,0.2086666666666667,0.0,0.26666666666666666
2024-01-01 05:30:00,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.044,0.0,1.6
2024-01-01 06:00:00,0.001,0.0,0.001,0.234,5.866666666666666,0.6666666666666666
2024-01-01 06:15:00,0.001,0.0,0.001,0.10733333333333334,6.6,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.2406,0.0,2.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.41186666666666666,0.0,2.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.044,0.0,0.9333333333333333
2024-01-01 07:15:00,0.001,0.0,0.001,0.09466666666666666,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.234,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.056666666666666664,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.196,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.5897333333333333,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.04573333333333333,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.15833333333333333,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.209,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.10766666666666666,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.1658,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.196,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.14533333333333334,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.18333333333333332,0.0,0.8
2024-01-01 11:00:00,0.001,0.0,0.001,0.07973333333333334,0.0,0.4
2024-01-01 11:15:00,0.001,0.0,0.001,1.2973999999999999,5.866666666666666,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,2.191666666666667,11.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,1.6599333333333335,2.2,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.13266666666666665,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.17066666666666666,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.44380000000000003,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.044,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.13888553068624762,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.27161886401958096,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.21521886401958093,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.1265521973529143,0.0,0.13333333333333333
2024-01-01 14:00:00,0.001,0.0,0.001,0.1426269596470552,0.0,2.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.7231666666666666,2.2,0.13333333333333333
2024-01-01 14:30:00,0.001,0.0,0.001,0.2937,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.34436666666666665,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.31903333333333334,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.4462333333333333,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.7127666666666665,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.1892333333333333,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.35736666666666667,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.3953666666666667,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.24336666666666665,2.933333333333333,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.1823,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.1797,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.7380999999999999,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.413918864019581,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.4038521973529143,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.3657188640195809,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,2.3462521973529147,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,1.9468404468444258,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.40696751517658974,0.0,1.4666666666666666
2024-01-01 19:00:00,0.001,0.0,0.001,0.5911904090393402,0.0,0.8
2024-01-01 19:15:00,0.001,0.0008666666666666667,0.001,0.2834921669216716,0.0,0.0
2024-01-01 19:30:00,0.001,1.2004666666666668,0.001,0.20837593972558782,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.001,0.21877593972558781,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.001,0.6211759397255878,0.0,0.0
2024-01-01 20:15:00,0.001,0.0007333333333333333,0.001,0.3480426063922544,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.49994044684442585,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,0.2067994407425647,0.0,0.0
2024-01-01 21:00:00,0.1592069572115326,0.0,0.001,0.2062724599020602,0.0,0.0
2024-01-01 21:15:00,0.7920347860576631,0.0,0.001,0.20837593972558782,0.0,0.0
2024-01-01 21:30:00,0.7920347860576631,0.0,0.001,0.2174226063922545,0.0,0.0
