,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,15.0,0.8731806722412151,14.99070902111746,13.505237102212334,12.0,59.181284968944084,60.0,1.7971893333333335,0.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,15.0,0.8731806722412151,14.971040467463455,13.516190310462678,12.0,60.086099111323406,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,15.0,0.8731806722412151,14.951738529148203,13.526734067619996,12.0,60.13963344481597,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,15.0,0.8731806722412151,14.932794036783488,13.536879327492356,12.0,59.454526440515885,60.0,3.0808960000000005,0.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,15.0,0.8731806722412151,14.914198058429292,13.546636758384874,12.0,58.175820200668745,60.0,3.337637333333334,0.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,15.0,0.8731806722412151,14.895941893423895,13.556016750522906,12.0,58.185194534161305,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,15.0,0.8731806722412151,14.878017066374346,13.565029423282263,12.0,59.033608867653875,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,15.0,0.8731806722412151,14.860415321303126,13.573684632231496,12.0,60.16170320114643,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,15.0,0.8731806722412151,14.842700164175271,13.579945429382526,11.0,60.84958241758214,60.0,0.770224,0.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,15.0,0.8731806722412151,14.824777608713047,13.583567627571258,11.0,60.215237534639,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,15.0,0.8731806722412151,14.807116773279857,13.586919612760674,11.0,59.93803772575224,60.0,2.053930666666667,0.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,15.0,0.8731806722412151,14.789711363323333,13.590008847287526,11.0,59.11748709030072,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,15.0,0.8731806722412151,14.77255524664272,13.592842598423196,11.0,57.86094142379328,60.0,3.337637333333334,0.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,15.0,0.8731806722412151,14.755642449171937,13.59542794344685,11.0,58.78295575728584,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,15.0,0.8731806722412151,14.73896715087223,13.597771774586759,11.0,60.0729700907784,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,15.0,0.8731806722412151,14.72252368173158,13.599880803833138,11.0,60.896260219779805,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,15.0,0.8731806722412151,14.706306517868088,13.601761567625875,11.0,60.78346060200627,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,18.266666666666666,0.8731806722412151,14.975338676837577,13.604328156320433,11.0,59.870820602006276,60.0,1.5404480000000003,0.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,2.0,15.933333333333334,0.8731806722412151,15.483542281725901,13.612590830541983,11.0,58.98623571906314,60.0,1.2837066666666668,0.0,0.0,0.0,0,0,0
2024-01-01 04:45:00,2.0,15.0,0.8731806722412151,15.48919672938206,13.62357300633504,11.0,57.12755493549886,60.0,3.594378666666667,0.0,0.0,0.0,0,0,0
2024-01-01 05:00:00,1.0,16.166666666666668,0.8731806722412151,15.494787664757196,13.632100587906612,10.0,57.63740926899142,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 05:15:00,1.0,18.5,0.8731806722412151,16.000232771531994,13.640617325298134,10.0,58.92742360248398,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 05:30:00,3.0,18.5,0.8731806722412151,16.67083326954226,13.656465195995661,10.0,60.21743793597654,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 05:45:00,3.0,18.5,0.8731806722412151,17.33336351565685,13.679974040302953,10.0,60.927767300525005,60.0,0.2567413333333333,0.0,0.0,0.0,0,0,0
2024-01-01 06:00:00,3.0,18.5,0.8731806722412151,17.98800996852217,13.710924613967327,10.0,60.48864749163825,60.0,0.5134826666666666,0.0,0.0,0.0,0,0,0
2024-01-01 06:15:00,3.0,18.5,0.8731806722412151,18.63495429812626,13.749103421771117,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 06:30:00,3.0,18.5,0.8731806722412151,18.98934511102568,13.793394843068704,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 06:45:00,3.0,18.5,0.8731806722412151,18.925015381876243,13.83818031346522,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 07:00:00,3.0,18.5,0.8731806722412151,18.858887054680388,13.881446959848006,10.0,60.41504749163825,60.0,0.0,0.0,0.7825833333333337,0.7506527777777778,1,1,0
2024-01-01 07:15:00,3.0,18.5,0.8731806722412151,18.79407236133398,13.9232328197014,10.0,60.41504749163825,60.0,0.0,0.0,0.8000000000000006,0.0,1,0,0
2024-01-01 07:30:00,3.0,18.5,0.8731806722412151,18.730530548700806,13.963577305628593,10.0,60.41504749163825,60.0,0.0,0.0,0.8000000000000006,0.0,1,0,0
2024-01-01 07:45:00,3.0,18.5,0.8731806722412151,18.668229555929674,14.002518768894616,10.0,60.41504749163825,60.0,0.0,0.0,0.8000000000000006,0.0,1,0,1
2024-01-01 08:00:00,1.0,18.5,0.8731806722412151,18.6075548037103,14.04009599885435,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 08:15:00,3.0,18.5,0.8731806722412151,18.548528321617148,14.076352358266497,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 08:30:00,3.0,18.5,0.8731806722412151,18.490640590499662,14.111325155557205,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 08:45:00,3.0,18.5,0.8731806722412151,18.43386299535705,14.145048604821726,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 09:00:00,3.0,18.5,0.8731806722412151,18.378628782951527,14.17755761926483,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 09:15:00,3.0,18.5,0.8731806722412151,18.324968850194256,14.208892382312172,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 09:30:00,3.0,18.5,0.8731806722412151,18.27232564335724,14.23908658013586,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 09:45:00,3.0,18.5,0.8731806722412151,18.220673675795737,14.268170672296671,10.0,60.41504749163825,60.0,0.0,0.0,0.0,0.0,0,0,0
2024-01-01 10:00:00,1.0,18.5,0.8731806722412151,18.17153208857185,14.298224719011237,11.0,60.41504749163825,60.0,0.0,0.0,0.7941944444444446,0.7796805555555556,1,1,0
