,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.001,0.12587528452921137,0.5128904090393402,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.2671050864688897,0.3028237423726735,0.0,0.0
2024-01-01 00:30:00,0.001,6.666666666666667e-05,0.6963776285624946,0.6971059959320925,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.6908,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.27566666666666667,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.20933333333333334,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.048,0.0,1.4666666666666666
2024-01-01 01:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.12866666666666665,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.114,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.5810666666666667,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.5810666666666667,3.7333333333333334,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.6764,7.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.09933333333333333,0.9333333333333333,1.8666666666666667
2024-01-01 04:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.08466666666666667,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.048,3.7333333333333334,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.06266666666666668,4.666666666666667,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.16840000000000002,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.083,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.061000000000000006,0.0,0.9333333333333333
2024-01-01 07:45:00,0.001,0.0,0.001,0.061000000000000006,2.3333333333333335,0.5333333333333333
2024-01-01 08:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.08513333333333334,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.171,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.06833333333333333,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.1312,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.13899999999999998,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.183,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.22953333333333334,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.06482783858822096,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.0795521973529143,5.133333333333334,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.0795521973529143,5.133333333333334,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.13821886401958097,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.17306994379349527,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.08506550025500494,0.0,1.4666666666666666
2024-01-01 12:00:00,0.001,0.0,0.001,0.0598237423726735,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.0598237423726735,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.0598237423726735,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.1244863312993796,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.12133333333333333,4.666666666666667,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.136,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.10666666666666667,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.15066666666666664,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.09200000000000001,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.048,0.0,1.4666666666666666
2024-01-01 16:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.05533333333333334,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.07733333333333332,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.07,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.06266666666666668,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.0506,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.07045899389813881,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.1256237423726735,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.33327245990206017,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.23210927305892115,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,0.8155959397255879,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.001,0.4458759397255878,0.0,1.4666666666666666
2024-01-01 21:15:00,0.001,0.0,0.001,0.3490759397255878,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.001,0.40040927305892116,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.4992994407425647,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.001,0.45825219735291434,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.001,0.9786979850784152,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.001,0.4677111912510531,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.001,0.4619426063922545,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.40600927305892115,0.0,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.3077426063922545,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.39313564674519924,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.4616620204314773,0.0,0.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.4700759397255878,0.0,0.0
2024-01-02 00:15:00,0.001,0.0,0.001,0.4700759397255878,0.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.001,0.9505426063922545,0.0,0.0
2024-01-02 00:45:00,0.001,0.0,0.001,0.4127502791607824,0.0,0.0
2024-01-02 01:00:00,0.001,0.0,0.001,0.3131139192941105,0.0,0.0
2024-01-02 01:15:00,0.001,0.0,0.001,0.49303333333333327,0.0,0.0
2024-01-02 01:30:00,0.001,0.0,0.001,0.5810666666666667,0.0,0.0
2024-01-02 01:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 02:00:00,0.001,0.0,0.001,0.14333333333333334,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.001,0.09933333333333333,0.0,0.0
2024-01-02 02:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 02:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 03:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 03:30:00,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-02 03:45:00,0.001,0.0,0.001,0.08466666666666667,0.0,0.13333333333333333
2024-01-02 04:00:00,0.001,0.0,0.001,0.048,0.0,1.3333333333333333
2024-01-02 04:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 04:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 04:45:00,0.001,0.0,0.001,0.06266666666666668,0.0,0.0
2024-01-02 05:00:00,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-02 05:15:00,0.001,0.0,0.001,0.07,0.0,0.0
2024-01-02 05:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 05:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 06:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 06:15:00,0.001,0.0,0.001,0.07733333333333332,0.0,0.0
2024-01-02 06:30:00,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-02 06:45:00,0.001,0.0,0.001,0.05533333333333334,0.0,0.13333333333333333
2024-01-02 07:00:00,0.001,0.0,0.001,0.048,0.0,1.4666666666666666
2024-01-02 07:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 07:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 07:45:00,0.001,0.0,0.001,0.09200000000000001,0.0,0.0
2024-01-02 08:00:00,0.001,0.0,0.001,0.15066666666666667,0.0,0.0
2024-01-02 08:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 08:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 08:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 09:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 09:15:00,0.001,0.0,0.001,0.6397333333333334,0.0,0.0
2024-01-02 09:30:00,0.001,0.0,0.001,0.136,0.0,0.0
2024-01-02 09:45:00,0.001,0.0,0.001,0.1456,0.0,0.0
2024-01-02 10:00:00,0.001,0.0,0.001,0.17,0.0,0.0
2024-01-02 10:15:00,0.001,0.0,0.001,0.17,0.0,0.0
2024-01-02 10:30:00,0.001,0.0,0.001,0.17,0.0,0.0
2024-01-02 10:45:00,0.001,0.0,0.001,0.1864,0.0,0.0
2024-01-02 11:00:00,0.001,0.0,0.001,0.12133333333333333,0.0,0.0
2024-01-02 11:15:00,0.001,0.0,0.001,0.5810666666666667,0.0,0.0
2024-01-02 11:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 11:45:00,0.001,0.0,0.001,0.048,0.0,1.4666666666666666
2024-01-02 12:00:00,0.001,0.0,0.001,0.048,0.4666666666666667,0.0
2024-01-02 12:15:00,0.001,0.0,0.001,0.17218666666666665,7.0,0.0
2024-01-02 12:30:00,0.001,0.0,0.001,0.24236666666666665,7.0,0.0
2024-01-02 12:45:00,0.001,0.0,0.001,0.1837,7.0,0.0
2024-01-02 13:00:00,0.001,0.0,0.001,0.7167666666666666,5.133333333333334,0.0
2024-01-02 13:15:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-02 13:30:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-02 13:45:00,0.001,0.0,0.001,0.28636666666666666,0.0,0.0
2024-01-02 14:00:00,0.001,0.0,0.001,0.22769999999999999,0.0,0.0
2024-01-02 14:15:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-02 14:30:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-02 14:45:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-02 15:00:00,0.001,0.0,0.001,0.19103333333333333,1.4,0.0
2024-01-02 15:15:00,0.001,0.0,0.001,0.29369999999999996,0.0,0.0
2024-01-02 15:30:00,0.001,0.0,0.001,0.21303333333333332,0.0,0.0
2024-01-02 15:45:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-02 16:00:00,0.001,0.0,0.001,0.1837,0.0,0.0
2024-01-02 16:15:00,0.001,0.0,0.001,0.12037333333333335,0.0,0.0
2024-01-02 16:30:00,0.001,0.0,0.001,0.07,0.0,0.4
2024-01-02 16:45:00,0.001,0.0,0.001,0.158,0.0,1.0666666666666667
2024-01-02 17:00:00,0.001,0.0,0.001,0.06266666666666668,0.0,0.0
2024-01-02 17:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 17:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 17:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 18:00:00,0.001,0.0,0.001,0.08466666666666667,0.0,0.0
2024-01-02 18:15:00,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-02 18:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 18:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 19:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 19:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 19:30:00,0.001,0.0,0.001,0.09933333333333333,0.0,0.0
2024-01-02 19:45:00,0.001,0.0,0.001,0.14333333333333334,0.0,0.0
2024-01-02 20:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 20:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-02 20:30:00,0.001,0.0,0.001,0.09173539615170914,0.0,0.0
2024-01-02 20:45:00,0.001,0.0,0.001,0.21237593972558783,0.0,0.0
2024-01-02 21:00:00,0.001,0.0,0.001,0.29084260639225445,0.0,0.0
2024-01-02 21:15:00,0.001,0.0,0.001,0.42804260639225444,0.0,0.0
2024-01-02 21:30:00,0.001,0.0,0.001,0.34501119125105306,0.0,1.4666666666666666
2024-01-02 21:45:00,0.001,0.0,0.001,0.33344871752938665,0.0,0.0
2024-01-02 22:00:00,0.001,0.0,0.001,0.2689491615817824,0.0,0.0
2024-01-02 22:15:00,0.001,0.0,0.001,0.3028237423726735,0.0,0.0
2024-01-02 22:30:00,0.001,0.0,0.001,0.3428237423726735,0.0,0.0
2024-01-02 22:45:00,0.001,0.0,0.001,0.3688237423726735,0.0,0.0
2024-01-02 23:00:00,0.001,0.0,0.001,0.3028237423726735,0.0,0.0
2024-01-02 23:15:00,0.001,0.0,0.001,0.27468249491511565,0.0,0.0
2024-01-02 23:30:00,0.001,0.0,0.001,0.21839999999999998,0.0,0.0
2024-01-02 23:45:00,0.001,0.0,0.001,0.2584666666666667,0.0,0.0
2024-01-03 00:00:00,0.001,0.0,0.001,0.26433333333333336,0.0,0.0
2024-01-03 00:15:00,0.001,0.0,0.001,0.27237582824844897,0.0,0.0
2024-01-03 00:30:00,0.001,0.0,0.001,0.24706374237267348,0.0,0.0
2024-01-03 00:45:00,0.001,0.0,0.001,0.12435707570600685,3.2666666666666666,0.0
2024-01-03 01:00:00,0.001,0.0,0.001,0.0598237423726735,3.7333333333333334,0.0
2024-01-03 01:15:00,0.001,0.0,0.001,0.0598237423726735,0.0,0.0
2024-01-03 01:30:00,0.001,0.0,0.001,0.16115299796604626,0.0,0.0
2024-01-03 01:45:00,0.001,0.0,0.001,0.08466666666666667,0.0,0.0
2024-01-03 02:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 02:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 02:30:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 02:45:00,0.001,0.0,0.001,0.5957333333333333,0.0,0.0
2024-01-03 03:00:00,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-03 03:15:00,0.001,0.0,0.001,0.07,0.0,0.8
2024-01-03 03:30:00,0.001,0.0,0.001,0.048,0.0,0.8
2024-01-03 03:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 04:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 04:15:00,0.001,0.0,0.001,0.07733333333333332,0.0,0.0
2024-01-03 04:30:00,0.001,0.0,0.001,0.158,0.0,0.0
2024-01-03 04:45:00,0.001,0.0,0.001,0.05533333333333334,0.0,0.0
2024-01-03 05:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 05:15:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 05:30:00,0.001,0.0,0.001,0.048,0.0,0.0
